Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Compensation,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Other Share Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2007,12931,1847,1847,0.0,2130.0,2130.0,,1230,196.0,272.0,762.0,0.0,237,,,,,5444,1906,7858.0,-5952.0,0.0,5581,2068.0,1636.0,432.0,,3513,7487,,3387,3387.0,,,,330.0,330.0,0.0,0.0,,,303,,,,303,4020,1296,1296.0,0.0,0.0,,4957,,,,4957,6253,10273,0.0,1862.0,,,,-5766,6333.0,229.0,2658,0.0,2658,12931,
12/31/2007,13659,2947,2947,0.0,1939.0,1939.0,,943,171.0,235.0,537.0,0.0,224,,,,,6053,1811,7327.0,-5516.0,0.0,5795,2019.0,1657.0,362.0,,3776,7606,,3794,3794.0,,,,308.0,308.0,0.0,0.0,,,344,,,,344,4446,1289,1289.0,0.0,0.0,,4895,,,,4895,6184,10630,0.0,1867.0,,,,-5764,6474.0,452.0,3029,0.0,3029,13659,
03/31/2008,12864,2203,2203,0.0,1760.0,1760.0,,1133,175.0,250.0,708.0,0.0,253,,,,,5349,1755,,,0.0,5760,2012.0,1691.0,321.0,,3748,7515,,3031,3031.0,,,,314.0,314.0,0.0,0.0,,,323,,,,323,3668,1292,1292.0,0.0,0.0,,4804,,,,4804,6096,9764,0.0,1868.0,,,,-5748,6348.0,632.0,3100,0.0,3100,12864,
06/30/2008,13032,2308,2308,0.0,1892.0,1892.0,,1087,182.0,237.0,668.0,0.0,222,,,,,5509,1712,7284.0,-5572.0,0.0,5811,2036.0,1726.0,310.0,,3775,7523,,3137,3137.0,,,,59.0,59.0,0.0,0.0,,,242,,,,242,3438,1296,1296.0,0.0,0.0,,4775,,,,4775,6071,9509,0.0,1874.0,,,,-5750,6772.0,627.0,3523,0.0,3523,13032,
09/30/2008,11913,1842,1842,0.0,1833.0,1833.0,,1136,183.0,221.0,732.0,0.0,172,,,,,4983,1629,7111.0,-5482.0,0.0,5301,1985.0,1700.0,285.0,,3316,6930,,3006,3006.0,,,,54.0,54.0,0.0,0.0,,,249,,,,249,3309,1249,1249.0,0.0,0.0,,2978,,,,2978,4227,7536,0.0,1874.0,,,,-5966,6865.0,1604.0,4377,0.0,4377,11913,
12/31/2008,9179,2145,2145,0.0,1716.0,1716.0,,948,145.0,193.0,610.0,0.0,195,,,,,5004,1551,6805.0,-5254.0,0.0,2624,1143.0,896.0,247.0,,1481,4175,,3267,3267.0,,,,51.0,51.0,0.0,0.0,,,120,,,,120,3438,1252,1252.0,0.0,0.0,,3501,,,,3501,4753,8191,0.0,1879.0,,,,-6048,5903.0,-749.0,985,3.0,988,9179,
03/31/2009,7929,1309,1309,0.0,1289.0,1289.0,0.0,1038,154.0,206.0,678.0,0.0,219,,,,219.0,3855,1458,6712.0,-5254.0,0.0,2616,1112.0,886.0,226.0,,1504,4074,,2586,,108.0,,2478.0,51.0,51.0,,,,,0,,,,0,2637,1255,1255.0,,,,3395,,2301.0,,1094,4650,7287,0.0,1883.0,978.0,905.0,,-6044,5525.0,-725.0,639,3.0,642,7929,
06/30/2009,7106,1132,1132,0.0,1333.0,1333.0,,918,146.0,195.0,577.0,0.0,216,,,,216.0,3599,1407,6608.0,-5201.0,,2100,1112.0,901.0,211.0,,988,3507,,681,681.0,,,,52.0,52.0,,,,,1765,,,,1765,2498,1259,1259.0,,,,3458,,2380.0,,1078,4717,7215,,1888.0,978.0,910.0,,-6044,5335.0,-1291.0,-112,3.0,-109,7106,
09/30/2009,7483,1147,1147,0.0,1334.0,1334.0,,898,128.0,192.0,578.0,0.0,755,,,,755.0,4134,1341,6603.0,-5262.0,,2008,1112.0,908.0,204.0,,896,3349,,740,740.0,,,,626.0,1.0,,,,625.0,1833,,,,1833,3199,1122,1122.0,,,,3813,,2728.0,,1085,4935,8134,,2073.0,978.0,1095.0,,-6044,5222.0,-1905.0,-654,3.0,-651,7483,
12/31/2009,7691,2024,2024,0.0,1395.0,1395.0,0.0,679,106.0,164.0,409.0,0.0,205,0.0,,607.0,76.0,4303,1254,6432.0,-5178.0,0.0,2134,1091.0,907.0,184.0,,436,3388,,942,919.0,23.0,0.0,0.0,62.0,62.0,0.0,0.0,,,1892,0.0,6.0,11.0,1881,2896,1129,1129.0,0.0,0.0,,3699,0.0,2694.0,,988,4828,7724,0.0,2071.0,978.0,1093.0,,-6022,5676.0,-1760.0,-35,2.0,-33,7691,
03/31/2010,7178,1500,1500,0.0,1465.0,1465.0,0.0,756,122.0,190.0,444.0,0.0,215,,,,209.0,3936,1166,6334.0,-5168.0,0.0,2076,903.0,903.0,0.0,,1173,3242,,725,626.0,99.0,,,61.0,0.0,,,,61.0,1562,,2.0,,1559,2348,1229,1229.0,,,,3654,,2686.0,,966,4883,7231,0.0,2073.0,978.0,1095.0,,-6011,5788.0,-1905.0,-55,2.0,-53,7178,
06/30/2010,6791,1313,1313,0.0,1375.0,1375.0,0.0,751,124.0,199.0,428.0,0.0,199,6.0,,,187.0,3638,1096,6165.0,-5069.0,0.0,2057,898.0,898.0,0.0,,1153,3153,,708,656.0,52.0,,,61.0,0.0,,,,61.0,1446,,,,1443,2215,1234,1234.0,,,,3550,,2592.0,,958,4784,6999,0.0,2078.0,978.0,1100.0,,-6011,5620.0,-1897.0,-210,2.0,-208,6791,
09/30/2010,6929,1397,1397,0.0,1314.0,1314.0,0.0,849,147.0,197.0,505.0,0.0,211,,,,194.0,3771,1069,6252.0,-5183.0,0.0,2089,916.0,916.0,0.0,,1173,3158,,726,726.0,,,,61.0,0.0,,,,61.0,1578,,1.0,,1554,2365,1189,1189.0,,,,3588,,2628.0,,959,4777,7142,0.0,2079.0,978.0,1101.0,,-5995,5565.0,-1864.0,-215,2.0,-213,6929,
12/31/2010,6226,1624,1624,0.0,1196.0,1196.0,0.0,746,121.0,154.0,471.0,0.0,220,12.0,,695.0,100.0,3786,1037,6022.0,-4985.0,0.0,1403,418.0,294.0,124.0,,278,2440,,1302,959.0,343.0,0.0,0.0,50.0,0.0,,,,50.0,1468,0.0,8.0,8.0,1468,2820,1195,1195.0,,,,3286,0.0,2661.0,,609,4481,7301,0.0,2083.0,978.0,1105.0,,-5994,4969.0,-2135.0,-1077,2.0,-1075,6226,
03/31/2011,5882,1300,1300,0.0,1066.0,1066.0,0.0,815,137.0,170.0,508.0,0.0,214,,,,69.0,3395,1026,6088.0,-5062.0,0.0,1461,292.0,292.0,0.0,,1169,2487,,992,678.0,314.0,,,50.0,0.0,,,,50.0,1399,,2.0,,1395,2441,1396,1396.0,,,,3319,,2677.0,,640,4715,7156,0.0,2088.0,978.0,1110.0,,-5988,4716.0,-2092.0,-1276,2.0,-1274,5882,
06/30/2011,5334,957,957,0.0,1110.0,1110.0,,837,137.0,186.0,514.0,0.0,148,,,,78.0,3052,997,5997.0,-5000.0,,1285,293.0,293.0,0.0,,992,2282,,749,628.0,121.0,,,50.0,0.0,,,,50.0,1411,,,,1408,2210,1401,1401.0,,,,3142,,2600.0,,542,4543,6753,0.0,2094.0,978.0,1116.0,,-5986,4536.0,-2065.0,-1421,2.0,-1419,5334,
09/30/2011,5102,862,862,0.0,1052.0,1052.0,0.0,892,132.0,179.0,581.0,0.0,144,,,,74.0,2950,948,5918.0,-4970.0,0.0,1204,285.0,285.0,0.0,,919,2152,,710,673.0,37.0,,,210.0,0.0,,,,210.0,1397,,,,1387,2317,1356,1356.0,,,,3078,,2552.0,,526,4434,6751,0.0,2092.0,978.0,1114.0,,-5937,4273.0,-2079.0,-1651,2.0,-1649,5102,
12/31/2011,4678,861,861,0.0,1103.0,1103.0,0.0,607,105.0,123.0,379.0,0.0,156,4.0,,429.0,75.0,2727,895,5485.0,-4590.0,0.0,1056,364.0,277.0,87.0,,259,1951,,746,706.0,40.0,0.0,0.0,152.0,0.0,0.0,0.0,,152.0,1252,0.0,4.0,7.0,1246,2150,1363,1363.0,0.0,0.0,,3515,0.0,3053.0,,451,4878,7028,0.0,2086.0,978.0,1108.0,,-5843,4071.0,-2666.0,-2352,2.0,-2350,4678,
03/31/2012,5053,1361,1361,0.0,968.0,968.0,0.0,676,122.0,142.0,412.0,0.0,148,,,,81.0,3153,844,5488.0,-4644.0,0.0,1056,278.0,278.0,0.0,,778,1900,,529,484.0,45.0,,,42.0,0.0,,,,42.0,1043,,,,1041,1614,1446,1446.0,,,,4696,,1457.0,,3239,6142,7756,0.0,2082.0,978.0,1104.0,,-5782,3645.0,-2650.0,-2705,2.0,-2703,5053,
06/30/2012,4618,1257,1257,0.0,824.0,824.0,0.0,632,121.0,139.0,372.0,0.0,124,8.0,,,56.0,2837,786,5304.0,-4518.0,0.0,995,276.0,276.0,0.0,,711,1781,,428,423.0,5.0,,,42.0,0.0,,,,42.0,934,,,,932,1404,1434,1434.0,,,,4735,,1400.0,,3335,6169,7573,0.0,2084.0,978.0,1106.0,,-5782,3346.0,-2605.0,-2957,2.0,-2955,4618,
09/30/2012,4403,1132,1132,0.0,813.0,813.0,0.0,638,111.0,146.0,381.0,0.0,110,,,,44.0,2693,746,5230.0,-4484.0,0.0,964,279.0,279.0,0.0,,685,1710,,449,440.0,9.0,,,40.0,0.0,,,,40.0,970,,,,969,1459,1400,1400.0,,,,4775,,1451.0,,3324,6175,7634,0.0,2084.0,978.0,1106.0,,-5760,3015.0,-2572.0,-3233,2.0,-3231,4403,
12/31/2012,4321,1135,1135,0.0,611.0,611.0,0.0,420,97.0,87.0,236.0,0.0,677,0.0,578.0,470.0,24.0,2843,607,4361.0,-3754.0,0.0,871,193.0,132.0,61.0,2.0,206,1478,,355,355.0,0.0,0.0,0.0,699.0,0.0,0.0,0.0,,699.0,2595,0.0,0.0,5.0,2594,3649,740,740.0,0.0,0.0,,3609,0.0,506.0,,3098,4349,7998,0.0,2083.0,978.0,1105.0,0.0,-5746,2600.0,-2616.0,-3679,2.0,-3677,4321,
03/31/2013,4096,1174,1174,0.0,701.0,701.0,,567,124.0,129.0,314.0,0.0,111,,,468.0,108.0,2553,631,4920.0,-4289.0,,912,196.0,196.0,0.0,,248,1543,,404,404.0,,,,862.0,0.0,,,,862.0,759,,,,758,2025,370,370.0,,,,5022,,1913.0,,3109,5392,7417,0.0,2082.0,978.0,1104.0,,-5713,2852.0,-2544.0,-3323,2.0,-3321,4096,
06/30/2013,3815,1015,1015,0.0,547.0,547.0,0.0,427,87.0,109.0,231.0,0.0,613,7.0,527.0,431.0,81.0,2602,526,4013.0,-3487.0,0.0,687,56.0,56.0,0.0,,193,1213,,334,334.0,,,,871.0,0.0,,,,871.0,2182,,,,2181,3387,370,370.0,,,,3211,,431.0,,2780,3581,6968,0.0,2082.0,978.0,1104.0,,-5712,2628.0,-2153.0,-3155,2.0,-3153,3815,
09/30/2013,3410,839,839,0.0,541.0,541.0,0.0,469,93.0,110.0,266.0,0.0,272,,123.0,62.0,149.0,2121,723,740.0,-17.0,0.0,566,320.0,88.0,232.0,,184,1289,,324,324.0,,,,4.0,0.0,,,,4.0,645,,,,645,973,675,675.0,,,,1146,,734.0,,412,1821,2794,0.0,613.0,,,,0,-18.0,9.0,604,12.0,616,3410,
12/31/2013,3200,844,844,0.0,571.0,571.0,0.0,358,79.0,94.0,185.0,0.0,198,0.0,95.0,54.0,54.0,1971,684,751.0,-67.0,0.0,545,307.0,88.0,219.0,4.0,180,1229,,281,281.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,4.0,600,0.0,0.0,44.0,597,885,674,674.0,0.0,0.0,,993,0.0,572.0,,377,1667,2552,0.0,613.0,0.418265,612.581735,0.0,-3,-81.0,99.0,628,20.0,648,3200,
03/31/2014,2556,712,712,0.0,414.0,414.0,0.0,349,,,,0.0,75,,14.0,38.0,30.0,1550,524,,,0.0,482,278.0,96.0,182.0,,166,1006,,212,212.0,,,,5.0,0.0,,,,5.0,382,,,,382,599,672,672.0,,,,986,,662.0,,324,1658,2257,0.0,621.0,,,,-4,-204.0,-136.0,277,22.0,299,2556,
06/30/2014,2853,768,768,0.0,464.0,464.0,0.0,416,98.0,94.0,224.0,0.0,114,,33.0,51.0,36.0,1762,600,763.0,-163.0,0.0,491,302.0,96.0,206.0,,138,1091,,234,234.0,,,,4.0,0.0,,,,4.0,507,,,,506,745,673,673.0,,,,887,,523.0,,364,1560,2305,0.0,615.0,0.417293,614.582707,,-3,-179.0,92.0,525,23.0,548,2853,
09/30/2014,2679,744,744,0.0,413.0,413.0,0.0,402,91.0,85.0,226.0,0.0,101,,12.0,28.0,36.0,1660,552,753.0,-201.0,0.0,467,294.0,96.0,198.0,,145,1019,,210,210.0,,,,4.0,0.0,,,,4.0,409,,,,362,623,672,672.0,0.0,0.0,,857,,498.0,,359,1529,2152,0.0,618.0,,,,-4,-162.0,54.0,506,21.0,527,2679,
12/31/2014,2556,712,712,0.0,361.0,361.0,0.0,349,72.0,73.0,204.0,0.0,128,0.0,14.0,38.0,83.0,1550,524,755.0,-231.0,0.0,482,278.0,96.0,182.0,29.0,137,1006,,212,212.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,,5.0,382,0.0,0.0,26.0,333,599,672,672.0,0.0,0.0,,986,0.0,662.0,,298,1658,2257,0.0,621.0,0.0,621.0,0.0,-4,-204.0,-136.0,277,22.0,299,2556,
03/31/2015,2353,609,609,0.0,311.0,311.0,0.0,373,85.0,79.0,209.0,0.0,118,,13.0,32.0,80.0,1411,482,740.0,-258.0,0.0,460,266.0,90.0,176.0,,162,942,,197,197.0,,,,6.0,0.0,,,,6.0,312,,,,312,515,671,671.0,,,,920,,609.0,,311,1591,2106,0.0,623.0,0.421,622.579,,-5,-261.0,-135.0,222,25.0,247,2353,
06/30/2015,2322,576,576,0.0,326.0,326.0,0.0,381,84.0,79.0,218.0,0.0,117,3.0,13.0,32.0,80.0,1400,464,753.0,-289.0,0.0,458,260.0,90.0,170.0,,163,922,,206,206.0,,,,4.0,0.0,,,,4.0,317,,,,316,527,671,671.0,,,,897,,588.0,,309,1568,2095,0.0,626.0,0.421,625.579,,-5,-285.0,-136.0,200,27.0,227,2322,
09/30/2015,2200,521,521,0.0,320.0,320.0,0.0,375,78.0,74.0,223.0,0.0,109,2.0,0.0,29.0,86.0,1325,433,747.0,-314.0,0.0,442,254.0,90.0,164.0,,157,875,,186,186.0,,,,4.0,0.0,,,,4.0,312,,,,311,502,670,670.0,,,,846,,556.0,,290,1516,2018,0.0,629.0,0.423,628.577,,-5,-307.0,-162.0,155,27.0,182,2200,
12/31/2015,2138,547,547,0.0,318.0,318.0,0.0,314,72.0,65.0,177.0,0.0,99,0.0,2.0,23.0,75.0,1278,426,756.0,-330.0,0.0,434,246.0,88.0,158.0,39.0,126,860,,195,195.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,,5.0,259,0.0,0.0,18.0,220,459,675,675.0,0.0,0.0,,901,0.0,623.0,,260,1576,2035,0.0,633.0,0.423,632.577,0.0,-5,-283.0,-267.0,78,25.0,103,2138,
03/31/2016,2066,513,513,0.0,268.0,268.0,0.0,286,63.0,66.0,157.0,0.0,237,,141.0,23.0,74.0,1304,372,708.0,-336.0,0.0,390,189.0,88.0,101.0,,178,762,,177,177.0,,,,4.0,0.0,,,,4.0,262,,,,262,443,672,672.0,,,,999,,735.0,,264,1671,2114,0.0,635.0,0.424,634.576,,-5,-301.0,-405.0,-76,28.0,-48,2066,
06/30/2016,2042,513,513,0.0,268.0,268.0,0.0,286,65.0,64.0,157.0,0.0,236,,140.0,24.0,77.0,1303,368,715.0,-347.0,0.0,371,181.0,88.0,93.0,,166,739,,186,186.0,,,,4.0,0.0,,,,4.0,254,,,,254,444,672,672.0,,,,965,,698.0,,267,1637,2081,0.0,639.0,,,,-6,-294.0,-406.0,-67,28.0,-39,2042,
09/30/2016,1981,489,489,0.0,265.0,265.0,0.0,280,58.0,62.0,160.0,0.0,203,,143.0,38.0,60.0,1237,361,726.0,-365.0,0.0,383,176.0,88.0,88.0,,169,744,,175,175.0,,,,8.0,0.0,3.0,3.0,,5.0,240,,,,240,423,664,657.0,7.0,7.0,,917,,662.0,,255,1581,2004,0.0,641.0,0.427,640.573,,-7,-278.0,-406.0,-50,27.0,-23,1981,
12/31/2016,1776,434,434,0.0,277.0,277.0,0.0,271,65.0,57.0,149.0,0.0,57,0.0,,35.0,57.0,1039,342,686.0,-344.0,0.0,395,209.0,88.0,121.0,34.0,117,737,,200,200.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,,5.0,211,0.0,0.0,16.0,179,417,405,405.0,0.0,0.0,,871,0.0,603.0,,252,1276,1693,200.0,597.429,0.429,597.0,0.0,-8,-268.0,-438.429,83,0.0,83,1776,
03/31/2017,1717,378,378,0.0,251.0,251.0,0.0,308,69.0,63.0,176.0,0.0,60,,2.0,37.0,58.0,997,326,686.0,-360.0,0.0,394,201.0,88.0,113.0,,156,720,,179,179.0,,,,6.0,6.0,,,,,208,,,,177,393,404,404.0,,,,820,,581.0,,239,1224,1617,200.0,596.0,0.429,595.571,,-8,-261.0,-427.0,100,0.0,100,1717,
06/30/2017,1693,370,370,0.0,259.0,259.0,0.0,313,68.0,68.0,177.0,0.0,62,,,42.0,62.0,1004,320,696.0,-376.0,0.0,369,196.0,88.0,108.0,,131,689,,177,177.0,,,,7.0,7.0,,,,,212,,,,212,396,404,404.0,,,,792,,568.0,,224,1196,1592,200.0,596.0,0.43,595.57,,-8,-257.0,-430.0,101,0.0,101,1693,
09/30/2017,1618,342,342,0.0,263.0,263.0,0.0,316,64.0,64.0,188.0,0.0,67,,0.0,65.0,67.0,988,309,690.0,-381.0,0.0,321,124.0,32.0,92.0,,132,630,,191,191.0,,,,8.0,8.0,,,,,212,,,,182,411,402,402.0,,,,760,,544.0,,216,1162,1573,0.0,795.0,0.431,794.569,,-9,-303.0,-438.0,45,0.0,45,1618,
12/31/2017,1707,343,343,0.0,253.0,253.0,0.0,246,59.0,55.0,132.0,0.0,116,0.0,62.0,187.0,54.0,958,294,678.0,-384.0,0.0,455,96.0,12.0,84.0,35.0,137,749,,183,183.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,4.0,232,0.0,0.0,16.0,203,419,399,399.0,0.0,0.0,,668,0.0,462.0,,190,1067,1486,200.0,595.432,0.432,595.0,0.0,-9,-174.0,-391.432,221,0.0,221,1707,
03/31/2018,1672,313,313,0.0,256.0,256.0,0.0,305,71.0,64.0,170.0,0.0,62,,,186.0,62.0,936,311,722.0,-411.0,0.0,425,115.0,32.0,83.0,,124,736,,191,191.0,,,,4.0,1.0,,,,3.0,224,,,,192,419,399,399.0,,,,656,,449.0,,207,1055,1474,200.0,594.0,0.432,593.568,,-9,-209.0,-378.0,198,0.0,198,1672,
06/30/2018,1573,275,275,0.0,,,,301,68.0,65.0,168.0,0.0,298,,,175.0,298.0,874,290,708.0,-418.0,0.0,409,111.0,32.0,79.0,,123,699,,181,181.0,,,,3.0,0.0,,,,3.0,208,,,,208,392,398,398.0,,,,603,,405.0,,198,1001,1393,200.0,592.0,0.433,591.567,,-9,-205.0,-398.0,180,0.0,180,1573,
09/30/2018,1510,233,233,0.0,232.0,232.0,0.0,231,58.0,54.0,119.0,0.0,214,,167.0,160.0,47.0,910,216,611.0,-395.0,0.0,384,70.0,12.0,58.0,,154,600,,130,130.0,,,,396.0,0.0,,,,396.0,252,,,,218,778,5,5.0,,,,557,,379.0,,178,562,1340,200.0,590.0,,,,-9,-200.0,-411.0,170,0.0,170,1510,
12/31/2018,1510,233,233,0.0,232.0,232.0,0.0,231,58.0,54.0,119.0,0.0,214,4.0,167.0,160.0,47.0,910,216,611.0,-395.0,0.0,384,70.0,12.0,58.0,72.0,78,600,,136,130.0,0.0,6.0,0.0,396.0,0.0,0.0,0.0,,396.0,246,6.0,0.0,15.0,204,778,5,5.0,0.0,0.0,,557,10.0,379.0,83.0,64,562,1340,200.0,590.0,0.0,590.0,,-9,-200.0,-411.0,170,0.0,170,1510,
03/31/2019,1538,240,240,0.0,201.0,201.0,0.0,249,62.0,57.0,130.0,0.0,169,,116.0,155.0,53.0,859,282,713.0,-431.0,0.0,397,70.0,12.0,58.0,,172,679,,160,160.0,,,,421.0,0.0,25.0,2.0,23.0,396.0,214,,,,183,795,53,16.0,37.0,2.0,35.0,531,,368.0,,163,584,1379,200.0,590.0,0.436,589.564,,-9,-213.0,-409.0,159,0.0,159,1538,
06/30/2019,1431,216,216,0.0,204.0,204.0,0.0,251,64.0,61.0,126.0,0.0,58,,1.0,154.0,57.0,729,273,716.0,-443.0,0.0,429,68.0,12.0,56.0,,207,702,,156,156.0,,,,29.0,0.0,27.0,1.0,26.0,2.0,197,,,,165,382,132,101.0,31.0,3.0,28.0,557,,365.0,,192,689,1071,177.0,612.0,,,,-9,-12.0,-408.0,360,0.0,360,1431,
09/30/2019,1409,225,225,0.0,195.0,195.0,0.0,242,60.0,58.0,124.0,0.0,59,,2.0,147.0,57.0,721,235,654.0,-419.0,0.0,453,65.0,12.0,53.0,,241,688,,140,140.0,,,,29.0,0.0,27.0,1.0,26.0,2.0,202,,,,170,371,140,103.0,37.0,3.0,34.0,547,,352.0,,195,687,1058,200.0,588.0,,,,-9,-17.0,-411.0,351,0.0,351,1409,
12/31/2019,1415,233,233,0.0,208.0,208.0,0.0,215,56.0,54.0,105.0,0.0,50,0.0,2.0,147.0,48.0,706,230,653.0,-423.0,0.0,479,59.0,12.0,47.0,161.0,112,709,,167,153.0,,14.0,0.0,15.0,0.0,13.0,1.0,12.0,2.0,186,18.0,52.0,13.0,143,368,157,105.0,52.0,4.0,48.0,609,10.0,378.0,84.0,54,766,1134,200.0,586.0,0.0,586.0,0.0,-9,-79.0,-417.0,281,0.0,281,1415,
03/31/2020,1220,209,209,0.0,183.0,183.0,0.0,236,57.0,60.0,119.0,0.0,41,,2.0,0.0,39.0,669,214,627.0,-413.0,0.0,337,55.0,12.0,43.0,199.0,83,551,,166,152.0,,14.0,,13.0,0.0,11.0,,11.0,2.0,161,17.0,,,123,340,159,111.0,48.0,,48.0,562,9.0,372.0,83.0,81,721,1061,200.0,584.0,0.444,583.556,,-9,-190.0,-426.0,159,0.0,159,1220,
06/30/2020,1160,180,180,0.0,140.0,140.0,0.0,228,61.0,60.0,107.0,0.0,41,,2.0,0.0,39.0,589,208,626.0,-418.0,0.0,363,53.0,12.0,41.0,225.0,85,571,,131,101.0,,30.0,,13.0,0.0,11.0,,11.0,2.0,131,16.0,,,91,275,164,113.0,51.0,,51.0,565,9.0,368.0,81.0,91,729,1004,200.0,581.0,0.0,581.0,,-9,-195.0,-421.0,156,0.0,156,1160,
