Date,Revenue,Rental Income,Real Estate Sales,Com & Fee Earn/Inc from REO,Mortgage Income,Other Operating Income,Operating Expenses,Property Operating Expenses,Real Estate Tax,Maintenance Expense,Other Property Expense,General & Administrative,Depreciation & Amortization,Provision for Loan Losses,Cost of Real Estate Sold,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Interest Expense,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",FFO Reconciliation,D&A of Con Real Estate,D&A of Uncon Real Estate,D&A of Non-Real Estate Assets,D&A from Disc Ops,Income from Uncon JVs,Disposal of Con Assets,Disposal of Uncon Assets,Disposal of Assets from Disc Ops,Abnormal Losses/(Gains),Other FFO Adjustments,Funds from Operations,Other Abnormal Gains/(Losses),Adjusted Funds from Operations,Recurring Capital Expenditure,Funds Available For Distribution,AFFO Per Diluted Share,FAD Per Diluted Share,Dividend Per Share,AFFO Payout Ratio,FAD Payout Ratio,FFO Payout Ratio,Source: Bloomberg
12/31/2008,93.952,93.893,0.0,0.059,0.0,,-46.489,43.399,,,,3.09,23.623,,,0.0,23.84,-16.229,16.338,0.288,-0.397,7.611,0.0,,,,7.733,-0.578,,,8.189,0.456,7.733,-3.216,,4.517,4.517,0.0,28.053,0.16,0.140413,0.16,28.158,0.16,0.139473,0.16,,22.466,0.302,,0.701,,,,,,-0.34,28.102,,28.102,-3.494,24.608,0.953936,0.83533,0.615,64.469735,73.623557,61.392766,
03/31/2009,93.664,89.198,0.0,0.064,0.0,4.402,-68.58,42.536,11.984,2.812,27.74,2.457,23.585,,,0.002,25.084,-15.092,14.835,0.196,0.061,9.992,0.0,0.0,0.0,,11.139,-1.853,-1.853,0.0,11.845,0.706,11.139,-3.216,,7.923,6.211,0.141,28.085,0.28,0.21613,0.22115,28.165,0.28,0.214209,0.219215,,23.12,0.264,,,,,,-1.432,0.144,,30.725,,30.725,-3.782,26.943,1.005103,0.881383,0.615,61.187746,69.776695,56.215704,
06/30/2009,94.562,89.593,0.0,0.063,0.0,4.906,-70.036,43.425,11.059,3.287,29.079,2.686,23.818,,,0.107,24.526,-15.289,15.06,0.156,0.073,9.237,0.0,0.0,0.0,0.0,10.148,-1.481,-1.481,0.0,10.718,0.57,10.148,-3.217,0.0,6.931,4.962,-0.488,28.105,0.25,0.2,0.176552,28.184,0.25,0.2,0.176552,,23.293,0.185,,,,,,-1.155,0.0,,29.824,0.0,29.824,-7.637,22.187,0.974991,0.725326,0.615,63.077505,84.789449,57.955254,
09/30/2009,94.999,89.22,0.0,0.078,0.0,5.701,-73.25,46.144,11.368,4.31,30.466,3.163,23.913,,,0.03,21.749,-15.195,14.958,0.288,-0.051,6.554,0.0,0.0,0.0,0.0,6.618,-0.324,-0.324,0.0,6.878,0.26,6.618,-3.216,0.0,3.402,3.189,0.111,28.364,0.12,0.11,0.112431,28.441,0.12,0.11,0.112431,,23.419,0.241,,,,,,-0.013,0.109,,27.418,0.0,27.418,-7.43,19.988,0.8893,0.648309,0.615,69.155537,94.862242,63.621927,
12/31/2009,95.319,95.231,0.0,0.088,0.0,0.0,-73.348,44.82,,,,3.014,24.703,,,0.811,21.971,-14.416,14.615,0.176,-0.375,7.555,0.0,0.0,0.0,,9.306,-2.225,-2.225,0.0,9.78,0.474,9.306,-3.216,,6.09,3.566,-0.299,28.801,0.21,0.134197,0.123815,28.885,0.21,0.13297,0.122619,,24.188,0.28,,,,,,-2.049,-0.285,,28.698,0.0,28.698,-3.024,25.674,0.919248,0.822384,0.615,66.902519,74.782601,61.72073,
03/31/2010,97.464,90.308,,0.136,,7.02,-73.695,45.828,11.898,3.327,30.603,2.811,25.08,,,-0.024,23.769,-13.92,14.486,0.276,-0.842,9.849,,,,,9.412,0.0,0.0,0.0,9.849,0.437,9.412,-3.216,,6.196,5.669,-0.527,29.13,0.21,0.21,0.19461,29.204,0.21,0.21,0.191955,,24.569,0.402,,,,,,,-0.527,,31.077,,31.077,-4.975,26.102,0.986321,0.828425,0.615,62.35293,74.2373,57.646974,
06/30/2010,98.395,90.592,0.0,0.155,0.0,7.648,-75.26,46.853,11.271,3.633,31.949,3.11,24.811,,,0.486,23.135,-16.33,14.63,0.298,1.402,6.805,0.0,0.0,0.0,0.0,6.66,-0.083,-0.083,0.0,6.888,0.228,6.66,-2.704,,1.383,2.788,1.488,30.628,0.04,0.04,0.091028,30.736,0.04,0.04,0.088412,,24.432,0.47,,,,,,0.002,-0.102,,26.413,4.163,30.576,-9.907,20.669,0.926377,0.626219,0.615,66.387657,98.20838,71.314201,
09/30/2010,100.881,92.388,0.0,0.186,0.0,8.307,-79.707,49.428,11.015,4.352,34.061,2.957,26.333,,,0.989,21.174,-14.301,14.262,0.004,0.035,6.873,0.0,0.0,0.0,0.0,6.749,-0.1,-0.1,0.0,6.973,0.224,6.749,-0.629,2.576,3.544,3.696,0.252,33.312,0.11,0.11,0.110951,33.413,0.11,0.11,0.110951,,25.817,0.512,,0.133,-0.278,,,0.0,-0.072,,29.88,0.324,30.204,-5.535,27.245,0.846525,0.763593,0.615,72.64998,80.540283,68.563855,
12/31/2010,104.48,104.277,0.0,0.203,0.0,,-82.121,50.009,,,,3.476,27.575,,,1.061,22.359,-15.194,15.223,0.293,-0.322,7.165,,0.0,0.0,0.0,6.94,0.0,0.0,0.0,7.165,0.225,6.94,0.0,0.0,6.94,6.94,,34.283,0.2,0.2,0.2,34.418,0.2,0.2,0.2,,27.049,0.512,,,-0.103,,,0.0,0.0,,34.623,0.0,34.623,-2.982,31.641,0.945674,0.864225,0.615,65.033013,71.162037,60.896066,
03/31/2011,104.945,95.742,0.0,0.223,0.0,8.98,-81.518,49.473,12.191,3.255,34.027,4.61,27.216,,,0.219,23.427,-14.786,14.629,0.245,-0.088,8.641,0.0,0.0,0.0,0.0,8.844,-0.514,-0.521,0.007,9.155,0.311,8.844,0.0,,8.844,8.471,0.141,35.706,0.25,0.233294,0.237243,37.904,0.24,0.226439,0.230159,,27.212,0.514,,,,,,,0.148,,37.029,,37.029,-5.73,31.299,0.976915,0.825744,0.6275,64.232791,75.992076,60.508021,
06/30/2011,107.201,97.996,0.0,0.263,0.0,8.942,-85.155,50.916,12.182,3.619,35.115,5.439,27.28,,,1.52,22.046,-15.007,14.652,0.178,0.177,7.039,0.0,0.0,0.0,0.0,7.428,-0.641,-0.641,0.0,7.68,0.252,7.428,,0.0,7.428,7.1,0.313,36.836,0.2,0.18,0.192746,38.923,0.2,0.18,0.188042,,27.469,0.627,,0.134,,,,0.0,0.265,,36.175,0.0,36.175,-9.504,26.671,0.929399,0.685225,0.6275,67.516745,91.575803,63.896586,
09/30/2011,110.321,101.004,0.0,0.265,0.0,9.052,-85.526,52.886,12.403,4.401,36.082,3.996,28.052,,,0.592,24.795,-16.076,15.907,0.107,0.062,8.719,0.0,0.0,0.0,0.0,13.791,-5.732,-5.732,0.0,14.451,0.66,13.791,0.0,0.0,13.791,8.408,0.349,37.274,0.37,0.22,0.225573,39.3,0.37,0.22,0.225573,,28.781,0.567,,0.09,,,,-4.927,0.286,,39.248,0.0,39.248,-7.181,32.067,0.998677,0.815954,0.6275,62.833138,76.903826,59.593954,
12/31/2011,113.04,112.774,0.0,0.266,0.0,0.0,-86.809,51.976,,,,4.078,29.767,,,0.988,26.231,-15.0,15.49,0.063,-0.553,11.231,0.0,0.0,0.0,0.0,18.758,-8.714,-8.714,0.0,19.945,1.187,18.758,,0.0,18.758,9.694,-0.35,38.133,0.49,0.263394,0.254216,40.149,0.49,0.263394,0.254216,,29.2,0.554,,1.331,,,,-7.872,-0.068,,43.09,,43.09,-3.974,39.116,1.073653,0.974635,0.6275,58.445312,64.383079,55.531347,
03/31/2012,116.286,106.342,0.0,0.269,0.0,9.675,-86.323,53.792,13.524,3.733,36.535,3.447,29.718,,,-0.634,29.963,-14.754,14.881,0.031,-0.158,15.209,0.0,0.0,0.0,0.0,23.89,-9.859,-9.859,0.0,25.068,1.178,23.89,,,23.89,14.015,-0.016,39.505,0.6,0.35517,0.354765,41.543,0.6,0.35517,0.354765,,29.136,0.557,,1.114,,,,-9.429,,,46.446,,46.446,-7.551,38.895,1.118022,0.936259,0.66,59.032812,70.493328,56.136804,
06/30/2012,119.008,108.959,0.0,0.209,0.0,9.84,-88.867,54.294,13.862,3.743,36.689,3.462,30.246,,,0.865,30.141,-14.913,14.942,0.067,-0.096,15.228,0.0,0.0,0.0,0.0,28.16,-14.244,-14.244,0.0,29.472,1.312,28.16,,,28.16,13.932,0.016,40.983,0.69,0.339555,0.339946,41.028,0.69,0.339555,0.339946,,29.647,0.438,,1.679,,,,-12.953,,,48.283,,48.283,-9.375,38.908,1.125819,0.907221,0.66,58.623988,72.749614,56.021333,
09/30/2012,123.19,113.015,0.0,0.209,0.0,9.966,-92.598,56.749,14.167,4.292,38.29,3.527,30.979,,,1.343,30.592,-15.458,15.501,0.072,-0.115,15.134,0.0,0.0,0.0,0.0,30.866,-16.944,-16.944,0.0,32.078,1.212,30.866,,,30.866,13.896,-0.026,41.405,0.745466,0.33624,0.335612,43.221,0.714144,0.322112,0.32151,,30.421,0.442,,1.322,,,,-16.092,,,48.171,1.117,49.288,-6.006,43.282,1.140372,1.001411,0.66,57.875872,65.906982,56.729775,
12/31/2012,122.894,113.435,0.0,0.212,0.0,9.247,-87.725,52.882,13.939,3.486,35.457,3.326,31.51,,0.0,0.007,35.169,-17.057,16.45,0.053,0.554,18.112,-0.803,,,,22.307,-5.898,-5.898,0.0,23.207,0.858,22.307,,,22.307,17.05,0.641,42.254,0.527926,0.388342,0.403512,44.047,0.506436,0.372534,0.387087,,35.805,0.45,,-2.85,,,,-3.161,,,53.409,,53.409,-49.396,4.013,1.212738,0.091122,0.695,57.308319,762.716172,54.904613,
03/31/2013,127.92,117.705,0.0,0.177,0.0,10.038,-91.073,55.629,15.488,3.129,37.012,3.239,32.195,,0.0,0.01,36.847,-16.401,16.349,-0.054,0.106,20.446,-0.223,,,,21.18,-1.782,-1.782,0.0,22.005,0.825,21.18,,,21.18,19.551,0.153,42.354,0.5,0.457997,0.461609,44.149,0.5,0.457997,0.461462,,31.603,0.38,,1.231,,,,,,,55.219,-0.047,55.172,-5.605,49.567,1.249677,1.122721,0.695,55.614361,61.903192,53.738749,
06/30/2013,131.801,121.128,0.0,0.142,0.0,10.531,-99.881,58.044,15.958,3.874,38.212,3.389,32.222,,0.0,6.226,31.92,-15.483,15.992,-0.047,-0.462,16.437,-0.223,,,,59.089,-44.814,-44.814,0.0,61.028,1.939,59.089,,,59.089,19.573,5.298,42.69,1.384141,0.334387,0.458491,42.69,1.384141,0.334387,0.458491,,31.708,0.247,,0.973,,,,-43.121,,,50.835,5.946,56.781,-10.147,46.634,1.277815,1.049464,0.695,54.389708,66.224257,58.48923,
09/30/2013,135.406,124.612,0.0,0.146,0.0,10.648,-103.001,60.663,16.741,4.554,39.368,3.976,32.766,,0.0,5.596,32.405,-15.885,15.743,-0.06,0.202,16.52,-0.223,,,,44.284,-29.759,-29.759,0.0,46.056,1.772,44.284,,,44.284,20.339,5.814,42.702,1.04,0.340148,0.476301,42.702,1.04,0.340148,0.476301,,32.2,0.253,,0.331,,,,-28.788,,,50.052,5.372,55.424,-7.579,47.845,1.247024,1.076499,0.695,55.73267,64.561135,59.294114,
12/31/2013,239.607,216.762,0.0,0.182,0.0,22.663,-223.888,102.061,,,,4.965,89.796,,0.0,27.066,15.719,-30.952,30.894,-0.177,0.235,-15.233,-0.224,,,,-9.272,-5.647,-5.549,-0.098,-9.81,-0.538,-9.272,,,-9.272,11.89,26.809,74.693,-0.12,-0.2,0.159185,74.693,-0.12,-0.2,0.158923,,89.216,0.286,,0.162,,,,-4.935,,,74.919,20.061,94.98,-9.044,85.936,1.200834,1.086491,0.73,60.791061,67.18878,72.779789,
03/31/2014,243.487,220.988,0.0,0.097,0.0,22.402,-204.658,104.374,31.131,6.399,66.844,4.342,90.013,,,5.929,38.829,-28.74,31.987,0.024,-3.271,10.089,-0.27,,,,14.866,-5.895,-5.895,0.0,15.714,0.848,14.866,,,14.866,11.778,2.807,74.803,0.2,0.119928,0.157454,74.803,0.2,0.119928,0.157454,,89.45,0.199,,0.042,,-2.564,0.0,-5.481,,,97.36,-1.769,95.591,-6.053,89.538,1.206454,1.130059,0.73,60.507883,64.598372,56.086884,
06/30/2014,245.305,223.361,0.0,0.061,0.0,21.883,-187.213,107.477,30.829,7.533,69.115,5.212,69.631,,0.0,4.893,58.092,-24.178,31.337,-2.919,-4.24,33.914,-0.523,,,,31.613,0.005,0.004,0.001,33.386,1.773,31.613,,,31.613,35.859,4.241,74.948,0.42,0.42,0.478452,74.948,0.42,0.42,0.476586,,69.044,0.155,,0.0,,-3.658,-3.414,0.0,,,95.513,-1.639,93.874,-19.606,74.268,1.183022,0.935943,0.73,61.706362,77.996216,57.282297,
09/30/2014,249.574,226.584,0.0,0.011,0.0,22.979,-185.535,108.311,31.025,9.056,68.23,6.511,70.222,,0.0,0.491,64.039,7.23,29.251,-3.124,-33.357,71.269,-0.442,,,,66.976,0.108,0.111,-0.003,70.719,3.743,66.976,,,66.976,70.274,3.19,75.058,0.89,0.89,0.936263,75.058,0.89,0.89,0.9325,,69.613,0.037,,0.0,,-36.032,-0.603,0.103,,,103.837,-2.264,101.573,-19.205,82.368,1.278854,1.037054,0.73,57.082345,70.391718,52.888662,
12/31/2014,253.219,230.482,0.0,0.0,0.0,22.737,-184.428,105.016,30.291,7.361,67.364,4.844,71.946,,0.0,2.622,68.791,-31.53,31.378,0.01,0.142,37.261,-0.815,,,,34.525,-0.012,-0.012,0.0,36.458,1.933,34.525,,,34.525,35.763,1.25,75.114,0.46,0.46,0.476116,75.114,0.46,0.46,0.476116,,71.315,0.006,,0.0,,-0.395,0.01,-0.016,,,107.378,-2.704,104.674,-11.234,93.44,1.3173,1.175923,0.77,58.452882,65.48049,53.863715,
03/31/2015,258.552,234.941,0.0,0.0,0.0,23.611,-189.159,109.141,33.321,6.625,69.195,6.567,73.112,,0.0,0.339,69.393,-4.206,30.848,-0.019,-26.623,65.187,-0.51,,,,61.267,0.0,0.0,0.0,64.677,3.41,61.267,,-14.205,61.267,34.434,-26.833,75.145,0.81,0.81,0.458234,75.145,0.81,0.81,0.452917,,72.453,0.006,,,,-30.228,-0.012,,,,106.896,-1.679,105.217,-10.597,80.415,1.323384,1.011433,0.77,58.184153,76.129603,54.290151,
06/30/2015,258.891,236.165,0.0,0.0,0.0,22.726,-190.054,107.842,32.805,7.778,67.259,6.657,74.396,,,1.159,68.837,75.434,30.433,0.023,-105.89,144.271,-0.398,,,,136.299,0.0,0.0,0.0,143.873,7.574,136.299,,,136.299,30.438,-105.861,75.168,1.81,1.81,0.404933,75.168,1.81,1.81,0.401675,,73.663,0.006,,,,-105.182,,,,,112.36,-4.347,108.013,-21.899,86.114,1.356913,1.081807,0.77,56.746447,71.177207,51.512424,
09/30/2015,261.998,239.67,0.0,0.0,0.0,22.328,-188.86,109.227,31.699,8.793,68.735,5.879,73.098,,,0.656,73.138,24.202,30.229,0.001,-54.432,97.34,-0.512,,,,91.734,0.0,0.0,0.0,96.828,5.094,91.734,,-21.857,91.734,37.123,-54.611,75.189,1.22,1.22,0.493729,75.189,1.22,1.22,0.493684,,72.335,0.007,,,,-54.621,0.0,,,,114.549,-4.66,109.889,-15.814,72.218,1.381053,0.907615,0.77,55.754561,84.837755,50.542152,
12/31/2015,263.337,241.421,0.0,0.0,0.0,21.916,-186.574,105.425,31.793,7.329,66.303,6.613,73.914,,,0.622,76.763,-31.142,30.834,-0.003,0.311,45.621,-0.254,,,,42.987,0.0,0.0,0.0,45.367,2.38,42.987,,-18.022,42.987,43.29,0.303,75.203,0.57,0.57,0.575642,75.4,0.57,0.57,0.574019,,73.121,0.007,,0.0,,0.073,0.0,0.0,,,118.568,-3.061,115.507,-8.565,88.92,1.451567,1.11745,0.82,56.490672,73.381332,52.009362,
03/31/2016,269.016,245.665,0.0,0.0,0.0,23.351,-192.307,109.885,35.172,6.099,68.614,6.582,75.127,,,0.713,76.709,-30.613,32.211,-0.128,-1.47,46.096,-0.288,,,,43.413,0.0,0.0,0.0,45.808,2.395,43.413,,-15.341,43.413,41.975,-1.438,75.249,0.58,0.58,0.557815,75.489,0.58,0.58,0.557815,,74.322,0.006,,,,-0.755,,,,,119.381,-4.897,114.484,-9.525,89.618,1.437988,1.125656,0.82,57.024108,72.846392,51.874251,
06/30/2016,272.236,249.326,0.0,0.0,0.0,22.91,-194.442,111.265,34.729,7.68,68.856,7.014,75.742,,,0.421,77.794,-29.707,32.039,0.101,-2.433,48.087,-0.457,,,,45.144,0.0,0.0,0.0,47.63,2.486,45.144,,-21.651,45.144,42.773,-2.371,75.277,0.6,0.6,0.568208,75.277,0.6,0.6,0.568208,,74.901,0.005,,,,-0.068,0.098,,,,122.566,-3.764,118.802,-18.906,78.245,1.489606,0.981079,0.82,55.048131,83.581417,50.362368,
09/30/2016,276.898,254.161,0.0,0.0,0.0,22.737,-203.108,114.554,34.282,9.377,70.895,6.661,76.959,,,4.934,73.79,15.57,32.168,0.0,-47.738,89.36,-0.454,,,,84.279,0.0,0.0,0.0,88.906,4.627,84.279,,-20.849,84.279,40.506,-43.773,75.302,1.12,1.12,0.537914,75.302,1.12,1.12,0.537914,,76.105,0.0,,,,-47.749,0.0,,,,117.262,1.292,118.554,-14.201,83.504,1.487596,1.047795,0.82,55.122476,78.259604,52.657843,
12/31/2016,307.198,307.198,0.0,0.0,0.0,0.0,-262.58,121.746,38.601,,83.145,8.782,95.129,,,36.923,44.618,-2.061,33.529,-0.214,-31.254,42.557,-0.499,,,,39.079,0.0,0.0,0.0,42.058,2.672,39.386,,-15.474,39.079,44.177,5.098,88.109,0.44,0.44,0.50139,88.392,0.44,0.44,0.497675,,94.2,0.05,,,,-31.825,0.0,,,,104.176,34.293,138.469,-9.099,113.896,1.4952,1.229859,0.87,58.186186,70.739824,73.582044,
03/31/2017,378.908,351.177,0.0,0.0,0.0,27.731,-301.252,152.254,53.973,9.813,88.468,12.84,129.997,,,6.161,77.656,-33.589,36.584,-0.357,-2.638,44.067,-0.651,,,,40.983,0.0,0.0,0.0,43.416,1.511,41.905,,-15.341,40.983,47.185,6.202,113.338,0.36,0.36,0.416321,117.864,0.36,0.36,0.41262,,128.968,0.152,,,,0.073,,,,,171.687,2.3,173.987,-11.169,147.477,1.476944,1.251906,0.87,58.905401,69.49405,57.432456,
06/30/2017,382.791,382.791,0.0,0.0,0.0,0.0,-296.815,156.714,54.163,,102.551,9.534,126.36,,,4.207,85.976,-35.203,38.481,-0.329,-2.949,50.773,-0.618,,,,47.393,0.0,0.0,0.0,50.155,1.84,48.315,,-26.864,47.393,51.038,3.645,113.403,0.42,0.42,0.450059,113.614,0.42,0.42,0.450059,,125.344,0.15,,,,-0.274,,,,,174.453,0.6,175.053,-23.223,124.966,1.485527,1.060481,0.87,58.56508,82.038258,56.554264,
09/30/2017,384.55,357.619,0.0,0.0,0.0,26.931,-289.879,159.46,52.597,12.663,94.2,8.361,117.928,,,4.13,94.671,24.928,39.94,-0.335,-64.533,119.599,-0.641,,,,113.787,0.0,0.0,0.0,118.958,4.249,114.709,,-28.519,113.787,57.687,-56.1,113.434,1.0,1.0,0.508551,113.653,1.0,1.0,0.506392,,116.882,0.147,,,,-58.844,,,,,176.221,0.02,176.241,-20.778,126.944,1.495367,1.077093,0.87,58.179686,80.772987,56.002168,
12/31/2017,382.738,382.738,0.0,0.0,0.0,0.0,-286.265,151.891,51.808,,100.083,9.459,119.423,,,5.492,96.473,32.243,39.746,-0.349,-71.64,128.716,-0.709,,,,122.528,0.0,0.0,0.0,128.007,4.557,123.45,,-28.979,122.528,59.792,-62.736,113.453,1.08,1.08,0.52702,113.719,1.08,1.08,0.52702,,118.309,0.147,,,,-68.341,,,,,177.2,2.5,179.7,-18.897,131.824,1.524677,1.11847,0.9225,60.504604,82.478739,59.063427,
03/31/2018,386.017,386.017,0.0,0.0,0.0,0.0,-291.959,157.284,55.256,,102.028,10.132,120.744,,,3.799,94.058,-42.598,40.905,-0.498,2.191,51.46,-0.64,,,,48.097,0.0,0.0,0.0,50.82,1.801,49.019,,-26.125,48.097,50.72021,2.62321,113.507,0.42,0.42,0.446847,113.507,0.42,0.42,0.443111,,119.566,0.145,,,,0.0,,,,,169.609,6.4,176.009,-9.477,140.407,1.492955,1.19097,0.9225,61.790188,77.457885,61.736233,
06/30/2018,390.073,390.073,0.0,0.0,0.0,0.0,-295.088,160.126,55.75,,104.376,9.211,122.925,,0.0,2.826,94.985,-32.434,43.585,-0.356,-10.795,62.551,-0.57,,,,58.885,0.0,0.0,0.0,61.981,2.174,59.807,,-35.537,58.885,58.154,-0.731,113.646,0.52,0.52,0.511712,113.853,0.52,0.52,0.511712,,121.745,0.144,,,,-0.002,,,,,182.946,-4.4,178.546,-25.551,117.458,1.51373,0.99582,0.9225,60.942165,92.637196,57.305672,
09/30/2018,397.108,397.108,0.0,0.0,0.0,0.0,-298.85,166.043,57.037,,109.006,6.38,124.549,,0.0,1.878,98.258,-42.938,44.65,-0.402,-1.31,55.32,-0.616,,,,51.869,0.0,0.0,0.0,54.704,1.913,52.791,,-31.568,51.869,51.97,0.101,113.671,0.46,0.46,0.457197,113.91,0.46,0.46,0.457197,,123.23,0.154,,,,0.023,,,,,177.189,2.3,179.489,-21.671,126.25,1.52148,1.070187,0.9225,60.631752,86.199861,59.180591,
12/31/2018,398.148,398.148,0.0,0.0,0.0,0.0,-289.981,158.768,55.45,,103.318,9.063,121.541,,,0.609,108.167,-43.865,44.454,-0.576,-0.013,64.302,-0.785,,,,60.36,0.0,0.0,0.0,63.517,2.235,61.282,,-31.769,60.36,59.285,-1.075,113.69,0.53,0.53,0.521462,113.88,0.53,0.53,0.52056,,120.181,0.152,,,,0.018,,,,,182.946,2.9,185.846,-16.476,137.601,1.575313,1.166367,0.96,60.940262,82.306844,59.65826,
03/31/2019,401.178,401.178,0.0,0.0,0.0,0.0,-298.345,163.219,59.584,,103.635,12.337,122.789,,0.0,0.0,102.833,-36.234,45.7,-0.397,-9.069,66.599,-0.641,,,,62.738,0.0,0.0,0.0,65.958,2.298,63.66,,-25.88,62.738,52.252,-10.486,113.726,0.55,0.55,0.459455,113.933,0.55,0.55,0.457963,,121.21,0.145,,,,0.013,,,,,186.404,-9.099,177.305,-12.56,138.865,1.502356,1.176643,0.96,63.899653,81.588075,58.570074,
06/30/2019,407.39,407.39,0.0,0.0,0.0,0.0,-302.138,167.596,57.97,,109.626,10.598,123.944,,,0.0,105.252,-40.429,45.936,-0.435,-5.072,64.823,-0.682,,,,60.995,0.0,0.0,0.0,64.141,2.224,61.917,,-29.863,60.995,60.436,-0.559,113.838,0.53,0.53,0.530895,114.087,0.53,0.53,0.5251,,122.323,0.166,,,,0.0,,,,,185.708,-4.6,181.108,-24.358,126.887,1.533008,1.074048,0.96,62.621994,89.38145,58.994227,
09/30/2019,415.632,415.632,,0.0,0.0,0.0,-309.607,173.438,59.22,,114.218,11.485,124.684,,,0.0,106.025,-23.075,44.513,-0.378,-21.06,82.95,-1.491,,,,77.723,0.0,0.0,0.0,81.459,2.814,78.645,,-33.897,77.723,76.682,-1.041,113.877,0.68,0.68,0.673376,114.137,0.68,0.68,0.670879,,123.171,0.154,,,,-1.0,,,,,202.862,-19.0,183.862,-21.543,128.422,1.556161,1.086931,0.96,61.690268,88.322063,53.97906,
12/31/2019,416.817,416.817,0.0,0.0,0.0,0.0,-299.914,163.603,58.618,,104.985,10.885,125.426,,,0.0,116.903,39.039,43.698,-0.444,-82.293,155.942,-0.882,,,,148.667,0.0,0.0,0.0,155.06,5.471,149.589,,-27.784,148.667,64.581,-84.086,113.967,1.3,1.3,0.566664,114.309,1.3,1.3,0.564397,,123.928,0.153,,0.0,,-80.001,,0.0,,,198.218,-2.8,195.418,-14.32,153.314,1.653087,1.296919,1.0,60.492892,77.105809,57.495787,
03/31/2020,418.098,418.098,0.0,0.0,0.0,0.0,-307.467,167.815,61.804,,106.011,13.264,126.388,,,0.0,110.631,-72.012,43.482,-0.407,28.937,38.619,-0.667,,,,35.726,0.0,0.0,0.0,37.952,1.304,36.648,,-27.861,35.726,36.131,0.405,114.111,0.31,0.31,0.31663,114.494,0.31,0.31,0.313537,,124.846,0.152,,,,0.029,,,,,162.057,29.139,191.196,-14.574,148.761,1.615595,1.257022,1.0,61.896692,79.553109,70.414114,
06/30/2020,413.026,413.026,0.0,0.0,0.0,0.0,-306.948,169.201,61.916,,107.285,10.557,127.19,,,0.0,106.078,-27.15,42.118,-0.318,-14.65,78.928,-1.2,,,,74.14,0.0,0.0,0.0,77.728,2.666,75.062,,-24.751,74.14,73.982,-0.158,114.204,0.65,0.65,0.647806,114.438,0.65,0.65,0.647806,,125.668,0.153,,,,-0.002,,,,,202.625,-13.758,188.867,-25.118,138.998,1.594851,1.173742,1.0,62.701795,85.197629,56.476249,
09/30/2020,414.333,,,,,,,,,,,,,,,,100.1,,,,,64.667,,,,,,,,,,,64.533,,,64.533,61.05,,,0.533,0.533,0.562,,0.533,0.533,0.562,,,,,,,,,,,,,,,,,,,,,,,
12/31/2020,414.778,,,,,,,,,,,,,,,,106.0,,,,,68.033,,,,,,,,,,,68.35,,,68.35,65.8,,,0.557,0.557,0.584,,0.557,0.557,0.584,,,,,,,,,,,,,,,,,,,,,,,
