Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Net Cash From Disc Ops,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
12/31/2014,111.281,38.021,70.639,-50.687,5.37,5.22,-61.277,53.308,,,53.308,-64.254,-50.924,4.708,4.708,0.0,-55.632,-55.632,0.0,0.0,0.0,0.0,-13.363,2.27,-15.633,0.0,0.033,2.378,-7.911,-0.118,,23.0,-23.118,11.078,11.078,0.0,-0.671,,0.0,49.405,15.323,78.248,
03/31/2015,19.154,-39.678,66.723,-12.466,-2.875,-11.592,2.001,4.575,,,4.575,-47.591,-47.257,2.354,2.354,0.0,-49.611,-49.611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.334,279.821,-13.253,254.082,0.0,400.0,-145.918,38.991,38.991,0.0,0.001,,0.0,251.384,2.062,21.869,
06/30/2015,45.483,48.162,68.385,43.301,1.097,-0.064,42.268,-114.365,,,-114.365,-119.432,-98.045,1.065,1.065,0.0,-99.11,-99.11,0.0,0.0,0.0,0.0,-21.387,0.0,-21.387,0.0,0.0,-243.972,-13.296,-246.527,,284.0,-530.527,23.235,23.235,0.0,-7.384,,0.0,-317.921,29.693,112.346,
09/30/2015,216.7,123.805,69.662,-7.557,-1.152,4.016,-10.421,30.79,,,30.79,-64.43,-65.049,1.045,1.045,0.0,-66.094,-66.094,0.0,0.0,0.0,0.0,0.586,0.0,0.586,0.0,0.033,-58.325,-13.329,-67.611,,7.0,-74.611,22.612,22.612,0.0,0.003,,0.0,93.945,14.516,1.908,
12/31/2015,238.201,88.888,70.053,15.541,2.802,10.709,2.03,63.719,,,63.719,-77.139,-70.693,3.754,3.754,0.0,-74.447,-74.447,0.0,0.0,0.0,0.0,-6.397,0.0,-6.397,0.0,-0.049,-44.533,-13.336,-0.004,,150.0,-150.004,-14.966,6.509,-21.475,-16.227,,0.0,116.529,7.352,72.165,
03/31/2016,67.493,40.158,69.406,-40.505,-16.914,-17.879,-5.712,-1.566,,,-1.566,-106.11,-107.198,1.086,1.086,0.0,-108.284,-108.284,0.0,0.0,0.0,0.0,-1.611,0.0,-1.611,0.0,2.699,-53.557,-26.718,-0.005,0.0,0.0,-0.005,-2.198,21.235,-23.433,-24.636,,0.0,-92.174,6.486,2.715,
06/30/2016,59.676,123.75,71.908,18.71,3.997,20.471,-5.758,-154.692,,,-154.692,-89.826,-90.139,1.341,1.341,0.0,-91.48,-91.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.313,-69.834,-26.62,-0.004,0.0,3.0,-3.004,-43.209,2.514,-45.723,-0.001,,0.0,-99.984,58.07,64.964,
09/30/2016,242.915,142.024,72.048,14.916,1.815,22.502,-9.401,13.927,,,13.927,-83.612,-84.238,3.438,3.438,0.0,-87.676,-87.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.626,-115.84,-26.527,-0.005,0.0,0.0,-0.005,-89.309,2.998,-92.307,0.001,,0.0,43.463,27.841,2.186,
12/31/2016,299.14,112.601,71.578,39.278,31.772,8.497,-0.991,75.683,,,75.683,-85.529,-45.255,17.453,17.453,0.0,-62.708,-62.708,0.0,0.0,0.0,0.0,-30.926,0.0,-30.926,0.0,-9.348,-89.99,-26.468,-0.116,0.0,0.0,-0.116,-26.747,0.0,-26.747,-36.659,,0.0,123.621,10.452,65.174,
03/31/2017,94.152,44.921,71.563,5.737,6.488,0.153,-0.904,-28.069,,,-28.069,-316.85,-131.783,1.239,1.239,0.0,-133.022,-133.022,0.0,0.0,0.0,0.0,-185.067,0.0,-185.067,0.0,0.0,241.636,-33.152,349.995,0.0,350.0,-0.005,-49.221,0.0,-49.221,-25.986,,0.0,18.938,1.562,2.498,
06/30/2017,61.07,120.139,76.776,6.787,7.183,2.748,-3.144,-142.632,,,-142.632,-175.811,-150.721,7.291,7.291,0.0,-158.012,-158.012,0.0,0.0,0.0,0.0,-25.495,0.0,-25.495,0.0,0.405,957.583,-33.042,1014.998,0.0,1250.0,-235.002,-11.082,0.0,-11.082,-13.291,,0.0,842.842,115.642,65.351,
09/30/2017,244.313,108.579,79.635,48.247,6.282,8.397,33.568,7.852,,,7.852,-73.938,-73.938,1.873,1.873,0.0,-75.811,-75.811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-599.011,-33.069,-565.565,0.0,5.0,-570.565,0.0,0.0,0.0,-0.377,,0.0,-428.636,6.917,50.308,
12/31/2017,245.143,327.546,77.991,-210.242,6.682,-246.995,30.071,49.848,,,49.848,-702.892,-87.368,5.353,5.353,0.0,-92.721,-92.721,0.0,0.0,0.0,0.0,-611.871,287.292,-899.163,0.0,-3.653,-96.768,-33.072,-62.736,0.0,595.0,-657.736,0.0,0.0,0.0,-0.96,,0.0,-554.517,1.014,167.644,
03/31/2018,92.968,52.979,81.439,-81.282,6.794,7.968,-96.044,39.832,,,39.832,-192.024,-126.987,1.701,1.701,0.0,-128.688,-128.688,0.0,0.0,0.0,0.0,-65.003,11.256,-76.259,0.0,-0.034,-1.076,-37.176,157.962,200.0,850.0,-892.038,-55.568,0.0,-55.568,-66.294,,0.0,-100.132,-105.699,15.829,
06/30/2018,182.792,159.652,85.633,32.754,7.969,32.581,-7.796,-95.247,,,-95.247,-264.585,-111.656,6.822,6.822,0.0,-118.478,-118.478,0.0,0.0,0.0,0.0,-142.737,0.0,-142.737,0.0,-10.192,96.394,-37.02,159.994,160.0,0.0,-0.006,-19.353,0.0,-19.353,-7.227,,0.0,14.601,2.988,46.192,
09/30/2018,296.871,179.152,89.391,40.749,6.887,36.23,-2.368,-12.421,,,-12.421,-92.889,-96.757,4.315,4.315,0.0,-101.072,-101.072,0.0,0.0,0.0,0.0,5.858,0.0,5.858,0.0,-1.99,-222.028,-36.996,-160.005,-360.0,514.9,-314.905,-24.995,0.0,-24.995,-0.032,,0.0,-18.046,3.126,20.318,
12/31/2018,260.146,124.022,89.783,-99.911,3.565,-12.14,-91.336,146.252,,,146.252,-120.393,-111.478,9.372,9.372,0.0,-120.85,-120.85,0.0,0.0,0.0,0.0,-8.281,0.0,-8.281,0.0,-0.634,-138.418,-36.917,-67.006,133.0,314.894,-514.9,-34.067,0.0,-34.067,-0.428,,0.0,1.335,33.617,45.878,
03/31/2019,116.164,63.299,89.181,11.417,5.724,0.774,4.919,-47.733,,,-47.733,-119.878,-115.507,6.512,6.512,0.0,-122.019,-122.019,0.0,0.0,0.0,0.0,2.866,1.744,1.122,0.0,-7.237,-9.582,-40.939,45.494,45.5,,-0.006,0.0,0.0,0.0,-14.137,,0.0,-13.296,-0.364,19.798,
06/30/2019,185.752,197.558,93.496,48.221,8.646,34.042,5.533,-153.523,,,-153.523,-96.47,-99.13,4.688,4.688,0.0,-103.818,-103.818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66,-93.868,-40.988,-41.505,-41.5,0.0,-0.005,0.0,0.0,0.0,-11.375,,0.0,-4.586,34.661,46.616,
09/30/2019,344.213,215.712,96.248,51.998,10.445,27.416,14.137,-19.745,,,-19.745,-86.909,-80.144,0.912,0.912,0.0,-81.056,-81.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.765,-192.724,-41.016,-137.006,-4.0,366.9,-499.906,-2.602,0.0,-2.602,-12.1,,0.0,64.58,12.658,18.726,
12/31/2019,337.993,141.093,95.671,-84.899,7.028,13.779,-105.706,186.128,,,186.128,-112.58,-66.652,10.549,10.549,0.0,-77.201,-77.201,0.0,0.0,0.0,0.0,-45.273,0.0,-45.273,0.0,-0.655,-42.009,-41.03,-0.006,-133.0,499.894,-366.9,0.0,0.0,0.0,-0.973,,0.0,183.404,9.857,44.084,
03/31/2020,82.475,60.258,95.48,26.334,6.716,19.671,-0.053,-99.597,,,-99.597,-130.242,-140.114,2.536,2.536,0.0,-142.65,-142.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.872,-106.466,-45.1,-0.006,0.0,0.0,-0.006,-26.132,0.0,-26.132,-35.228,,0.0,-154.233,0.34,17.033,
06/30/2020,343.116,209.916,99.471,35.403,8.504,16.973,9.926,-1.674,,,-1.674,-89.284,-79.97,0.527,0.527,0.0,-80.497,-80.497,0.0,0.0,0.0,0.0,-5.017,0.651,-5.668,0.0,-4.297,443.094,-45.028,499.994,0.0,750.0,-250.006,0.0,0.0,0.0,-11.872,,0.0,696.926,8.715,43.708,
