Date,Revenue,Net Premiums Earned,Net Premiums Earned (NL),Net Premiums Earned (L),Other Premiums Earned (NL & L),Investment Income,Other Operating Income,Policy Charges & Fees,Other Income,Claims & Losses,Claims & Losses (NL),Claims & Losses (L),LT Charges (L),Underwriting Expense & Acq Cost,Underwriting & Acq Cost (NL),Underwriting Cost (NL),Other Cost (NL),Underwriting & Acq Cost (L),Underwriting Cost (L),Other Cost (L),Other Cost (NL & L),Other Operating Expense,Operating Income (Loss),(Income) Loss from Affiliates,Interest Expense,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2010,1636.749,1368.485,1263.601,104.884,0.0,251.668,16.596,8.418,8.178,-1015.943,892.2,123.743,,-430.245,378.011,195.264,182.747,21.398,3.008,18.39,30.836,20.618,211.179,,-49.07,0.0,173.715,-29.836,143.879,0.0,0.0,0.0,143.879,0.001,143.88,-32.5,16.616,127.996,55.552,-72.444,342.148,0.37,0.37,0.162362,342.76,0.37,0.37,0.158645,
06/30/2010,1552.692,1302.761,1216.313,86.448,0.0,221.312,28.619,9.535,19.084,-870.54,747.165,123.375,,-425.427,409.91,242.102,167.808,15.517,2.765,12.752,0.0,8.312,265.037,21.013,-49.149,0.0,215.888,-42.976,193.925,0.0,0.0,0.0,193.925,0.08,194.005,-2.194,0.0,191.811,263.1365,71.3255,342.056,0.56,0.56,0.769279,342.878,0.56,0.56,0.76802,
09/30/2010,1620.142,1365.327,1268.741,96.586,0.0,240.448,14.367,11.262,3.105,-956.338,811.98,144.358,,-434.366,392.095,200.036,192.059,8.486,2.372,6.114,33.785,-45.005,184.433,14.035,-58.609,0.0,125.824,-29.81,110.049,0.0,0.0,0.0,110.049,-32.506,77.543,0.0,0.0,77.543,199.76,122.217,338.724,0.23,0.23,0.589743,339.819,0.23,0.23,0.52,
12/31/2010,1588.999,1377.488,1282.482,95.006,0.0,179.964,31.547,10.812,20.735,-882.812,760.455,122.357,,-469.325,1556.843,817.689,739.154,59.574,10.47,49.104,-1147.092,0.878,237.74,74.718,-56.815,0.0,180.925,-60.115,195.528,0.0,0.0,0.0,195.528,-7.406,188.122,0.0,0.0,188.122,242.434,54.312,322.500686,0.58,0.58,0.74,327.638945,0.57,0.57,0.74,
03/31/2011,1614.858,1361.383,1271.696,89.687,0.0,217.393,36.082,8.932,27.15,-1342.096,1208.865,133.231,,-449.482,390.895,209.725,181.17,9.486,2.166,7.32,49.101,-9.514,-186.234,13.636,-54.147,0.0,-240.381,32.797,-193.948,0.0,0.0,0.0,-193.948,-33.336,-227.284,0.0,0.0,-227.284,-162.855,64.429,311.478,-0.73,-0.73,-0.52,311.478,-0.73,-0.73,-0.52,
06/30/2011,1695.182,1398.339,1306.125,92.214,0.0,276.011,20.832,10.582,10.25,-961.0,823.584,137.416,,-481.241,468.706,263.375,205.331,12.491,2.723,9.768,0.044,8.498,261.439,46.251,-55.099,0.0,206.34,-24.826,227.765,0.0,0.0,0.0,227.765,-2.102,225.663,0.0,0.0,225.663,243.133,17.47,309.184,0.73,0.73,0.78637,341.989,0.69,0.69,0.75,
09/30/2011,1658.019,1453.326,1362.532,90.794,0.0,200.836,3.857,10.98,-7.123,-1127.608,988.059,139.549,,-455.368,396.673,198.313,198.36,11.545,2.352,9.193,47.15,39.425,114.468,35.552,-48.911,0.0,65.557,-24.718,76.391,0.0,0.0,0.0,76.391,-33.993,42.398,0.0,0.0,42.398,42.835,0.437,311.714,0.14,0.14,0.137418,313.848,0.14,0.14,0.137418,
12/31/2011,1728.744,1477.082,1386.759,90.323,0.0,244.432,7.23,11.254,-4.024,-1182.761,1057.883,124.878,,-524.237,468.456,153.341,315.115,16.107,2.07,14.037,39.674,-426.789,-405.043,-18.653,-47.435,0.0,-452.478,-42.96,-514.091,0.0,0.0,0.0,-514.091,-1.446,-515.537,0.0,0.0,-515.537,-78.275,437.262,319.136299,-1.62,-1.62,-0.245271,319.136299,-1.62,-1.62,-0.25,
03/31/2012,1752.432,1436.418,1357.898,78.52,0.0,286.747,29.267,9.859,19.408,-975.372,854.065,121.307,,-506.562,440.593,224.093,216.5,10.258,2.607,7.651,55.711,-12.718,257.78,16.253,-39.298,0.0,218.482,-21.55,213.185,0.0,0.0,0.0,213.185,-36.557,176.628,0.0,0.0,176.628,165.231,-11.397,315.12,0.56,0.56,0.524343,317.639,0.56,0.56,0.52,
06/30/2012,1748.84,1486.593,1400.97,85.623,0.0,245.937,16.31,13.213,3.097,-957.503,826.354,131.149,,-517.99,445.244,234.237,211.007,10.759,2.829,7.93,61.987,17.976,291.323,20.457,-57.359,0.0,233.964,-29.812,224.609,0.0,0.0,0.0,224.609,-3.455,221.154,0.0,0.0,221.154,221.94,0.786,309.765,0.71,0.71,0.716479,312.435,0.71,0.71,0.712516,
09/30/2012,1817.638,1548.041,1468.554,79.487,0.0,240.242,29.355,13.306,16.049,-1013.515,894.077,119.438,,-542.092,460.274,234.021,226.253,12.445,2.351,10.094,69.373,-18.69,243.341,2.763,-37.907,0.0,205.434,-0.451,207.746,0.0,0.0,0.0,207.746,-35.844,171.902,0.0,0.0,171.902,176.572,4.67,304.199,0.57,0.57,0.580449,307.764,0.56,0.56,0.580449,
12/31/2012,1913.487,1619.386,1538.557,80.829,0.0,258.741,35.36,15.411,19.949,-1305.287,1190.985,114.302,,-520.803,1092.012,219.613,872.399,50.428,9.335,41.093,-621.637,2.887,90.284,,-37.64,0.0,67.058,17.785,84.843,0.0,0.0,0.0,84.843,-3.399,81.444,0.0,0.0,81.444,38.883,-42.561,300.512874,0.27,0.27,0.129389,304.490554,0.27,0.27,0.129389,
03/31/2013,1862.406,1529.691,1464.246,65.445,0.0,290.862,41.853,9.632,32.221,-954.037,843.084,110.953,,-504.091,440.574,224.418,216.156,6.698,2.595,4.103,56.819,33.435,437.713,,-38.7,0.0,430.011,-43.479,386.532,0.0,0.0,0.0,386.532,-35.742,350.79,0.0,0.0,350.79,368.474,17.684,295.0,1.19,1.19,1.249064,299.469,1.17,1.17,0.93,
06/30/2013,1888.216,1562.393,1488.497,73.896,0.0,268.409,57.414,10.871,46.543,-1054.373,937.606,116.767,,-535.045,458.767,234.136,224.631,9.461,2.206,7.255,66.817,11.331,310.129,32.825,-38.204,0.0,271.925,-28.872,275.878,0.0,0.0,0.0,275.878,-3.18,272.698,0.0,0.0,272.698,221.591,-51.107,289.513,0.94,0.94,0.765392,294.333,0.93,0.93,0.756363,
09/30/2013,1878.109,1625.312,1550.629,74.683,0.0,236.843,15.954,10.875,5.079,-1123.069,1006.52,116.549,,-549.834,467.209,234.991,232.218,8.769,2.659,6.11,73.856,-20.303,184.903,24.59,-37.926,0.0,146.977,-0.897,170.67,0.0,0.0,0.0,170.67,-35.022,135.648,0.0,0.0,135.648,145.992,10.344,285.393,0.48,0.48,0.511547,290.49,0.47,0.47,0.511547,
12/31/2013,1912.503,1592.125,1510.727,81.398,0.0,257.177,63.201,8.653,54.548,-1065.687,944.254,121.433,,-533.531,465.023,255.37,209.653,10.663,1.466,9.197,57.845,3.78,317.065,,-40.632,0.0,307.824,-4.257,303.567,0.0,0.0,0.0,303.567,-2.787,300.78,0.0,0.0,300.78,295.605,-5.175,281.403151,1.07,1.07,1.050468,286.007396,1.05,1.05,1.0,
03/31/2014,1787.824,1488.839,1412.528,76.311,0.0,254.228,44.757,11.454,33.303,-945.092,831.505,113.587,,-509.838,436.149,243.914,192.235,10.367,3.188,7.179,63.322,-10.441,322.453,,-42.941,0.0,325.797,-34.321,291.476,0.0,0.0,0.0,291.476,-35.759,255.717,0.0,0.0,255.717,287.963,32.246,276.337,0.93,0.93,1.042072,280.458,0.91,0.91,0.85,
06/30/2014,1823.506,1496.594,1438.076,58.518,0.0,299.523,27.389,9.706,17.683,-913.179,827.88,85.299,,-517.648,442.249,261.512,180.737,62.586,58.704,3.882,12.813,-687.564,-294.885,27.738,-14.085,0.0,-308.97,5.654,-275.578,0.0,0.0,0.0,-275.578,-3.682,-279.26,0.0,0.0,-279.26,441.567,720.827,270.924,-1.03,-1.03,1.629856,270.924,-1.03,-1.03,1.02,
09/30/2014,1543.332,1473.412,1453.673,19.739,0.0,34.638,35.282,10.782,24.5,-879.689,859.588,20.101,,-524.137,449.71,268.918,180.792,4.875,2.785,2.09,69.552,23.348,162.854,20.021,-42.851,0.0,120.003,-30.057,109.967,0.0,0.0,0.0,109.967,-37.583,72.384,0.0,0.0,72.384,98.197,25.813,264.353,0.27,0.27,0.371462,269.14,0.27,0.27,0.371462,
12/31/2014,1664.991,1436.225,1413.161,23.064,0.0,196.748,32.018,11.688,20.33,-763.396,739.42,23.976,,-526.094,454.89,284.651,170.239,60.485,59.521,0.964,10.719,-173.299,202.202,,-34.229,0.0,181.147,-38.173,142.974,0.0,0.0,0.0,142.974,-3.474,139.5,0.0,0.0,139.5,406.794,267.294,257.040133,0.54,0.54,1.582609,262.146892,0.53,0.53,1.549634,
03/31/2015,1422.615,1334.0,1319.494,14.506,0.0,48.558,40.057,4.728,35.329,-789.214,769.827,19.387,,-479.352,402.831,250.952,151.879,65.191,63.374,1.817,11.33,-27.39,126.659,,-51.438,0.0,97.889,-24.218,73.671,0.0,0.0,0.0,73.671,-37.39,36.281,0.0,0.0,36.281,-26.18,-62.461,255.724,0.14,0.14,-0.102376,260.704,0.14,0.14,-0.102376,
06/30/2015,2685.296,2082.053,2063.795,18.258,0.0,560.854,42.389,11.012,31.377,-1173.276,1151.195,22.081,,-848.971,703.821,363.888,339.933,132.612,130.928,1.684,12.538,330.033,993.082,9.462,-49.667,0.0,943.415,-32.959,919.918,0.0,0.0,0.0,919.918,-4.879,915.039,0.0,0.0,915.039,1006.587,91.548,289.42,3.16,3.16,3.477946,293.983,3.11,3.11,0.84,
09/30/2015,2569.702,2423.552,2405.74,17.812,0.0,142.51,3.64,7.355,-3.715,-1486.864,1464.285,22.579,,-979.315,827.337,422.893,404.444,4.703,-0.026,4.729,147.275,-11.661,91.862,8.196,-51.929,0.0,39.933,37.042,85.171,0.0,0.0,0.0,85.171,-57.889,27.282,0.0,0.0,27.282,116.46972,89.18772,301.867,0.09,0.09,0.385831,306.954,0.09,0.09,0.380557,
12/31/2015,2631.313,2386.82,2375.155,11.665,0.0,224.058,20.435,10.106,10.329,-1432.843,1380.893,51.95,,-976.749,810.804,400.406,410.398,2.95,0.386,2.564,162.995,21.329,243.05,4.414,-52.181,0.0,190.869,39.296,234.579,0.0,0.0,0.0,234.579,-6.029,228.55,0.0,0.0,228.55,210.233,-18.317,300.723684,0.76,0.76,0.69909,302.298268,0.76,0.76,0.69909,
03/31/2016,2417.227,2354.61,2351.446,3.164,0.0,58.934,3.683,8.262,-4.579,-1387.422,1382.485,4.937,,-918.648,793.472,391.666,401.806,114.189,112.728,1.461,10.987,33.819,144.976,12.65,-52.303,0.0,92.673,-22.295,83.028,0.0,0.0,0.0,83.028,-61.143,21.885,0.0,0.0,21.885,-63.277,-85.162,291.969,0.07,0.07,-0.216725,296.666,0.07,0.07,-0.216725,
06/30/2016,2647.422,2532.212,2528.704,3.508,0.0,91.169,24.041,10.862,13.179,-1637.868,1632.386,5.482,,-943.041,794.425,375.728,418.697,2.228,0.405,1.823,146.388,19.1,85.613,21.418,-55.738,0.0,29.875,-2.467,48.826,0.0,0.0,0.0,48.826,-5.044,43.782,0.0,0.0,43.782,-16.6215,-60.4035,281.793,0.16,0.16,-0.058985,285.082,0.15,0.15,-0.058985,
09/30/2016,2588.12,2434.037,2431.677,2.36,0.0,133.327,20.756,8.6,12.156,-1497.678,1491.803,5.875,,-912.346,773.023,370.137,402.886,1.144,0.142,1.002,138.179,5.365,183.461,12.41,-49.445,0.0,134.016,-17.749,128.677,0.0,0.0,0.0,128.677,-58.076,70.601,0.0,0.0,70.601,246.212905,175.611905,273.66,0.26,0.26,0.899704,277.094,0.25,0.25,0.883763,
12/31/2016,2893.317,2457.075,2454.06,3.015,0.0,378.272,57.97,7.968,50.002,-1578.111,1566.161,11.95,,-909.998,761.479,369.972,391.507,395.053,393.564,1.489,-246.534,-41.618,363.59,-2.081,-52.277,0.0,311.313,0.382,309.614,0.0,0.0,0.0,309.614,-4.914,304.7,0.0,0.0,304.7,614.350375,309.650375,272.053571,1.12,1.12,2.258196,272.681106,1.12,1.12,2.255577,
03/31/2017,2755.361,2522.791,2519.481,3.31,0.0,180.648,51.922,13.661,38.261,-1590.747,1583.456,7.291,,-903.907,902.367,467.805,434.562,1.54,0.233,1.307,0.0,3.336,264.043,13.609,-50.711,0.0,213.332,-13.092,213.849,0.0,0.0,0.0,213.849,-61.006,152.843,0.0,0.0,152.843,199.572,46.729,265.69,0.58,0.58,0.751146,269.767,0.57,0.57,0.74322,
06/30/2017,2787.76,2516.917,2514.093,2.824,0.0,229.8,41.043,10.225,30.818,-1536.678,1529.083,7.595,,-906.362,790.418,358.116,432.302,1.56,0.278,1.282,114.384,5.643,350.363,42.704,-54.018,0.0,296.345,-29.006,310.043,0.0,0.0,0.0,310.043,-8.423,301.62,0.0,0.0,301.62,383.398,81.778,260.99,1.16,1.16,1.469014,264.943,1.14,1.14,0.96,
09/30/2017,2883.984,2620.902,2617.756,3.146,0.0,193.957,69.125,11.469,57.656,-3077.315,3066.723,10.592,,-855.041,778.009,333.45,444.559,1.312,0.186,1.126,75.72,-1.582,-1049.954,4.872,-33.919,-55.017,-1138.89,60.132,-1073.886,0.0,0.0,0.0,-1073.886,30.197,-1043.689,0.0,0.0,-1043.689,-958.261769,85.427231,257.022,-4.06,-4.06,-3.728326,261.298,-4.06,-4.06,-3.733066,
12/31/2017,2901.052,2676.002,2672.948,3.054,0.0,199.447,25.603,13.292,12.311,-1836.369,1822.658,13.711,,-879.889,823.95,352.16,471.79,1.49,0.278,1.212,54.449,1.418,186.212,2.46,-51.711,0.0,134.501,-77.104,59.857,0.0,0.0,0.0,59.857,-31.029,28.828,0.0,0.0,28.828,147.511183,118.683183,256.010421,0.11,0.11,0.576192,259.438654,0.11,0.11,0.567461,
03/31/2018,2814.942,2600.288,2597.181,3.107,0.0,162.268,52.386,6.717,45.669,-1632.313,1622.006,10.307,,-936.39,852.876,390.06,462.816,1.152,0.141,1.011,82.362,-9.841,236.398,10.282,-53.545,0.0,182.853,-31.902,161.233,0.0,0.0,0.0,161.233,-8.585,152.648,0.0,0.0,152.648,222.109,69.461,256.922,0.59,0.59,0.8645,261.176,0.58,0.58,0.845955,
06/30/2018,3022.62,2695.169,2692.664,2.505,0.0,302.599,24.852,8.304,16.548,-1731.426,1721.309,10.117,,-941.999,471.491,471.491,,,,,470.508,12.14,361.335,51.187,-48.686,0.0,312.649,-27.036,336.8,0.0,0.0,0.0,336.8,-17.804,318.996,0.0,0.0,318.996,262.605393,-56.390607,258.375,1.23,1.23,1.016373,263.822,1.21,1.21,0.996255,
09/30/2018,3012.0,,,,,,,,,,,,,,,,,,,,,,224.0,,,,,,,,,,,,,,,,196.0,,,0.74,0.74,0.795,,0.74,0.74,0.795,
12/31/2018,3046.0,,,,,,,,,,,,,,,,,,,,,,274.0,,,,,,,,,,,,,,,,270.5,,,1.0,1.0,1.02,,1.0,1.0,1.02,
