Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2010,1091.559,1091.559,-1054.457,1005.823,48.634,37.102,0.0,-64.972,,64.972,-27.87,-38.3,,32.958,,,5.342,-66.17,86.755,20.585,5.208,5.208,0.0,15.377,0.42,15.797,,0.0,15.797,24.3421,3.3371,0.158016,99.69991,132.576613,154.048515,0.159016,99.60001,132.436813,153.422715,
03/31/2011,1122.886,1122.886,-1127.473,1077.663,49.81,-4.587,0.0,-63.801,,63.801,-68.388,-38.846,,38.803,,,0.043,-107.234,4.551,-102.683,0.0,0.0,0.0,-102.683,0.489,-102.194,,0.0,-102.194,-98.3057,3.8883,0.160606,-637.124464,-637.124464,-612.092161,0.160606,-637.124464,-637.124464,-612.914161,
06/30/2011,1257.212,1257.212,-1200.296,1152.739,47.557,56.916,0.0,-62.083,,62.083,-5.167,-39.992,,40.069,,,-0.077,-45.159,2.576,-42.583,0.0,0.0,0.0,-42.583,0.448,-42.135,0.0,0.0,-42.135,-46.10065,-3.96565,0.15918,-264.000026,-264.000026,-289.613429,0.15918,-264.000026,-264.000026,-289.613429,
09/30/2011,1276.4,1276.4,-1221.8,1175.1,46.7,54.6,0.0,-80.7,,80.7,-26.1,-105.1,,37.7,,,67.4,-131.2,8.6,-122.6,0.0,0.0,0.0,-122.6,0.3,-122.3,,-58.0,-180.3,-184.46,-4.16,1.173117,-153.724515,-153.724515,-157.239316,1.173117,-153.724515,-153.724515,-157.270816,
12/31/2011,1212.328,1212.328,-1173.698,1122.629,51.069,38.63,0.0,-76.779,,76.779,-38.149,-39.734,,39.555,,,0.179,-77.883,-8.333,-86.216,0.0,0.0,0.0,-86.216,1.95,-84.266,,0.0,-84.266,-61.6928,22.5732,6.794,-12.4,-12.4,-9.080483,6.794,-12.4,-12.4,-9.080483,
03/31/2012,1194.255,1194.255,-1165.724,1116.696,49.028,28.531,0.0,-77.331,,77.331,-48.8,-35.95,,36.405,,,-0.455,-84.75,3.161,-81.589,0.0,0.0,0.0,-81.589,-3.893,-85.482,0.0,0.0,-85.482,-79.7451,5.7369,6.893,-12.4,-12.4,-11.568998,6.893,-12.4,-12.4,-11.568998,
06/30/2012,1250.8,1250.8,-1180.7,1135.0,45.7,70.1,0.0,-54.6,,54.6,15.5,-38.9,,41.6,,,-2.7,-23.4,0.8,-22.6,0.0,0.0,0.0,-22.6,0.0,-22.6,0.0,0.0,-22.6,-25.2,-2.6,7.036,-3.21,-3.21,-3.58158,7.036,-3.21,-3.21,-3.58158,
09/30/2012,1236.8,1236.8,-1146.9,1102.3,44.6,89.9,0.0,-62.6,,62.6,27.3,-33.5,,33.7,,,-0.2,-6.2,9.2,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,1.505,-1.495,7.512,0.4,0.4,0.200346,14.162,-4.3,-4.3,-4.405564,
12/31/2012,1168.6,1168.6,-1090.9,1046.5,44.4,77.7,0.0,-47.7,,47.7,30.0,-67.2,,39.2,,,28.0,-37.2,1.9,-35.3,0.0,0.0,0.0,-35.3,0.0,-35.3,0.0,0.0,-35.3,-41.2969,-5.9969,7.795,-4.53,-4.53,-5.29787,7.795,-4.53,-4.53,-5.299326,
03/31/2013,1162.5,1162.5,-1107.3,1063.7,43.6,55.2,0.0,-45.3,,45.3,9.9,-38.9,,39.2,,,-0.3,-29.0,4.5,-24.5,0.0,0.0,0.0,-24.5,0.0,-24.5,0.0,0.0,-24.5,-26.58,-2.08,8.38,-2.93,-2.93,-3.171838,8.38,-2.93,-2.93,-3.17821,
06/30/2013,1242.5,1242.5,-1172.5,1129.0,43.5,70.0,0.0,-55.7,,55.7,14.3,-39.4,,41.9,,,-2.5,-25.1,10.0,-15.1,0.0,0.0,0.0,-15.1,0.0,-15.1,0.0,0.0,-15.1,-13.28,1.82,8.784,-1.72,-1.72,-1.51184,8.784,-1.72,-1.72,-1.512805,
09/30/2013,1252.7,1252.7,-1178.5,1135.2,43.3,74.2,0.0,-68.4,,68.4,5.8,-42.9,,43.1,,,-0.2,-37.1,-7.3,-44.4,0.0,0.0,0.0,-44.4,0.0,-44.4,0.0,0.0,-44.4,-41.475,2.925,9.977,-4.45,-4.45,-4.157061,9.977,-4.45,-4.45,-4.157061,
12/31/2013,1207.7,1207.7,-1146.5,1104.6,41.9,61.2,0.0,-62.8,,62.8,-1.6,-36.7,,39.7,,,-3.0,-38.3,38.7,0.4,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.4,4.105,3.705,10.161,0.039366,0.039366,0.403996,14.884,0.026874,0.026874,0.2758,
03/31/2014,1210.9,1210.9,-1182.3,1141.3,41.0,28.6,0.0,-61.0,,61.0,-32.4,-41.9,,58.2,,,-16.3,-74.3,4.1,-70.2,0.0,0.0,0.0,-70.2,0.0,-70.2,0.0,-18.1,-88.3,-94.735,-6.435,22.344,-3.95,-3.95,-4.239841,22.344,-3.95,-3.95,-4.239841,
06/30/2014,1317.6,1317.6,-1233.5,1192.5,41.0,84.1,0.0,-64.1,,64.1,20.0,-32.8,,31.7,,,1.1,-12.8,7.9,-4.9,0.0,0.0,0.0,-4.9,0.0,-4.9,0.0,0.0,-4.9,-9.125,-4.225,30.612,-0.16,-0.16,-0.298086,30.612,-0.16,-0.16,-0.298086,
09/30/2014,1322.6,1322.6,-1229.2,1188.3,40.9,93.4,0.0,-66.7,,66.7,26.7,-29.9,,32.6,,,-2.7,-3.2,4.4,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,0.0,1.2,3.345,2.145,30.639,0.04,0.04,0.109175,31.903,-0.03,-0.03,0.037235,
12/31/2014,1217.7,1217.7,-1121.4,1080.7,40.7,96.3,0.0,-65.1,,65.1,31.2,-24.7,,27.5,,,-2.8,6.5,-0.3,6.2,0.0,0.0,0.0,6.2,0.0,6.2,0.0,0.0,6.2,2.43,-3.77,30.659,0.2,0.2,0.079259,31.974,0.16,0.16,0.042092,
03/31/2015,1186.4,1186.4,-1110.5,1068.9,41.6,75.9,0.0,-72.2,,72.2,3.7,-23.9,,27.6,,,-3.7,-20.2,-1.4,-21.6,0.0,0.0,0.0,-21.6,0.0,-21.6,0.0,0.0,-21.6,-21.145,0.455,30.799,-0.7,-0.7,-0.686548,30.799,-0.7,-0.7,-0.686548,
06/30/2015,1258.4,1258.4,-1137.6,1096.3,41.3,120.8,0.0,-63.9,,63.9,56.9,-28.6,,27.9,,,0.7,28.3,-2.3,26.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,26.0,27.495,1.495,31.929,0.81,0.81,0.861129,32.582,0.8,0.8,0.845884,
09/30/2015,1244.9,1244.9,-1133.2,1092.5,40.7,111.7,0.0,-64.0,,64.0,47.7,-21.2,,25.7,,,-4.5,26.5,-6.7,19.8,0.0,0.0,0.0,19.8,0.0,19.8,0.0,0.0,19.8,19.995,0.195,32.065,0.62,0.62,0.623577,32.621,0.61,0.61,0.615978,
12/31/2015,1142.7,1142.7,-1090.1,1050.0,40.1,52.6,0.0,-67.9,,67.9,-15.3,-23.7,,26.4,,,-2.7,-39.0,15.5,-23.5,0.0,0.0,0.0,-23.5,0.0,-23.5,0.0,0.0,-23.5,-4.585,18.915,32.134,-0.73,-0.73,-0.142684,32.134,-0.73,-0.73,-0.142684,
03/31/2016,1120.3,1120.3,-1044.5,1003.8,40.7,75.8,0.0,-62.4,,62.4,13.4,-27.2,,26.1,,,1.1,-13.8,1.8,-12.0,0.0,0.0,0.0,-12.0,0.0,-12.0,0.0,0.0,-12.0,-13.69,-1.69,32.264,-0.37,-0.37,-0.424312,32.264,-0.37,-0.37,-0.424312,
06/30/2016,1207.6,1207.6,-1092.5,1054.0,38.5,115.1,0.0,-57.9,,57.9,57.2,-25.4,,26.2,,,-0.8,31.8,-4.7,27.1,0.0,0.0,0.0,27.1,0.0,27.1,0.0,0.0,27.1,19.885,-7.215,32.459,0.84,0.84,0.612619,32.854,0.83,0.83,0.610392,
09/30/2016,1221.3,1221.3,-1119.8,1079.5,40.3,101.5,0.0,-62.7,,62.7,38.8,-24.4,,25.6,,,-1.2,14.4,-0.5,13.9,0.0,0.0,0.0,13.9,0.0,13.9,0.0,0.0,13.9,14.03,0.13,32.466,0.43,0.43,0.432144,33.194,0.42,0.42,0.423916,
12/31/2016,1148.3,1148.3,-1078.8,1038.5,40.3,69.5,0.0,-54.6,,54.6,14.9,-22.7,,25.5,,,-2.8,-7.8,0.3,-7.5,0.0,0.0,0.0,-7.5,0.0,-7.5,0.0,0.0,-7.5,-8.315,-0.715,32.475,-0.234026,-0.234026,-0.256043,33.848,-0.234026,-0.234026,-0.256043,
03/31/2017,1170.6,1170.6,-1106.3,1069.2,37.1,64.3,0.0,-64.0,,64.0,0.3,-29.7,,25.4,,,4.3,-29.4,4.1,-25.3,0.0,0.0,0.0,-25.3,0.0,-25.3,0.0,0.0,-25.3,-22.05,3.25,32.568,-0.78,-0.78,-0.677045,32.568,-0.78,-0.78,-0.680209,
06/30/2017,1260.6,1260.6,-1142.9,1105.7,37.2,117.7,0.0,-64.5,,64.5,53.2,-30.6,,25.7,,,4.9,22.6,-3.6,19.0,0.0,0.0,0.0,19.0,0.0,19.0,0.0,0.0,19.0,18.805,-0.195,32.715,0.58,0.58,0.574813,33.322,0.57,0.57,0.564148,
09/30/2017,1251.2,1251.2,-1149.2,1112.5,36.7,102.0,0.0,-61.9,,61.9,40.1,-36.2,,25.9,,,10.3,3.9,-0.9,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,3.845,0.845,32.723,0.09,0.09,0.117501,33.592,0.09,0.09,0.115155,
12/31/2017,1208.6,1208.6,-1142.6,1105.9,36.7,66.0,0.0,-54.7,,54.7,11.3,-26.5,,25.8,,,0.7,-15.2,7.7,-7.5,0.0,0.0,0.0,-7.5,0.0,-7.5,0.0,0.0,-7.5,-3.925,3.575,32.73,-0.23,-0.23,-0.119921,32.73,-0.23,-0.23,-0.120773,
03/31/2018,1214.5,1214.5,-1153.0,1115.3,37.7,61.5,0.0,-65.8,,65.8,-4.3,-23.2,,25.6,,,-2.4,-27.5,12.9,-14.6,0.0,0.0,0.0,-14.6,0.0,-14.6,0.0,0.0,-14.6,-11.203,3.397,32.821,-0.44,-0.44,-0.341336,32.821,-0.44,-0.44,-0.341336,
06/30/2018,1326.5,1326.5,-1212.8,1175.2,37.6,113.7,0.0,-62.8,,62.8,50.9,-26.1,,25.5,,,0.6,24.8,-10.4,14.4,0.0,0.0,0.0,14.4,0.0,14.4,0.0,0.0,14.4,17.086,2.686,32.966,0.44,0.44,0.518292,33.794,0.43,0.43,0.509482,
09/30/2018,1303.6,1303.6,-1194.9,1160.0,34.9,108.7,0.0,-67.5,,67.5,41.2,-33.6,,26.6,,,7.0,7.6,-4.7,2.9,0.0,0.0,0.0,2.9,0.0,2.9,0.0,0.0,2.9,10.168,7.268,33.051,0.09,0.09,0.307646,33.995,0.09,0.09,0.303796,
12/31/2018,1247.4,1247.4,-1156.1,1118.6,37.5,91.3,0.0,-31.9,,31.9,59.4,-28.7,,28.1,,,0.6,30.7,-8.9,21.8,0.0,0.0,0.0,21.8,0.0,21.8,0.0,0.0,21.8,26.856,5.056,33.089,0.66,0.66,0.811629,33.851,0.64,0.64,0.78936,
03/31/2019,1182.3,1182.3,-1140.4,1100.4,40.0,41.9,0.0,-73.6,,73.6,-31.7,-27.1,,27.0,,,0.1,-58.8,9.7,-49.1,0.0,0.0,0.0,-49.1,0.0,-49.1,0.0,0.0,-49.1,-34.485,14.615,33.15,-1.48,-1.48,-1.040271,33.15,-1.48,-1.48,-1.040271,
06/30/2019,1272.6,1272.6,-1207.1,1168.6,38.5,65.5,0.0,-51.2,,51.2,14.3,-28.8,,28.2,,,0.6,-14.5,-9.1,-23.6,0.0,0.0,0.0,-23.6,0.0,-23.6,0.0,0.0,-23.6,-21.151,2.449,33.247,-0.71,-0.71,-0.636178,33.247,-0.71,-0.71,-0.636339,
09/30/2019,1256.8,1256.8,-1173.0,1135.8,37.2,83.8,0.0,-60.0,,60.0,23.8,-40.3,,27.9,,,12.4,-16.5,0.5,-16.0,0.0,0.0,0.0,-16.0,0.0,-16.0,0.0,0.0,-16.0,-5.019,10.981,33.259,-0.48,-0.48,-0.150907,33.259,-0.48,-0.48,-0.150907,
12/31/2019,1159.5,1159.5,-1098.8,1062.1,36.7,60.7,0.0,-50.9,0.0,50.9,9.8,-28.3,28.1,28.1,0.0,0.0,0.2,-18.5,3.2,-15.3,0.0,0.0,0.0,-15.3,0.0,-15.3,0.0,0.0,-15.3,-22.647,-7.347,33.349,-0.46,-0.46,-0.679091,33.349,-0.46,-0.46,-0.680306,
03/31/2020,1150.4,1150.4,-1100.1,1064.4,35.7,50.3,0.0,-22.3,,22.3,28.0,-24.1,28.3,28.3,0.0,0.0,-4.2,3.9,0.4,4.3,0.0,0.0,0.0,4.3,0.0,4.3,0.0,0.0,4.3,-27.853,-32.153,33.791,0.13,0.13,-0.824273,35.63,0.12,0.12,-0.824273,
06/30/2020,1015.4,1015.4,-970.8,936.6,34.2,44.6,0.0,-49.2,,49.2,-4.6,-40.0,40.2,40.2,0.0,,-0.2,-44.6,7.5,-37.1,0.0,0.0,0.0,-37.1,0.0,-37.1,0.0,0.0,-37.1,-40.181,-3.081,34.021,-1.09,-1.09,-1.181065,34.021,-1.09,-1.09,-1.181065,
09/30/2020,1185.667,,,,,,,,,,19.4,,,,,,,-13.0,,-19.0,,,,,,-19.0,,,-19.0,-10.967,,,-0.315,-0.315,-0.262,,-0.315,-0.315,-0.262,
12/31/2020,1123.667,,,,,,,,,,19.35,,,,,,,-14.667,,-22.0,,,,,,-22.0,,,-22.0,-14.2,,,-0.34,-0.34,-0.32,,-0.34,-0.34,-0.32,
