Date,Revenue,Rental Income,Real Estate Sales,Com & Fee Earn/Inc from REO,Mortgage Income,Other Operating Income,Operating Expenses,Property Operating Expenses,General & Administrative,Depreciation & Amortization,Provision for Loan Losses,Cost of Real Estate Sold,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Interest Expense,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",FFO Reconciliation,D&A of Con Real Estate,D&A of Uncon Real Estate,D&A from Disc Ops,Impairment of Assets,Income from Uncon JVs,Disposal of Con Assets,Disposal of Uncon Assets,Disposal of Assets from Disc Ops,Funds from Operations,Other Abnormal Gains/(Losses),Adjusted Funds from Operations,Straight-Line Rent,Stock-Based Compensation,Recurring Capital Expenditure,Accounting Adjustments,Tenant Improv & Leasing Com,Funds Available For Distribution,AFFO Per Diluted Share,FAD Per Diluted Share,Dividend Per Share,AFFO Payout Ratio,FAD Payout Ratio,FFO Payout Ratio,Source: Bloomberg
06/30/2012,611.964,293.671,0.0,310.076,8.152,0.065,-490.949,236.652,26.423,187.367,,0.0,40.507,121.015,-83.752,72.767,-0.514,11.499,37.263,5.179,74.025,-31.294,-31.294,0.0,73.736,,74.025,0.0,,74.025,89.388,46.657,290.17,0.26,0.15,0.308054,292.592,0.25,0.14,0.299461,,186.366,-0.205,14.402,,,,,-38.558,236.03,41.806,277.836,-5.58,6.252,-11.768,-14.746,-4.378,247.616,0.949568,0.846284,0.62,65.292849,73.261437,76.221413,
09/30/2012,638.655,308.186,0.0,321.104,9.035,0.33,-474.261,252.45,26.867,188.54,,0.0,6.404,164.394,-57.735,74.037,-17.074,0.772,106.659,8.886,111.882,3.724,3.724,0.0,111.821,,111.882,0.0,,111.882,119.329,3.723,294.928,0.38,0.39,0.404604,297.407,0.38,0.39,0.402518,,187.288,-0.521,8.082,,-16.645,,,-0.357,289.729,-4.833,284.896,-6.242,5.443,-14.628,-14.277,-4.715,250.477,0.957933,0.842203,0.62,64.722685,73.616476,63.11255,
12/31/2012,655.73,314.491,0.0,325.885,14.69,0.664,-481.632,261.998,23.022,181.426,,0.0,15.186,174.098,-76.355,75.415,-0.249,1.189,97.743,3.555,86.267,15.172,15.172,0.0,86.126,,86.267,0.0,,86.267,114.357,12.918,294.704,0.29,0.34,0.38804,297.089,0.29,0.34,0.383482,,180.158,-0.925,20.321,,,,,-1.804,284.017,9.566,293.583,-7.33,4.255,-21.897,,-6.62,261.991,0.988199,0.88186,0.62,62.740411,70.305919,64.332938,
03/31/2013,682.909,322.95,0.0,342.818,16.103,1.038,-477.344,267.201,28.774,175.468,,0.0,5.901,205.565,-82.292,78.634,-0.929,4.587,123.273,-1.744,112.193,8.431,8.431,0.0,113.098,,112.193,0.0,,112.193,124.886,4.262,291.455,0.38,0.41,0.428492,293.924,0.38,0.41,0.4245,,174.19,-0.856,11.475,,-1.241,,,-0.477,295.284,6.287,301.571,-7.865,5.662,-16.488,-8.639,-4.315,269.926,1.026017,0.918353,0.67,65.301067,72.956692,66.131199,
06/30/2013,684.109,323.448,0.0,345.131,14.733,0.797,-476.673,269.488,27.324,171.527,,0.0,8.334,207.436,-86.408,82.237,0.506,3.665,121.028,12.064,114.58,18.559,18.559,0.0,114.533,,114.58,0.0,,114.58,139.086,5.947,292.635,0.39,0.45,0.475288,295.123,0.39,0.45,0.470151,,170.111,-0.995,22.463,,,,,-1.718,304.441,-6.345,298.096,-6.465,5.138,-7.683,-7.765,-6.333,274.988,1.010074,0.931774,0.67,66.331789,71.905832,64.401789,
09/30/2013,711.249,333.477,0.0,363.258,14.448,0.066,-498.438,284.882,28.659,177.038,,0.0,7.859,212.811,-87.818,83.764,-0.11,4.164,124.993,2.78,118.296,9.174,9.174,0.0,118.599,,118.296,0.0,,118.296,133.489,6.019,292.818,0.4,0.43,0.455877,295.19,0.4,0.43,0.45039,,175.591,-1.085,11.354,,,0.0,,-0.488,303.668,3.496,307.164,-6.835,4.21,-15.202,-8.131,-8.653,272.553,1.040564,0.923314,0.67,64.388177,72.564712,64.606103,
12/31/2013,733.185,347.508,0.0,372.607,12.924,0.146,-524.307,288.061,30.349,198.042,,0.0,7.855,208.878,-98.832,90.274,1.041,7.517,110.046,-1.272,108.44,0.115,0.115,0.0,108.659,,108.44,0.0,,108.44,115.162,6.607,293.674,0.37,0.37,0.392142,296.047,0.37,0.37,0.392142,,196.52,-1.033,2.514,,0.0,,,-1.376,305.065,8.558,313.623,-9.375,5.643,-26.985,-21.036,-5.425,256.445,1.059369,0.866231,0.725,68.436969,83.695948,69.79288,
03/31/2014,741.47,353.069,0.0,377.361,10.767,0.273,-528.231,287.64,32.866,193.594,,0.0,14.131,213.239,-92.563,87.841,-0.248,4.97,120.676,-3.433,121.047,-4.031,-4.031,0.0,121.274,,121.047,0.0,,121.047,127.517,10.501,293.875,0.41,0.4,0.433916,296.245,0.41,0.4,0.433916,,192.043,-1.15,0.281,,,-1.0,,-1.438,309.783,13.572,323.355,-7.914,6.044,-12.889,-7.348,-4.244,297.004,1.091512,1.002562,0.725,66.421619,72.314725,68.776975,
06/30/2014,751.254,357.616,0.0,378.84,14.625,0.173,-522.108,288.759,31.306,190.818,,0.0,11.225,229.146,-98.94,91.501,-0.348,7.787,130.206,-3.274,138.398,-11.634,-11.634,0.0,138.566,,138.398,0.0,,138.398,139.287,12.523,293.988,0.47,0.431188,0.473785,296.504,0.47,0.430763,0.472998,,189.219,-1.166,1.247,,,-11.889,,-0.045,315.764,15.864,331.628,-9.317,5.367,-16.043,-5.459,-5.402,300.774,1.11846,1.014401,0.725,64.821245,71.470739,67.50019,
09/30/2014,704.932,287.559,0.0,403.82,13.186,0.367,-529.762,306.536,29.464,173.006,,0.0,20.756,175.17,-89.199,77.325,0.047,11.827,85.971,1.887,109.132,-21.796,-21.796,0.0,109.654,,109.132,0.0,,109.132,105.938,18.602,294.03,0.37,0.31,0.360297,296.495,0.37,0.31,0.360297,,171.399,-1.032,28.23,,,-3.625,,0.041,304.145,28.678,332.823,-12.413,5.381,-16.715,-2.584,-5.107,301.385,1.122525,1.016493,0.725,64.586544,71.323681,70.088856,
12/31/2014,732.09,291.468,0.0,422.294,14.876,3.452,-573.416,312.374,28.106,218.049,,0.0,14.887,158.674,-86.794,77.948,0.688,8.158,71.88,13.552,107.19,-22.165,-22.165,0.0,107.597,,107.19,0.0,0.304,107.19,92.87,7.845,294.81,0.36359,0.288406,0.315016,297.48,0.360327,0.285818,0.312189,,216.239,-1.174,23.241,,0.0,-1.456,,-0.052,343.988,-2.256,341.732,-9.043,4.202,28.36,-33.618,-4.166,327.771,1.148756,1.101825,0.79,68.77003,71.699205,67.705821,
03/31/2015,805.598,325.617,0.0,457.457,22.053,0.471,-628.875,340.799,34.326,216.219,,0.0,37.531,176.723,-87.474,82.328,0.251,4.895,89.249,7.25,120.442,-24.26,-24.26,0.0,120.759,,120.442,0.0,,120.442,126.816,30.634,325.454,0.37,0.295532,0.389659,329.203,0.37,0.295532,0.388587,,214.429,-0.59,31.234,,,-6.686,,0.0,358.829,28.718,387.547,-8.679,6.307,-17.962,-7.122,-4.186,355.905,1.177228,1.081111,0.79,67.106795,73.072975,71.039409,
06/30/2015,811.92,322.478,0.0,464.053,25.215,0.174,-609.361,342.662,33.959,214.711,,0.0,18.029,202.559,-87.774,83.959,-0.009,3.824,114.785,9.789,149.821,-25.712,-25.712,0.0,150.286,,149.821,0.0,,149.821,135.919,11.81,330.715,0.45,0.39,0.410985,334.026,0.45,0.39,0.410985,,212.908,-0.5,34.496,,,-7.469,,-0.277,388.979,5.368,394.347,-8.082,4.885,-19.786,-5.599,-3.734,362.031,1.180588,1.083841,0.79,66.915823,72.888935,67.225737,
09/30/2015,827.606,343.783,0.0,464.825,18.924,0.074,-674.852,347.845,32.114,226.332,,0.0,68.561,152.754,-118.216,97.135,0.955,20.126,34.538,10.697,22.852,22.118,22.118,0.0,23.117,,22.852,0.0,,22.852,122.446,77.476,332.491,0.07,0.14,0.368269,336.338,0.07,0.14,0.368269,,224.688,-0.519,13.878,,,-0.265,,0.048,260.682,104.792,365.474,-8.357,4.869,-28.203,-3.54,-5.331,324.912,1.086627,0.966028,0.73,67.180358,75.56715,93.10901,
12/31/2015,841.274,354.168,0.0,466.412,20.361,0.333,-622.153,352.334,27.636,236.795,,0.0,5.388,219.121,-107.438,103.692,0.223,3.523,111.683,11.548,124.728,-1.829,-1.829,0.0,125.06,,124.728,0.0,,124.728,120.334,-2.565,332.914,0.37,0.38,0.361457,336.406,0.37,0.38,0.361457,,235.101,1.056,0.0,,0.176,-4.16,0.019,-0.002,356.918,-10.603,346.315,-8.674,3.476,-27.195,-2.42,-6.301,305.201,1.029455,0.90724,0.73,70.911274,80.463819,68.090491,
03/31/2016,852.289,358.623,0.0,471.161,22.386,0.119,-629.418,356.222,31.726,236.387,,0.0,5.083,222.871,-107.953,103.273,0.198,4.482,114.918,8.421,148.98,-25.695,-25.695,0.0,149.034,,148.98,0.0,,148.98,125.231,1.946,335.559,0.44,0.37,0.373201,339.202,0.44,0.36,0.365737,,234.726,-0.086,0.0,,,-26.184,-0.536,0.0,356.9,-5.23,351.67,-9.845,5.029,-15.052,-2.591,-9.936,319.275,1.036757,0.941253,0.73,70.41188,77.556169,68.785654,
06/30/2016,848.404,354.206,0.0,469.941,24.146,0.111,-615.086,351.955,32.094,221.961,,0.0,9.076,233.318,-107.018,103.665,-1.418,4.771,126.3,11.549,143.162,-5.591,-5.591,0.0,143.44,,143.162,0.0,,143.162,147.263,9.692,338.901,0.42,0.41,0.434531,342.571,0.42,0.4,0.428292,,220.346,-0.594,,,,-5.739,0.041,0.001,357.217,-1.86,355.357,-5.581,5.008,-18.884,-2.374,-6.222,327.304,1.037324,0.955434,0.73,70.373408,76.405064,69.418589,
09/30/2016,867.116,368.697,0.0,466.291,31.566,0.562,-618.262,361.117,31.567,208.387,,0.0,17.191,248.854,-106.945,105.063,-0.931,2.813,141.909,8.537,149.452,0.262,0.262,0.0,150.184,,149.452,0.0,,149.452,166.314,16.6,350.274,0.43,0.43,0.474811,354.186,0.42,0.42,0.466868,,206.56,-0.752,,,,0.144,,,355.404,8.001,363.405,-5.96,5.848,-23.651,-2.292,-6.34,331.01,1.026029,0.934565,0.73,71.148107,78.111169,71.946298,
12/31/2016,875.713,394.65,0.0,460.983,19.996,0.084,-629.741,365.468,31.488,232.189,,0.0,0.596,245.972,-106.233,107.739,-2.207,0.701,139.739,2.836,207.637,-66.257,-66.257,0.0,208.832,,207.637,0.0,,207.637,140.556,-0.824,353.911,0.59,0.399479,0.397151,357.435,0.58,0.394632,0.392327,,230.353,-0.599,0.0,,0.0,-66.424,0.056,0.0,371.023,-4.126,366.897,-6.602,5.073,-36.308,-1.408,-8.231,319.421,1.026472,0.893648,0.775,75.501333,86.723204,74.00242,
03/31/2017,883.443,395.222,0.0,467.594,20.146,0.481,-623.525,368.987,33.961,217.783,,0.0,2.794,259.918,-107.151,108.804,-3.15,1.497,152.767,3.145,198.127,-43.236,-43.236,0.0,199.148,,198.127,0.0,,198.127,157.309,2.418,354.41,0.56,0.44,0.443862,357.572,0.55,0.44,0.443862,,215.961,-0.808,0.0,,-3.027,-43.289,0.023,,366.987,0.625,367.612,-5.377,5.702,-15.876,-2.117,-9.043,340.901,1.028078,0.953377,0.775,75.383366,81.289964,75.03481,
06/30/2017,895.49,399.498,0.0,463.422,32.368,0.202,-629.815,365.83,33.282,224.108,,0.0,6.595,265.675,-115.562,113.572,0.106,1.884,150.113,2.159,151.831,-0.696,-0.696,0.0,152.968,,151.831,0.0,,151.831,157.214,6.079,355.024,0.43,0.43,0.442826,358.311,0.42,0.42,0.436966,,222.347,-0.359,0.0,,0.0,-0.719,-0.082,,373.018,5.946,378.964,-5.778,4.984,-26.137,-1.345,-7.011,343.677,1.057773,0.959279,0.775,73.267157,80.789855,73.948442,
09/30/2017,899.928,401.876,0.0,464.896,32.985,0.171,-624.153,376.207,33.317,213.407,,,1.222,275.775,-126.66,113.869,-0.75,13.541,149.115,7.815,613.958,-458.261,-458.261,0.0,615.191,,613.958,0.0,,613.958,157.012,1.315,355.929,1.72,0.44,0.441133,359.333,1.71,0.44,0.441133,,211.784,-1.056,0.0,,,-458.262,-0.986,,365.438,7.087,372.525,-6.229,5.155,-24.326,-0.504,-6.573,340.048,1.036712,0.946331,0.775,74.75554,81.895225,75.646758,
12/31/2017,895.288,397.002,0.0,460.997,32.109,5.18,-642.943,372.048,34.93,232.65,,0.0,3.315,252.345,94.795,111.951,4.355,-211.101,347.14,46.68,392.554,0.015,0.015,0.0,393.805,,392.554,0.0,,392.554,179.318,-213.251,355.966,1.1,1.11,0.50375,359.184,1.09,1.1,0.50375,,230.996,-1.111,,,0.0,-214.985,-0.012,0.0,407.442,-36.76,370.682,-5.75,5.249,-43.651,0.945,-1.284,326.191,1.032011,0.908145,0.79,76.549538,86.990555,69.168618,
03/31/2018,943.705,384.809,0.0,518.081,31.181,9.634,-700.688,412.913,37.174,233.15,,0.0,17.451,243.017,-166.199,111.363,40.739,14.097,76.818,3.242,78.703,-0.038,-0.038,0.0,80.098,,78.703,0.0,,78.703,106.988,28.323,356.112,0.22,0.22,0.300434,358.853,0.22,0.22,0.298926,,231.495,-0.781,,35.708,,-0.048,,,345.077,30.515,375.592,-3.622,5.543,-15.32,0.24,-6.913,355.52,1.046646,0.990712,0.79,75.479209,79.740625,81.615118,
06/30/2018,942.304,360.262,0.0,523.278,56.417,2.347,-686.731,421.413,36.656,223.634,,0.0,5.028,255.573,-87.007,113.029,6.371,-32.393,168.566,0.734,166.519,0.0,0.0,0.0,169.3,,166.519,0.0,,166.519,135.093,-31.426,356.228,0.47,0.48,0.379232,359.0,0.46,0.47,0.379232,,222.092,-1.474,,0.0,,-34.319,0.0,,352.818,35.076,387.894,-6.572,5.857,-17.506,2.071,-6.078,365.666,1.080485,1.018568,0.79,73.115336,77.55985,79.859871,
09/30/2018,936.538,384.028,0.0,521.848,18.108,12.554,-691.534,428.389,39.677,218.579,,0.0,4.889,245.004,-149.05,107.581,0.716,40.753,95.954,7.327,101.972,0.0,0.0,0.0,103.281,,101.972,0.0,,101.972,145.939,43.967,356.318,0.29,0.29,0.409575,359.355,0.28,0.29,0.409575,,217.116,-0.995,,0.0,,-0.018,-0.875,,317.2,37.507,354.707,-8.102,6.04,-28.291,2.834,-5.286,321.902,0.987066,0.895777,0.79,80.035198,88.191577,88.856557,
12/31/2018,923.263,384.708,0.0,519.686,18.512,0.357,-714.513,427.165,38.475,244.276,,0.0,4.597,208.75,-174.098,110.524,7.208,56.366,34.652,28.65,62.273,0.0,0.0,0.0,63.302,,62.273,0.0,,62.273,64.021,1.748,356.265,0.17,0.18,0.179701,359.301,0.17,0.18,0.179701,,242.834,-1.699,,0.0,0.0,-10.354,0.0,,293.054,50.927,343.981,-6.587,7.693,-47.852,0.82,-12.815,285.24,0.955532,0.792358,0.7925,82.938093,100.017979,97.039453,
03/31/2019,942.874,401.496,0.0,523.965,17.126,0.287,-709.997,430.504,40.76,235.92,,0.0,2.813,232.877,-106.546,110.619,0.946,-5.019,126.331,1.257,125.785,0.0,0.0,0.0,127.588,,125.785,0.0,,125.785,122.923,-2.862,356.853,0.35,0.36,0.344464,360.619,0.35,0.35,0.342064,,234.471,-1.669,,0.0,0.0,-5.093,-0.799,,352.695,3.315,356.01,-8.489,6.071,-18.06,3.406,-5.955,332.983,0.987219,0.923365,0.7925,80.275992,85.827372,80.184296,
06/30/2019,950.717,398.57,0.0,523.416,19.529,9.202,-710.282,435.901,43.079,226.187,,,5.115,240.435,-86.289,110.369,2.529,-26.609,154.146,57.752,210.529,0.0,0.0,0.0,211.898,,210.529,0.0,,210.529,200.001,-10.528,361.722,0.58,0.59,0.552914,365.553,0.58,0.58,0.5512,,224.63,-1.583,,0.0,,-19.15,-0.002,,414.424,-59.286,355.138,-8.511,7.486,-24.226,2.157,-10.141,321.903,0.971509,0.880592,0.7925,81.574135,89.996288,68.593518,
09/30/2019,983.155,408.322,0.0,544.049,30.164,0.62,-741.557,461.493,40.53,234.603,,0.0,4.931,241.598,-152.675,113.967,-0.854,39.562,88.923,-2.005,85.259,0.0,0.0,0.0,86.918,,85.259,0.0,,85.259,126.961,41.702,372.426,0.23,0.23,0.340903,376.625,0.23,0.23,0.340726,,233.078,-2.952,,0.0,0.0,-0.036,-0.067,,315.282,45.195,360.477,-8.68,6.466,-32.815,5.226,-8.592,322.082,0.957124,0.85518,0.7925,82.800099,92.670597,93.455066,
12/31/2019,996.004,401.488,0.0,571.259,22.382,0.875,-875.542,480.31,41.627,348.91,,0.0,4.695,120.462,-106.875,116.707,-0.167,-9.665,13.587,-0.694,11.443,0.0,0.0,0.0,12.893,,11.443,0.0,,11.443,14.244,2.801,372.663,0.03,0.03,0.038222,376.453,0.03,0.03,0.037441,,347.371,-3.371,,0.0,,-1.4,-0.395,,353.648,-2.71,350.938,-4.393,6.088,-41.582,4.713,-15.353,300.411,0.932223,0.798004,0.7925,85.011883,99.310279,87.902095,
03/31/2020,1012.054,403.257,,579.898,24.046,4.853,-781.285,480.968,42.535,248.837,,,8.945,230.769,94.945,116.696,10.876,-222.517,325.714,149.016,473.117,0.0,0.0,0.0,474.73,,473.117,0.0,,473.117,255.11,-218.007,372.829,1.27,1.27,0.684255,375.997,1.26,1.26,0.68019,,247.33,-3.282,,,,-226.231,0.0,,490.934,-124.932,366.002,-6.788,3.619,-14.47,0.996,-10.503,338.856,0.973417,0.90122,0.7925,81.414206,87.936357,60.184665,
06/30/2020,943.198,369.165,0.0,553.002,19.491,1.54,-914.967,498.605,29.984,349.594,29.655,0.0,7.129,28.231,-131.11,123.132,5.85,2.128,-102.879,-56.356,-157.17,0.0,0.0,0.0,-159.235,,-157.17,0.0,,-157.17,-151.838,5.332,372.982,-0.42,-0.43,-0.407092,376.024,-0.42,-0.43,-0.41582,,348.11,-2.761,,,,-1.257,0.0,,186.922,58.749,245.671,-5.526,4.38,-17.211,2.559,8.891,238.764,0.653339,0.63497,0.45,68.876994,70.869478,89.944469,
09/30/2020,910.2,,,,,,,,,,,,,284.5,,,,,39.3,,,,,,,,-8.597,,,-8.597,-8.393,,,0.025,0.025,-0.018,,0.025,0.025,-0.018,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2020,905.4,,,,,,,,,,,,,278.367,,,,,,,,,,,,,-27.713,,,-27.713,-27.484,,,-0.016,-0.016,-0.046,,-0.016,-0.016,-0.046,,,,,,,,,,,,,,,,,,,,,,,,,
