Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
10/30/2011,2103.898,2103.898,-1767.872,1767.872,336.026,0.0,-149.076,156.694,-7.618,186.95,-6.611,,3.273,,0.0,3.338,180.339,-61.844,,118.495,0.0,0.0,0.0,118.495,-1.186,117.309,0.0,0.0,117.309,117.569,0.26,529.826,0.22,0.22,0.221901,540.628,0.215,0.215,0.215481,
01/29/2012,2039.439,2039.439,-1702.03,1702.03,337.409,0.0,-141.476,152.477,-11.001,195.933,-1.624,,3.214,,,-1.59,194.309,-64.976,,129.333,0.0,0.0,0.0,129.333,-0.938,128.395,0.0,0.0,128.395,127.355,-1.04,527.892,0.245,0.245,0.241252,539.216,0.24,0.24,0.238071,
04/29/2012,2012.859,2012.859,-1677.252,1677.252,335.607,0.0,-140.868,148.684,-7.816,194.739,-0.945,,3.283,,,-2.338,193.794,-64.859,,128.935,0.0,0.0,0.0,128.935,-1.048,127.887,0.0,0.0,127.887,126.717,-1.17,527.22,0.245,0.245,0.240349,538.122,0.24,0.24,0.237826,
07/29/2012,2008.188,2008.188,-1701.132,1701.132,307.056,0.0,-135.199,145.022,-9.823,171.857,-2.363,,3.207,,,-0.844,169.494,-57.087,,112.407,0.0,0.0,0.0,112.407,-1.24,111.167,0.0,0.0,111.167,110.712,-0.455,526.718,0.21,0.21,0.210192,537.492,0.205,0.205,0.204153,
10/28/2012,2170.184,2170.184,-1818.405,1818.405,351.779,0.0,-149.634,159.685,-10.051,202.145,-1.407,,3.155,,,-1.748,200.738,-66.452,,134.286,0.0,0.0,0.0,134.286,-1.685,132.601,0.0,0.0,132.601,131.626,-0.975,525.898,0.25,0.25,0.250288,536.298,0.245,0.245,0.243182,
01/27/2013,2116.241,2116.241,-1772.048,1772.048,344.193,0.0,-145.988,155.831,-9.843,198.205,-1.284,,3.094,,,-1.81,196.921,-65.876,,131.045,0.0,0.0,0.0,131.045,-1.329,129.716,0.0,0.0,129.716,128.611,-1.105,527.888,0.245,0.245,0.243633,538.28,0.24,0.24,0.237947,
04/28/2013,2152.686,2152.686,-1799.885,1799.885,352.801,0.0,-165.872,173.066,-7.194,186.929,-2.026,,3.142,,,-1.116,184.903,-58.262,,126.641,0.0,0.0,0.0,126.641,-1.121,125.52,0.0,0.0,125.52,129.55,4.03,529.736,0.235,0.235,0.244556,541.56,0.23,0.23,0.237441,
07/28/2013,2159.525,2159.525,-1829.219,1829.219,330.306,0.0,-149.653,150.999,-1.346,180.653,-3.577,,3.122,,,0.455,177.076,-63.171,,113.905,0.0,0.0,0.0,113.905,-0.27,113.635,0.0,0.0,113.635,113.7052,0.0702,529.21,0.215,0.215,0.214859,541.538,0.21,0.21,0.210129,
10/27/2013,2323.202,2323.202,-1937.686,1937.686,385.516,0.0,-145.314,147.444,-2.13,240.202,-0.595,,3.095,,,-2.5,239.607,-81.122,,158.485,0.0,0.0,0.0,158.485,-1.145,157.34,0.0,0.0,157.34,156.2298,-1.1102,527.706,0.3,0.3,0.296054,540.416,0.29,0.29,0.287946,
01/26/2014,2242.672,2242.672,-1844.03,1844.03,398.642,0.0,-161.45,166.189,-4.739,237.192,-1.921,,3.094,,,-1.173,235.271,-80.813,,154.458,0.0,0.0,0.0,154.458,-1.11,153.348,0.0,0.0,153.348,153.023,-0.325,527.504,0.29,0.29,0.290089,540.448,0.285,0.285,0.284398,
04/27/2014,2244.866,2244.866,-1866.108,1866.108,378.758,0.0,-162.202,165.785,-3.583,216.556,-3.399,,3.093,,,0.306,213.157,-72.451,,140.706,0.0,0.0,0.0,140.706,-0.616,140.09,0.0,0.0,140.09,139.505,-0.585,527.852,0.265,0.265,0.264288,540.82,0.26,0.26,0.258918,
07/27/2014,2284.947,2284.947,-1920.948,1920.948,363.999,0.0,-149.495,153.035,-3.54,214.504,-1.522,,3.125,,,-1.603,212.982,-73.968,,139.014,0.0,0.0,0.0,139.014,-1.039,137.975,0.0,0.0,137.975,136.935,-1.04,527.966,0.26,0.26,0.259364,540.8,0.255,0.255,0.253077,
10/26/2014,2543.771,2543.771,-2120.187,2120.187,423.584,0.0,-160.216,165.939,-5.723,263.368,-2.626,,3.392,,,-0.766,260.742,-88.894,,171.848,0.0,0.0,0.0,171.848,-0.584,171.264,0.0,0.0,171.264,174.449,3.185,527.176,0.325,0.325,0.330912,539.656,0.315,0.315,0.320902,
01/25/2015,2395.073,2395.073,-1950.468,1950.468,444.605,0.0,-178.639,180.299,-1.66,265.966,-1.929,,3.078,,,-1.149,264.037,-91.607,,172.43,0.0,0.0,0.0,172.43,-0.712,171.718,0.0,0.0,171.718,187.335,15.617,527.352,0.33,0.33,0.355237,540.123,0.32,0.32,0.348914,
04/26/2015,2279.345,2279.345,-1819.789,1819.789,459.556,0.0,-181.859,189.733,-7.874,277.697,-1.966,,3.083,,,-1.117,275.731,-95.296,,180.435,0.0,0.0,0.0,180.435,-0.234,180.201,0.0,0.0,180.201,183.126,2.925,528.056,0.34,0.34,0.346793,540.888,0.33,0.33,0.335408,
07/26/2015,2188.587,2188.587,-1779.197,1779.197,409.39,0.0,-178.231,184.627,-6.396,231.159,-2.94,,3.129,,,-0.189,228.219,-81.263,,146.956,0.0,0.0,0.0,146.956,-0.018,146.938,0.0,0.0,146.938,145.9526,-0.9854,528.516,0.28,0.28,0.276155,541.204,0.27,0.27,0.268179,
10/25/2015,2400.858,2400.858,-1905.828,1905.828,495.03,0.0,-202.532,188.952,13.58,292.498,-3.342,,3.821,,,-0.479,289.156,-101.713,,187.443,0.0,0.0,0.0,187.443,-0.212,187.231,0.0,0.0,187.231,199.898,12.667,528.648,0.35,0.35,0.37813,541.793,0.35,0.35,0.37338,
01/24/2016,2292.672,2292.672,-1734.661,1734.661,558.011,0.0,-198.473,209.948,-11.475,359.538,-5.37,,3.407,,,1.963,354.168,-119.001,,235.167,0.0,0.0,0.0,235.167,-0.106,235.061,0.0,0.0,235.061,236.2479,1.1869,528.862,0.44,0.44,0.44671,542.737,0.43,0.43,0.432187,
04/24/2016,2300.235,2300.235,-1773.876,1773.876,526.359,0.0,-202.542,211.144,-8.602,323.817,0.38,,3.029,,,-3.409,324.197,-108.813,,215.384,0.0,0.0,0.0,215.384,0.013,215.397,0.0,0.0,215.397,214.4783,-0.9187,529.898,0.41,0.41,0.404754,543.769,0.4,0.4,0.39831,
07/24/2016,2302.376,2302.376,-1827.091,1827.091,475.285,0.0,-200.495,206.876,-6.381,274.79,-0.673,,3.147,,,-2.474,274.117,-78.341,,195.776,0.0,0.0,0.0,195.776,-0.122,195.654,0.0,0.0,195.654,180.9065,-14.7475,529.66,0.37,0.37,0.341552,542.163,0.36,0.36,0.332799,
10/30/2016,2627.941,2627.941,-2029.421,2029.421,598.52,0.0,-232.77,244.006,-11.236,365.75,-1.017,,3.288,,,-2.271,364.733,-120.543,,244.19,0.0,0.0,0.0,244.19,-0.25,243.94,0.0,0.0,243.94,243.7723,-0.1677,528.778,0.46,0.46,0.461011,541.312,0.45,0.45,0.44969,
01/29/2017,2280.227,2280.227,-1727.947,1727.947,552.28,0.0,-196.918,210.217,-13.299,355.362,-0.577,,3.026,,,-2.449,354.785,-119.482,,235.303,0.0,0.0,0.0,235.303,-0.156,235.147,0.0,0.0,235.147,234.4229,-0.7241,528.585,0.44,0.44,0.443491,540.064,0.44,0.44,0.438659,
04/30/2017,2187.309,2187.309,-1700.389,1700.389,486.92,0.0,-170.888,181.009,-10.121,316.032,-0.205,,3.023,,,-2.818,315.827,-104.941,,210.886,0.0,0.0,0.0,210.886,0.04,210.926,0.0,0.0,210.926,211.94195,1.01595,528.712,0.4,0.4,0.400865,539.635,0.39,0.39,0.391883,
07/30/2017,2207.375,2207.375,-1754.966,1754.966,452.409,0.0,-172.704,176.66,-3.956,279.705,-1.681,,3.057,,,-1.376,278.024,-95.473,,182.551,0.0,0.0,0.0,182.551,-0.043,182.508,0.0,0.0,182.508,182.20575,-0.30225,528.165,0.35,0.35,0.344979,538.814,0.34,0.34,0.339439,
10/29/2017,2492.608,2492.608,-1981.054,1981.054,511.554,0.0,-182.184,194.218,-12.034,329.37,0.639,3.577,3.577,0.0,,-4.216,330.009,-111.646,,218.363,0.0,0.0,0.0,218.363,-0.209,218.154,0.0,0.0,218.154,217.98755,-0.16645,527.99,0.41,0.41,0.412863,537.952,0.41,0.41,0.409691,
01/28/2018,2331.293,2331.293,-1832.997,1832.997,498.296,0.0,-196.341,219.872,-23.531,301.955,3.21,,4.729,,,-7.939,305.165,-1.954,,303.211,0.0,0.0,0.0,303.211,-0.104,303.107,0.0,0.0,303.107,237.44786,-65.65914,529.453,0.57,0.57,0.448478,543.482,0.56,0.56,0.439188,
04/29/2018,2330.568,2330.568,-1837.765,1837.765,492.803,0.0,-191.063,204.549,-13.486,301.74,-4.857,,7.001,,,-2.144,296.883,-59.361,,237.522,0.0,0.0,0.0,237.522,-0.138,237.384,0.0,0.0,237.384,235.82415,-1.55985,529.799,0.45,0.45,0.44512,542.811,0.44,0.44,0.437126,
07/29/2018,2359.142,2359.142,-1904.096,1904.096,455.046,0.0,-198.356,211.497,-13.141,256.69,1.042,,8.435,,,-9.477,257.732,-47.379,,210.353,0.0,0.0,0.0,210.353,-0.11,210.243,0.0,0.0,210.243,211.67527,1.43227,530.606,0.4,0.4,0.398931,543.762,0.39,0.39,0.392634,
10/28/2018,2524.697,2524.697,-1991.369,1991.369,533.328,0.0,-213.752,205.287,8.465,319.576,1.928,6.329,6.329,0.0,,-8.257,321.504,-60.008,,261.496,0.0,0.0,0.0,261.496,-0.09,261.406,0.0,0.0,261.406,279.47579,18.06979,533.11,0.49,0.49,0.524237,545.421,0.48,0.48,0.51313,
01/27/2019,2360.355,2360.355,-1872.021,1872.021,488.334,0.0,-182.086,193.544,-11.458,306.248,0.727,,6.147,,,-6.874,306.975,-65.456,,241.519,0.0,0.0,0.0,241.519,-0.094,241.425,0.0,0.0,241.425,243.499856,2.074856,534.495,0.45,0.45,0.45557,547.118,0.44,0.44,0.443792,
04/28/2019,2344.744,2344.744,-1875.595,1875.595,469.149,0.0,-156.785,170.076,-13.291,312.364,5.682,5.615,5.615,0.0,,-11.297,318.046,-35.41,,282.636,0.0,0.0,0.0,282.636,-0.207,282.429,0.0,0.0,282.429,254.02899,-28.40001,535.48,0.53,0.53,0.474395,546.33,0.52,0.52,0.468017,
07/28/2019,2290.705,2290.705,-1857.263,1857.263,433.442,0.0,-176.785,180.169,-3.384,256.657,4.343,3.213,3.213,0.0,,-7.556,261.0,-61.573,,199.427,0.0,0.0,0.0,199.427,0.022,199.449,0.0,0.0,199.449,198.17868,-1.27032,534.188,0.37,0.37,0.370991,543.678,0.37,0.37,0.367663,
10/27/2019,2501.513,2501.513,-2007.79,2007.79,493.723,0.0,-172.727,183.795,-11.068,320.996,2.698,3.095,3.095,0.0,,-5.793,323.694,-68.128,,255.566,0.0,0.0,0.0,255.566,-0.063,255.503,0.0,0.0,255.503,249.39867,-6.10433,534.151,0.48,0.48,0.466907,543.802,0.47,0.47,0.458775,
01/26/2020,2384.434,2384.434,-1916.013,1916.013,468.421,0.0,-187.933,195.521,-7.588,280.488,9.674,3.577,3.577,0.0,,-13.251,290.162,-47.209,,242.953,0.0,0.0,0.0,242.953,-0.081,242.872,0.0,0.0,242.872,240.37402,-2.49798,535.075,0.45,0.45,0.449234,544.815,0.45,0.45,0.445415,
04/26/2020,2422.465,2422.465,-1945.113,1945.113,477.352,0.0,-183.892,193.912,-10.02,293.46,-6.971,3.497,3.497,0.0,,3.474,286.489,-58.874,,227.615,0.0,0.0,0.0,227.615,0.119,227.734,0.0,0.0,227.734,236.57805,8.84405,538.119,0.42,0.42,0.439639,546.373,0.42,0.42,0.436187,
07/26/2020,2381.457,2381.457,-1959.031,1959.031,422.426,0.0,-172.85,181.085,-8.235,249.576,9.788,5.724,5.724,0.0,,-15.512,259.364,-56.104,,203.26,0.0,0.0,0.0,203.26,-0.141,203.119,0.0,0.0,203.119,199.46288,-3.65612,539.108,0.38,0.38,0.369987,547.149,0.37,0.37,0.363318,
10/31/2020,2584.2,,,,496.786608,,,,,309.0,,,,,,,312.429,,,241.75,,,,,,241.75,,,241.75,241.75,,,0.441,0.441,0.441,,0.441,0.441,0.441,
01/31/2021,2477.125,,,,488.2413375,,,,,303.0,,,,,,,303.2,,,234.5,,,,,,234.5,,,234.5,234.5,,,0.43,0.43,0.43,,0.43,0.43,0.43,
