Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2011,292.822,141.85,41.394,100.456,24.157,24.157,0.0,26.746,1.937,4.049,20.76,0.0,20.534,16.695,,,3.839,213.287,33.803,96.434,-62.631,0.0,,45.732,33.957,13.183,20.774,6.939,4.836,79.535,,46.481,24.232,,,22.249,0.0,0.0,,,1.959,,,0.0,48.44,0.0,0.0,,,0.0,,,,,,0.0,0.0,48.44,0.0,5880.761,0.644,5880.117,0,-5635.143,-1.236,244.382,0.0,244.382,292.822,
09/30/2011,266.073,113.697,51.783,61.914,28.083,28.083,0.0,18.727,0.923,3.216,14.588,0.0,24.856,17.425,,,7.431,185.363,36.854,101.49,-64.636,0.0,,43.856,32.475,13.183,19.292,6.548,4.833,80.71,,35.772,17.56,,,18.212,0.0,0.0,,,1.847,,,0.0,37.619,0.0,0.0,,,0.0,,,,,,0.0,0.0,37.619,0.0,5868.269,0.609,5867.66,0,-5636.295,-3.52,228.454,0.0,228.454,266.073,
12/31/2011,267.071,117.277,50.231,67.046,30.828,30.828,0.0,17.569,0.852,1.433,15.284,0.0,21.917,17.053,,,4.864,187.591,36.097,102.87,-66.773,0.0,,43.383,31.146,13.183,17.963,6.154,6.083,79.48,,38.835,17.643,,,21.192,0.0,0.0,,,1.942,,,0.0,40.777,0.0,0.0,,,0.0,,,,,,0.0,0.0,40.777,0.0,5872.837,0.611,5872.226,0,-5643.372,-3.171,226.294,0.0,226.294,267.071,
03/31/2012,269.052,113.846,28.065,85.781,22.666,22.666,0.0,23.244,1.543,3.818,17.883,0.0,31.105,20.353,0.0,,10.752,190.861,38.1,107.313,-69.213,0.0,,40.091,29.817,13.183,16.634,4.193,6.081,78.191,,70.149,21.383,0.0,0.0,48.766,0.0,0.0,0.0,0.0,2.137,0.0,0.0,0.0,72.286,0.0,0.0,0.0,0.0,27.53,27.53,0.0,0.0,0.0,,0.0,27.53,99.816,0.0,5881.955,0.619,5881.336,0,-5710.954,-1.765,169.236,0.0,169.236,269.052,
06/30/2012,237.743,96.138,20.714,75.424,16.347,16.347,0.0,22.594,1.187,4.742,16.665,0.0,23.035,19.558,,,3.477,158.114,38.398,108.32,-69.922,0.0,,41.231,28.488,13.183,15.305,6.162,6.581,79.629,,42.495,13.739,,,28.756,0.0,0.0,,,1.54,,,0.0,44.035,0.0,0.0,,,25.308,25.308,,,,,0.0,25.308,69.343,0.0,5905.128,0.644,5904.484,0,-5734.344,-2.384,168.4,0.0,168.4,237.743,
09/30/2012,224.933,89.687,11.992,77.695,14.275,14.275,0.0,18.437,0.663,3.338,14.436,0.0,26.45,21.388,,,5.062,148.849,37.858,109.724,-71.866,0.0,,38.226,27.207,13.183,14.024,5.769,5.25,76.084,,46.857,14.095,,,32.762,0.0,0.0,,,1.219,,,0.0,48.076,0.0,0.0,,,17.894,17.894,,,,,0.0,17.894,65.97,0.0,5915.896,0.648,5915.248,0,-5755.901,-1.032,158.963,0.0,158.963,224.933,
12/31/2012,211.126,84.244,15.683,68.561,17.362,17.362,0.0,13.857,1.132,3.246,9.479,0.0,19.297,13.47,,,5.827,134.76,36.171,109.839,-73.668,0.0,,40.195,26.191,13.183,13.008,8.754,5.25,76.366,,103.037,14.427,,,88.61,0.0,0.0,,,1.296,,,0.0,104.333,0.0,0.0,,,14.767,14.54,,,,,0.227,14.767,119.1,0.0,5921.307,0.67,5920.637,0,-5827.463,-1.818,92.026,0.0,92.026,211.126,
03/31/2013,211.38,85.476,19.065,66.411,24.575,24.575,0.0,12.9,1.555,4.098,7.247,0.0,17.998,13.762,0.0,,4.236,140.949,34.391,110.306,-75.915,0.0,,36.04,25.174,13.183,11.991,7.866,3.0,70.431,,112.62,17.65,0.0,0.0,94.97,0.0,0.0,0.0,0.0,1.469,0.0,0.0,0.0,114.089,0.0,0.0,0.0,0.0,15.787,15.351,0.0,0.0,0.0,,0.436,15.787,129.876,0.0,5927.31,0.68,5926.63,0,-5845.069,-0.737,81.504,0.0,81.504,211.38,
06/30/2013,206.429,89.73,39.673,50.057,28.815,28.815,0.0,12.715,1.613,4.855,6.247,0.0,20.178,12.765,,,7.413,151.438,35.561,113.282,-77.721,0.0,,19.43,11.717,11.425,0.292,4.713,3.0,54.991,,83.142,18.299,,,64.843,0.0,0.0,,,0.666,,,0.0,83.808,0.0,0.0,,,23.314,,,,,,23.314,23.314,107.122,0.0,5938.974,0.704,5938.27,0,-5834.212,-5.455,99.307,0.0,99.307,206.429,
09/30/2013,189.161,75.968,27.908,48.06,26.707,26.707,0.0,12.795,2.215,4.778,5.802,0.0,19.395,12.321,,,7.074,134.865,33.992,112.781,-78.789,0.0,,20.304,11.654,11.425,0.229,5.65,3.0,54.296,,93.022,16.397,,,76.625,0.0,0.0,,,0.743,,,0.0,93.765,0.0,0.0,,,1.635,,,,,,1.635,1.635,95.4,0.0,5966.659,0.737,5965.922,0,-5866.596,-6.302,93.761,0.0,93.761,189.161,
12/31/2013,185.261,74.284,23.63,50.654,28.8,28.8,0.0,10.482,1.332,4.637,4.513,0.0,32.089,11.177,,14.26,6.652,145.655,20.172,97.89,-77.718,0.0,,19.434,11.592,11.425,0.167,4.842,3.0,39.606,,88.746,13.21,,,75.536,0.0,0.0,,,0.888,,,0.0,89.634,0.0,0.0,,,3.511,,,,,,3.511,3.511,93.145,0.0,5972.515,0.74,5971.775,0,-5873.881,-6.518,92.116,0.0,92.116,185.261,
03/31/2014,207.536,106.583,71.539,35.044,25.178,25.178,0.0,18.946,3.061,6.51,9.375,0.0,16.799,10.978,0.0,,5.821,167.506,20.746,99.442,-78.696,0.0,,19.284,11.53,11.425,0.105,4.235,3.519,40.03,,54.588,26.194,0.0,0.0,28.394,0.0,0.0,0.0,0.0,0.567,0.0,0.0,0.0,55.155,0.0,0.0,0.0,0.0,3.145,0.0,0.0,0.0,0.0,,3.145,3.145,58.3,0.0,6006.142,0.777,6005.365,0,-5850.763,-6.143,149.236,0.0,149.236,207.536,
06/30/2014,193.192,98.61,62.267,36.343,22.932,22.932,0.0,20.673,0.961,8.103,11.609,0.0,12.272,9.888,,,2.384,154.487,20.303,101.206,-80.903,0.0,,18.402,11.467,11.425,0.042,3.416,3.519,38.705,,45.295,17.233,0.941,,27.121,0.0,0.0,,,1.069,,,0.0,46.364,0.0,0.0,,,4.399,4.399,,,,,0.0,4.399,50.763,0.0,6012.021,0.782,6011.239,0,-5863.828,-5.764,142.429,0.0,142.429,193.192,
09/30/2014,175.147,89.518,53.946,35.572,17.881,17.881,0.0,17.592,1.422,5.457,10.713,0.0,13.67,11.305,,,2.365,138.661,20.783,103.913,-83.13,0.0,,15.703,11.425,11.425,0.0,3.258,1.02,36.486,,34.412,11.576,,,22.836,0.0,,,,0.401,,,0.0,34.813,0.0,0.0,,,3.707,,,,,,3.707,3.707,38.52,0.0,6018.234,0.787,6017.447,0,-5875.545,-6.062,136.627,0.0,136.627,175.147,
12/31/2014,178.042,83.023,50.08,32.943,19.247,19.247,0.0,24.222,1.11,6.494,16.618,0.0,15.203,12.843,,,2.36,141.695,20.946,94.574,-73.628,0.0,,15.401,11.425,11.425,0.0,2.957,1.019,36.347,,44.481,22.155,1.87,,20.456,0.0,0.0,,,0.38,,,0.0,44.861,0.0,0.0,,,4.134,,,,,,4.134,4.134,48.995,0.0,6023.022,0.791,6022.231,0,-5887.676,-6.299,129.047,0.0,129.047,178.042,
03/31/2015,158.863,75.358,36.495,38.863,12.407,12.407,0.0,23.514,2.827,5.377,15.31,0.0,16.84,14.847,0.0,,1.993,128.119,16.749,80.097,-63.348,0.0,,13.995,11.425,11.425,0.0,1.974,0.596,30.744,,31.052,13.896,1.311,,15.845,0.0,0.0,0.0,0.0,0.415,0.0,0.0,0.0,31.467,0.0,0.0,0.0,0.0,4.291,0.0,0.0,0.0,0.0,,4.291,4.291,35.758,0.0,6033.412,0.808,6032.604,0,-5902.821,-7.486,123.105,0.0,123.105,158.863,
06/30/2015,151.435,76.616,44.29,32.326,11.526,11.526,0.0,19.803,4.248,5.25,10.305,0.0,15.665,13.79,,,1.875,123.61,15.227,79.417,-64.19,0.0,,12.598,11.425,11.425,0.0,0.578,0.595,27.825,,31.213,10.473,0.852,,19.888,0.0,0.0,,,0.422,,,0.0,31.635,0.0,0.0,,,1.004,,,,,,1.004,1.004,32.639,0.0,6038.296,0.814,6037.482,0,-5910.225,-9.275,118.796,0.0,118.796,151.435,
09/30/2015,151.34,75.5,21.075,54.425,12.909,12.909,0.0,20.382,3.485,6.09,10.807,0.0,15.26,13.335,,,1.925,124.051,14.415,79.232,-64.817,0.0,,12.874,11.425,11.425,0.0,0.854,0.595,27.289,,27.644,12.128,0.304,,15.212,0.0,0.0,,,0.392,,,0.0,28.036,0.0,0.0,,,4.356,,,,,,4.356,4.356,32.392,0.0,6046.939,0.828,6046.111,0,-5918.286,-9.705,118.948,0.0,118.948,151.34,
12/31/2015,149.564,76.443,18.77,57.673,12.452,12.452,0.0,19.692,2.779,6.508,10.405,0.0,14.578,12.284,,,2.294,123.165,13.348,80.216,-66.868,0.0,,13.051,11.425,11.425,0.0,,1.626,26.399,,32.637,12.876,0.33,,19.431,0.0,0.0,,,0.353,,,0.0,32.99,0.0,0.0,,,0.781,,,,,,0.781,0.781,33.771,0.0,6052.309,0.835,6051.474,0,-5926.485,-10.031,115.793,0.0,115.793,149.564,
03/31/2016,146.292,83.845,25.065,58.78,9.265,9.265,0.0,16.148,2.088,5.854,8.206,0.0,10.775,8.887,0.0,,1.888,120.033,13.293,78.268,-64.975,0.0,,12.966,11.425,11.425,0.0,0.0,1.541,26.259,,29.115,8.599,0.064,,20.452,0.0,0.0,0.0,0.0,0.346,0.0,0.0,0.0,29.461,0.0,0.0,0.0,0.0,1.793,0.0,0.0,0.0,0.0,,1.793,1.793,31.254,0.0,6059.983,0.846,6059.137,0,-5935.392,-9.553,115.038,0.0,115.038,146.292,
06/30/2016,141.637,82.311,24.225,58.086,9.163,9.163,0.0,12.604,2.986,4.836,4.782,0.0,10.906,8.988,0.0,,1.918,114.984,13.905,80.454,-66.549,0.0,,12.748,11.425,11.425,0.0,0.0,1.323,26.653,,28.811,6.184,,,22.627,0.0,0.0,0.0,0.0,0.347,0.0,0.0,0.0,29.158,0.0,0.0,0.0,0.0,1.548,0.0,0.0,0.0,0.0,,1.548,1.548,30.706,0.0,6066.413,0.854,6065.559,0,-5945.931,-9.551,110.931,0.0,110.931,141.637,
09/30/2016,143.745,81.728,22.489,59.239,13.552,13.552,0.0,13.181,1.121,7.455,4.605,0.0,9.929,7.787,,,2.142,118.39,12.729,80.865,-68.136,0.0,,12.626,11.425,11.425,0.0,,1.201,25.355,,29.385,8.843,,,20.542,0.0,0.0,0.0,0.0,0.335,,,0.0,29.72,0.0,0.0,0.0,0.0,1.067,,,,,,1.067,1.067,30.787,0.0,6073.084,0.865,6072.219,0,-5950.571,-9.555,112.958,0.0,112.958,143.745,
