Date,Revenue,Sales & Services Revenue,Other Revenue,Gross Profit,Other Operating Income,Operating Expenses,Selling & Marketing,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2018,11559.0,10821.0,738.0,,0.0,-10874.0,395.0,468.0,10011.0,685.0,-189.0,233.0,262.0,-29.0,,-44.0,496.0,-124.0,372.0,0.0,0.0,0.0,372.0,0.0,372.0,0.0,0.0,372.0,547.0,175.0,460.526,0.81,0.81,1.187772,461.507,0.81,0.81,1.187772,
12/31/2018,10938.0,10226.0,712.0,,0.0,-10367.0,383.0,551.0,9433.0,571.0,-177.0,236.0,270.0,-34.0,,-59.0,394.0,-69.0,325.0,0.0,0.0,0.0,325.0,0.0,325.0,0.0,0.0,325.0,448.0,123.0,460.589,0.71,0.71,0.972668,461.915,0.7,0.7,0.966283,
03/31/2019,10584.0,9876.0,708.0,,0.0,-10209.0,370.0,480.0,9359.0,375.0,-130.0,238.0,271.0,-33.0,,-108.0,245.0,-60.0,185.0,0.0,0.0,0.0,185.0,0.0,185.0,0.0,0.0,185.0,237.0,52.0,451.951,0.41,0.41,0.524393,453.429,0.41,0.41,0.524393,
06/30/2019,11960.0,11232.0,728.0,,0.0,-10807.0,401.0,489.0,9917.0,1153.0,-271.0,240.0,275.0,-35.0,,31.0,882.0,-220.0,662.0,0.0,0.0,0.0,662.0,0.0,662.0,0.0,0.0,662.0,809.99993,147.99993,445.008,1.49,1.49,1.820192,445.587,1.49,1.49,1.820192,
09/30/2019,11911.0,11203.0,708.0,,0.0,-11103.0,424.0,499.0,10180.0,808.0,-251.0,250.0,284.0,-34.0,,1.0,557.0,-132.0,425.0,0.0,0.0,0.0,425.0,0.0,425.0,0.0,0.0,425.0,630.0,205.0,441.915,0.96,0.96,1.425614,442.401,0.96,0.96,1.423381,
12/31/2019,11313.0,10563.0,750.0,,0.0,-10584.0,407.0,603.0,9574.0,729.0,-158.0,241.0,265.0,-24.0,,-83.0,571.0,-157.0,414.0,0.0,0.0,0.0,414.0,0.0,414.0,0.0,0.0,414.0,502.0,88.0,434.578,0.95,0.95,1.155144,435.659,0.95,0.95,1.151993,
03/31/2020,8515.0,7828.0,687.0,,0.0,-11064.0,305.0,560.0,10199.0,-2549.0,-341.0,236.0,257.0,-21.0,,105.0,-2890.0,649.0,-2241.0,0.0,0.0,0.0,-2241.0,0.0,-2241.0,0.0,0.0,-2241.0,-1766.733773,474.266227,425.713,-5.26,-5.26,-4.150058,425.713,-5.26,-5.26,-4.150058,
06/30/2020,1622.0,1238.0,384.0,,0.0,-4108.0,43.0,499.0,3566.0,-2486.0,-173.0,244.0,254.0,-10.0,,-71.0,-2659.0,592.0,-2067.0,0.0,0.0,0.0,-2067.0,0.0,-2067.0,0.0,0.0,-2067.0,-2078.622517,-11.622517,428.807,-4.82035,-4.82035,-4.847455,428.807,-4.82035,-4.82035,-4.847455,
09/30/2020,2871.5,,,-2868.34135,,,,,,-3250.364,,,,,,,-3768.556,,-2238.143,,,,,,-2238.143,,,-2238.143,-2860.25,,,-4.529,-4.529,-5.855,,-4.529,-4.529,-5.855,
12/31/2020,4725.0,,,-1858.7205,,,,,,-1823.0,,,,,,,-1980.111,,-1989.429,,,,,,-1989.429,,,-1989.429,-1620.833,,,-3.71,-3.71,-3.381,,-3.71,-3.71,-3.381,
