Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2008,3456.889,673.371,673.371,0.0,338.142,338.142,,114.479,28.73,29.823,55.926,0.0,202.163,,,1328.155,512.449,,,0.0,,1616.285,1277.095,484.029,793.066,339.19,2128.734,,82.265,82.265,,823.131,,,,,677.911,,677.911,1583.307,202.834,,,,211.802,,,,,,211.802,414.636,1997.943,0.0,2008.29,,,-194.782,-525.209,170.647,1458.946,0.0,1458.946,3456.889,
09/30/2008,3655.605,846.595,846.595,0.0,350.28,350.28,,115.814,28.443,39.378,47.993,0.0,275.474,,,1588.163,501.575,,,0.0,,1565.867,1224.413,471.127,753.286,341.454,2067.442,,81.323,81.323,,1023.104,,,,,723.728,,723.728,1828.155,2.729,,,,252.627,,,,,,252.627,255.356,2083.511,0.0,2050.748,,,-194.782,-413.166,129.294,1572.094,0.0,1572.094,3655.605,
12/31/2008,3169.188,524.459,524.459,0.0,409.58,409.58,,117.297,27.555,35.501,54.241,0.0,278.186,,,1329.522,467.449,724.179,-256.73,0.0,,1372.217,1052.664,445.332,607.332,319.553,1839.666,,87.079,87.079,,1030.021,1028.728,1.293,1.293,,304.415,,304.415,1421.515,3.692,,,,241.055,,,,,,241.055,244.747,1666.262,0.0,4144.648,,,-201.705,-411.323,-2028.694,1502.926,,1502.926,3169.188,
03/31/2009,3578.166,614.576,614.576,0.0,351.098,351.098,0.0,121.337,27.483,43.08,50.774,0.0,289.431,0.334,69.398,1376.442,458.647,,,60.677,60.677,1682.4,1530.259,559.954,970.305,151.807,2201.724,,425.026,95.169,329.857,794.23,0.0,,,794.23,0.0,,0.0,1219.256,5.466,2.184,3.282,3.282,325.261,,,,,165.384,159.877,330.727,1549.983,0.0,2122.491,0.718,2121.773,-201.734,-462.703,278.014,1736.068,292.115,2028.183,3578.166,
06/30/2009,4481.732,1404.627,1281.926,122.701,344.909,344.909,0.0,239.785,31.83,151.679,56.276,0.0,288.601,2.605,52.685,2277.922,462.207,,,17.123,17.123,1724.48,1670.381,571.706,1098.675,51.494,2203.81,,405.924,91.187,314.737,799.832,0.0,,,799.832,0.0,,0.0,1205.756,352.805,349.755,3.05,3.05,387.71,,,,,219.396,168.314,740.515,1946.271,0.0,2485.312,0.776,2484.536,-201.734,-377.939,320.172,2225.811,309.65,2535.461,4481.732,
09/30/2009,4658.707,1585.217,1453.814,131.403,329.33,329.33,,240.349,31.298,150.908,58.143,0.0,322.24,1.224,67.104,2477.136,459.381,,,17.333,17.333,1704.857,1651.208,570.417,1080.791,52.425,2181.571,,503.734,94.982,408.752,810.081,0.0,,,810.081,0.0,,0.0,1313.815,357.555,357.551813,0.003187,0.003187,342.21,,,,,197.333,144.877,699.765,2013.58,,2506.328,0.776,2505.552,-201.734,-275.217,332.007,2361.384,283.743,2645.127,4658.707,
12/31/2009,4658.095,1647.635,1647.635,0.0,376.076,376.076,0.0,240.576,27.105,144.145,69.326,0.0,301.669,,58.423,2565.956,451.879,742.99,-291.111,12.427,12.427,1627.833,1572.141,590.284,981.857,55.692,2092.139,,519.038,88.829,430.209,818.925,0.0,,,818.925,0.0,0.0,0.0,1337.963,363.696,363.696,,,271.056,0.0,,,,159.328,111.728,634.752,1972.715,0.0,2534.85,0.78,2534.07,-208.427,-178.659,321.501,2469.265,216.115,2685.38,4658.095,
03/31/2010,4786.274,1874.453,1874.453,0.0,349.271,349.271,0.0,236.649,29.024,142.527,65.098,0.0,298.82,,65.92,2759.193,432.212,,,12.427,12.427,1582.442,1529.231,583.307,945.924,53.211,2027.081,,550.911,99.191,451.72,827.594,0.0,,,827.594,0.0,,0.0,1378.505,369.805,366.977,2.828,2.828,258.594,,,,,148.24,110.354,628.399,2006.904,0.0,2568.236,0.783,2567.453,-208.46,-68.094,281.697,2573.379,205.991,2779.37,4786.274,
06/30/2010,4545.894,927.446,927.446,0.0,460.265,460.265,0.0,293.679,36.36,146.192,111.127,0.0,287.375,,62.724,1968.765,499.578,,,12.583,12.583,2064.968,2013.361,802.551,1210.81,51.607,2577.129,,566.874,99.674,467.2,635.932,0.0,,,635.932,0.0,,0.0,1202.806,378.116,373.178,4.938,4.938,475.327,,,,,206.855,268.472,853.443,2056.249,0.0,2389.514,0.784,2388.73,-216.597,20.97,232.314,2426.201,63.444,2489.645,4545.894,
09/30/2010,4886.392,1208.99,1208.99,0.0,450.614,450.614,0.0,295.88,39.786,143.813,112.281,0.0,291.818,,66.787,2247.302,500.013,,,12.594,12.594,2126.483,2067.539,833.358,1234.181,58.944,2639.09,,608.325,100.917,507.408,644.097,0.0,,,644.097,0.0,,0.0,1252.422,384.638,384.638,,,498.14,,,,,219.091,279.049,882.778,2135.2,0.0,2408.347,0.784,2407.563,-216.597,153.47,343.133,2688.353,62.839,2751.192,4886.392,
12/31/2010,4891.833,1160.239,1160.239,0.0,431.333,431.333,0.0,291.36,37.433,140.898,113.029,0.0,268.643,,54.845,2151.575,502.856,835.975,-333.119,168.494,168.494,2068.908,2034.458,822.071,1212.387,34.45,2740.258,,564.618,104.477,460.141,651.997,0.0,,,651.997,0.0,0.0,0.0,1216.615,391.416,391.416,,,446.027,,20.563,20.563,0.0,172.589,252.875,837.443,2054.058,0.0,2429.241,0.791,2428.45,-225.87,247.086,353.158,2803.615,34.16,2837.775,4891.833,
03/31/2011,5360.676,1160.657,1160.657,0.0,506.437,506.437,0.0,293.905,42.856,139.735,111.314,0.0,283.883,,72.36,2244.882,499.672,,,493.509,493.509,2122.613,2085.258,836.636,1248.622,37.355,3115.794,,670.22,119.777,550.443,663.684,0.0,,,663.684,0.0,,0.0,1333.904,398.475,398.475,,,441.052,,,,,182.1,258.952,839.527,2173.431,0.0,2478.766,0.793,2477.973,-225.874,458.174,408.497,3119.563,67.682,3187.245,5360.676,
06/30/2011,5753.086,997.476,997.476,0.0,486.519,486.519,0.0,305.421,50.157,128.907,126.357,0.0,305.167,,98.272,2094.583,507.152,,,528.067,528.067,2623.284,2590.518,866.272,1724.246,32.766,3658.503,,599.208,120.128,479.08,672.102,0.0,,,672.102,0.0,,0.0,1271.31,405.985,405.985,,,540.853,,,,,237.487,303.366,946.838,2218.148,0.0,2634.726,0.813,2633.913,-225.881,576.349,470.249,3455.443,79.495,3534.938,5753.086,
