Date,Revenue,Sales & Services Revenue,Financing Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2011,3506.5,3371.5,121.9,13.1,-2931.3,2931.3,575.2,0.0,-431.1,411.4,,20.9,-1.2,144.1,-28.5,26.1,26.1,0.0,,2.4,115.6,-44.9,70.7,0.0,0.0,0.0,70.7,0.0,70.7,0.0,0.0,70.7,70.7,0.0,144.4,0.49,0.49,0.49,147.0,0.48,0.48,0.48,
12/31/2011,3678.4,3540.9,124.9,12.6,-3099.2,3099.2,579.2,0.0,-435.7,412.7,,21.0,2.0,143.5,-30.7,28.2,28.3,-0.1,,2.5,112.8,-42.9,69.9,0.5,0.5,0.0,69.4,,69.4,0.0,0.0,69.4,73.421,3.521,140.6,0.49,0.5,0.522198,140.6,0.49,0.5,0.522198,
03/31/2012,3657.0,3513.0,130.2,13.8,-3054.0,3054.0,603.0,0.0,-454.3,432.9,,21.2,0.2,148.7,-29.1,31.1,31.2,-0.1,,-2.0,119.6,-46.1,73.5,0.5,0.5,0.0,73.0,0.0,73.0,0.0,0.0,73.0,73.5,0.0,130.3,0.56,0.56,0.56,132.3,0.55,0.56,0.56,
06/30/2012,3904.5,3746.0,145.1,13.4,-3276.5,3276.5,628.0,0.0,-463.8,438.6,,20.8,4.4,164.2,-34.6,33.2,33.3,-0.1,,1.4,129.6,-50.6,79.0,0.4,0.4,0.0,78.6,0.0,78.6,0.0,0.0,78.6,81.6,2.6,121.7,0.65,0.65,0.670501,123.7,0.64,0.64,0.661019,
09/30/2012,3933.8,3773.7,147.0,13.1,-3311.2,3311.2,622.6,0.0,-458.9,435.8,,22.9,0.2,163.7,-31.1,33.6,33.6,0.0,,-2.5,132.6,-50.7,81.9,0.3,0.3,0.0,81.6,0.0,81.6,0.0,0.0,81.6,81.9,0.0,121.2,0.67,0.68,0.68,123.4,0.66,0.66,0.66,
12/31/2012,4172.2,3987.0,148.9,36.3,-3539.6,3539.6,632.6,0.0,-463.9,442.0,,22.4,-0.5,168.7,-33.7,34.2,34.3,-0.1,,-0.5,135.0,-52.1,82.9,-0.3,-0.3,0.0,83.2,0.0,83.2,0.0,0.0,83.2,83.42,0.52,123.8,0.67,0.68,0.673829,123.8,0.67,0.67,0.673829,
03/31/2013,4096.4,3904.0,155.6,36.8,-3432.4,3432.4,664.0,0.0,-494.6,473.3,,22.7,-1.4,169.4,-33.5,35.1,35.2,-0.1,,-1.6,135.9,-52.7,83.2,0.2,0.2,0.0,83.0,0.0,83.0,0.0,0.0,83.0,83.2,0.0,121.0,0.69,0.69,0.69,123.0,0.67,0.68,0.68,
06/30/2013,4426.5,4206.0,173.9,46.6,-3730.4,3730.4,696.1,0.0,-515.2,494.1,,23.3,-2.2,180.9,-34.3,35.6,35.6,0.0,,-1.3,146.6,-56.5,90.1,0.2,0.2,0.0,89.9,0.0,89.9,0.0,0.0,89.9,90.1,0.0,121.4,0.74,0.74,0.74,121.4,0.73,0.73,0.73,
09/30/2013,4470.8,4260.1,174.9,35.8,-3774.2,3774.2,696.6,0.0,-509.4,485.1,,24.1,0.2,187.2,-35.6,34.9,35.0,-0.1,,0.7,151.6,-58.8,92.8,0.2,0.2,0.0,92.6,0.0,92.6,0.0,0.0,92.6,92.8,0.0,121.5,0.76,0.76,0.76,123.5,0.75,0.75,0.75,
12/31/2013,4523.9,4304.3,169.6,50.0,-3820.7,3820.7,703.2,0.0,-500.4,482.5,0.0,25.2,-7.3,202.8,-32.5,35.9,35.9,0.0,0.0,-3.4,170.3,-60.6,109.7,0.3,0.3,0.0,109.4,0.0,109.4,0.0,0.0,109.4,102.255,-7.445,123.3,0.89,0.9,0.829319,123.3,0.89,0.89,0.829319,
03/31/2014,4363.5,4149.3,172.4,41.8,-3656.1,3656.1,707.4,0.0,-518.3,500.7,,25.6,-8.0,189.1,-33.3,34.8,34.8,0.0,,-1.5,155.8,-60.3,95.5,0.4,0.4,0.0,95.1,0.0,95.1,0.0,0.0,95.1,90.5,-5.0,119.5,0.8,0.8,0.757322,121.3,0.78,0.79,0.74878,
06/30/2014,4788.5,4524.0,185.4,79.1,-4043.6,4043.6,744.9,0.0,-547.1,524.6,,26.2,-3.7,197.8,-33.6,34.5,34.6,-0.1,,-0.9,164.2,-63.5,100.7,0.3,0.3,0.0,100.4,0.0,100.4,0.0,0.0,100.4,103.2,2.5,119.1,0.84,0.85,0.866499,120.8,0.83,0.83,0.850695,
09/30/2014,4909.0,4689.5,196.5,23.0,-4156.1,4156.1,752.9,0.0,-545.5,522.3,,27.2,-4.0,207.4,-33.6,34.7,34.8,-0.1,,-1.1,173.8,-67.1,106.7,0.2,0.2,0.0,106.5,0.0,106.5,0.0,0.0,106.5,104.2,-2.5,117.0,0.91,0.91,0.890598,118.5,0.9,0.9,0.878903,
12/31/2014,5047.8,4817.6,196.5,33.7,-4264.3,4264.3,783.5,0.0,-557.0,532.0,,27.9,-2.9,226.5,-38.0,35.8,35.8,0.0,,2.2,188.5,-71.6,116.9,0.2,0.2,0.0,116.7,0.0,116.7,0.0,0.0,116.7,113.035,-3.865,114.9,1.02,1.02,0.983768,114.9,1.02,1.02,0.983768,
03/31/2015,4944.2,4706.2,207.6,30.4,-4144.3,4144.3,799.9,0.0,-585.0,557.6,,28.7,-1.3,214.9,-33.4,34.5,34.6,-0.1,,-1.1,181.5,-69.8,111.7,0.2,0.2,0.0,111.5,0.0,111.5,0.0,0.0,111.5,110.8,-0.9,113.6,0.98,0.98,0.975352,115.1,0.97,0.97,0.962181,
06/30/2015,5224.3,4961.9,217.7,44.7,-4405.2,4405.2,819.1,0.0,-597.0,568.7,,32.1,-3.8,222.1,-35.3,35.8,35.8,0.0,,-0.5,186.8,-71.6,115.2,0.1,0.1,0.0,115.1,0.0,115.1,0.0,0.0,115.1,112.535,-2.665,113.8,1.01,1.01,0.988884,115.1,1.0,1.0,0.976846,
09/30/2015,5353.7,5102.3,227.1,24.3,-4523.4,4523.4,830.3,0.0,-594.6,568.7,,32.9,-7.0,235.7,-40.4,36.1,36.1,0.0,,4.3,195.3,-76.3,119.0,0.5,0.5,0.0,118.5,0.0,118.5,0.0,0.0,118.5,114.45,-4.55,112.4,1.05,1.06,1.018238,113.6,1.04,1.05,1.009947,
12/31/2015,5339.8,5076.1,216.3,47.4,-4527.6,4527.6,812.2,0.0,-611.8,568.5,,33.7,9.6,200.4,-41.3,42.7,42.7,0.0,,-1.4,159.1,-61.3,97.8,0.3,0.3,0.0,97.5,0.0,97.5,0.0,0.0,97.5,96.8,-1.0,112.0,0.87,0.88,0.864286,112.0,0.87,0.87,0.861071,
03/31/2016,5119.6,4862.2,223.1,34.3,-4293.7,4293.7,825.9,0.0,-618.5,588.7,,34.8,-5.0,207.4,-50.5,47.1,47.2,-0.1,,3.4,156.9,-60.7,96.2,0.3,0.3,0.0,95.9,0.0,95.9,0.0,0.0,95.9,96.355,0.155,106.7,0.9,0.9,0.903046,107.4,0.89,0.9,0.901443,
06/30/2016,5441.4,5166.0,225.4,50.0,-4599.6,4599.6,841.8,0.0,-615.3,585.2,,35.9,-5.8,226.5,-43.4,47.6,48.0,-0.4,,-4.2,183.1,-71.0,112.1,0.1,0.1,0.0,112.0,0.0,112.0,0.0,0.0,112.0,112.1,0.0,102.9,1.09,1.09,1.09,103.6,1.08,1.08,1.08,
09/30/2016,5567.5,5316.5,229.6,21.4,-4731.1,4731.1,836.4,0.0,-617.4,591.3,,36.3,-10.2,219.0,-44.2,46.8,47.1,-0.3,,-2.6,174.8,-67.0,107.8,0.5,0.5,0.0,107.3,0.0,107.3,0.0,0.0,107.3,107.8,0.0,101.9,1.05,1.06,1.06,102.6,1.05,1.05,1.05,
12/31/2016,5480.5,5227.8,216.5,36.2,-4671.4,4671.4,809.1,0.0,-572.5,584.2,,36.4,-48.1,236.6,-49.1,49.4,49.7,-0.3,,-0.3,187.5,-71.9,115.6,0.3,0.3,0.0,115.3,0.0,115.3,0.0,0.0,115.3,95.6,-20.0,101.5,1.14,1.15,0.941872,101.5,1.14,1.14,0.941872,
03/31/2017,5139.4,4882.2,221.6,35.6,-4319.6,4319.6,819.8,0.0,-613.1,595.3,,37.3,-19.5,206.7,-46.9,49.9,50.3,-0.4,,-3.0,159.8,-61.6,98.2,0.1,0.1,0.0,98.1,0.0,98.1,0.0,0.0,98.1,98.2,0.0,101.1,0.97,0.97,0.97,101.6,0.97,0.97,0.97,
06/30/2017,5279.3,4989.5,228.8,61.0,-4453.2,4453.2,826.1,0.0,-629.9,611.3,,39.3,-20.7,196.2,-51.3,53.1,53.3,-0.2,,-1.8,144.9,-57.2,87.7,0.0,0.0,0.0,87.7,0.0,87.7,0.0,0.0,87.7,87.7,0.0,101.2,0.87,0.87,0.87,101.5,0.86,0.86,0.86,
09/30/2017,5432.4,5178.3,241.6,12.5,-4586.5,4586.5,845.9,0.0,-634.7,607.5,,41.4,-14.2,211.2,-53.3,54.9,55.1,-0.2,,-1.6,157.9,-60.3,97.6,0.1,0.1,0.0,97.5,0.0,97.5,0.0,0.0,97.5,97.6,0.0,97.3,1.0,1.0,1.0,97.7,1.0,1.0,1.0,
12/31/2017,5683.5,5407.5,247.2,28.8,-4816.3,4816.3,867.2,0.0,-637.9,622.1,0.0,40.6,-24.8,229.3,-55.4,58.3,58.5,-0.2,,-2.9,173.9,-22.4,151.5,0.2,0.2,0.0,151.3,0.0,151.3,0.0,0.0,151.3,109.965,-41.535,92.3,1.64,1.641387,1.191387,92.3,1.64,1.64,1.19,
03/31/2018,5259.9,4991.3,240.8,27.8,-4417.6,4417.6,842.3,0.0,-656.5,626.8,,40.0,-10.3,185.8,-59.6,60.4,60.6,-0.2,,-0.8,126.2,-32.9,93.3,-0.4,-0.4,0.0,93.7,0.0,93.7,0.0,0.0,93.7,93.3,0.0,92.1,1.02,1.01,1.01,92.7,1.01,1.01,1.01,
06/30/2018,5392.0,5105.4,247.8,38.8,-4540.2,4540.2,851.8,0.0,-660.6,625.3,,41.1,-5.8,191.2,-61.6,61.8,62.1,-0.3,,-0.2,129.6,-32.2,97.4,-0.2,-0.2,0.0,97.6,0.0,97.6,0.0,0.0,97.6,103.4,6.0,90.7,1.08,1.07,1.140022,91.2,1.07,1.07,1.135789,
09/30/2018,5349.2,5078.8,247.4,23.0,-4493.9,4493.9,855.3,0.0,-651.7,626.2,,42.9,-17.4,203.6,-58.5,60.8,61.1,-0.3,,-2.3,145.1,-32.8,112.3,0.3,0.3,0.0,112.0,0.0,112.0,0.0,0.0,112.0,112.3,0.0,90.4,1.24,1.24,1.24,90.8,1.23,1.24,1.24,
12/31/2018,5411.7,5147.0,245.4,19.3,-4563.8,4563.8,847.9,0.0,-650.6,631.5,,42.2,-23.1,197.3,-68.8,65.7,66.0,-0.3,,3.1,128.5,-35.6,92.9,0.2,0.2,0.0,92.7,0.0,92.7,0.0,0.0,92.7,86.9,-6.0,90.7,1.02,1.03,0.958104,90.7,1.02,1.02,0.953848,
03/31/2019,4981.8,4713.0,236.5,32.3,-4132.6,4132.6,849.2,0.0,-658.4,623.0,,44.1,-8.7,190.8,-64.7,66.6,66.8,-0.2,,-1.9,126.1,-34.0,92.1,0.1,0.1,0.0,92.0,0.0,92.0,0.0,0.0,92.0,95.1,3.0,90.5,1.02,1.02,1.050829,90.7,1.02,1.02,1.050829,
06/30/2019,5343.8,5050.5,255.2,38.1,-4453.0,4453.0,890.8,0.0,-687.3,637.0,,44.4,5.9,203.5,-65.3,65.0,65.1,-0.1,,0.3,138.2,-37.2,101.0,0.2,0.2,0.0,100.8,0.0,100.8,0.0,0.0,100.8,108.584,7.584,89.9,1.12,1.12,1.207831,90.2,1.12,1.12,1.20408,
09/30/2019,5461.2,5180.3,266.2,14.7,-4573.8,4573.8,887.4,0.0,-693.9,653.8,,45.2,-5.1,193.5,-56.4,59.0,59.1,-0.1,,-2.6,137.1,-37.1,100.0,0.5,0.5,0.0,99.5,0.0,99.5,0.0,0.0,99.5,105.4,5.4,89.9,1.1,1.11,1.172414,90.4,1.1,1.11,1.169735,
12/31/2019,5548.9,5261.3,265.4,22.2,-4653.3,4653.3,895.6,0.0,-659.8,644.8,,46.8,-31.8,235.8,-24.6,54.0,54.1,-0.1,,-29.4,211.2,-53.5,157.7,0.0,0.0,0.0,157.7,0.0,157.7,0.0,0.0,157.7,118.7,-39.0,90.7,1.74,1.75,1.30871,90.7,1.74,1.74,1.30871,
03/31/2020,4667.0,4406.9,235.8,24.3,-3853.8,3853.8,813.2,0.0,-1032.5,600.7,,48.1,383.7,-219.3,-51.9,48.9,49.0,-0.1,,3.0,-271.2,39.0,-232.2,0.1,0.1,0.0,-232.3,0.0,-232.3,0.0,0.0,-232.3,-232.2,0.0,90.0,-2.58,-2.58,-2.58,90.0,-2.58,-2.58,-2.58,
06/30/2020,4533.0,4275.7,246.4,10.9,-3738.0,3738.0,795.0,0.0,-593.6,547.9,,49.1,-3.4,201.4,175.1,39.4,39.5,-0.1,,-214.5,376.5,-96.6,279.9,0.1,0.1,0.0,279.8,0.0,279.8,0.0,0.0,279.8,123.9,-156.0,87.9,3.18,3.18,1.409556,88.1,3.18,3.18,1.409285,
09/30/2020,5097.625,,,,,,867.615775,,,,,,,232.333,,,,,,,175.5,,144.0,,,,,,144.0,,,144.0,127.017,,,1.645,1.645,1.519,,1.645,1.645,1.519,
12/31/2020,5433.375,,,,,,900.853575,,,,,,,236.667,,,,,,,182.5,,138.667,,,,,,138.667,,,138.667,132.333,,,1.615,1.615,1.619,,1.615,1.615,1.619,
