Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2017,15978.0,3049.0,1073.0,1976.0,1337.0,1337.0,0.0,1843.0,102.0,1017.0,724.0,0.0,811.0,,,361.0,,811.0,7040.0,2501.0,4833.0,-2332.0,241.0,241.0,,6196.0,5662.0,4362.0,1300.0,102.0,71.0,8938.0,,1224.0,429.0,77.0,,718.0,378.0,0.0,,,,378.0,0.0,,,36.0,0.0,1602.0,2980.0,2980.0,,,,757.0,,97.0,624.0,3737.0,5339.0,0.0,3338.0,1741.0,1597.0,-25767.0,33595.0,-527.0,10639.0,0.0,10639.0,15978.0,
06/30/2017,16438.0,2984.0,1140.0,1844.0,1469.0,1469.0,0.0,1947.0,109.0,1099.0,739.0,0.0,1111.0,,,412.0,,1111.0,7511.0,2514.0,4656.0,-2142.0,250.0,250.0,,6163.0,5581.0,4362.0,1219.0,99.0,71.0,8927.0,,1378.0,450.0,86.0,,842.0,499.0,0.0,,,,499.0,0.0,,,33.0,0.0,1877.0,3084.0,3084.0,,,,769.0,,101.0,635.0,3853.0,5730.0,0.0,3424.0,1741.0,1683.0,-26345.0,34149.0,-520.0,10708.0,0.0,10708.0,16438.0,
09/30/2017,16929.0,3444.0,1296.0,2148.0,1576.0,1576.0,0.0,1908.0,120.0,1103.0,685.0,0.0,1063.0,,,414.0,,1063.0,7991.0,2567.0,4668.0,-2101.0,258.0,258.0,,6113.0,5498.0,4362.0,1136.0,112.0,89.0,8938.0,,1556.0,430.0,74.0,,1052.0,499.0,0.0,,,,499.0,0.0,,,38.0,0.0,2055.0,3084.0,3084.0,,,,802.0,,108.0,656.0,3886.0,5941.0,0.0,3459.0,1741.0,1718.0,-26901.0,34935.0,-505.0,10988.0,0.0,10988.0,16929.0,
12/31/2017,17642.0,4469.0,1656.0,2813.0,1278.0,1278.0,0.0,1957.0,126.0,1089.0,742.0,0.0,1030.0,,,264.0,768.0,262.0,8734.0,2664.0,4789.0,-2125.0,268.0,268.0,,5976.0,5418.0,4362.0,1056.0,208.0,86.0,8908.0,,1758.0,466.0,128.0,,1164.0,500.0,0.0,0.0,0.0,,500.0,0.0,0.0,,78.0,0.0,2258.0,3577.0,3577.0,0.0,0.0,,1470.0,0.0,89.0,1303.0,5047.0,7305.0,0.0,3517.0,1741.0,1776.0,-27458.0,34662.0,-384.0,10337.0,0.0,10337.0,17642.0,
03/31/2018,17507.0,4079.0,1717.0,2362.0,1454.0,1454.0,0.0,2032.0,144.0,1076.0,812.0,0.0,1025.0,,,218.0,,1025.0,8590.0,2736.0,4907.0,-2171.0,271.0,271.0,,5910.0,5330.0,4362.0,968.0,215.0,147.0,8917.0,,1360.0,488.0,133.0,,739.0,500.0,0.0,,,,500.0,0.0,,,53.0,0.0,1860.0,3578.0,3578.0,,,,1427.0,,92.0,1282.0,5005.0,6865.0,0.0,3511.0,1741.0,1770.0,-28096.0,35619.0,-392.0,10642.0,0.0,10642.0,17507.0,
06/30/2018,18527.0,5130.0,2919.0,2211.0,1551.0,1551.0,0.0,2090.0,155.0,1079.0,856.0,0.0,821.0,,,205.0,,821.0,9592.0,2855.0,5025.0,-2170.0,271.0,271.0,,5809.0,5250.0,4362.0,888.0,205.0,149.0,8935.0,,1466.0,492.0,120.0,,854.0,0.0,0.0,,,,0.0,0.0,,,50.0,0.0,1466.0,5066.0,5066.0,,,,1361.0,,82.0,1229.0,6427.0,7893.0,0.0,3608.0,1741.0,1867.0,-29016.0,36413.0,-371.0,10634.0,0.0,10634.0,18527.0,
09/30/2018,18573.0,5113.0,1502.0,3611.0,1585.0,1585.0,0.0,2116.0,171.0,1058.0,887.0,0.0,654.0,,,243.0,,654.0,9468.0,3051.0,5250.0,-2199.0,278.0,278.0,,5776.0,5163.0,4362.0,801.0,220.0,150.0,9105.0,,1633.0,492.0,104.0,,1037.0,749.0,0.0,,,,749.0,0.0,,,43.0,0.0,2382.0,4318.0,4318.0,,,,1357.0,,86.0,1228.0,5675.0,8057.0,0.0,3659.0,1741.0,1918.0,-30167.0,37378.0,-354.0,10516.0,0.0,10516.0,18573.0,
12/31/2018,17137.0,4233.0,2438.0,1795.0,1207.0,1207.0,0.0,2217.0,181.0,1070.0,966.0,0.0,440.0,,,295.0,132.0,308.0,8097.0,3183.0,5425.0,-2242.0,251.0,251.0,,5606.0,5079.0,4362.0,717.0,92.0,140.0,9040.0,,1725.0,478.0,103.0,,1144.0,749.0,0.0,0.0,0.0,,749.0,0.0,0.0,,42.0,0.0,2474.0,4319.0,4319.0,0.0,0.0,,1350.0,0.0,118.0,1190.0,5669.0,8143.0,0.0,3691.0,1741.0,1950.0,-32130.0,37906.0,-473.0,8994.0,0.0,8994.0,17137.0,
03/31/2019,17443.0,4086.0,3720.0,366.0,1440.0,1440.0,0.0,2131.0,191.0,1016.0,924.0,0.0,294.0,,,290.0,,294.0,7951.0,3664.0,5988.0,-2324.0,281.0,281.0,,5547.0,5009.0,4362.0,647.0,96.0,152.0,9492.0,,1339.0,477.0,113.0,,749.0,820.0,0.0,70.0,,70.0,750.0,0.0,,,43.0,0.0,2159.0,5333.0,5057.0,276.0,,276.0,1432.0,,120.0,1269.0,6765.0,8924.0,0.0,3668.0,1741.0,1927.0,-33080.0,38396.0,-465.0,8519.0,0.0,8519.0,17443.0,
06/30/2019,17384.0,4218.0,3813.0,405.0,1419.0,1419.0,0.0,2079.0,176.0,958.0,945.0,0.0,240.0,,,261.0,,240.0,7956.0,3717.0,6058.0,-2341.0,300.0,300.0,,5411.0,4919.0,4362.0,557.0,104.0,127.0,9428.0,,1324.0,412.0,87.0,,825.0,1322.0,0.0,73.0,,73.0,1249.0,0.0,,,49.0,0.0,2646.0,4837.0,4558.0,279.0,,279.0,1415.0,,121.0,1245.0,6252.0,8898.0,0.0,3744.0,1741.0,2003.0,-33775.0,38974.0,-457.0,8486.0,0.0,8486.0,17384.0,
09/30/2019,17992.0,5067.0,3893.0,1174.0,1342.0,1342.0,0.0,2040.0,175.0,955.0,910.0,0.0,264.0,,,257.0,,264.0,8713.0,3669.0,6034.0,-2365.0,298.0,298.0,,5312.0,4829.0,4362.0,467.0,106.0,120.0,9279.0,,1434.0,397.0,58.0,,979.0,573.0,0.0,74.0,,74.0,499.0,0.0,,,49.0,0.0,2007.0,5574.0,5302.0,272.0,,272.0,1426.0,,123.0,1254.0,7000.0,9007.0,0.0,3799.0,1741.0,2058.0,-34045.0,39674.0,-443.0,8985.0,0.0,8985.0,17992.0,
12/31/2019,18018.0,5387.0,2437.0,2950.0,1074.0,1074.0,0.0,2001.0,176.0,916.0,909.0,0.0,299.0,,,197.0,0.0,299.0,8761.0,3640.0,6077.0,-2437.0,300.0,300.0,,5317.0,4771.0,4362.0,409.0,218.0,131.0,9257.0,,1550.0,388.0,46.0,,1116.0,573.0,0.0,73.0,0.0,73.0,500.0,0.0,,,78.0,0.0,2123.0,5562.0,5303.0,259.0,0.0,259.0,1426.0,,93.0,1255.0,6988.0,9111.0,0.0,3851.0,1741.0,2110.0,-34495.0,39898.0,-347.0,8907.0,0.0,8907.0,18018.0,
03/31/2020,17283.0,4742.0,2518.0,2224.0,1316.0,1316.0,0.0,2003.0,175.0,915.0,913.0,0.0,249.0,,,208.0,,249.0,8310.0,3233.0,5736.0,-2503.0,34.0,34.0,,5706.0,4790.0,4362.0,428.0,215.0,493.0,8973.0,,1330.0,363.0,62.0,,905.0,1051.0,0.0,,,,1051.0,0.0,,,64.0,0.0,2381.0,5499.0,5499.0,,,,1669.0,,95.0,1510.0,7168.0,9549.0,0.0,3837.0,1741.0,2096.0,-36002.0,40227.0,-328.0,7734.0,0.0,7734.0,17283.0,
06/30/2020,17445.0,4960.0,4294.0,666.0,1176.0,1176.0,0.0,2136.0,182.0,977.0,977.0,0.0,216.0,,,236.0,,216.0,8488.0,3201.0,5741.0,-2540.0,36.0,36.0,,5720.0,4743.0,4362.0,381.0,223.0,518.0,8957.0,,1612.0,409.0,179.0,,1024.0,551.0,0.0,,,,551.0,0.0,,,60.0,0.0,2163.0,6245.0,6245.0,,,,1393.0,,99.0,1234.0,7638.0,9801.0,0.0,3923.0,1741.0,2182.0,-36725.0,40780.0,-334.0,7644.0,0.0,7644.0,17445.0,
