Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investments & Loans Income (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Other Non-Operating (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,Extraordinary & Accounting Items,Income (Loss) incl. Minority Interest,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2009,771.0,3859.0,10645.0,10645.0,,-6786.0,-3088.0,2830.0,0.0,2830.0,0.0,0.0,-5918.0,-8915.0,-8144.0,-2768.0,0.0,2768.0,-10912.0,0.0,0.0,-10912,937.0,,-9975,0.0,0.0,0.0,-9975.0,,-9975,-378.0,0.0,-10353,-10353,67.6,3255.718,-3.18,-3.18,-3.15918,3255.718,-3.18,-3.18,-3.159237,
06/30/2009,7470.0,4255.0,10319.0,10319.0,,-6064.0,3215.0,2391.0,0.0,2391.0,0.0,0.0,824.0,-5665.0,1805.0,-1688.0,0.0,1688.0,117.0,0.0,0.0,117,184.0,,301,0.0,0.0,0.0,301.0,1.0,302,-1142.0,0.0,-840,-840,101.4,3253.716,-0.26,-0.26,-0.227002,3253.716,-0.26,-0.26,-0.228836,
09/30/2009,3380.0,4462.0,9865.0,9865.0,,-5403.0,-1082.0,-1329.0,0.0,-1329.0,0.0,0.0,247.0,-7973.0,-4593.0,-965.0,0.0,965.0,-5558.0,0.0,0.0,-5558,149.0,,-5409,0.0,0.0,0.0,-5409.0,1.0,-5408,-1293.0,0.0,-6701,-6701,139.75,3253.172,-2.06,-2.06,-2.016878,3253.172,-2.06,-2.06,-2.017042,
12/31/2009,2720.0,4497.0,9517.0,9517.0,,-5020.0,-1777.0,-231.0,0.0,-231.0,0.0,0.0,-1546.0,-6977.0,-4257.0,-1774.0,0.0,1774.0,-6031.0,0.0,0.0,-6031,-440.0,,-6471,0.0,0.0,0.0,-6471.0,-1.0,-6472,-1292.0,0.0,-7764,-7764,60.45,3252.738,-2.386912,-2.386912,-2.36802,3252.738,-2.386912,-2.386912,-2.36802,
03/31/2010,-729.0,4125.0,28625.0,28625.0,,-24500.0,-4854.0,-4754.0,0.0,-4754.0,0.0,0.0,-100.0,-5396.0,-6125.0,-667.0,0.0,667.0,-6792.0,0.0,0.0,-6792,103.0,,-6689,0.0,0.0,0.0,-6689.0,1.0,-6688,-1292.0,0.0,-7980,-7980,88.4,3251.295,-2.45,-2.45,-2.427217,3251.295,-2.45,-2.45,-2.427217,
06/30/2010,509.0,4136.0,27901.0,27901.0,,-23765.0,-3627.0,-3551.0,0.0,-3551.0,0.0,0.0,-76.0,-5029.0,-4520.0,-479.0,0.0,479.0,-4999.0,0.0,0.0,-4999,286.0,,-4713,0.0,0.0,0.0,-4713.0,,-4713,-1296.0,0.0,-6009,-6009,89.05,3249.198,-1.85,-1.85,-1.821973,3249.198,-1.85,-1.85,-1.822593,
09/30/2010,1633.0,4279.0,27383.0,27383.0,,-23104.0,-2646.0,-1999.0,0.0,-1999.0,0.0,0.0,-647.0,-3727.0,-2094.0,-828.0,0.0,828.0,-2922.0,0.0,0.0,-2922,411.0,,-2511,0.0,0.0,0.0,-2511.0,,-2511,-1558.0,0.0,-4069,-4069,75.4,3248.794,-1.25,-1.25,-1.229256,3248.794,-1.25,-1.25,-1.229256,
12/31/2010,3855.0,4316.0,26047.0,26047.0,,-21731.0,-461.0,1547.0,0.0,1547.0,0.0,0.0,-2008.0,-3066.0,789.0,-958.0,0.0,958.0,-169.0,0.0,0.0,-169,56.0,,-113,0.0,0.0,0.0,-113.0,0.0,-113,-1603.0,0.0,-1716,-1716,-3.9,3248.189,-0.53,-0.53,-0.529495,3248.189,-0.53,-0.53,-0.529495,
03/31/2011,3288.0,4540.0,25715.0,25715.0,,-21175.0,-1252.0,-628.0,0.0,-628.0,0.0,0.0,-624.0,-1989.0,1299.0,-697.0,0.0,697.0,602.0,0.0,0.0,602,74.0,,676,0.0,0.0,0.0,676.0,0.0,676,-1605.0,0.0,-929,-929,-152.75,3246.985,-0.29,-0.29,-0.333155,3246.985,-0.29,-0.29,-0.337044,
06/30/2011,704.0,4561.0,25349.0,25349.0,,-20788.0,-3857.0,-3635.0,0.0,-3635.0,0.0,0.0,-222.0,-2529.0,-1825.0,-546.0,0.0,546.0,-2371.0,0.0,0.0,-2371,232.0,,-2139,0.0,0.0,0.0,-2139.0,0.0,-2139,-1617.0,0.0,-3756,-3756,79.3,3244.967,-1.16,-1.16,-1.133047,3244.967,-1.16,-1.16,-1.135562,
09/30/2011,-185.0,4613.0,24580.0,24580.0,,-19967.0,-4798.0,-5160.0,0.0,-5160.0,0.0,0.0,362.0,-3606.0,-3791.0,-687.0,0.0,687.0,-4478.0,0.0,0.0,-4478,56.0,,-4422,0.0,0.0,0.0,-4422.0,0.0,-4422,-1618.0,0.0,-6040,-6040,189.15,3244.496,-1.86,-1.86,-1.803316,3244.496,-1.86,-1.86,-1.803316,
12/31/2011,3712.0,4683.0,23496.0,23496.0,,-18813.0,-971.0,-1134.0,0.0,-1134.0,0.0,0.0,163.0,-2578.0,1134.0,-553.0,0.0,553.0,581.0,0.0,0.0,581,38.0,,619,0.0,0.0,0.0,619.0,0.0,619,-1658.0,0.0,-1039,-1039,-1.95,3243.136,-0.32,-0.32,-0.32097,3243.136,-0.32,-0.32,-0.32097,
03/31/2012,2984.0,4500.0,22731.0,22731.0,,-18231.0,-1516.0,-1361.0,0.0,-1361.0,0.0,0.0,-155.0,-1825.0,1159.0,-596.0,0.0,596.0,563.0,0.0,0.0,563,14.0,,577,0.0,0.0,0.0,577.0,0.0,577,-1804.0,0.0,-1227,-1227,16.25,3241.502,-0.38,-0.38,-0.373515,3241.502,-0.38,-0.38,-0.374987,
06/30/2012,3635.0,4386.0,21828.0,21828.0,,-17442.0,-751.0,-1176.0,0.0,-1176.0,0.0,0.0,425.0,-155.0,3480.0,-536.0,0.0,536.0,2944.0,0.0,0.0,2944,76.0,,3020,0.0,0.0,0.0,3020.0,0.0,3020,-1808.0,0.0,1212,1212,29.9,3239.711,0.37,0.37,0.383337,3239.711,0.37,0.37,0.379229,
09/30/2012,3709.0,4269.0,20494.0,20494.0,,-16225.0,-560.0,-828.0,0.0,-828.0,0.0,0.0,268.0,-610.0,3099.0,-473.0,0.0,473.0,2626.0,0.0,0.0,2626,302.0,,2928,0.0,0.0,0.0,2928.0,0.0,2928,-1809.0,0.0,1119,1119,14.95,3239.477,0.35,0.35,0.350041,3239.477,0.35,0.35,0.350041,
12/31/2012,3200.0,4456.0,19665.0,19665.0,,-15209.0,-1256.0,-589.0,0.0,-589.0,0.0,0.0,-667.0,700.0,3900.0,-588.0,0.0,588.0,3312.0,0.0,0.0,3312,1145.0,,4457,0.0,0.0,0.0,4457.0,0.0,4457,-7635.0,0.0,-3178,-3178,26.65,3239.422,-0.98,-0.98,-0.972812,3239.422,-0.98,-0.98,-0.972812,
03/31/2013,4667.0,4265.0,18688.0,18688.0,,-14423.0,402.0,99.0,0.0,99.0,0.0,0.0,303.0,503.0,5170.0,-624.0,0.0,624.0,4546.0,0.0,0.0,4546,35.0,,4581,0.0,0.0,0.0,4581.0,0.0,4581,-6971.0,0.0,-2390,-2390,-1.3,3239.0,-0.74,-0.74,-0.738283,3239.0,-0.74,-0.74,-0.740401,
06/30/2013,4822.0,4144.0,18145.0,18145.0,,-14001.0,678.0,868.0,0.0,868.0,0.0,0.0,-190.0,623.0,5445.0,-498.0,0.0,498.0,4947.0,0.0,0.0,4947,41.0,,4988,0.0,0.0,0.0,4988.0,0.0,4988,-4357.0,0.0,631,631,-34.45,3237.825,0.19,0.19,0.184244,3237.825,0.19,0.19,0.17936,
09/30/2013,5965.0,4276.0,17947.0,17947.0,,-13671.0,1689.0,518.0,0.0,518.0,0.0,0.0,1171.0,1138.0,7103.0,-577.0,0.0,577.0,6526.0,0.0,0.0,6526,23960.0,,30486,0.0,0.0,0.0,30486.0,0.0,30486,-30436.0,0.0,50,50,-180.7,3237.771,0.02,0.02,-0.040367,3237.771,0.02,0.02,-0.040367,
12/31/2013,9533.0,3783.0,17922.0,17922.0,,-14139.0,5750.0,1448.0,0.0,1448.0,0.0,0.0,4302.0,201.0,9734.0,-390.0,0.0,390.0,9344.0,0.0,0.0,9344,-731.0,,8613,0.0,0.0,0.0,8613.0,0.0,8613,-10435.0,0.0,-1822,-1822,-73.45,3237.595,-0.56,-0.56,-0.585595,3237.595,-0.56,-0.56,-0.585595,
03/31/2014,6621.0,3510.0,17661.0,17661.0,,-14151.0,3111.0,-1585.0,0.0,-1585.0,0.0,0.0,4696.0,-85.0,6536.0,-771.0,0.0,771.0,5765.0,0.0,0.0,5765,-1745.0,,4020,0.0,0.0,0.0,4020.0,0.0,4020,-4499.0,0.0,-479,-479,-12.35,3237.0,-0.15,-0.15,-0.151792,3237.0,-0.15,-0.15,-0.153815,
06/30/2014,2097.0,3503.0,17439.0,17439.0,,-13936.0,-1406.0,-1554.0,0.0,-1554.0,0.0,0.0,148.0,618.0,2715.0,-680.0,0.0,680.0,2035.0,0.0,0.0,2035,-673.0,,1362,0.0,0.0,0.0,1362.0,0.0,1362,-1890.0,0.0,-528,-528,121.55,3236.0,-0.16,-0.16,-0.125603,3236.0,-0.16,-0.16,-0.125603,
09/30/2014,4427.0,3663.0,17222.0,17222.0,,-13559.0,764.0,-726.0,0.0,-726.0,0.0,0.0,1490.0,-574.0,3853.0,-816.0,0.0,816.0,3037.0,0.0,0.0,3037,-956.0,,2081,0.0,0.0,0.0,2081.0,0.0,2081,-2786.0,0.0,-705,-705,91.0,3236.0,-0.22,-0.22,-0.18974,3236.0,-0.22,-0.22,-0.191879,
12/31/2014,1005.0,3587.0,17158.0,17158.0,,-13571.0,-2582.0,-2932.0,0.0,-2932.0,0.0,0.0,350.0,-17.0,988.0,-823.0,0.0,823.0,165.0,0.0,0.0,165,62.0,,227,0.0,0.0,0.0,227.0,0.0,227,-851.0,0.0,-624,-624,74.1,3235.0,-0.19,-0.19,-0.169979,3235.0,-0.19,-0.19,-0.169979,
03/31/2015,1500.0,3647.0,16800.0,16800.0,,-13153.0,-2147.0,324.0,0.0,324.0,0.0,0.0,-2471.0,499.0,1999.0,-1211.0,0.0,1211.0,788.0,0.0,0.0,788,-264.0,0.0,524,0.0,0.0,0.0,524.0,0.0,524,-746.0,0.0,-222,-222,1510.6,3236.0,-0.07,-0.07,0.398208,3236.0,-0.07,-0.07,0.396811,
06/30/2015,6510.0,3969.0,16655.0,16655.0,,-12686.0,2541.0,54.0,0.0,54.0,0.0,0.0,2487.0,857.0,7367.0,-1289.0,0.0,1289.0,6078.0,0.0,0.0,6078,-1909.0,,4169,0.0,0.0,0.0,4169.0,0.0,4169,-3913.0,0.0,256,256,-1985.75,3234.0,0.08,0.08,-0.534864,3234.0,0.08,0.08,-0.534864,
09/30/2015,-98.0,3743.0,16759.0,16759.0,,-13016.0,-3841.0,256.0,0.0,256.0,0.0,0.0,-4097.0,528.0,430.0,-1099.0,0.0,1099.0,-669.0,0.0,0.0,-669,194.0,,-475,0.0,0.0,0.0,-475.0,0.0,-475,0.0,0.0,-475,-475,2709.2,3234.0,-0.15,-0.15,0.690847,3234.0,-0.15,-0.15,0.687724,
12/31/2015,3435.0,3587.0,16876.0,16876.0,,-13289.0,-152.0,-317.0,0.0,-317.0,0.0,0.0,165.0,781.0,4216.0,-1139.0,0.0,1139.0,3077.0,0.0,0.0,3077,-919.0,,2158,0.0,0.0,0.0,2158.0,0.0,2158,-1740.0,0.0,418,418,-428.35,3234.0,0.13,0.13,-0.0032,3234.0,0.13,0.13,-0.0032,
03/31/2016,-18.0,3405.0,16844.0,16844.0,,-13439.0,-3423.0,-4258.0,0.0,303.0,-4561.0,0.0,835.0,467.0,449.0,-957.0,0.0,957.0,-508.0,0.0,0.0,-508,154.0,,-354,0.0,0.0,0.0,-354.0,0.0,-354,0.0,0.0,-354,-354,35.75,3234.0,-0.11,-0.11,-0.098408,3234.0,-0.11,-0.11,-0.098946,
06/30/2016,1619.0,3443.0,16272.0,16272.0,,-12829.0,-1824.0,-1608.0,0.0,450.0,-2058.0,0.0,-216.0,775.0,2394.0,-935.0,0.0,935.0,1459.0,0.0,0.0,1459,-466.0,,993,0.0,0.0,0.0,993.0,0.0,993,-933.0,0.0,60,60,77.35,3234.0,0.02,0.02,0.042471,3234.0,0.02,0.02,0.042471,
09/30/2016,4423.0,3646.0,16047.0,16047.0,,-12401.0,777.0,273.0,0.0,309.0,-36.0,0.0,504.0,-113.0,4310.0,-985.0,0.0,985.0,3325.0,0.0,0.0,3325,-996.0,,2329,0.0,0.0,0.0,2329.0,0.0,2329,-2310.0,0.0,19,19,59.8,3234.0,0.01,0.01,0.024366,3234.0,0.01,0.01,0.024366,
12/31/2016,8855.0,3885.0,16002.0,16002.0,,-12117.0,4970.0,5241.0,0.0,-1140.0,6381.0,0.0,-271.0,-326.0,8529.0,-1166.0,0.0,1166.0,7363.0,0.0,0.0,7363,-2516.0,,4847,0.0,0.0,0.0,4847.0,0.0,4847,-4475.0,0.0,372,372,-35.75,3234.0,0.11,0.11,0.103973,3234.0,0.11,0.11,0.098946,
03/31/2017,4169.0,3795.0,16980.0,16980.0,,-13185.0,374.0,-246.0,0.0,56.0,-302.0,0.0,620.0,116.0,4285.0,-964.0,0.0,964.0,3321.0,0.0,0.0,3321,-1110.0,,2211,0.0,0.0,0.0,2211.0,0.0,2211,-2234.0,0.0,-23,-23,-141.7,3234.0,-0.01,-0.01,-0.050928,3234.0,-0.01,-0.01,-0.053816,
06/30/2017,3085.0,3379.0,16900.0,16900.0,,-13521.0,-294.0,-1035.0,0.0,61.0,-1096.0,,741.0,422.0,3507.0,-1006.0,0.0,1006.0,2501.0,0.0,0.0,2501,-837.0,,1664,0.0,0.0,0.0,1664.0,0.0,1664,-1986.0,0.0,-322,-322,-32.5,3234.0,-0.1,-0.1,-0.109617,3234.0,-0.1,-0.1,-0.110049,
09/30/2017,8963.0,3489.0,16873.0,16873.0,,-13384.0,5474.0,45.0,0.0,723.0,-678.0,0.0,5429.0,-716.0,8247.0,-1057.0,0.0,1057.0,7190.0,0.0,0.0,7190,-2519.0,,4671,0.0,0.0,0.0,4671.0,0.0,4671,-4650.0,0.0,21,21,-2917.55,3234.0,0.01,0.01,-0.895656,3234.0,0.01,0.01,-0.895656,
12/31/2017,4840.0,3501.0,17054.0,17054.0,,-13553.0,1339.0,2396.0,0.0,320.0,2076.0,0.0,-1057.0,262.0,5102.0,-1280.0,0.0,1280.0,3822.0,0.0,0.0,3822,-6743.0,,-2921,0.0,0.0,0.0,-2921.0,0.0,-2921,0.0,0.0,-2921,-2921,5370.1,3234.0,-0.902907,-0.902907,0.757607,3234.0,-0.902907,-0.902907,0.757607,
03/31/2018,4847.0,3018.0,16975.0,16975.0,,-13957.0,1829.0,1598.0,0.0,-232.0,1830.0,0.0,231.0,-63.0,4784.0,-1110.0,0.0,1110.0,3674.0,0.0,0.0,3674,-748.0,,2926,0.0,0.0,0.0,2926.0,0.0,2926,,0.0,2926,2926,-86.9,3234.0,0.9,0.9,0.877891,3234.0,0.9,0.9,0.873129,
06/30/2018,4228.0,3003.0,17302.0,17302.0,,-14299.0,1225.0,68.0,0.0,-348.0,416.0,,1157.0,60.0,4288.0,-1143.0,0.0,1143.0,3145.0,0.0,0.0,3145,-642.0,,2503,0.0,0.0,0.0,2503.0,0.0,2503,-1585.0,0.0,918,918,-116.13,3234.0,0.28,0.28,0.24795,3234.0,0.28,0.28,0.244091,
09/30/2018,4082.0,3257.0,17803.0,17803.0,,-14546.0,825.0,287.0,0.0,-441.0,728.0,0.0,538.0,380.0,4462.0,-1200.0,0.0,1200.0,3262.0,0.0,0.0,3262,-556.0,,2706,0.0,0.0,0.0,2706.0,0.0,2706,-2559.0,0.0,147,147,-115.34,3234.0,0.05,0.05,0.00979,3234.0,0.05,0.05,0.00979,
12/31/2018,5387.0,2743.0,17974.0,17974.0,,-15231.0,2644.0,2942.0,0.0,2942.0,0.0,0.0,-298.0,359.0,5746.0,-1379.0,0.0,1379.0,1393.0,0.0,0.0,1393,-293.0,,1100,0.0,0.0,0.0,1100.0,0.0,1100,-1479.0,0.0,-379,-379,-116.13,3234.0,-0.117192,-0.117192,-0.153101,3234.0,-0.117192,-0.117192,-0.153101,
03/31/2019,2913.0,3153.0,18986.0,18986.0,,-15833.0,-240.0,-513.0,0.0,-513.0,0.0,0.0,273.0,135.0,3048.0,-1283.0,0.0,1283.0,1765.0,0.0,0.0,1765,-358.0,,1407,0.0,0.0,0.0,1407.0,0.0,1407,-1665.0,0.0,-258,-258,-15.01,3234.0,-0.08,-0.08,-0.084419,3234.0,-0.08,-0.08,-0.084641,
06/30/2019,3249.0,2927.0,18462.0,18462.0,,-15535.0,322.0,-1699.0,0.0,390.0,-2089.0,,2021.0,160.0,3409.0,-1511.0,0.0,1511.0,1898.0,0.0,0.0,1898,-392.0,,1506,0.0,0.0,0.0,1506.0,0.0,1506,-1826.0,0.0,-320,-320,14.22,3234.0,-0.1,-0.1,-0.094552,3234.0,-0.1,-0.1,-0.095603,
09/30/2019,3380.0,2410.0,17540.0,17540.0,,-15130.0,970.0,-1053.0,0.0,164.0,-1217.0,0.0,2023.0,179.0,3559.0,-1423.0,0.0,1423.0,2136.0,0.0,0.0,2136,-427.0,,1709,0.0,0.0,0.0,1709.0,0.0,1709,-1848.0,0.0,-139,-139,84.53,3234.0,-0.04,-0.04,-0.016843,3234.0,-0.04,-0.04,-0.016843,
12/31/2019,4573.0,3358.0,17907.0,17907.0,,-14549.0,1215.0,901.0,0.0,901.0,0.0,0.0,314.0,272.0,4845.0,-1595.0,0.0,1595.0,3250.0,0.0,0.0,3250,-658.0,,2592,0.0,0.0,0.0,2592.0,0.0,2592,-2448.0,0.0,144,144,-75.05,3234.0,0.04,0.04,0.02132,3234.0,0.04,0.04,0.016793,
03/31/2020,2422.0,2785.0,17592.0,17592.0,,-14807.0,-363.0,-835.0,0.0,-835.0,0.0,0.0,472.0,-1233.0,1189.0,-971.0,0.0,971.0,218.0,0.0,0.0,218,-45.0,,173,0.0,0.0,0.0,173.0,0.0,173,-382.0,0.0,-209,-209,-116.92,3234.0,-0.06,-0.06,-0.100779,3234.0,-0.06,-0.06,-0.100779,
06/30/2020,4149.0,2876.0,15716.0,15716.0,,-12840.0,1273.0,670.0,0.0,670.0,0.0,,603.0,-705.0,3444.0,-1209.0,0.0,1209.0,2235.0,0.0,0.0,2235,-458.0,,1777,0.0,0.0,0.0,1777.0,0.0,1777,-1938.0,0.0,-161,-161,-102.7,3234.0,-0.05,-0.05,-0.08154,3234.0,-0.05,-0.05,-0.081756,
09/30/2020,,,,,,,,,,,,,,,,,,,,,,1299,,,1026,,,,,,1026,,,1026,1026,,,0.32,0.32,0.0,,0.32,0.32,0.0,
12/31/2020,,,,,,,,,,,,,,,,,,,,,,1818,,,1436,,,,,,1436,,,1436,1436,,,0.44,0.44,0.0,,0.44,0.44,0.0,
