Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2018,2533.0,2533.0,-2134.0,2134.0,399.0,0.0,-288.0,154.0,39.0,60.0,35.0,111,-22.0,22.0,22.0,0.0,,,0.0,89.0,-26.0,,,63,0.0,0.0,0.0,63.0,-16.0,47,0.0,0.0,47,96.0,49.0,51.258668,0.92,0.92,1.872854,51.607224,0.92,0.92,1.869479,
09/30/2018,2371.0,2371.0,-2002.0,2002.0,369.0,0.0,-257.0,138.0,39.0,60.0,20.0,112,-24.0,24.0,24.0,0.0,,,0.0,88.0,-22.0,,,66,0.0,0.0,0.0,66.0,-9.0,57,0.0,0.0,57,87.37,30.37,51.272618,1.11,1.11,1.704028,51.401829,1.11,1.11,1.700835,
12/31/2018,4278.0,4278.0,-3673.0,3673.0,605.0,0.0,-646.0,309.0,82.0,165.0,90.0,-41,-61.0,79.0,79.0,0.0,,-18.0,0.0,-102.0,10.0,,,-92,0.0,0.0,0.0,-92.0,-17.0,-109,0.0,0.0,-109,105.0,214.0,80.7,-1.35,-1.35,1.301115,80.7,-1.35,-1.35,1.301115,
03/31/2019,4484.0,4484.0,-3870.0,3870.0,614.0,0.0,-655.0,318.0,92.0,169.0,76.0,-41,-64.0,81.0,81.0,0.0,,-16.0,-1.0,-105.0,0.0,0.0,0.0,-105,0.0,0.0,0.0,-105.0,-12.0,-117,0.0,0.0,-117,41.75,158.75,80.874637,-1.44,-1.44,0.516231,80.874637,-1.44,-1.44,0.516231,
06/30/2019,4504.0,4504.0,-3793.0,3793.0,711.0,0.0,-570.0,288.0,78.0,169.0,35.0,141,-82.0,82.0,82.0,0.0,,,0.0,59.0,-14.0,,,45,0.0,0.0,0.0,45.0,-19.0,26,0.0,0.0,26,96.21,70.21,80.920825,0.32,0.32,1.18894,80.920825,0.32,0.32,1.187638,
09/30/2019,4319.0,4319.0,-3653.0,3653.0,666.0,0.0,-518.0,249.0,78.0,165.0,26.0,148,-79.0,79.0,79.0,0.0,,,0.0,69.0,9.0,,,78,0.0,0.0,0.0,78.0,-8.0,70,0.0,0.0,70,102.0,32.0,80.916676,0.87,0.87,1.260556,80.916676,0.87,0.87,1.260556,
12/31/2019,4143.0,4143.0,-3602.0,3602.0,541.0,0.0,-728.0,285.0,76.0,170.0,197.0,-187,-37.0,80.0,80.0,0.0,,,-43.0,-224.0,-14.0,,,-238,0.0,0.0,0.0,-238.0,-75.0,-313,0.0,0.0,-313,-57.0,256.0,80.904102,-3.868778,-3.868778,-0.704538,80.904102,-3.868778,-3.868778,-0.704538,
03/31/2020,3836.0,3836.0,-3339.0,3339.0,497.0,0.0,-1364.0,249.0,77.0,171.0,867.0,-867,-53.0,75.0,75.0,0.0,,-13.0,-9.0,-920.0,94.0,,,-826,0.0,0.0,0.0,-826.0,-13.0,-839,0.0,0.0,-839,-22.36,805.64,81.168562,-10.34,-10.34,-0.410997,81.168562,-10.34,-10.34,-0.414482,
06/30/2020,2637.0,2637.0,-2498.0,2498.0,139.0,0.0,-514.0,195.0,55.0,159.0,105.0,-375,-66.0,66.0,66.0,0.0,,,0.0,-441.0,101.0,,,-340,0.0,0.0,0.0,-340.0,-10.0,-350,0.0,0.0,-350,-242.79,107.21,81.350773,-4.3,-4.3,-2.984483,81.350773,-4.3,-4.3,-2.984483,
09/30/2020,3789.8,,,,560.8904,,,,,,,115,,,,,,,,31.96,,,,-18,,,,,,-18,,,-18,11.8,,,0.027,0.027,0.119,,0.027,0.027,0.119,
12/31/2020,3889.2,,,,536.7096,,,,,,,113,,,,,,,,27.02,,,,-31,,,,,,-31,,,-31,2.82,,,0.037,0.037,-0.038,,0.037,0.037,-0.038,
