Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2007,12706.125,6848.979,3694.059,3154.92,826.314,,,0.0,0.0,0.0,0.0,0.0,2195.299,,,,9870.592,571.405,,,380.138,,,1883.99,1427.902,1331.418,96.484,,456.088,2835.533,,4863.679,4863.679,,284.572,,,,,,2379.52,,,2379.52,7527.771,1329.334,,,,,689.493,,,,,689.493,2018.827,9546.598,0.0,1424.328,,,-236.762,1980.339,-8.378,3159.527,0.0,3159.527,12706.125,
06/30/2007,13334.965,7044.305,3720.769,3323.536,685.479,,,0.0,0.0,0.0,0.0,0.0,2676.142,,,,10405.926,569.412,,,400.775,,,1958.852,1422.992,1330.585,92.407,,535.86,2929.039,,5038.609,5038.609,,289.646,,,,,,2701.082,,,2701.082,8029.337,1189.57,,,,,740.56,,,,,740.56,1930.13,9959.467,0.0,1453.203,,,-236.778,2197.185,-38.112,3375.498,0.0,3375.498,13334.965,
09/30/2007,12072.506,6060.97,2585.67,3475.3,685.242,,,0.0,0.0,0.0,0.0,0.0,2455.612,,,,9201.824,570.798,,,420.769,,,1879.115,1418.513,1330.585,87.928,,460.602,2870.682,,5134.833,5134.833,,253.356,,,,,,1007.669,,,1007.669,6395.858,1292.858,,,,,644.913,,,,,644.913,1937.771,8333.629,0.0,1493.948,,,-243.592,2499.563,-11.042,3738.877,0.0,3738.877,12072.506,
12/31/2007,12879.074,5675.77,2040.453,3635.317,592.761,,,0.0,0.0,0.0,0.0,0.0,2464.315,,,,8732.846,637.241,1593.261,-956.02,1015.05,,,2493.937,1900.712,1663.939,236.773,,593.225,4146.228,,3965.796,3965.796,,269.226,269.226,0.0,0.0,,,1556.829,,,1556.829,5791.851,1687.823,1687.823,0.0,0.0,,1370.463,,,,,1370.463,3058.286,8850.137,0.0,1529.121,,,-256.987,2742.782,14.021,4028.937,0.0,4028.937,12879.074,
03/31/2008,12762.028,5643.117,1688.287,3954.83,747.806,,,0.0,0.0,0.0,0.0,0.0,2219.352,,,,8610.275,636.935,,,963.106,,,2551.712,1883.34,1683.604,199.736,,668.372,4151.753,,4241.776,4241.776,,291.246,,,,,,1201.417,,,1201.417,5734.439,1601.335,,,,,1373.78,,,,,1373.78,2975.115,8709.554,0.0,1559.144,,,-336.934,2822.952,7.312,4052.474,0.0,4052.474,12762.028,
06/30/2008,12939.983,5370.204,1174.642,4195.562,987.074,,,0.0,0.0,0.0,0.0,0.0,2103.265,,,,8460.543,655.431,,,989.253,,,2834.756,2087.289,1817.46,269.829,,747.467,4479.44,,4456.615,4456.615,,297.965,,,,,,1011.096,,,1011.096,5765.676,1635.098,,,,,1335.481,,,,,1335.481,2970.579,8736.255,0.0,1573.653,,,-351.648,3032.848,-51.125,4203.728,0.0,4203.728,12939.983,
09/30/2008,12563.87,5525.464,1542.9,3982.564,697.497,,,0.0,0.0,0.0,0.0,0.0,1977.026,,,,8199.987,677.882,,,930.45,,,2755.551,2087.834,1823.28,264.554,,667.717,4363.883,,4309.218,4309.218,,257.68,,,,,,756.04,,,756.04,5322.938,1668.233,,,,,1302.167,,,,,1302.167,2970.4,8293.338,0.0,1589.914,,,-362.754,3215.856,-172.484,4270.532,0.0,4270.532,12563.87,
12/31/2008,13041.76,6173.961,1970.423,4203.538,777.672,,,0.0,0.0,0.0,0.0,0.0,1444.409,,,,8396.042,711.492,1845.401,-1133.909,1011.904,,,2922.322,2264.399,1963.111,301.288,,657.923,4645.718,,4282.606,4282.606,,224.542,224.542,0.0,0.0,,,676.797,,,676.797,5183.945,1937.032,1937.032,0.0,0.0,,1463.593,,,,,1463.593,3400.625,8584.57,0.0,1605.554,,,-363.057,3389.936,-175.243,4457.19,0.0,4457.19,13041.76,
03/31/2009,13606.61,6350.207,1911.202,4439.005,1025.793,,,0.0,0.0,0.0,0.0,0.0,1506.756,,,1506.756,8882.756,701.376,,,1081.97,1081.97,,2940.508,2534.002,1991.22,542.782,,406.506,4723.854,,4622.789,3238.499,1384.29,258.062,258.062,,,,,608.878,,,367.416,5489.729,1934.856,1934.856,,,,1511.712,,,,,1511.712,3446.568,8936.297,0.0,1618.64,31.472,1587.168,-369.056,3595.653,-174.924,4670.313,0.0,4670.313,13606.61,
06/30/2009,13684.389,6168.532,1585.109,4583.423,1265.986,,,0.0,0.0,0.0,0.0,0.0,1337.846,,,1337.846,8772.364,691.414,,,1240.197,1240.197,,2980.414,2254.513,1992.924,261.589,,725.901,4912.025,,4762.886,3411.197,1351.689,153.853,153.853,,,,,549.863,,,305.008,5466.602,1682.654,1682.654,,,,1476.855,,,,,1476.855,3159.509,8626.111,0.0,1636.457,31.478,1604.979,-369.056,3877.433,-86.556,5058.278,0.0,5058.278,13684.389,
09/30/2009,14201.787,7351.391,1452.006,5899.385,765.039,,,0.0,0.0,0.0,0.0,0.0,1124.398,,,1124.398,9240.828,679.01,,,1319.319,1319.319,,2962.63,2497.72,1992.924,504.796,,464.91,4960.959,,4898.291,3365.481,1532.81,199.384,199.384,,,,,409.563,,,189.774,5507.238,1680.424,1680.424,,,,1465.922,,,,,1465.922,3146.346,8653.584,0.0,1657.042,31.517,1625.525,-371.327,4178.952,83.536,5548.203,0.0,5548.203,14201.787,
12/31/2009,14153.494,7803.65,1613.588,6190.062,823.62,,,0.0,0.0,0.0,0.0,0.0,625.546,0.0,,625.546,9252.816,679.142,1934.336,-1255.194,1307.088,1307.088,,2914.448,2236.392,1992.924,243.468,36.407,641.649,4900.678,,4530.284,3222.574,1307.71,374.464,374.464,0.0,0.0,,,355.244,0.0,0.0,126.427,5259.992,1678.166,1678.166,0.0,0.0,,1439.333,0.0,0.0,0.0,0.0,1439.333,3117.499,8377.491,0.0,1690.155,31.634,1658.521,-385.898,4429.611,42.135,5776.003,,5776.003,14153.494,
03/31/2010,15209.136,8578.826,1813.993,6764.833,1091.372,,,0.0,0.0,0.0,0.0,0.0,589.788,0.0,0.0,589.788,10259.986,665.909,,,1333.659,1333.659,,2949.582,2460.726,1992.924,467.802,,488.856,4949.15,,5366.018,3707.033,1658.985,236.038,236.038,,,,,303.805,0.0,0.0,68.221,5905.861,1675.88,1675.88,0.0,0.0,,1542.158,0.0,0.0,0.0,0.0,1542.158,3218.038,9123.899,0.0,1720.432,31.664,1688.768,-393.568,4688.379,69.994,6085.237,0.0,6085.237,15209.136,
06/30/2010,15690.57,8881.045,1998.982,6882.063,1310.269,,,0.0,0.0,0.0,0.0,0.0,595.775,,,595.775,10787.089,660.223,,,1405.734,1405.734,,2837.524,2445.267,1994.593,450.674,,392.257,4903.481,,5496.109,3829.723,1666.386,239.916,239.916,,,,,260.964,,,51.618,5996.989,1673.565,1673.565,,,,1541.191,,,,,1541.191,3214.756,9211.745,0.0,1735.709,31.674,1704.035,-443.767,5028.455,158.428,6478.825,0.0,6478.825,15690.57,
09/30/2010,16390.352,10065.247,2922.852,7142.395,794.197,,,0.0,0.0,0.0,0.0,0.0,525.169,,,525.169,11384.613,670.277,,,1477.147,1477.147,,2858.315,2217.572,1997.277,220.295,,640.743,5005.739,,5768.012,3726.911,2041.101,241.229,241.229,,,,,251.884,,,38.106,6261.125,1671.222,1671.222,,,,1519.036,,,,,1519.036,3190.258,9451.383,0.0,1752.336,31.685,1720.651,-494.068,5421.676,259.025,6938.969,0.0,6938.969,16390.352,
12/31/2010,16103.253,8545.904,1673.137,6872.767,959.018,,,0.0,0.0,0.0,0.0,0.0,632.777,0.0,,632.777,10137.699,815.337,2059.448,-1244.111,1499.672,1499.672,,3650.545,2967.283,2567.809,399.474,88.803,594.459,5965.554,,5094.138,3469.306,1624.832,409.385,409.385,0.0,0.0,,,241.103,0.0,0.0,55.693,5744.626,1668.849,1668.849,0.0,0.0,,1765.722,0.0,0.0,0.0,0.0,1765.722,3434.571,9179.197,0.0,1768.914,31.707,1737.207,-494.443,5529.001,120.584,6924.056,0.0,6924.056,16103.253,
03/31/2011,17160.06,9177.0,1756.041,7420.959,1219.347,,,0.0,0.0,0.0,0.0,0.0,700.427,,,700.427,11096.774,819.729,,,1568.09,1568.09,,3675.467,2966.34,2576.208,390.132,,709.127,6063.286,,5856.66,3940.058,1916.602,252.073,252.073,,,,,256.001,,,36.997,6364.734,1666.447,1666.447,,,,1901.901,,,,,1901.901,3568.348,9933.082,0.0,1857.34,31.935,1825.405,-583.347,5844.177,108.808,7226.978,0.0,7226.978,17160.06,
06/30/2011,17594.905,9177.561,1567.824,7609.737,1546.392,,,0.0,0.0,0.0,0.0,0.0,751.274,,,751.274,11475.227,822.611,,,1592.919,1592.919,,3704.148,2971.836,2577.511,394.325,,732.312,6119.678,,5898.082,3953.185,1944.897,217.287,217.287,,,,,240.395,,,35.536,6355.764,1664.015,1664.015,,,,1988.409,,,,,1988.409,3652.424,10008.188,0.0,1929.975,32.123,1897.852,-795.231,6262.943,189.03,7586.717,0.0,7586.717,17594.905,
09/30/2011,19899.729,11884.042,4019.405,7864.637,1036.317,,,0.0,0.0,0.0,0.0,0.0,711.979,,,711.979,13632.338,850.888,,,1695.943,1695.943,,3720.56,2960.586,2579.916,380.67,,759.974,6267.391,,6201.066,3868.428,2332.638,298.587,298.587,,,,,2016.848,,,11.482,8516.501,1661.552,1661.552,,,,1863.706,,,,,1863.706,3525.258,12041.759,0.0,1945.798,32.133,1913.665,-1034.677,6667.005,279.844,7857.97,0.0,7857.97,19899.729,
12/31/2011,17708.0,9120.0,1377.0,7743.0,1034.0,1034.0,0.0,0.0,0.0,0.0,0.0,0.0,1027.0,0.0,,1027.0,11181.0,912.0,2082.0,-1170.0,1710.0,1710.0,,3905.0,3175.0,2740.0,435.0,46.0,684.0,6527.0,,5537.0,3754.0,1783.0,306.0,306.0,0.0,0.0,,,213.0,0.0,0.0,0.0,6056.0,1659.0,1659.0,0.0,0.0,,1930.0,0.0,0.0,0.0,0.0,1930.0,3589.0,9645.0,0.0,1970.0,32.0,1938.0,-1035.0,6825.0,303.0,8063.0,0.0,8063.0,17708.0,
03/31/2012,20700.0,11545.0,3656.0,7889.0,1330.0,1330.0,0.0,0.0,0.0,0.0,0.0,0.0,1181.0,,,1181.0,14056.0,939.0,,,1704.0,1704.0,,4001.0,3241.0,2785.0,456.0,,760.0,6644.0,,6231.0,4108.0,2123.0,294.0,294.0,,,,,2298.0,,,0.0,8823.0,1621.0,1621.0,,,,2022.0,,,,,2022.0,3643.0,12466.0,0.0,2075.0,32.0,2043.0,-1186.0,7032.0,313.0,8234.0,0.0,8234.0,20700.0,
06/30/2012,20855.0,11751.0,3869.0,7882.0,898.0,898.0,0.0,0.0,0.0,0.0,0.0,0.0,1422.0,,,1422.0,14071.0,976.0,,,1783.0,1783.0,,4025.0,3232.0,2792.0,440.0,,793.0,6784.0,,6075.0,3994.0,2081.0,260.0,260.0,,,,,2341.0,,,0.0,8676.0,1618.0,1618.0,,,,2106.0,,,,,2106.0,3724.0,12400.0,0.0,2095.0,32.0,2063.0,-1313.0,7346.0,327.0,8455.0,0.0,8455.0,20855.0,
09/30/2012,18797.0,9421.0,1363.0,8058.0,642.0,642.0,0.0,0.0,0.0,0.0,0.0,0.0,1615.0,,,1615.0,11678.0,1034.0,,,1837.0,1837.0,,4248.0,3427.0,2962.0,465.0,,821.0,7119.0,,5920.0,3958.0,1962.0,277.0,277.0,,,,,172.0,,,0.0,6369.0,1616.0,1616.0,,,,2121.0,,,,,2121.0,3737.0,10106.0,0.0,2111.0,32.0,2079.0,-1548.0,7731.0,397.0,8691.0,0.0,8691.0,18797.0,
12/31/2012,19979.0,9307.0,1306.0,8001.0,733.0,733.0,0.0,0.0,0.0,0.0,0.0,0.0,1670.0,0.0,,1670.0,11710.0,1098.0,2513.0,-1415.0,1846.0,1846.0,,5325.0,4371.0,3640.0,731.0,12.0,942.0,8269.0,,5821.0,3779.0,2042.0,324.0,324.0,0.0,0.0,,,230.0,0.0,0.0,0.0,6375.0,2611.0,2611.0,0.0,0.0,,2146.0,0.0,0.0,0.0,0.0,2146.0,4757.0,11132.0,0.0,2133.0,32.0,2101.0,-1553.0,7881.0,386.0,8847.0,0.0,8847.0,19979.0,
03/31/2013,20974.0,9539.0,1398.0,8141.0,1321.0,1321.0,0.0,0.0,0.0,0.0,0.0,0.0,1818.0,,,1818.0,12678.0,1119.0,,,1824.0,1824.0,,5353.0,4344.0,3641.0,703.0,,1009.0,8296.0,,6411.0,4090.0,2321.0,290.0,290.0,,,,,243.0,,,0.0,6944.0,2608.0,2608.0,,,,2258.0,,,,,2258.0,4866.0,11810.0,0.0,2172.0,32.0,2140.0,-1647.0,8311.0,328.0,9164.0,0.0,9164.0,20974.0,
06/30/2013,20848.0,9075.0,1519.0,7556.0,1593.0,1593.0,0.0,0.0,0.0,0.0,0.0,0.0,1960.0,,,1960.0,12628.0,1133.0,,,1770.0,1770.0,,5317.0,4313.0,3638.0,675.0,,1004.0,8220.0,,6331.0,4157.0,2174.0,246.0,246.0,,,,,193.0,,,0.0,6770.0,2606.0,2606.0,,,,2137.0,,,,,2137.0,4743.0,11513.0,0.0,2222.0,32.0,2190.0,-1784.0,8688.0,209.0,9335.0,0.0,9335.0,20848.0,
09/30/2013,20903.0,9517.0,1255.0,8262.0,824.0,824.0,0.0,0.0,0.0,0.0,0.0,0.0,2232.0,,,2232.0,12573.0,1180.0,,,1737.0,1737.0,,5413.0,4440.0,3716.0,724.0,,973.0,8330.0,,6080.0,4070.0,2010.0,273.0,273.0,,,,,198.0,,,0.0,6551.0,2603.0,2603.0,,,,2143.0,,,,,2143.0,4746.0,11297.0,0.0,2274.0,32.0,2242.0,-1878.0,9014.0,196.0,9606.0,0.0,9606.0,20903.0,
12/31/2013,20735.0,9228.0,1138.0,8090.0,950.0,950.0,0.0,0.0,0.0,0.0,0.0,0.0,2122.0,0.0,,2122.0,12300.0,1218.0,2748.0,-1530.0,1710.0,1710.0,,5507.0,4426.0,3733.0,693.0,14.0,1067.0,8435.0,,5714.0,3893.0,1821.0,403.0,403.0,0.0,0.0,,,206.0,0.0,0.0,0.0,6323.0,2600.0,2600.0,0.0,0.0,,2496.0,0.0,0.0,0.0,0.0,2496.0,5096.0,11419.0,0.0,2300.0,33.0,2267.0,-2084.0,8942.0,158.0,9316.0,0.0,9316.0,20735.0,
03/31/2014,22566.0,9910.0,1662.0,8248.0,1460.0,1460.0,0.0,0.0,0.0,0.0,0.0,0.0,2605.0,,,2605.0,13975.0,1244.0,,,1800.0,1800.0,,5547.0,4356.0,3699.0,657.0,,1191.0,8591.0,,7184.0,4432.0,2752.0,267.0,267.0,,,,,263.0,,,0.0,7714.0,2598.0,2598.0,,,,2529.0,,,,,2529.0,5127.0,12841.0,0.0,2366.0,33.0,2333.0,-2133.0,9266.0,226.0,9725.0,0.0,9725.0,22566.0,
06/30/2014,23121.0,9158.0,1593.0,7565.0,2074.0,2074.0,0.0,0.0,0.0,0.0,0.0,0.0,2854.0,,,2854.0,14086.0,1289.0,,,1895.0,1895.0,,5851.0,4325.0,3696.0,629.0,,1526.0,9035.0,,7337.0,4778.0,2559.0,294.0,294.0,,,,,249.0,,,0.0,7880.0,2595.0,2595.0,,,,2646.0,,,,,2646.0,5241.0,13121.0,0.0,2409.0,33.0,2376.0,-2236.0,9567.0,260.0,10000.0,0.0,10000.0,23121.0,
09/30/2014,24331.0,10793.0,2705.0,8088.0,1004.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,3839.0,,,3839.0,15636.0,1349.0,,,1947.0,1947.0,,5399.0,4302.0,3695.0,607.0,,1097.0,8695.0,,6744.0,4676.0,2068.0,779.0,267.0,,,,512.0,246.0,,,0.0,7769.0,3826.0,3826.0,,,,2611.0,,,,,2611.0,6437.0,14206.0,0.0,2433.0,33.0,2400.0,-2354.0,9813.0,233.0,10125.0,0.0,10125.0,24331.0,
12/31/2014,23527.0,9533.0,1935.0,7598.0,1053.0,1053.0,0.0,0.0,0.0,0.0,0.0,0.0,4950.0,0.0,943.0,4007.0,15536.0,1228.0,2907.0,-1679.0,1949.0,1949.0,,4814.0,3671.0,3231.0,440.0,77.0,1066.0,7991.0,,6570.0,4475.0,2095.0,334.0,334.0,0.0,0.0,,,567.0,0.0,0.0,206.0,7471.0,3825.0,3825.0,0.0,0.0,,2585.0,0.0,0.0,0.0,0.0,2585.0,6410.0,13881.0,0.0,2363.0,33.0,2330.0,-2856.0,9916.0,223.0,9646.0,0.0,9646.0,23527.0,
03/31/2015,25624.0,9546.0,1946.0,7600.0,1690.0,1690.0,0.0,0.0,0.0,0.0,0.0,0.0,6166.0,,952.0,5214.0,17402.0,1258.0,,,1972.0,1972.0,,4992.0,3650.0,3231.0,419.0,,1342.0,8222.0,,8318.0,4764.0,3554.0,288.0,288.0,,,,,571.0,,,193.0,9177.0,3824.0,3824.0,,,,2579.0,,,,,2579.0,6403.0,15580.0,0.0,2498.0,33.0,2465.0,-2983.0,10302.0,227.0,10044.0,0.0,10044.0,25624.0,
06/30/2015,25384.0,9291.0,2250.0,7041.0,2129.0,2129.0,0.0,0.0,0.0,0.0,0.0,0.0,5555.0,,0.0,5555.0,16975.0,1299.0,,,1839.0,1839.0,,5271.0,3667.0,3266.0,401.0,,1604.0,8409.0,,8073.0,4781.0,3292.0,609.0,609.0,,,,,291.0,,,0.0,8973.0,3823.0,3823.0,,,,2505.0,,,,,2505.0,6328.0,15301.0,0.0,2528.0,33.0,2495.0,-3287.0,10689.0,153.0,10083.0,0.0,10083.0,25384.0,
09/30/2015,24296.0,9020.0,1597.0,7423.0,986.0,986.0,0.0,0.0,0.0,0.0,0.0,0.0,5767.0,,0.0,5767.0,15773.0,1343.0,,,1879.0,1879.0,,5301.0,3645.0,3266.0,379.0,,1656.0,8523.0,,7138.0,4922.0,2216.0,307.0,307.0,,,,,297.0,,,0.0,7742.0,3822.0,3822.0,,,,2379.0,,,,,2379.0,6201.0,13943.0,0.0,2548.0,33.0,2515.0,-3292.0,10960.0,137.0,10353.0,0.0,10353.0,24296.0,
12/31/2015,24678.0,9838.0,2571.0,7267.0,1161.0,1161.0,0.0,0.0,0.0,0.0,0.0,0.0,4712.0,0.0,,4712.0,15711.0,1384.0,2722.0,-1338.0,1843.0,1843.0,,5740.0,3622.0,3265.0,357.0,256.0,1862.0,8967.0,,7188.0,4976.0,2212.0,600.0,600.0,0.0,0.0,,,364.0,0.0,0.0,0.0,8152.0,3794.0,3794.0,0.0,0.0,,2386.0,0.0,0.0,0.0,0.0,2386.0,6180.0,14332.0,0.0,2563.0,33.0,2530.0,-3292.0,11017.0,58.0,10346.0,0.0,10346.0,24678.0,
03/31/2016,26934.0,10539.0,2801.0,7738.0,1737.0,1737.0,0.0,0.0,0.0,0.0,0.0,0.0,5568.0,,,5568.0,17844.0,1420.0,,,1940.0,1940.0,,5730.0,3601.0,3265.0,336.0,,2129.0,9090.0,,9188.0,5114.0,4074.0,557.0,557.0,,,,,360.0,,,0.0,10105.0,3793.0,3793.0,,,,2511.0,,,,,2511.0,6304.0,16409.0,0.0,2531.0,33.0,2498.0,-3287.0,11205.0,76.0,10525.0,0.0,10525.0,26934.0,
06/30/2016,27236.0,9846.0,2429.0,7417.0,2553.0,2553.0,0.0,0.0,0.0,0.0,0.0,0.0,5337.0,,,5337.0,17736.0,1452.0,,,2051.0,2051.0,,5997.0,3582.0,3266.0,316.0,,2415.0,9500.0,,9131.0,5258.0,3873.0,492.0,492.0,,,,,311.0,,,0.0,9934.0,3793.0,3793.0,,,,2635.0,,,,,2635.0,6428.0,16362.0,0.0,2535.0,33.0,2502.0,-3287.0,11492.0,134.0,10874.0,0.0,10874.0,27236.0,
09/30/2016,29466.0,14098.0,6769.0,7329.0,765.0,765.0,0.0,0.0,0.0,0.0,0.0,0.0,4791.0,,0.0,4791.0,19654.0,1478.0,,,2273.0,2273.0,,6061.0,3570.0,3272.0,298.0,,2491.0,9812.0,,7982.0,5049.0,2933.0,483.0,483.0,,,,,3351.0,,,0.0,11816.0,3792.0,3792.0,,,,2573.0,,,,,2573.0,6365.0,18181.0,0.0,2560.0,33.0,2527.0,-3286.0,11899.0,112.0,11285.0,0.0,11285.0,29466.0,
12/31/2016,25396.0,11472.0,3877.0,7595.0,1280.0,1280.0,0.0,0.0,0.0,0.0,0.0,0.0,3438.0,0.0,,3438.0,16190.0,1505.0,3195.0,-1690.0,2203.0,2203.0,,5498.0,3552.0,3272.0,280.0,399.0,1547.0,9206.0,,7030.0,4563.0,2467.0,512.0,512.0,0.0,0.0,,,280.0,0.0,0.0,0.0,7822.0,3792.0,3792.0,0.0,0.0,,3097.0,0.0,0.0,0.0,0.0,3097.0,6889.0,14711.0,0.0,2595.0,33.0,2562.0,-3298.0,11454.0,-66.0,10685.0,0.0,10685.0,25396.0,
03/31/2017,31712.0,16630.0,8425.0,8205.0,1838.0,1838.0,0.0,0.0,0.0,0.0,0.0,0.0,3849.0,,,3849.0,22317.0,1525.0,,,2424.0,2424.0,,5446.0,3541.0,3279.0,262.0,,1905.0,9395.0,,9436.0,4761.0,4675.0,648.0,648.0,,,,,3420.0,,,0.0,13504.0,4780.0,4780.0,,,,3194.0,,,,,3194.0,7974.0,21478.0,0.0,2279.0,33.0,2246.0,-4496.0,12509.0,-58.0,10234.0,0.0,10234.0,31712.0,
06/30/2017,32253.0,16254.0,8139.0,8115.0,2430.0,2430.0,0.0,0.0,0.0,0.0,0.0,0.0,3884.0,,,3884.0,22568.0,1543.0,,,2670.0,2670.0,,5472.0,3525.0,3280.0,245.0,,1947.0,9685.0,,9531.0,4838.0,4693.0,818.0,818.0,,,,,3356.0,,,0.0,13705.0,4279.0,4279.0,,,,3316.0,,,,,3316.0,7595.0,21300.0,0.0,2339.0,33.0,2306.0,-4482.0,13101.0,-5.0,10953.0,0.0,10953.0,32253.0,
09/30/2017,32956.0,18487.0,9865.0,8622.0,922.0,922.0,0.0,0.0,0.0,0.0,0.0,0.0,3776.0,,,3776.0,23185.0,1560.0,,,2716.0,2716.0,,5495.0,3508.0,3281.0,227.0,,1987.0,9771.0,,9847.0,4959.0,4888.0,1124.0,1124.0,,,,,3447.0,,,0.0,14418.0,3977.0,3977.0,,,,3350.0,,,,,3350.0,7327.0,21745.0,0.0,2674.0,33.0,2641.0,-5017.0,13542.0,12.0,11211.0,0.0,11211.0,32956.0,
12/31/2017,27178.0,13599.0,4042.0,9557.0,854.0,854.0,0.0,0.0,0.0,0.0,0.0,0.0,2949.0,0.0,,2949.0,17402.0,1584.0,3560.0,-1976.0,2745.0,2745.0,,5447.0,3507.0,3281.0,226.0,217.0,1723.0,9776.0,,8737.0,4668.0,4069.0,291.0,291.0,0.0,0.0,,,378.0,0.0,0.0,0.0,9406.0,4770.0,4770.0,0.0,0.0,,3160.0,0.0,0.0,0.0,0.0,3160.0,7930.0,17336.0,0.0,2478.0,33.0,2445.0,-6325.0,13670.0,19.0,9842.0,0.0,9842.0,27178.0,
03/31/2018,33453.0,18597.0,8855.0,9742.0,1276.0,1276.0,0.0,0.0,0.0,0.0,0.0,0.0,4059.0,,,4059.0,23932.0,1595.0,,,2361.0,2361.0,,5565.0,4036.0,3760.0,276.0,,1529.0,9521.0,,11227.0,4961.0,6266.0,522.0,522.0,,,,,3706.0,,,0.0,15455.0,4772.0,4772.0,,,,3145.0,,,,,3145.0,7917.0,23372.0,0.0,2659.0,33.0,2626.0,-6510.0,14086.0,-154.0,10081.0,0.0,10081.0,33453.0,
06/30/2018,34270.0,17516.0,8052.0,9464.0,1471.0,1471.0,0.0,0.0,0.0,0.0,0.0,0.0,7877.0,,3467.0,4410.0,26864.0,1626.0,,,379.0,379.0,,5401.0,4179.0,3895.0,284.0,,1222.0,7406.0,,11972.0,5020.0,6952.0,472.0,472.0,,,,,6324.0,,,2694.0,18768.0,4773.0,4773.0,,,,518.0,,,,,518.0,5291.0,24059.0,0.0,2705.0,33.0,2672.0,-6529.0,14211.0,-176.0,10211.0,0.0,10211.0,34270.0,
09/30/2018,27490.0,13837.0,4142.0,9695.0,1062.0,1062.0,0.0,0.0,0.0,0.0,0.0,0.0,4178.0,,,4178.0,19077.0,1685.0,,,405.0,405.0,,6323.0,4158.0,3895.0,263.0,,2165.0,8413.0,,10433.0,5020.0,5413.0,597.0,597.0,,,,,294.0,,,0.0,11324.0,4774.0,4774.0,,,,799.0,,,,,799.0,5573.0,16897.0,0.0,2740.0,33.0,2707.0,-6727.0,14786.0,-206.0,10593.0,0.0,10593.0,27490.0,
12/31/2018,25413.0,12369.0,2343.0,10026.0,1015.0,1015.0,0.0,0.0,0.0,0.0,0.0,0.0,3564.0,0.0,,3564.0,16948.0,1735.0,4048.0,-2313.0,411.0,411.0,,6319.0,4142.0,3897.0,245.0,85.0,2092.0,8465.0,,7929.0,4862.0,3067.0,1865.0,1865.0,0.0,0.0,,,283.0,0.0,0.0,0.0,10077.0,4375.0,4375.0,0.0,0.0,,800.0,0.0,0.0,0.0,0.0,800.0,5175.0,15252.0,0.0,2568.0,33.0,2535.0,-7320.0,15072.0,-159.0,10161.0,0.0,10161.0,25413.0,
03/31/2019,28349.0,13753.0,3877.0,9876.0,1955.0,1955.0,0.0,0.0,0.0,0.0,0.0,0.0,3965.0,,,3965.0,19673.0,2170.0,,,422.0,422.0,,6084.0,4125.0,3897.0,228.0,,1959.0,8676.0,,9621.0,6024.0,3597.0,1994.0,1872.0,122.0,,122.0,,312.0,,,0.0,11927.0,4704.0,4376.0,328.0,,328.0,877.0,,,,,877.0,5581.0,17508.0,0.0,2755.0,33.0,2722.0,-7467.0,15563.0,-10.0,10841.0,0.0,10841.0,28349.0,
06/30/2019,28913.0,14769.0,4778.0,9991.0,904.0,904.0,0.0,0.0,0.0,0.0,0.0,0.0,4487.0,,,4487.0,20160.0,2202.0,,,411.0,411.0,,6140.0,4133.0,3922.0,211.0,,2007.0,8753.0,,9553.0,5842.0,3711.0,1674.0,1553.0,121.0,,121.0,,312.0,,,0.0,11539.0,4701.0,4377.0,324.0,,324.0,801.0,,,,,801.0,5502.0,17041.0,0.0,2796.0,33.0,2763.0,-7465.0,16429.0,112.0,11872.0,0.0,11872.0,28913.0,
