Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
04/05/2008,1072.787,204.73,196.942,7.788,204.819,204.819,,265.472,16.875,4.382,257.546,-13.331,85.418,,,,,760.439,192.109,336.409,-144.3,15.199,,105.04,105.04,46.647,58.393,,0.0,312.348,,95.249,95.249,,,,4.35,,,,,,138.728,,,138.728,238.327,3.681,,,,,68.299,,,,,,68.299,71.98,310.307,0.0,76.567,,,0.0,636.919,45.371,758.857,3.623,762.48,1072.787,
07/05/2008,1085.429,212.454,204.795,7.659,175.816,175.816,,285.403,19.988,4.009,238.857,22.549,91.294,,,,,764.967,199.881,350.159,-150.278,15.061,,105.52,105.52,46.558,58.962,,0.0,320.462,,100.056,100.056,,,,4.151,,,,,,119.618,,,119.618,223.825,3.708,,,,,72.937,,,,,,72.937,76.645,300.47,0.0,79.486,,,0.0,654.286,46.437,780.209,4.75,784.959,1085.429,
10/04/2008,1098.428955,125.242997,117.810997,7.432,229.296005,229.296005,,331.614014,23.209,5.073,271.029999,32.301998,92.667,,,,,778.820007,201.238998,354.325989,-153.087006,13.564,,104.806,104.806,44.326,60.48,,0.0,319.608999,,108.107002,108.107002,,,,4.485,,,,,,139.008996,,,139.008996,251.600998,3.367,,,,,69.653999,,,,,,69.653999,73.020999,324.621997,0.0,81.195999,,,0.0,658.872986,27.960999,768.029984,5.777,773.806983,1098.428981,
01/03/2009,1087.296,178.448,172.012,6.436,205.973,205.973,,291.955,22.354,3.339,252.523,13.739,87.09,,,,,763.466,207.328,364.086,-156.758,13.011,,103.491,103.491,43.217,60.274,,0.0,323.83,,91.027,91.027,,,,5.271,4.956,0.315,0.315,,,110.671,,,110.671,206.969,4.733,3.457,1.276,1.276,,70.231,,,,,,70.231,74.964,281.933,0.0,82.57,,,0.0,695.427,24.147,802.144,3.219,805.363,1087.296,
04/04/2009,1048.661,202.916,195.4,7.516,158.404,158.404,0.0,285.082,14.731,1.935,256.95,11.466,84.853,,,,51.3112,731.255,202.738,363.137,-160.399,10.219,10.219,104.449,70.486,42.892,27.594,,33.963,317.406,,147.8204,67.5984,4.432,,75.79,4.849,4.849,,,,,2.1886,,,0.0,154.858,4.46,4.46,,,,74.991,,,,,26.248,48.743,79.451,234.309,0.0,84.259,0.666,83.593,,712.747,15.218,812.224,2.128,814.352,1048.661,
07/04/2009,1079.299,272.07,264.09,7.98,139.183,139.183,0.0,250.132,15.802,1.08,221.859,11.391,89.895,,,,58.857,751.28,207.9,374.379,-166.479,11.987,11.987,108.132,71.265,43.765,27.5,,36.867,328.019,,147.231,66.996,2.307,,77.928,3.505,3.505,,,,,3.619,,,0.0,154.355,4.473,4.473,,,,78.42,,,,,28.297,50.123,82.893,237.248,0.0,86.143,0.667,85.476,0.0,729.37,23.877,839.39,2.661,842.051,1079.299,
10/03/2009,1187.436,306.712,297.963,8.749,184.481,184.481,0.0,279.611,16.162,1.726,233.938,27.785,83.902,,,,53.867,854.706,211.822,386.867,-175.045,12.756,12.756,108.152,71.553,44.194,27.359,,36.599,332.73,,219.03,102.342,28.62,,88.068,3.735,3.735,,,,,7.309,,,0.0,230.074,4.613,4.613,,,,64.735,,,,,32.617,32.118,69.348,299.422,0.0,88.9,0.667,88.233,0.0,764.645,30.541,884.086,3.928,888.014,1187.436,
01/02/2010,1276.483,413.17,405.175,7.995,209.784,209.784,0.0,245.714,14.715,2.943,193.044,35.012,77.805,30.271,0.0,,16.475,946.473,212.367,394.695,-182.328,13.73,13.73,103.913,68.634,44.266,24.368,,35.279,330.01,,239.546,103.591,33.408,0.0,102.547,3.618,3.618,,,,,2.116,0.0,0.0,0.0,245.28,4.538,4.538,,,,58.253,0.0,,,,27.039,31.214,62.791,308.071,0.0,93.706,0.669,93.037,0.0,834.615,34.46,962.781,5.631,968.412,1276.483,
04/03/2010,1274.22,458.156,449.902,8.254,163.665,163.665,0.0,250.321,17.691,3.014,206.402,23.214,84.37,,0.124,,49.378,956.512,207.136,392.367,-185.231,8.647,8.647,101.925,67.658,43.649,24.009,,34.143,317.708,,207.868,88.745,34.813,,84.31,3.565,3.565,,,,,0.561,,,0.0,211.994,4.344,4.344,,,,57.013,,,,,25.531,31.482,61.357,273.351,0.0,103.044,0.674,102.37,0.0,870.523,22.26,995.827,5.042,1000.869,1274.22,
07/03/2010,1313.634,442.989,434.544,8.445,162.918,162.918,0.0,297.47,25.251,3.542,239.639,29.038,101.189,,0.306,,64.575,1004.566,202.093,389.033,-186.94,8.456,8.456,98.519,65.185,43.081,22.104,,33.028,309.068,,211.139,88.993,15.492,,106.654,3.776,3.776,,,,,0.899,,,0.0,215.814,4.14,4.14,,,,56.748,,,,,36.815,19.933,60.888,276.702,0.0,97.658,0.672,96.986,0.0,925.007,9.024,1031.689,5.243,1036.932,1313.634,
10/02/2010,1434.907,371.552,362.2,9.352,258.379,258.379,0.0,388.252,26.244,4.152,315.531,42.325,91.407,,0.167,,57.514,1109.59,215.515,418.241,-202.726,8.882,8.882,100.92,66.343,44.44,21.903,,34.41,325.317,,275.882,118.975,23.292,,133.615,3.996,3.996,,,,,13.145,,,0.0,293.023,4.449,4.449,,,,65.722,,,,,45.047,20.675,70.171,363.194,0.0,104.99,0.675,104.315,-60.923,993.164,26.825,1064.056,7.657,1071.713,1434.907,
01/01/2011,1467.573,401.658,392.794,8.864,263.218,263.218,0.0,371.935,23.292,4.176,297.012,47.455,104.006,40.435,0.24,0.926,20.347,1140.817,217.424,422.736,-205.312,9.023,9.023,100.309,65.788,44.572,21.216,,33.355,326.756,,325.591,122.266,28.029,0.0,175.296,5.314,5.3102,0.0038,0.0038,,,8.583,0.0,1.639,0.0,339.488,4.513,3.5748,0.9382,0.9382,,71.864,0.0,,,,47.893,22.332,76.377,415.865,0.0,117.894,0.679,117.215,-183.014,1089.82,19.418,1044.118,7.59,1051.708,1467.573,
04/02/2011,1427.299,355.253,346.74,8.513,219.71,219.71,0.0,402.642,30.473,3.835,327.416,40.918,111.77,,0.328,,69.944,1089.375,224.202,439.224,-215.022,9.723,9.723,103.999,67.534,45.258,22.276,,36.137,337.924,,287.541,110.364,38.016,,139.161,5.165,5.165,,,,,13.921,,0.9,0.0,306.627,4.522,4.522,,,,84.423,,,,,54.833,28.69,88.945,395.572,0.0,124.096,0.681,123.415,-277.535,1145.643,33.461,1025.665,6.062,1031.727,1427.299,
07/02/2011,1493.573,332.183,323.454,8.729,226.06,226.06,0.0,450.698,42.508,5.748,339.605,62.837,141.899,,0.033,,99.028,1150.84,226.697,442.142,-215.445,7.62,7.62,108.416,68.096,45.96,22.136,,40.287,342.733,,251.831,146.854,22.121,,82.856,8.87,8.87,,,,,84.728,,0.879,69.132,345.429,4.814,4.814,,,,98.207,,,,,58.911,38.417,103.021,448.45,0.0,135.545,0.683,134.862,-338.364,1197.003,42.207,1036.391,8.732,1045.123,1493.573,
10/01/2011,1536.19,239.575,231.155,8.42,273.272,273.272,0.0,511.683,40.903,5.916,393.546,71.318,125.394,,1.448,,78.518,1149.924,264.724,477.909,-213.185,7.31,7.31,114.232,66.306,44.426,21.88,,46.478,386.266,,345.831,163.75,22.375,,159.706,10.57,10.57,,,,,5.423,,0.748,0.0,361.824,4.304,4.304,,,,102.904,,,,,63.112,39.044,107.208,469.032,0.0,145.395,0.683,144.712,-384.248,1266.612,27.772,1055.531,11.627,1067.158,1536.19,
12/31/2011,1642.922,287.653,287.498,0.155,302.467,302.467,0.0,488.983,37.482,4.764,389.263,57.474,156.299,58.548,0.895,4.875,42.229,1235.402,282.05,499.295,-217.245,7.52,7.52,117.95,65.746,44.054,21.692,,46.434,407.52,,379.065,157.883,16.339,0.0,204.843,9.009,8.308,0.701,0.701,,,3.204,0.0,0.382,0.0,391.278,15.372,6.236,9.136,9.136,,119.426,0.0,,,,86.328,32.716,134.798,526.076,0.0,149.927,0.684,149.243,-450.7,1384.522,22.18,1105.929,10.917,1116.846,1642.922,
03/31/2012,1571.36,260.684,260.478,0.206,223.297,223.297,0.0,512.087,42.085,2.645,417.617,49.74,161.226,,0.41,,107.959,1157.294,289.359,517.42,-228.061,7.666,7.666,117.041,66.345,44.779,21.566,,50.286,414.066,,281.495,118.705,15.504,,147.286,12.854,12.854,,,,,2.366,,0.302,0.0,296.715,7.738,7.738,,,,134.484,,,,,90.361,43.821,142.222,438.937,0.0,130.173,0.618,129.555,0.0,961.235,30.952,1122.36,10.063,1132.423,1571.36,
06/30/2012,1709.508,139.021,138.836,0.185,226.405,226.405,0.0,524.446,46.827,4.663,416.001,56.955,160.711,,0.79,4.821,106.591,1050.583,301.469,537.672,-236.203,7.682,7.682,349.774,294.16,181.435,112.725,,50.003,658.925,,253.743,131.726,21.394,,100.623,7.236,7.236,,,,,63.142,,0.129,61.907,324.121,105.88,100.68,5.2,5.2,,134.69,,,,,88.323,46.238,240.57,564.691,0.0,134.779,0.613,134.166,0.0,979.647,17.507,1131.933,12.884,1144.817,1709.508,
09/29/2012,1851.075,143.018,142.837,0.181,290.738,290.738,0.0,589.045,39.322,3.319,546.404,0.0,152.474,,0.208,4.881,100.04,1175.275,318.172,568.352,-250.18,8.068,8.068,349.56,294.496,182.681,111.815,,49.975,675.8,,376.316,144.591,57.945,,173.78,5.953,5.953,,,,,3.571,,0.769,0.0,385.84,178.892,172.592,6.3,6.3,,123.268,,,,,89.099,33.4,302.16,688.0,,140.51,0.603,139.907,0.0,979.136,27.769,1147.415,15.66,1163.075,1851.075,
12/29/2012,1841.989,177.236,177.236,0.0,363.456,363.456,0.0,506.314,62.731,8.071,435.512,0.0,97.106,52.832,0.24,6.536,7.7,1144.112,335.446,597.487,-262.041,6.965,6.965,355.466,295.519,184.793,110.726,,53.171,697.877,,399.424,149.561,31.265,0.0,218.598,2.794,1.699,1.095,1.095,,,4.56,0.0,0.582,0.0,406.778,75.14,66.781,8.359,8.359,,119.607,0.0,,,,79.756,39.269,194.747,601.525,0.0,138.693,0.596,138.097,0.0,1066.082,28.76,1233.535,6.929,1240.464,1841.989,
03/30/2013,1856.569,241.452,241.396,0.056,272.86,272.86,0.0,520.306,60.566,6.757,452.983,0.0,113.04,,1.064,6.492,73.984,1147.658,329.223,598.634,-269.411,0.0,0.0,379.688,320.984,201.356,119.628,,51.148,708.911,,311.012,124.859,18.307,,167.846,1.6,1.6,,,,,1.706,,0.013,0.0,314.318,151.129,145.129,6.0,6.0,,145.768,,,,,87.292,58.463,296.897,611.215,0.0,140.675,0.592,140.083,0.0,1083.717,12.243,1236.635,8.719,1245.354,1856.569,
06/29/2013,1989.367,313.352,313.308,0.044,257.668,257.668,0.0,582.114,54.874,10.848,516.392,0.0,121.18,,0.688,6.41,82.602,1274.314,334.46,617.731,-283.271,0.024,0.024,380.569,321.034,202.205,118.829,,52.437,715.053,,346.887,144.661,19.166,,183.06,1.567,1.567,,,,,1.426,,0.057,0.0,349.88,339.434,333.534,5.9,5.9,,145.988,,,,,85.43,60.501,485.422,835.302,0.0,145.743,0.576,145.167,0.0,984.768,16.814,1147.325,6.74,1154.065,1989.367,
09/28/2013,2090.191,228.899,228.899,0.0,360.58,360.58,0.0,656.585,49.658,9.6,597.327,0.0,109.386,,0.049,6.149,71.466,1355.45,351.626,653.702,-302.076,0.025,0.025,383.09,322.691,204.975,117.716,,54.201,734.741,,415.561,164.541,32.68,,218.34,14.567,13.667,0.9,0.9,,,7.076,,1.849,0.0,437.204,468.369,462.169,6.2,6.2,,145.816,,,,,81.724,62.243,614.185,1051.389,0.0,150.462,0.556,149.906,0.0,848.002,30.958,1029.422,9.38,1038.802,2090.191,
12/28/2013,2230.414,320.479,320.479,0.0,454.762,454.762,0.0,570.719,56.275,14.017,500.427,0.0,133.502,75.614,4.526,10.044,7.613,1479.462,355.666,670.453,-314.787,0.0,,395.286,323.719,206.954,116.765,,56.997,750.952,,468.029,165.433,26.747,0.0,275.849,13.443,12.391,1.052,1.052,,,10.434,0.0,2.256,0.0,491.906,494.711,486.919,7.792,7.792,,168.43,0.0,,,,98.168,68.006,663.141,1155.047,0.0,154.923,0.547,154.376,0.0,877.063,36.691,1068.677,6.69,1075.367,2230.414,
04/05/2014,2114.328,303.418,303.418,0.0,290.089,290.089,0.0,601.862,53.805,7.704,540.353,0.0,171.028,,3.876,10.104,121.898,1366.397,356.755,688.052,-331.297,0.0,,391.176,322.135,206.665,115.47,,55.061,747.931,,368.209,144.411,28.827,,194.971,13.6,13.6,,,,,8.476,,1.507,0.0,390.285,528.345,528.345,,,,170.487,,,,,97.748,71.232,698.832,1089.117,0.0,158.424,0.538,157.886,0.0,826.865,35.805,1021.094,4.117,1025.211,2114.328,
07/05/2014,2160.586,272.642,272.642,0.0,304.621,304.621,0.0,664.185,60.74,14.897,588.548,0.0,168.577,,3.361,10.152,120.138,1410.025,359.917,705.719,-345.802,0.0,,390.644,320.43,206.365,114.065,,56.701,750.561,,412.693,176.983,21.046,,214.664,13.652,13.652,,,,,7.352,,1.221,0.0,433.697,533.174,533.174,,,,178.048,,,,,97.437,79.39,711.222,1144.919,0.0,162.959,0.532,162.427,0.0,812.824,33.385,1009.168,6.499,1015.667,2160.586,
10/04/2014,2236.853,218.095,218.095,0.0,395.837,395.837,0.0,695.199,47.954,9.609,637.636,0.0,186.365,,5.885,9.45,128.096,1495.496,354.924,710.213,-355.289,0.0,,386.433,313.082,200.973,112.109,,58.016,741.357,,475.243,196.788,38.817,,239.638,15.2,15.2,,,,,2.58,,0.496,0.0,493.023,607.89,607.89,,,,174.691,,,,,98.061,76.134,782.581,1275.604,0.0,167.181,0.519,166.662,0.0,783.207,1.679,952.067,9.182,961.249,2236.853,
01/03/2015,2177.46,276.261,276.261,0.0,430.498,430.498,0.0,597.281,48.797,13.719,534.765,0.0,150.532,109.496,3.526,16.568,15.169,1454.572,345.606,705.797,-360.191,0.023,0.023,377.259,308.195,197.728,110.467,,48.97,722.888,,427.505,159.267,26.626,0.0,241.612,16.646,15.607,1.039,1.039,,,2.157,0.0,0.357,0.0,446.308,609.666,603.86,5.806,5.806,,137.685,0.0,,,,62.282,75.046,747.351,1193.659,0.0,172.177,0.508,171.669,0.0,822.093,-16.41,977.86,5.941,983.801,2177.46,
04/04/2015,2043.465,236.843,236.843,0.0,266.139,266.139,0.0,630.59,42.27,10.805,577.515,0.0,211.752,,1.498,7.581,145.365,1345.324,331.665,694.925,-363.26,0.0,,366.476,307.554,196.04,111.514,,49.843,698.141,,357.636,154.806,20.844,,181.986,18.471,18.471,,,,,7.432,,0.932,0.0,383.539,626.373,626.373,,,,153.292,,,,,79.081,73.279,779.665,1163.204,0.0,174.696,0.495,174.201,0.0,746.081,-49.855,870.922,9.339,880.261,2043.465,
07/04/2015,2059.441,249.864,249.864,0.0,254.517,254.517,0.0,669.334,58.942,9.352,601.04,0.0,192.624,,1.407,7.617,134.781,1366.339,329.16,706.942,-377.782,0.0,,363.942,308.532,197.741,110.791,,46.386,693.102,,359.631,161.38,15.301,,182.95,20.288,20.288,,,,,1.991,,0.412,0.0,381.91,674.445,674.445,,,,158.684,,,,,87.395,70.877,833.129,1215.039,0.0,179.116,0.483,178.633,0.0,698.372,-44.542,832.946,11.456,844.402,2059.441,
10/03/2015,2254.877,301.569,301.569,0.0,330.396,330.396,0.0,746.343,54.154,8.791,683.398,0.0,186.726,,1.356,7.546,131.83,1565.034,330.42,717.742,-387.322,0.0,,359.423,306.439,197.252,109.187,,44.082,689.843,,408.354,180.698,13.428,,214.228,21.722,21.722,,,,,3.456,,1.298,0.0,433.532,785.706,785.706,,,,151.997,,,,,87.645,63.054,937.703,1371.235,0.0,183.455,0.481,182.974,0.0,743.572,-57.235,869.792,13.85,883.642,2254.877,
01/02/2016,2355.661,289.275,289.275,0.0,370.761,370.761,0.0,625.344,49.539,12.213,563.592,0.0,157.29,93.442,3.096,18.602,50.497,1442.67,326.37,724.438,-398.068,2.396,2.396,584.225,521.131,359.394,161.737,,41.396,912.991,,464.549,208.083,8.497,0.0,247.969,23.159,0.0,1.3,1.3,,21.859,1.821,0.0,0.378,0.0,489.529,785.076,779.733,5.343,5.343,,148.513,0.0,,,,75.165,72.97,933.589,1423.118,0.0,187.937,0.481,187.456,0.0,813.957,-80.506,921.388,11.155,932.543,2355.661,
04/02/2016,2260.264,306.75,306.75,0.0,236.792,236.792,0.0,630.004,60.129,9.757,560.118,0.0,166.956,,0.974,21.483,162.122,1340.502,332.367,752.863,-420.496,2.397,2.397,584.998,521.048,362.657,158.391,,41.493,919.762,,340.238,159.852,2.805,,177.581,23.288,23.288,,,,,9.371,,3.822,0.0,372.897,799.939,799.939,,,,142.995,,,,,68.437,70.736,942.934,1315.831,0.0,192.664,0.481,192.183,0.0,815.558,-72.003,936.219,8.214,944.433,2260.264,
07/02/2016,2226.538,231.836,231.836,0.0,257.053,257.053,0.0,661.748,67.408,10.762,583.578,0.0,161.723,,2.845,22.131,151.014,1312.36,328.004,758.765,-430.761,2.397,2.397,583.777,518.841,364.158,154.683,,39.96,914.178,,377.673,195.259,0.249,,182.165,26.302,26.302,,,,,7.726,,2.921,0.0,411.701,708.664,708.664,,,,150.659,,,,,70.692,77.046,859.323,1271.024,0.0,201.65,0.481,201.169,0.0,820.771,-77.172,945.249,10.265,955.514,2226.538,
10/01/2016,2257.61,235.952,235.952,0.0,321.289,321.289,0.0,699.648,74.535,10.353,614.76,0.0,132.731,,2.083,21.283,122.864,1389.62,290.757,712.883,-422.126,2.397,2.397,574.836,515.77,364.647,151.123,,35.7,867.99,,391.045,193.56,0.0,,197.485,26.382,26.382,,,,,6.709,,1.759,0.0,424.136,697.409,697.409,,,,151.146,,,,,60.693,88.694,848.555,1272.691,0.0,208.684,0.481,208.203,0.0,838.127,-74.15,972.661,12.258,984.919,2257.61,
12/31/2016,2186.897,297.33,297.33,0.0,375.52,375.52,0.0,542.487,49.438,12.345,480.704,0.0,131.953,91.671,5.721,23.061,16.994,1347.29,273.851,688.612,-414.761,2.078,2.078,563.678,502.387,355.263,147.124,,32.509,839.607,,382.906,163.644,16.099,0.0,203.163,26.368,0.0,1.4,1.4,,24.968,5.311,0.0,0.268,0.0,414.585,609.961,605.943,4.018,4.018,,146.913,0.0,,,,55.877,90.768,756.874,1171.459,0.0,213.835,0.483,213.352,0.0,887.825,-95.424,1006.236,9.202,1015.438,2186.897,
04/01/2017,2101.718,320.748,320.748,0.0,245.311,245.311,0.0,571.507,54.865,11.252,505.39,0.0,142.765,,2.194,25.11,128.175,1280.331,260.439,687.719,-427.28,2.078,2.078,558.87,499.839,356.353,143.486,,31.727,821.387,,356.076,151.225,12.376,,192.475,26.386,26.386,,,,,4.253,,0.555,0.0,386.715,589.74,589.74,,,,142.949,,,,,51.863,90.531,732.689,1119.404,0.0,219.289,0.485,218.804,0.0,839.639,-87.03,971.898,10.416,982.314,2101.718,
07/01/2017,1775.972,319.824,319.824,0.0,240.401,240.401,0.0,618.07,67.307,16.719,534.044,0.0,126.488,,0.268,83.844,122.222,1304.783,255.778,695.933,-440.155,0.5,0.5,214.911,92.516,0.0,92.516,,38.283,471.189,,372.121,163.538,19.361,,189.222,32.719,32.719,,,,,9.26,,3.464,0.0,414.1,613.58,613.58,,,,93.478,,,,,0.507,89.507,707.058,1121.158,0.0,228.263,0.485,227.778,0.0,494.927,-80.161,643.029,11.785,654.814,1775.972,
09/30/2017,1750.372,166.922,166.922,0.0,310.895,310.895,0.0,682.986,60.258,9.471,613.257,0.0,125.533,,0.448,98.374,122.642,1286.336,243.448,697.342,-453.894,0.5,0.5,220.088,89.543,0.0,89.543,,31.723,464.036,,498.073,248.824,13.077,,236.172,40.209,40.209,,,,,15.231,,4.557,0.0,553.513,444.303,444.303,,,,99.558,,,,,0.5,94.501,543.861,1097.374,0.0,236.475,0.485,235.99,0.0,489.528,-84.71,641.293,11.705,652.998,1750.372,
12/30/2017,1658.372,231.244,231.244,0.0,367.013,367.013,0.0,573.788,52.837,15.983,504.968,0.0,118.943,81.586,0.147,27.112,34.871,1290.988,219.742,651.656,-431.914,0.5,0.5,147.142,86.732,0.0,86.732,,33.151,367.384,,491.784,204.981,17.66,0.0,269.143,2.144,0.0,1.2,1.2,,0.944,15.16,0.0,2.725,0.0,509.088,443.942,440.299,3.643,3.643,,124.395,0.0,0.0,0.0,0.0,1.096,120.574,568.337,1077.425,0.0,242.749,0.486,242.263,0.0,409.653,-76.269,576.133,4.814,580.947,1658.372,
03/31/2018,1515.671,229.863,229.863,0.0,234.164,234.164,0.0,530.706,30.93,7.511,492.265,0.0,161.691,,0.157,31.663,159.95,1156.424,208.477,655.927,-447.45,0.5,0.5,150.27,83.88,,83.88,,34.57,359.247,,379.39,133.734,11.318,,234.338,127.103,127.103,,,,,17.404,,2.652,0.0,523.897,335.536,335.536,,,,129.683,,,,,2.738,124.293,465.219,989.116,0.0,251.735,0.489,251.246,0.0,334.838,-65.125,521.448,5.107,526.555,1515.671,
06/30/2018,1406.201,241.797,241.797,0.0,204.651,204.651,0.0,497.814,32.7,11.374,453.74,0.0,125.0,,0.916,27.702,119.801,1069.262,200.113,645.798,-445.685,0.5,0.5,136.326,74.261,0.0,74.261,,33.447,336.939,,375.755,139.464,12.341,,223.95,127.721,127.721,,,,,4.029,,0.046,0.0,507.505,268.367,268.367,,,,113.482,,,,,2.464,110.972,381.849,889.354,0.0,257.762,0.493,257.269,0.0,327.038,-69.832,514.968,1.879,516.847,1406.201,
09/29/2018,1469.531,236.103,236.103,0.0,261.678,261.678,0.0,521.311,32.014,5.924,483.373,0.0,129.41,,,27.331,129.41,1148.502,190.644,644.109,-453.465,0.5,0.5,129.885,38.852,,38.852,,63.702,321.029,,443.201,159.401,27.525,,256.275,127.977,127.977,,,,,0.0,,,0.0,571.178,269.134,269.134,,,,99.638,,,,,2.45,97.188,368.772,939.95,0.0,263.249,0.494,262.755,,332.044,-68.508,526.785,2.796,529.581,1469.531,
12/29/2018,1575.198,403.373,403.373,0.0,328.022,328.022,0.0,377.622,28.183,9.458,339.981,0.0,149.552,95.453,0.453,23.695,44.867,1258.569,183.203,636.522,-453.319,0.5,0.5,132.926,68.267,0.0,68.267,,40.511,316.629,,479.306,169.561,28.462,0.0,281.283,126.427,0.0,1.0,1.0,,125.427,0.07,0.0,0.66,0.0,605.803,269.788,267.331,2.457,2.457,,110.976,0.0,0.0,0.0,0.0,2.439,107.877,380.764,986.567,0.0,268.608,0.495,268.113,0.0,381.626,-64.691,585.543,3.088,588.631,1575.198,
03/30/2019,1589.891,271.442,271.442,0.0,199.898,199.898,0.0,384.069,30.19,6.1,347.779,0.0,133.106,,0.35,28.407,124.069,988.515,484.66,940.017,-455.357,0.5,0.5,116.216,48.068,,48.068,,39.391,601.376,,360.668,138.278,29.025,0.0,193.365,135.063,64.924,70.139,0.967,69.172,,0.796,0.0,0.124,0.0,496.527,472.748,158.937,313.811,2.193,311.618,71.39,0.0,0.0,0.0,0.0,2.563,68.703,544.138,1040.665,0.0,273.932,0.498,273.434,0.0,339.916,-68.19,545.658,3.568,549.226,1589.891,
06/29/2019,1608.203,226.596,226.596,0.0,204.181,204.181,0.0,460.332,35.603,8.764,415.965,0.0,124.44,,0.121,34.274,118.701,1015.549,470.583,935.375,-464.792,0.5,0.5,121.571,46.422,0.0,46.422,,40.754,592.654,,393.12,178.508,31.386,,183.226,133.13,65.394,67.736,0.979,66.757,,1.336,,0.316,0.0,527.586,470.416,159.905,310.511,2.053,308.458,70.563,,,,,2.586,67.661,540.979,1068.565,0.0,276.893,0.505,276.388,0.0,332.605,-70.339,539.159,0.479,539.638,1608.203,
09/28/2019,1640.643,147.482,147.482,0.0,247.553,247.553,0.0,570.331,34.165,8.37,527.796,0.0,126.35,,0.541,32.869,117.135,1091.716,447.122,915.359,-468.237,0.5,0.5,101.305,27.966,,27.966,,39.929,548.927,,438.758,192.96,29.27,,216.528,90.348,20.879,69.469,0.986,68.483,,0.028,,0.349,0.0,529.134,530.763,240.448,290.315,1.689,288.626,70.874,,,,,2.517,68.008,601.637,1130.771,0.0,281.294,0.505,280.789,0.0,306.67,-78.705,509.259,0.613,509.872,1640.643,
12/28/2019,1604.732,200.218,200.218,0.0,289.744,289.744,0.0,452.278,35.626,11.034,405.618,0.0,117.218,67.98,0.021,38.275,45.911,1059.458,439.666,904.579,-464.913,0.5,0.5,105.108,26.879,0.0,26.879,,39.933,545.274,,463.947,172.191,51.573,0.0,240.183,95.066,0.0,69.849,1.011,68.838,25.217,0.167,0.0,1.657,0.0,559.18,467.485,177.328,290.157,1.468,288.689,74.226,0.0,0.0,0.0,0.0,2.097,70.472,541.711,1100.891,0.0,283.876,0.505,283.371,0.0,299.793,-80.615,503.054,0.787,503.841,1604.732,
04/04/2020,1532.586,245.427,245.427,0.0,153.397,153.397,0.0,439.707,25.72,13.198,400.789,0.0,128.607,,0.531,35.271,116.853,967.138,407.779,863.953,-456.174,0.327,0.327,157.342,22.405,,22.405,,99.135,565.448,,371.283,132.73,18.355,,220.198,91.916,20.167,71.749,0.91,70.839,,0.03,,0.243,0.0,463.229,579.578,297.267,282.311,1.214,281.097,73.406,,,,,2.057,71.106,652.984,1116.213,0.0,286.803,0.506,286.297,0.0,214.212,-85.566,415.449,0.924,416.373,1532.586,
07/04/2020,1451.329,277.561,277.561,0.0,130.083,130.083,0.0,375.906,27.759,3.101,345.046,0.0,98.123,,0.0,37.234,95.107,881.673,387.218,854.696,-467.478,0.327,0.327,182.111,20.795,,20.795,,124.082,569.656,,370.817,127.927,18.823,,224.067,92.921,24.149,68.772,1.017,67.755,,0.0,,0.16,0.0,463.738,513.976,242.897,271.079,1.023,270.056,77.052,,,,,2.103,74.789,591.028,1054.766,0.0,289.154,0.513,288.641,0.0,191.669,-84.767,396.056,0.507,396.563,1451.329,
