Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2012,752.165,752.165,-313.06,313.06,439.105,0.0,-280.418,203.515,,77.51,-0.607,158.687,-68.282,58.216,59.026,-0.81,11.761,-1.695,90.405,-48.964,41.441,2.524,2.524,0.0,38.917,-0.862,38.055,0.0,0.0,38.055,39.53445,-1.04455,200.005436,0.18842,0.20555,0.197667,201.097144,0.18842,0.20555,0.197667,
09/30/2012,748.125,748.125,-310.344,310.344,437.781,0.0,-283.815,204.498,,80.944,-1.627,153.966,-69.127,61.381,61.977,-0.596,-1.131,8.877,84.839,-31.12,53.719,-0.032,-0.032,0.0,53.751,-0.942,52.809,0.0,0.0,52.809,58.62765,5.85065,200.565885,0.265502,0.265502,0.292311,202.049906,0.265502,0.265502,0.292311,
12/31/2012,758.467,758.467,-338.411,338.411,420.056,0.0,-317.495,231.698,,79.882,5.915,102.561,-65.772,64.218,64.685,-0.467,,1.554,36.789,-9.529,27.26,1.074,1.074,0.0,26.186,-0.692,25.494,0.0,0.0,25.494,32.02701,5.45901,193.044791,0.130556,0.137626,0.165904,195.130493,0.130556,0.136059,0.164036,
03/31/2013,747.031,747.031,-321.076,321.076,425.955,0.0,-303.113,223.451,,80.201,-0.539,122.842,-65.921,63.182,63.407,-0.225,3.565,-0.826,56.921,-38.571,18.35,-2.184,-2.184,0.0,20.534,-1.148,19.386,0.0,0.0,19.386,16.85165,-0.35035,203.973008,0.093254,0.083929,0.082617,206.007237,0.093254,0.083929,0.082228,
06/30/2013,754.396,754.396,-321.056,321.056,433.34,0.0,-301.796,224.531,,78.928,-1.663,131.544,-78.264,62.989,63.807,-0.818,16.366,-1.091,53.28,-25.94,27.34,0.098,0.098,0.0,27.242,-0.876,26.366,0.0,0.0,26.366,-186.81695,-213.28095,204.627136,0.130556,0.130556,-0.912962,206.499441,0.130556,0.130556,-0.912962,
09/30/2013,755.314,755.314,-310.665,310.665,444.649,0.0,-304.691,225.205,,79.659,-0.173,139.958,-110.438,64.485,65.56,-1.075,2.612,43.341,29.52,-24.19,5.33,0.571,0.571,0.0,4.759,-0.91,3.849,0.0,0.0,3.849,34.96285,30.54285,205.172957,0.018651,0.021543,0.170407,206.176667,0.018651,0.02142,0.169559,
12/31/2013,768.207,768.207,-336.081,336.081,432.126,0.0,-335.051,250.844,,83.249,0.958,97.075,-74.753,63.518,65.608,-2.09,13.658,-2.423,22.322,26.017,48.339,0.684,0.684,0.0,47.655,-0.596,47.059,0.0,0.0,47.059,61.341,13.598,205.466778,0.233135,0.233135,0.298544,206.638846,0.22381,0.233135,0.298544,
03/31/2014,770.126,770.126,-335.145,335.145,434.981,0.0,-302.365,214.78,,86.433,1.152,132.616,-60.161,62.312,63.838,-1.526,6.438,-8.589,72.455,-29.734,42.721,0.61222,0.61222,0.0,42.10878,-0.442,41.66678,0.0,0.0,41.66678,37.13605,-5.14295,205.759527,0.205159,0.205159,0.180483,207.035611,0.205159,0.205159,0.180318,
06/30/2014,786.892,786.892,-336.961,336.961,449.931,0.0,-302.641,213.807,,88.941,-0.107,147.29,-57.363,62.201,63.579,-1.378,-4.347,-0.491,89.927,182.775,272.702,0.326,0.326,0.0,272.376,-0.739,271.637,0.0,0.0,271.637,42.5312,-229.4318,206.297842,1.314881,1.324207,0.206164,207.525671,1.305556,1.314881,0.206164,
09/30/2014,782.697,782.697,-335.506,335.506,447.191,0.0,-305.715,216.337,,89.194,0.184,141.476,-85.728,63.22,64.378,-1.158,23.5,-0.992,55.748,-54.89,0.858,0.0,0.0,0.0,0.858,-0.792,0.066,0.0,0.0,0.066,18.0206,17.9546,193.36,0.0,0.0,0.093197,194.905,0.0,0.0,0.09212,
12/31/2014,777.978,777.978,-337.024,337.024,440.954,0.0,-313.059,224.648,,88.575,-0.164,127.895,-114.345,72.984,72.984,0.0,32.725,8.636,13.55,-0.876,12.674,-0.729,-0.729,0.0,13.403,-0.654,12.749,0.0,0.0,12.749,22.6449,10.6249,203.489,0.06,0.06,0.111283,205.494,0.06,0.06,0.111283,
03/31/2015,749.286,749.286,-321.654,321.654,427.632,0.0,-282.698,196.414,,85.951,0.333,144.934,-87.247,64.898,65.712,-0.814,22.266,0.083,57.687,-15.948,41.739,0.00019,0.00019,0.0,41.73881,-0.643,41.096,0.0,0.0,41.096,41.31245,0.21645,210.237,0.2,0.2,0.196504,212.249,0.19,0.2,0.196504,
06/30/2015,759.734,759.734,-326.283,326.283,433.451,0.0,-303.949,215.885,,87.549,0.515,129.502,-68.091,66.087,66.918,-0.831,1.656,0.348,61.411,-7.404,54.007,0.0,0.0,0.0,54.007,-0.677,53.33,0.0,0.0,53.33,57.34505,4.01505,210.699,0.25,0.26,0.272166,212.077,0.25,0.25,0.268932,
09/30/2015,746.529,746.529,-317.663,317.663,428.866,0.0,-302.044,215.693,,86.492,-0.141,126.822,-99.531,65.135,66.267,-1.132,32.539,1.857,27.291,-3.774,23.517,0.0,0.0,0.0,23.517,-0.407,23.11,0.0,0.0,23.11,39.0324,15.9224,210.912,0.11,0.11,0.185065,211.917,0.11,0.11,0.185065,
12/31/2015,752.427,752.427,-324.425,324.425,428.002,0.0,-304.733,216.968,0.0,85.472,2.293,123.269,-106.742,67.751,68.958,-1.207,14.39,24.601,16.527,-10.587,5.94,0.0,0.0,0.0,5.94,-0.235,5.705,0.0,0.0,5.705,47.68972,41.98472,211.21,0.03,0.03,0.225793,212.232,0.03,0.03,0.225793,
03/31/2016,750.69,750.69,-326.105,326.105,424.585,0.0,-294.519,207.766,,87.204,-0.451,130.066,-55.125,67.062,68.349,-1.287,-12.542,0.605,74.941,-11.9,63.041,0.0,0.0,0.0,63.041,-0.267,62.774,0.0,0.0,62.774,74.3934,11.6194,211.526,0.3,0.3,0.351699,212.471,0.3,0.3,0.351699,
