Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
04/14/2013,3027.0,3027.0,-1926.0,1926.0,1101.0,0.0,-873.0,91.0,91.0,782.0,228.0,3.0,,,-3.0,,0.0,231.0,-89.0,142.0,0.0,0.0,0.0,142.0,0.0,142.0,0.0,0.0,142.0,142.0,0.0,370.5,0.38,0.38,0.38,373.7,0.38,0.38,0.38,
07/07/2013,3058.0,3058.0,-1939.0,1939.0,1119.0,0.0,-891.0,95.0,95.0,796.0,228.0,2.0,,,-2.0,,0.0,230.0,-88.0,142.0,0.0,0.0,0.0,142.0,0.0,142.0,0.0,0.0,142.0,142.0,0.0,371.4,0.38,0.38,0.38,374.6,0.38,0.38,0.38,
09/29/2013,2976.0,2976.0,-1915.0,1915.0,1061.0,0.0,-869.0,95.0,95.0,774.0,192.0,3.0,,,-3.0,,0.0,195.0,-74.0,121.0,0.0,0.0,0.0,121.0,0.0,121.0,0.0,0.0,121.0,121.0,0.0,372.3,0.33,0.33,0.33,375.6,0.32,0.32,0.32,
01/19/2014,4239.0,4239.0,-2754.0,2754.0,1485.0,0.0,-1230.0,1209.0,,21.0,255.0,4.0,,,-4.0,,0.0,259.0,-101.0,158.0,0.0,0.0,0.0,158.0,0.0,158.0,0.0,0.0,158.0,158.0,0.0,372.3,0.42,0.42,0.42,375.8,0.42,0.42,0.42,
04/13/2014,3322.0,3322.0,-2131.0,2131.0,1191.0,0.0,-960.0,947.0,,13.0,231.0,2.0,,,-2.0,,0.0,233.0,-91.0,142.0,0.0,0.0,0.0,142.0,0.0,142.0,0.0,0.0,142.0,142.0,0.0,371.5,0.38,0.38,0.38,374.5,0.38,0.38,0.38,
07/06/2014,3377.0,3377.0,-2163.0,2163.0,1214.0,0.0,-971.0,951.0,,20.0,243.0,4.0,,,-4.0,,0.0,247.0,-96.0,151.0,0.0,0.0,0.0,151.0,0.0,151.0,0.0,0.0,151.0,151.0,0.0,365.0,0.41,0.41,0.41,367.2,0.41,0.41,0.41,
09/28/2014,3256.0,3256.0,-2102.0,2102.0,1154.0,0.0,-949.0,925.0,,24.0,205.0,2.0,,0.0,-2.0,,0.0,207.0,-79.0,128.0,0.0,0.0,0.0,128.0,0.0,128.0,0.0,0.0,128.0,128.65,0.65,360.7,0.35,0.35,0.356668,362.6,0.35,0.35,0.351793,
01/18/2015,4671.0,4671.0,-3045.0,3045.0,1626.0,0.0,-1355.0,1330.0,,25.0,271.0,3.0,,0.0,-3.0,,0.0,274.0,-107.0,167.0,0.0,0.0,0.0,167.0,0.0,167.0,0.0,0.0,167.0,167.0,0.0,359.9,0.46,0.46,0.46,362.2,0.46,0.46,0.46,
04/12/2015,3647.0,3647.0,-2337.0,2337.0,1310.0,0.0,-1055.0,1029.0,,26.0,255.0,4.0,,0.0,-4.0,,0.0,259.0,-101.0,158.0,0.0,0.0,0.0,158.0,0.0,158.0,0.0,0.0,158.0,158.0,0.0,360.2,0.44,0.44,0.44,363.7,0.44,0.44,0.44,
07/05/2015,3632.0,3632.0,-2339.0,2339.0,1293.0,0.0,-1046.0,1032.0,,14.0,247.0,5.0,,0.0,-5.0,,0.0,252.0,-98.0,154.0,0.0,0.0,0.0,154.0,0.0,154.0,0.0,0.0,154.0,154.0,0.0,358.5,0.43,0.43,0.43,360.5,0.43,0.43,0.43,
09/27/2015,3438.0,3438.0,-2252.0,2252.0,1186.0,0.0,-1098.0,1080.0,,18.0,88.0,4.0,,0.0,-4.0,,0.0,92.0,-36.0,56.0,0.0,0.0,0.0,56.0,0.0,56.0,0.0,0.0,56.0,109.3,53.3,,,,,,,,,
01/17/2016,4829.0,4829.0,-3188.0,3188.0,1641.0,0.0,-1389.0,1373.0,,16.0,252.0,-3.0,,7.0,-4.0,,0.0,249.0,-92.0,157.0,0.0,0.0,0.0,157.0,0.0,157.0,0.0,0.0,157.0,177.15,20.15,337.0,0.47,0.47,0.525668,338.2,0.46,0.46,0.51958,
04/10/2016,3696.0,3696.0,-2406.0,2406.0,1290.0,0.0,-1049.0,1028.0,,21.0,241.0,-6.0,,11.0,-5.0,,0.0,235.0,-93.0,142.0,0.0,0.0,0.0,142.0,0.0,142.0,0.0,0.0,142.0,142.0,0.0,324.7,0.44,0.44,0.44,325.4,0.44,0.44,0.44,
07/03/2016,3703.0,3703.0,-2417.0,2417.0,1286.0,0.0,-1077.0,1057.0,,20.0,209.0,-13.0,,12.0,1.0,,0.0,196.0,-76.0,120.0,0.0,0.0,0.0,120.0,0.0,120.0,0.0,0.0,120.0,120.0,0.0,320.6,0.37,0.37,0.37,321.2,0.37,0.37,0.37,
09/25/2016,3497.0,3497.0,-2303.0,2303.0,1194.0,0.0,-1039.0,1019.0,,20.0,155.0,-8.0,,11.0,-3.0,,0.0,147.0,-59.0,88.0,0.0,0.0,0.0,88.0,0.0,88.0,0.0,0.0,88.0,91.25,3.25,,,,,,,,,
01/15/2017,4918.0,4918.0,-3268.0,3268.0,1650.0,0.0,-1479.0,1417.0,,62.0,171.0,-15.0,,15.0,0.0,,0.0,156.0,-61.0,95.0,0.0,0.0,0.0,95.0,0.0,95.0,0.0,0.0,95.0,103.0,8.0,318.2,0.3,0.3,0.323696,318.7,0.3,0.3,0.323696,
04/09/2017,3737.0,3737.0,-2463.0,2463.0,1274.0,0.0,-1103.0,1057.0,,46.0,171.0,-9.0,,11.0,-2.0,,0.0,162.0,-63.0,99.0,0.0,0.0,0.0,99.0,0.0,99.0,0.0,0.0,99.0,99.0,0.0,318.5,0.31,0.31,0.31,318.9,0.31,0.31,0.31,
07/02/2017,3725.0,3725.0,-2457.0,2457.0,1268.0,0.0,-1088.0,1072.0,,16.0,180.0,-7.0,,11.0,-4.0,,0.0,173.0,-67.0,106.0,0.0,0.0,0.0,106.0,0.0,106.0,0.0,0.0,106.0,106.0,0.0,319.4,0.33,0.33,0.33,320.3,0.33,0.33,0.33,
09/24/2017,3650.0,3650.0,-2445.0,2445.0,1205.0,0.0,-1268.0,1084.0,,184.0,-63.0,-11.0,,12.0,-1.0,,0.0,-74.0,19.0,-55.0,0.0,0.0,0.0,-55.0,0.0,-55.0,0.0,0.0,-55.0,44.45,99.45,,,,,,,,,
12/31/2017,5027.0,,,,1672.4829,,,,,,214.333,,,,,,,196.4,,121.667,,,,,,121.667,,,121.667,121.667,,,0.399,0.399,0.399,,0.399,0.399,0.399,
03/31/2018,3835.75,,,,1302.7357725,,,,,,201.333,,,,,,,193.8,,117.0,,,,,,117.0,,,117.0,117.0,,,0.385,0.385,0.385,,0.385,0.385,0.385,
