Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Provision for Loan Losses,Non-Cash Items,Gain on Sale of Secs & Loans,Deferred Income Taxes,Stock-Based Compensation,Other Non-Cash Adjustments,Net Ch in Operating Capital,Trading Assets & Liab,Net Ch in Operating Loans,Accrued Interest Receivable,Other Op Assets/Liab,Net Cash From Disc Ops,Cash from Investing Activities,Net Change in Fixed Assets,Disposal of Fixed Assets,Capital Expenditures/Prop Add,Net Change in Investments,Decrease in Investments,Dec in HTM Investments,Dec in AFS Investments,Dec in Other Investments,Increase in Investments,Inc in HTM Investments,Inc in AFS Investments,Inc in Other Investments,Net Ch in Loans & Interbank,Net Ch in Customer Loans,Net Ch in Interbank Assets,Net Ch in Loans,Net Cash from Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Net Ch in Interbank Trans,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Net Change In Deposits,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
12/31/2012,-53.0,130.0,46.0,16.0,164.0,-1.0,89.0,8.0,68.0,-409.0,-13.0,,2.0,-398.0,0.0,-1653.0,-75.0,0.0,-75.0,184.0,1022.0,0.0,1022.0,0.0,-838.0,0.0,-838.0,0.0,-1878.0,-1878.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,2302.0,-28.0,47.0,47.0,0.0,0.0,0.0,-90.0,3.0,-93.0,2379.0,-6.0,0.0,596.0,8.0,34.0,
03/31/2013,259.0,134.0,40.0,16.0,141.0,,29.0,9.0,103.0,-72.0,10.0,,-10.0,-72.0,0.0,958.0,-19.0,0.0,-19.0,-17.0,938.0,0.0,938.0,0.0,-955.0,0.0,-955.0,0.0,971.0,971.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,-154.0,-29.0,-52.0,-52.0,0.0,0.0,0.0,-68.0,6.0,-74.0,0.0,-5.0,0.0,1063.0,1.0,29.0,
06/30/2013,-3.0,143.0,40.0,13.0,-66.0,,-3.0,7.0,-70.0,-133.0,-6.0,,5.0,-132.0,0.0,44.0,-23.0,0.0,-23.0,464.0,864.0,0.0,823.0,41.0,-400.0,0.0,-400.0,0.0,-408.0,-408.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,-1713.0,-32.0,-982.0,73.0,0.0,0.0,-1055.0,-64.0,8.0,-72.0,-636.0,1.0,0.0,-1672.0,21.0,32.0,
09/30/2013,154.0,147.0,33.0,8.0,-22.0,-1.0,-32.0,8.0,3.0,-12.0,11.0,,14.0,-37.0,0.0,1402.0,-28.0,0.0,-28.0,113.0,657.0,0.0,657.0,0.0,-544.0,0.0,-544.0,0.0,1301.0,1301.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1607.0,-31.0,70.0,95.0,0.0,0.0,-25.0,-61.0,11.0,-72.0,1635.0,-6.0,0.0,3163.0,82.0,27.0,
12/31/2013,426.0,117.0,32.0,9.0,2.0,0.0,-14.0,8.0,8.0,266.0,-9.0,,-2.0,277.0,0.0,-1230.0,-32.0,0.0,-32.0,105.0,431.0,0.0,431.0,0.0,-326.0,0.0,-326.0,0.0,-1315.0,-1315.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,167.0,-31.0,27.0,27.0,0.0,0.0,0.0,-62.0,11.0,-73.0,230.0,3.0,0.0,-637.0,11.0,26.0,
03/31/2014,214.0,139.0,31.0,9.0,-1.0,-1.0,-5.0,9.0,-4.0,36.0,5.0,,0.0,31.0,0.0,-1128.0,-16.0,0.0,-16.0,-88.0,411.0,0.0,411.0,0.0,-499.0,0.0,-499.0,0.0,-1026.0,-1026.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,83.0,-31.0,-93.0,-93.0,0.0,0.0,0.0,-49.0,31.0,-80.0,255.0,1.0,0.0,-831.0,,25.0,
06/30/2014,132.0,151.0,35.0,11.0,-65.0,0.0,-8.0,7.0,-64.0,0.0,0.0,,-1.0,1.0,0.0,-1389.0,-15.0,0.0,-15.0,14.0,455.0,0.0,414.0,41.0,-441.0,0.0,-441.0,0.0,-1396.0,-1396.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-469.0,-34.0,-891.0,16.0,0.0,349.0,-1256.0,-50.0,11.0,-61.0,508.0,-2.0,0.0,-1726.0,,25.0,
09/30/2014,219.0,154.0,35.0,5.0,-25.0,1.0,20.0,9.0,-55.0,50.0,-4.0,,-1.0,55.0,0.0,190.0,-7.0,0.0,-7.0,30.0,503.0,0.0,503.0,0.0,-473.0,0.0,-473.0,0.0,168.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3484.0,-36.0,123.0,26.0,0.0,247.0,-150.0,-50.0,9.0,-59.0,3442.0,5.0,0.0,3893.0,44.0,24.0,
12/31/2014,74.0,149.0,35.0,2.0,130.0,0.0,123.0,6.0,1.0,-242.0,12.0,,-2.0,-252.0,0.0,-1416.0,-32.0,0.0,-32.0,-506.0,453.0,0.0,453.0,0.0,-959.0,0.0,-959.0,0.0,-890.0,-890.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,-374.0,-36.0,-86.0,-86.0,0.0,0.0,0.0,-55.0,5.0,-60.0,-192.0,-5.0,0.0,-1716.0,64.0,27.0,
03/31/2015,338.0,134.0,34.0,14.0,3.0,2.0,-21.0,14.0,8.0,153.0,0.0,,-6.0,159.0,0.0,-501.0,-25.0,0.0,-25.0,9.0,496.0,66.0,430.0,0.0,-487.0,0.0,-487.0,0.0,-487.0,-487.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,54.0,-36.0,-36.0,-36.0,0.0,0.0,0.0,-58.0,8.0,-66.0,184.0,0.0,0.0,-109.0,-103.0,19.0,
06/30/2015,56.0,135.0,34.0,47.0,-110.0,0.0,-4.0,7.0,-113.0,-50.0,,,2.0,-52.0,0.0,-923.0,-29.0,0.0,-29.0,-198.0,536.0,87.0,449.0,0.0,-734.0,-166.0,-568.0,0.0,-701.0,-701.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,870.0,-36.0,167.0,-24.0,0.0,497.0,-306.0,-36.0,13.0,-49.0,787.0,-12.0,0.0,3.0,92.0,26.0,
09/30/2015,269.0,136.0,22.0,26.0,-70.0,11.0,-27.0,5.0,-59.0,155.0,,,-5.0,160.0,0.0,401.0,-24.0,0.0,-24.0,-333.0,545.0,91.0,454.0,0.0,-878.0,0.0,-878.0,0.0,752.0,752.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,565.0,-37.0,272.0,53.0,0.0,519.0,-300.0,-57.0,3.0,-60.0,390.0,-3.0,,1235.0,57.0,19.0,
12/31/2015,199.0,116.0,28.0,60.0,5.0,2.0,-19.0,9.0,13.0,-10.0,,,-3.0,-7.0,0.0,-2232.0,-41.0,,-41.0,-1987.0,504.0,80.0,424.0,0.0,-2491.0,-196.0,-2295.0,0.0,-208.0,-208.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,980.0,-38.0,-86.0,-86.0,0.0,0.0,0.0,-64.0,1.0,-65.0,1168.0,0.0,0.0,-1053.0,42.0,30.0,
03/31/2016,248.0,60.0,32.0,148.0,-17.0,2.0,-39.0,20.0,0.0,25.0,0.0,,-4.0,29.0,0.0,-258.0,-27.0,0.0,-27.0,113.0,425.0,75.0,350.0,0.0,-312.0,0.0,-291.0,-21.0,-352.0,-352.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-3135.0,-37.0,491.0,491.0,0.0,0.0,0.0,-51.0,1.0,-52.0,-3537.0,-1.0,0.0,-3145.0,2.0,19.0,
06/30/2016,-4.0,104.0,27.0,49.0,-4.0,2.0,-13.0,5.0,2.0,-180.0,0.0,,-3.0,-177.0,0.0,-1122.0,-27.0,0.0,-27.0,-59.0,500.0,100.0,400.0,0.0,-559.0,0.0,-465.0,-94.0,-1040.0,-1040.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2234.0,-37.0,2298.0,-502.0,0.0,2800.0,0.0,-55.0,11.0,-66.0,28.0,0.0,0.0,1108.0,58.0,32.0,
09/30/2016,158.0,149.0,32.0,16.0,-12.0,3.0,-22.0,5.0,2.0,-27.0,0.0,,-1.0,-26.0,0.0,1073.0,-17.0,0.0,-17.0,-18.0,622.0,113.0,509.0,0.0,-640.0,0.0,-640.0,0.0,1102.0,1102.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2699.0,-38.0,0.0,0.0,0.0,0.0,0.0,-84.0,13.0,-97.0,2823.0,-2.0,,3930.0,51.0,24.0,
12/31/2016,100.0,164.0,30.0,35.0,22.0,1.0,23.0,4.0,-6.0,-151.0,,,-12.0,-139.0,0.0,37.0,-24.0,,-24.0,-95.0,554.0,114.0,440.0,0.0,-649.0,0.0,-649.0,0.0,154.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-959.0,-40.0,-637.0,13.0,0.0,0.0,-650.0,27.0,127.0,-100.0,-312.0,3.0,0.0,-822.0,40.0,36.0,
03/31/2017,404.0,202.0,31.0,16.0,15.0,2.0,,18.0,-5.0,140.0,0.0,,3.0,137.0,0.0,776.0,-12.0,0.0,-12.0,29.0,1728.0,76.0,1652.0,0.0,-1699.0,0.0,-1699.0,0.0,752.0,752.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-79.0,-40.0,16.0,16.0,0.0,0.0,0.0,-49.0,77.0,-126.0,-5.0,-1.0,0.0,1101.0,-1.0,27.0,
06/30/2017,243.0,203.0,29.0,17.0,-17.0,1.0,-18.0,6.0,-6.0,11.0,,,-4.0,15.0,0.0,-1166.0,-15.0,,-15.0,-37.0,455.0,77.0,378.0,0.0,-492.0,0.0,-470.0,-22.0,-1122.0,-1122.0,,,0.0,0.0,0.0,0.0,8.0,-1765.0,-41.0,484.0,500.0,0.0,0.0,-16.0,-126.0,14.0,-140.0,-2079.0,-3.0,,-2688.0,131.0,27.0,
09/30/2017,203.0,226.0,31.0,24.0,-31.0,2.0,-30.0,5.0,-8.0,-47.0,0.0,,-20.0,-27.0,0.0,204.0,-16.0,0.0,-16.0,30.0,536.0,88.0,427.0,21.0,-506.0,0.0,-486.0,-20.0,177.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,166.0,-47.0,-532.0,-32.0,0.0,0.0,-500.0,-131.0,15.0,-146.0,876.0,0.0,0.0,573.0,117.0,35.0,
12/31/2017,235.0,112.0,30.0,17.0,133.0,1.0,127.0,10.0,-5.0,-57.0,,,-12.0,-45.0,0.0,66.0,-26.0,0.0,-26.0,59.0,516.0,78.0,417.0,21.0,-457.0,0.0,-457.0,0.0,18.0,18.0,,,0.0,0.0,0.0,0.0,15.0,-660.0,-52.0,-499.0,-499.0,0.0,0.0,0.0,-136.0,12.0,-148.0,28.0,-1.0,0.0,-359.0,89.0,33.0,
03/31/2018,358.0,281.0,31.0,12.0,27.0,1.0,,24.0,2.0,7.0,0.0,,-26.0,33.0,0.0,-147.0,-20.0,0.0,-20.0,-33.0,449.0,0.0,449.0,0.0,-482.0,0.0,-441.0,-41.0,-98.0,-98.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,780.0,-53.0,1038.0,38.0,0.0,1000.0,0.0,-128.0,40.0,-168.0,-77.0,0.0,0.0,991.0,2.0,40.0,
06/30/2018,258.0,326.0,29.0,-29.0,13.0,0.0,,10.0,3.0,-81.0,0.0,,-12.0,-69.0,0.0,-569.0,-21.0,0.0,-21.0,1.0,451.0,0.0,451.0,0.0,-450.0,0.0,-450.0,0.0,-553.0,-553.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-863.0,-51.0,10.0,10.0,0.0,0.0,0.0,-163.0,6.0,-169.0,-660.0,1.0,0.0,-1174.0,92.0,59.0,
09/30/2018,351.0,318.0,30.0,0.0,44.0,2.0,,7.0,35.0,-41.0,,,2.0,-43.0,0.0,743.0,-24.0,0.0,-24.0,-5.0,1722.0,0.0,1722.0,0.0,-1727.0,0.0,-1727.0,0.0,771.0,771.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-917.0,-57.0,876.0,26.0,0.0,850.0,0.0,-496.0,4.0,-500.0,-1241.0,1.0,0.0,177.0,31.0,73.0,
12/31/2018,649.0,310.0,30.0,16.0,-10.0,19.0,-13.0,7.0,-23.0,303.0,,,-9.0,312.0,0.0,-1183.0,-25.0,0.0,-25.0,1.0,415.0,0.0,415.0,0.0,-414.0,0.0,-414.0,0.0,-1165.0,-1165.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-744.0,-102.0,-40.0,-40.0,0.0,0.0,0.0,-499.0,2.0,-501.0,-104.0,1.0,0.0,-1278.0,75.0,89.0,
03/31/2019,40.0,339.0,29.0,-13.0,21.0,0.0,-4.0,24.0,1.0,-336.0,,,-20.0,-316.0,0.0,-239.0,-16.0,0.0,-16.0,-74.0,1474.0,0.0,1474.0,0.0,-1548.0,0.0,-1532.0,-16.0,-151.0,-151.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-881.0,-99.0,1241.0,891.0,0.0,350.0,0.0,-437.0,6.0,-443.0,-1586.0,0.0,0.0,-1080.0,12.0,98.0,
06/30/2019,385.0,298.0,28.0,44.0,2.0,1.0,,8.0,-7.0,13.0,0.0,,8.0,5.0,0.0,-1582.0,-13.0,0.0,-13.0,-40.0,504.0,0.0,504.0,0.0,-544.0,0.0,-511.0,-33.0,-1534.0,-1534.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1297.0,-104.0,448.0,798.0,0.0,0.0,-350.0,-424.0,5.0,-429.0,1377.0,0.0,0.0,100.0,149.0,122.0,
09/30/2019,444.0,292.0,27.0,35.0,5.0,-7.0,8.0,5.0,-1.0,85.0,,,13.0,72.0,0.0,231.0,-33.0,0.0,-33.0,-5.0,825.0,0.0,624.0,201.0,-830.0,0.0,-678.0,-152.0,266.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-139.0,-100.0,-982.0,-1682.0,0.0,700.0,0.0,-369.0,1.0,-370.0,1314.0,-2.0,0.0,536.0,60.0,127.0,
12/31/2019,221.0,269.0,30.0,8.0,4.0,7.0,4.0,2.0,-9.0,-90.0,,,16.0,-106.0,0.0,1096.0,-24.0,0.0,-24.0,22.0,647.0,0.0,647.0,0.0,-625.0,0.0,-625.0,0.0,1095.0,1095.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,384.0,-99.0,20.0,20.0,0.0,0.0,0.0,-146.0,6.0,-152.0,606.0,3.0,0.0,1701.0,45.0,115.0,
03/31/2020,699.0,-65.0,26.0,411.0,-68.0,1.0,-73.0,8.0,-4.0,395.0,,,8.0,387.0,0.0,-3534.0,-15.0,0.0,-15.0,-353.0,598.0,0.0,598.0,0.0,-951.0,0.0,-920.0,-31.0,-3174.0,-3174.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1872.0,-95.0,2192.0,2192.0,0.0,0.0,0.0,-196.0,3.0,-199.0,-29.0,0.0,0.0,-963.0,3.0,102.0,
06/30/2020,45.0,113.0,29.0,138.0,-27.0,0.0,-22.0,4.0,-9.0,-208.0,,,35.0,-243.0,0.0,190.0,-14.0,0.0,-14.0,256.0,743.0,0.0,713.0,30.0,-487.0,0.0,-467.0,-20.0,-55.0,-55.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8221.0,-96.0,-2436.0,-1511.0,0.0,0.0,-925.0,397.0,397.0,0.0,10356.0,0.0,0.0,8456.0,74.0,50.0,
