Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Unregulated Electric Revenue,Other Electric Revenue,Revenue from Gas,Regulated Gas Revenue,Unregulated Gas Revenue,Other Gas Revenue,Revenue from Water,Other Revenue,Intracompany Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),(Income) Loss from Affiliates,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2016,7573.0,7417.0,2254.0,4739.0,424.0,446.0,425.0,21.0,,0.0,-290.0,,-3254.0,3254.0,3254.0,,,0.0,4319.0,-3836.0,685.0,325.0,2826.0,483.0,-173.0,279.0,-8.0,8.0,,287.0,277.0,,10.0,-106.0,310.0,-184.0,-3.0,123.0,0.0,0.0,0.0,123.0,50.0,173.0,-3.0,0.0,170.0,635.15,465.15,923.0,0.19,0.19,0.688137,925.0,0.19,0.19,0.688137,
06/30/2016,6910.0,7080.0,3028.0,3589.0,463.0,200.0,185.0,15.0,,0.0,-370.0,,-2454.0,2454.0,2454.0,,,0.0,4456.0,-3809.0,941.0,394.0,2474.0,647.0,-232.0,361.0,-15.0,15.0,,376.0,366.0,,10.0,-129.0,415.0,-102.0,-7.0,306.0,0.0,0.0,0.0,306.0,-39.0,267.0,-4.0,0.0,263.0,571.85,308.85,924.0,0.29,0.29,0.618885,926.0,0.29,0.29,0.618885,
09/30/2016,9002.0,9377.0,3847.0,5035.0,495.0,142.0,125.0,17.0,,0.0,-517.0,,-3754.0,3754.0,3754.0,,,0.0,5248.0,-3981.0,1195.0,449.0,2337.0,1267.0,-396.0,497.0,-19.0,19.0,,516.0,506.0,,10.0,-101.0,871.0,-340.0,-5.0,526.0,0.0,0.0,0.0,526.0,-36.0,490.0,-1.0,0.0,489.0,803.35,314.35,925.0,0.53,0.53,0.868486,927.0,0.53,0.53,0.868486,
12/31/2016,7875.0,7805.0,2947.0,4388.0,470.0,388.0,362.0,26.0,,0.0,-318.0,,-3178.0,3178.0,3178.0,,,0.0,4697.0,-3983.0,1115.0,408.0,2460.0,714.0,-323.0,300.0,-56.0,56.0,,356.0,345.0,,11.0,23.0,391.0,-136.0,-8.0,247.0,0.0,0.0,0.0,247.0,-43.0,204.0,0.0,0.0,204.0,461.85,257.85,925.0,0.22,0.22,0.499297,928.0,0.22,0.22,0.497856,
03/31/2017,8747.0,8534.0,3570.0,4878.0,86.0,556.0,545.0,11.0,,0.0,-343.0,,-3899.0,3899.0,3899.0,,,0.0,4848.0,-3540.0,896.0,436.0,2208.0,1308.0,-116.0,356.0,-17.0,17.0,,373.0,363.0,,10.0,-240.0,1192.0,-211.0,-10.0,971.0,0.0,0.0,0.0,971.0,19.0,990.0,0.0,0.0,990.0,559.4,-430.6,928.0,1.07,1.07,0.602802,930.0,1.06,1.06,0.596989,
06/30/2017,7657.0,7738.0,3455.0,4216.0,67.0,205.0,197.0,,8.0,0.0,-286.0,,-3086.0,3086.0,3086.0,,,0.0,4571.0,-4279.0,915.0,420.0,2944.0,292.0,-251.0,419.0,-17.0,17.0,,436.0,436.0,,,-168.0,41.0,62.0,-9.0,94.0,0.0,0.0,0.0,94.0,1.0,95.0,0.0,0.0,95.0,491.35,396.35,934.0,0.1,0.1,0.526071,936.0,0.1,0.1,0.523451,
09/30/2017,8768.0,8933.0,4108.0,4750.0,75.0,151.0,145.0,,6.0,0.0,-316.0,,-3542.0,3542.0,3542.0,,,0.0,5226.0,-3727.0,1002.0,456.0,2269.0,1499.0,-176.0,369.0,-17.0,17.0,,386.0,377.0,,9.0,-193.0,1323.0,-451.0,-7.0,865.0,0.0,0.0,0.0,865.0,-42.0,823.0,0.0,0.0,823.0,959.65,136.65,962.0,0.86,0.86,0.997557,965.0,0.85,0.85,0.991606,
12/31/2017,8398.0,8188.0,3504.0,4657.0,27.0,455.0,428.0,25.0,2.0,0.0,-245.0,,-3508.0,3508.0,3508.0,,,0.0,4890.0,-3602.0,1015.0,418.0,2169.0,1288.0,-61.0,308.0,-57.0,57.0,,365.0,365.0,,,-247.0,1227.0,726.0,-6.0,1947.0,0.0,0.0,0.0,1947.0,-67.0,1880.0,0.0,0.0,1880.0,497.0,-1383.0,964.0,1.95,1.95,0.51556,967.0,1.94,1.94,0.509804,
03/31/2018,9693.0,9489.0,3936.0,5512.0,41.0,629.0,642.0,-13.0,-13.0,0.0,-425.0,,-4727.0,4727.0,4727.0,,,0.0,4966.0,-3865.0,1091.0,446.0,2328.0,1101.0,-399.0,353.0,-18.0,18.0,,371.0,365.0,,6.0,46.0,702.0,-59.0,-7.0,636.0,0.0,0.0,0.0,636.0,-51.0,585.0,0.0,0.0,585.0,903.76,318.76,966.0,0.61,0.61,0.935569,968.0,0.6,0.6,0.929298,
06/30/2018,8076.0,8136.0,3556.0,4579.0,1.0,235.0,243.0,0.0,-8.0,0.0,-295.0,,-3315.0,3315.0,3315.0,,,0.0,4761.0,-3819.0,1088.0,428.0,2303.0,942.0,-329.0,360.0,-13.0,13.0,,373.0,373.0,,,-31.0,613.0,-66.0,-5.0,542.0,0.0,0.0,0.0,542.0,-3.0,539.0,0.0,0.0,539.0,241.52,-297.48,967.0,0.56,0.56,0.249762,969.0,0.56,0.56,0.249762,
09/30/2018,9403.0,9558.0,4291.0,5278.0,-11.0,167.0,164.0,,3.0,0.0,-322.0,,-4332.0,4332.0,4332.0,,,0.0,5071.0,-3925.0,1105.0,469.0,2351.0,1146.0,-199.0,377.0,-16.0,16.0,,393.0,387.0,,6.0,-178.0,947.0,-137.0,-10.0,800.0,0.0,0.0,0.0,800.0,-67.0,733.0,0.0,0.0,733.0,838.95,105.95,968.0,0.76,0.76,0.866684,970.0,0.76,0.76,0.866684,
12/31/2018,8812.0,8661.0,3600.0,5069.0,-8.0,460.0,456.0,,4.0,0.0,-309.0,,-4296.0,4296.0,4296.0,,,0.0,4516.0,-3810.0,1068.0,441.0,2301.0,706.0,-739.0,307.0,-109.0,109.0,,416.0,416.0,,,432.0,-33.0,144.0,-6.0,105.0,0.0,0.0,0.0,105.0,47.0,152.0,0.0,0.0,152.0,681.03,529.03,969.0,0.16,0.16,0.702817,971.0,0.16,0.16,0.702817,
03/31/2019,9477.0,9149.0,3843.0,5296.0,10.0,659.0,659.0,,,0.0,-331.0,,-4553.0,4553.0,4553.0,,,0.0,4924.0,-3706.0,1075.0,445.0,2186.0,1218.0,64.0,381.0,-22.0,22.0,,403.0,397.0,,6.0,-445.0,1282.0,-310.0,-6.0,966.0,0.0,0.0,0.0,966.0,-59.0,907.0,0.0,0.0,907.0,776.63,-130.37,971.0,0.93,0.93,0.799825,972.0,0.93,0.93,0.795874,
06/30/2019,7689.0,7734.0,3529.0,4210.0,-5.0,222.0,214.0,,8.0,0.0,-267.0,,-3225.0,3225.0,3225.0,,,0.0,4464.0,-3623.0,1079.0,418.0,2126.0,841.0,-197.0,388.0,-21.0,21.0,,409.0,409.0,,,-191.0,644.0,-144.0,-6.0,494.0,0.0,0.0,0.0,494.0,-10.0,484.0,0.0,0.0,484.0,541.93,57.93,972.0,0.5,0.5,0.557541,974.0,0.5,0.5,0.557541,
09/30/2019,8929.0,9052.0,4343.0,4774.0,-65.0,166.0,165.0,,1.0,0.0,-289.0,,-3952.0,3952.0,3952.0,,,0.0,4977.0,-3624.0,1083.0,452.0,2089.0,1353.0,-251.0,387.0,-22.0,22.0,,409.0,403.0,,6.0,-136.0,1102.0,-172.0,-170.0,760.0,0.0,0.0,0.0,760.0,12.0,772.0,0.0,0.0,772.0,937.43,165.43,973.0,0.79,0.79,0.963443,974.0,0.79,0.79,0.959846,
12/31/2019,8343.0,8248.0,3648.0,4644.0,-44.0,453.0,451.0,,2.0,0.0,-358.0,,-3766.0,3766.0,3766.0,,,0.0,4577.0,-3617.0,1015.0,417.0,2185.0,960.0,-4.0,263.0,-132.0,132.0,,395.0,395.0,,,-259.0,956.0,-147.0,-1.0,808.0,0.0,0.0,0.0,808.0,-35.0,773.0,0.0,0.0,773.0,770.31,-2.69,974.0,0.79,0.79,0.790873,975.0,0.79,0.79,0.787241,
03/31/2020,8747.0,8497.0,3703.0,4733.0,61.0,596.0,572.0,,24.0,0.0,-346.0,,-3867.0,3867.0,3867.0,,,0.0,4880.0,-3660.0,1021.0,437.0,2202.0,1220.0,-1135.0,387.0,-23.0,23.0,,410.0,404.0,,6.0,748.0,85.0,294.0,-3.0,376.0,0.0,0.0,0.0,376.0,206.0,582.0,0.0,0.0,582.0,993.42,411.42,975.0,0.6,0.6,1.018892,976.0,0.6,0.6,1.018892,
06/30/2020,7322.0,7365.0,3607.0,3880.0,-122.0,245.0,246.0,,-1.0,0.0,-288.0,,-2924.0,2924.0,2924.0,,,0.0,4398.0,-3833.0,1001.0,411.0,2421.0,565.0,229.0,401.0,-26.0,26.0,,427.0,421.0,,6.0,-630.0,794.0,-219.0,-1.0,574.0,0.0,0.0,0.0,574.0,-53.0,521.0,0.0,0.0,521.0,193.52,-327.48,976.0,0.53,0.53,0.198279,976.0,0.53,0.53,0.194467,
09/30/2020,8439.111,,,,,,,,,,,,,,,,,,4154.74312752,,,,,1202.0,,,,,,,,,,,1093.0,,,821.0,,,,,,821.0,,,821.0,818.143,,,0.854,0.854,0.845,,0.854,0.854,0.845,
12/31/2020,7779.333,,,,,,,,,,,,,,,,,,2614.47823464,,,,,1309.667,,,,,,,,,,,1163.0,,,842.0,,,,,,842.0,,,842.0,706.714,,,0.83,0.83,0.709,,0.83,0.83,0.709,
