Date,Revenue,Rental Income,Real Estate Sales,Com & Fee Earn/Inc from REO,Mortgage Income,Other Operating Income,Operating Expenses,Property Operating Expenses,Real Estate Tax,Other Property Expense,General & Administrative,Depreciation & Amortization,Provision for Loan Losses,Cost of Real Estate Sold,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Interest Expense,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",FFO Reconciliation,D&A of Con Real Estate,D&A of Uncon Real Estate,Impairment of Assets,Impairment from Affiliates,Disposal of Uncon Assets,Disposal of Assets from Disc Ops,Other FFO Adjustments,Funds from Operations,Other Abnormal Gains/(Losses),Adjusted Funds from Operations,Recurring Capital Expenditure,Funds Available For Distribution,AFFO Per Diluted Share,FAD Per Diluted Share,Dividend Per Share,AFFO Payout Ratio,FAD Payout Ratio,FFO Payout Ratio,Source: Bloomberg
03/31/2009,105.111,103.914,0.0,1.197,0.0,0.0,-74.073,33.123,9.043,24.08,6.233,28.965,,0.0,5.752,31.038,-10.255,20.203,-0.539,-9.409,20.783,0.0,0.0,0.0,42.265,-2.555,-2.555,0.0,23.338,2.563,18.396,,25.695,42.265,39.285,-0.425,26.224946,1.61,1.51,1.498001,28.692959,1.53,1.44,1.425188,,29.204,,,,,,-2.225,71.807,-27.669,44.138,,44.138,1.538287,1.538287,1.03,66.957605,66.957605,37.617077,
06/30/2009,103.632,102.476,0.0,1.156,0.0,0.0,-68.588,33.833,8.989,24.844,5.852,28.903,,0.0,0.0,35.044,-18.484,21.509,-0.158,-2.867,16.56,0.0,0.0,0.0,11.415,-0.892,-0.892,0.0,17.452,2.14,12.999,,0.0,11.415,10.523,0.0,26.831307,0.43,0.39,0.39,26.853693,0.43,0.39,0.39,,29.073,,,,,,-0.626,42.002,0.0,42.002,,42.002,1.433158,1.433158,1.03,71.869239,71.869239,65.797453,
09/30/2009,101.694,100.67,0.0,1.024,0.0,0.0,-83.142,36.109,9.216,26.893,6.086,29.843,,0.0,11.104,18.552,-18.527,21.966,0.032,-3.471,0.025,0.0,0.0,0.0,21.739,-2.324,-2.324,0.0,2.349,1.394,-1.239,,23.88,21.739,30.519,11.104,27.591341,0.79,0.703663,1.106108,30.070076,0.74,0.662714,1.031985,,29.895,,,,,,-2.237,50.791,-12.776,38.015,,38.015,1.264214,1.264214,1.03,81.473572,81.473572,55.952986,
12/31/2009,100.952,100.004,0.0,0.948,0.0,0.0,-73.079,36.645,9.478,27.167,6.119,30.315,,0.0,0.0,27.873,-20.186,22.336,-0.005,-2.145,7.687,0.0,0.0,0.0,6.782,-2.913,-2.913,0.0,10.6,1.51,6.953,,0.377,6.781,5.242,1.374,28.254167,0.24,0.1369,0.18553,28.254167,0.24,0.1369,0.18553,,30.349,,,,,,-2.852,35.789,1.547,37.336,,37.336,1.208116,1.208116,1.03,85.256738,85.256738,81.314907,
03/31/2010,101.184,99.706,0.0,1.478,0.0,0.0,-70.304,34.199,9.528,24.671,5.618,30.487,,0.0,0.0,30.88,-13.022,20.836,0.041,-7.855,17.858,0.0,0.0,0.0,13.127,0.0,0.0,0.0,17.858,2.129,13.669,,0.0,13.127,13.127,0.0,28.967855,0.45,0.45,0.45,29.018571,0.45,0.45,0.45,,30.487,,,,,,,45.743,5.544,51.287,-3.867,47.42,1.631349,1.508346,1.033,63.321847,68.485608,65.41721,
06/30/2010,100.185,99.163,0.0,1.022,0.0,0.0,-72.192,34.817,9.716,25.101,6.219,31.156,,0.0,0.0,27.993,-14.289,20.161,0.36,-6.232,13.704,0.0,0.0,0.0,9.482,-0.165,-0.165,0.0,13.869,1.911,10.025,,0.0,9.482,9.327,0.01,29.329273,0.32,0.32,0.31801,29.402635,0.32,0.32,0.31801,,31.261,,,,,,,42.654,-4.007,38.647,,38.647,1.216629,1.216629,1.033,84.906709,84.906709,71.030007,
09/30/2010,104.327,103.368,0.0,0.959,0.0,0.0,-77.027,37.706,10.106,27.6,6.175,31.531,,0.0,1.615,27.3,-17.04,21.025,0.626,-4.611,10.26,0.0,0.0,0.0,6.377,-0.166,-0.166,0.0,10.426,1.914,6.92,,0.0,6.377,7.826,1.615,29.69091,0.21,0.21,0.263582,29.76242,0.21,0.21,0.263582,,31.637,,,,,,,39.928,0.302,40.23,,40.23,1.258464,1.258464,1.033,82.08417,82.08417,76.815042,
12/31/2010,108.557,107.465,0.0,1.092,0.0,0.0,-82.946,38.133,,,7.972,36.155,,0.0,0.686,25.611,-17.117,21.67,0.688,-5.241,8.494,0.0,0.0,0.0,4.778,-0.134,-0.134,0.0,8.628,0.354,5.321,,0.0,4.778,5.33,0.686,29.8625,0.16,0.155513,0.178485,29.8625,0.16,0.155513,0.178485,,36.326,1.84,,,,,-0.256,43.042,-1.048,41.994,,41.994,1.274805,1.274805,1.0325,80.99277,80.99277,71.634755,
03/31/2011,112.432,111.208,0.0,1.224,0.0,0.0,-81.281,39.349,10.587,28.762,5.274,36.658,,0.0,0.0,31.151,-19.048,21.811,1.373,-4.136,12.103,0.0,0.0,0.0,8.418,-0.404,-0.404,0.0,12.507,0.631,8.961,,0.0,8.418,8.014,0.0,31.465817,0.27,0.25,0.25,31.546953,0.27,0.25,0.25,,37.031,2.701,,,,,-0.262,48.519,-4.242,44.277,-2.933,41.344,1.310462,1.223654,1.04,79.361351,84.991354,67.44667,
06/30/2011,116.326,114.906,0.0,1.42,0.0,0.0,-83.479,40.844,10.825,30.019,5.385,37.25,,0.0,0.0,32.847,-22.345,22.71,-0.726,0.361,10.502,0.0,0.0,0.0,10.325,-5.551,-5.551,0.0,16.053,0.987,13.749,,-1.949,10.325,5.027,0.253,32.040904,0.32,0.16,0.156893,32.135064,0.32,0.16,0.156893,,37.511,1.957,,,,,-5.526,45.254,2.712,47.966,-4.778,43.188,1.395512,1.256502,1.04,74.52461,82.76946,73.634464,
09/30/2011,119.166,117.226,0.0,1.94,0.0,0.0,-84.861,42.014,11.208,30.806,4.966,37.881,,0.0,0.0,34.305,-22.541,22.096,-0.317,0.762,11.764,0.0,0.0,0.0,7.687,0.679,0.679,0.0,11.085,0.583,9.054,,0.0,7.687,8.933,0.567,33.121728,0.23,0.25,0.269702,33.209289,0.23,0.25,0.267074,,38.137,3.502,,,,,0.614,50.523,-0.322,50.201,-6.235,43.966,1.415932,1.240072,1.04,73.449842,83.866067,68.180031,
12/31/2011,124.569,122.373,0.0,2.196,0.0,0.0,-86.345,41.4,11.087,30.313,5.305,39.64,,0.0,0.0,38.224,-23.731,25.082,0.137,-1.488,14.493,0.0,0.0,0.0,13.937,-3.375,-3.375,0.0,17.868,1.027,15.304,,0.0,13.937,10.905,0.343,33.538719,0.42,0.31492,0.325147,33.62391,0.42,0.22492,0.235121,,39.863,4.145,,,,,-3.436,55.536,-1.572,53.964,-12.144,41.82,1.506164,1.167219,1.04,69.049575,89.100699,62.80659,
03/31/2012,127.918,125.474,0.0,2.444,0.0,0.0,-87.938,41.804,11.413,30.391,5.4,40.734,,0.0,0.0,39.98,-22.776,24.658,-2.34,0.458,17.204,0.0,0.0,0.0,22.722,-10.037,-10.037,0.0,27.241,1.591,24.09,,0.0,22.722,12.685,0.0,34.02789,0.67,0.39,0.39,34.151475,0.67,0.39,0.39,,40.828,4.189,,,,,-10.072,59.258,0.188,59.446,-1.2,58.246,1.633283,1.600313,1.1,67.349031,68.736574,65.717709,
06/30/2012,132.561,129.765,0.0,2.796,0.0,0.0,-91.593,44.028,11.699,32.329,5.764,41.801,,0.0,0.0,40.968,1.522,24.659,-3.111,-23.07,42.49,0.0,0.0,0.0,37.078,0.0,0.0,0.0,42.49,2.502,38.446,,0.0,37.078,38.528,1.45,34.570772,1.07,1.07,1.114467,34.70842,1.07,1.07,1.111777,,41.801,3.312,,,,,-22.25,62.443,1.058,63.501,-5.84,57.661,1.718625,1.560568,1.1,64.004657,70.487153,60.9001,
09/30/2012,138.142,135.07,0.0,3.072,0.0,0.0,-95.268,46.951,12.358,34.593,5.276,43.041,,0.0,0.0,42.874,-22.652,25.064,-3.547,1.135,20.222,0.0,0.0,0.0,16.219,0.0,0.0,0.0,20.222,1.077,17.587,,0.0,16.219,17.43,1.211,35.600772,0.46,0.46,0.489596,35.699666,0.45,0.45,0.483922,,43.041,3.352,,,,,-0.312,63.377,1.488,64.865,8.736,73.601,1.707931,1.937955,1.1,64.405406,56.760868,64.173123,
12/31/2012,143.471,140.294,0.0,3.177,0.0,0.0,-98.848,47.319,12.884,34.435,6.866,44.663,,0.0,0.0,44.623,4.535,25.864,-32.747,2.348,49.158,0.0,0.0,0.0,43.793,-0.482,-0.482,0.0,49.64,2.781,45.161,,0.0,43.793,45.659,2.348,35.914593,1.22,1.205944,1.271322,36.025889,1.22,1.205944,1.27112,,45.017,3.365,,,,,-29.431,65.525,3.53,69.055,-14.715,54.34,1.808296,1.422965,1.1,60.830742,77.303403,60.291572,
03/31/2013,148.005,145.057,0.0,2.948,0.0,0.0,-101.44,48.027,14.073,33.954,6.239,46.787,,0.0,0.387,46.565,-17.404,25.211,-4.211,-3.596,29.161,0.0,0.0,0.0,25.203,-0.542,-0.542,0.0,29.703,1.501,26.571,,0.0,25.203,24.661,0.0,37.003925,0.68,0.67,0.67,37.092062,0.68,0.67,0.67,,47.144,3.842,,,,,-0.327,77.363,-4.15,73.213,-4.019,69.194,1.867411,1.7649,1.21,64.795582,68.559108,60.101082,
06/30/2013,150.815,148.781,0.0,2.034,0.0,0.0,-102.726,48.296,14.165,34.131,6.589,47.673,,0.0,0.168,48.089,-19.104,29.327,-7.282,-2.941,28.985,0.0,0.0,0.0,24.946,-0.59,-0.59,0.0,29.575,1.547,26.314,,0.0,24.946,23.332,-1.024,37.29272,0.67,0.65,0.625645,37.390987,0.67,0.65,0.622614,,48.031,3.777,,,,,-2.693,75.608,-1.379,74.229,-8.33,65.899,1.87551,1.66504,1.21,64.515776,72.670928,59.681768,
09/30/2013,153.948,152.177,0.0,1.771,0.0,0.0,-105.049,50.322,14.535,35.787,6.263,48.227,,0.0,0.237,48.899,13.819,29.192,-40.802,-2.209,62.718,0.0,0.0,0.0,118.937,-13.157,-13.157,0.0,75.875,7.037,70.156,,0.0,68.788,55.809,0.178,37.320562,1.84,1.51,1.51,37.436983,1.84,1.51,1.51,,143.662,11.342,,,,,-52.391,228.587,,228.587,-9.536,219.051,5.793442,5.551756,1.21,20.885683,21.794905,20.362488,
12/31/2013,157.437,155.986,0.0,1.451,0.0,0.0,-112.287,51.07,14.424,36.646,6.831,49.733,,0.0,4.653,45.15,-25.13,29.861,-3.57,-1.161,20.02,0.0,0.0,0.0,31.874,-16.883,-16.883,0.0,36.903,1.901,33.242,,0.0,31.874,20.421,5.43,37.373783,0.85,0.40111,0.546399,37.452803,0.85,0.399219,0.544202,,49.857,4.405,,,,,-16.892,71.145,5.891,77.036,-5.153,71.883,1.943611,1.813601,1.21,62.255268,66.718095,63.563536,
03/31/2014,161.009,159.349,0.0,1.66,0.0,0.0,-126.448,52.306,15.339,36.967,7.583,50.312,,0.0,16.247,34.561,-8.155,29.041,-10.526,-10.36,26.406,0.0,0.0,0.0,21.912,0.0,0.0,0.0,26.406,1.417,23.28,,0.0,21.912,37.971,16.059,37.685073,0.58,0.58,1.007587,37.931454,0.58,0.58,1.003369,,50.312,4.76,,,,,-10.621,67.78,13.34,81.12,-4.416,76.704,2.016002,1.906255,1.21,60.019795,63.475252,69.669519,
06/30/2014,259.45,256.614,0.0,2.836,0.0,0.0,-217.314,83.22,30.345,52.875,9.558,97.51,,0.0,27.026,42.136,-33.708,42.151,-5.629,-2.814,8.428,0.0,0.0,0.0,4.989,0.0,0.0,0.0,8.428,0.209,6.303,,0.0,4.989,31.486,26.497,61.884963,0.08,0.08,0.508783,62.059762,0.08,0.08,0.506959,,97.51,8.314,,,,,-0.332,110.69,23.204,133.894,-4.416,129.478,2.084495,2.015746,1.3,62.365226,64.492265,72.680867,
09/30/2014,270.479,268.118,0.0,2.361,0.0,0.0,-205.239,87.668,31.768,55.9,11.479,102.184,,0.0,3.908,65.24,-6.556,45.83,-4.91,-34.364,58.684,0.0,0.0,0.0,53.668,0.0,0.0,0.0,58.684,1.816,54.964,,0.0,53.668,57.525,3.857,62.892601,0.85,0.85,0.914654,63.069772,0.85,0.85,0.911154,,102.184,9.986,,,,,-31.707,135.947,5.15894,141.10594,-14.022,127.08394,2.163063,1.948114,1.3,60.099969,66.731191,61.409226,
12/31/2014,279.268,276.778,0.0,2.49,0.0,0.0,-215.805,88.621,30.421,58.2,12.256,106.703,,0.0,8.225,63.463,-18.658,47.529,-18.828,-10.043,44.805,0.0,0.0,0.0,40.175,0.0,0.0,0.0,44.805,1.469,41.489,,0.0,40.175,47.559,7.384,63.362624,0.63,0.63,0.750584,63.544534,0.63,0.63,0.746202,,106.703,10.915,,,,,-8.734,150.528,-3.484,147.044,-11.111,135.933,2.239788,2.070544,1.3,58.041214,62.785433,54.721654,
03/31/2015,282.873,280.229,0.0,2.644,0.0,0.0,-207.558,87.171,31.553,55.618,10.545,106.907,,0.0,2.935,75.315,-10.562,47.546,-25.673,-11.311,64.753,0.0,0.0,0.0,59.363,0.0,0.0,0.0,64.753,2.063,60.677,,0.0,59.363,61.751,2.388,64.185455,0.92,0.92,0.962072,64.39468,0.92,0.92,0.957084,,106.907,11.917,,,,,-28.723,151.527,1.091,152.618,,152.618,2.290144,2.290144,1.44,62.878143,62.878143,62.243693,
06/30/2015,296.162,294.101,0.0,2.061,0.0,0.0,-215.196,90.077,32.677,57.4,9.549,113.731,,0.0,1.839,80.966,-30.424,50.802,-17.124,-3.254,50.542,0.0,0.0,0.0,45.555,0.0,0.0,0.0,50.542,1.581,46.868,,0.0,45.555,46.965,1.41,64.810184,0.7,0.7,0.724655,64.972852,0.7,0.7,0.721701,,113.731,12.105,,,,,-12.903,160.069,1.257,161.326,,161.326,2.400582,2.400582,1.44,59.985453,59.985453,58.304022,
09/30/2015,304.626,302.522,0.0,2.104,0.0,0.0,-221.937,94.119,33.591,60.528,11.129,116.308,,0.0,0.381,82.689,-35.507,50.053,-7.179,-7.367,47.182,0.0,0.0,0.0,42.323,0.0,0.0,0.0,47.182,1.471,43.637,,0.0,42.323,42.323,0.0,65.138868,0.65,0.65,0.65,65.29755,0.65,0.65,0.65,,116.308,12.8,,,,,-2.004,170.898,-2.463,168.435,,168.435,2.494015,2.494015,1.44,57.738229,57.738229,54.886523,
12/31/2015,310.746,308.646,0.0,2.1,0.0,0.0,-218.542,92.141,30.735,61.406,8.867,116.477,,0.0,1.057,92.204,-6.442,50.771,-5.899,-38.43,85.762,0.0,0.0,0.0,79.624,0.0,0.0,0.0,85.762,2.71,80.938,,0.0,79.624,45.517,-34.107,65.336773,1.22,1.22,0.696652,65.519438,1.22,1.22,0.696652,,116.477,12.976,,,,,-40.221,171.566,6.727,178.293,,178.293,2.630234,2.630234,1.44,54.747973,54.747973,54.838927,
03/31/2016,314.202,312.178,0.0,2.024,0.0,0.0,-214.207,94.49,34.419,60.071,9.182,109.707,,0.0,0.828,99.995,-13.088,52.466,-15.068,-24.31,86.907,0.0,0.0,0.0,77.981,0.0,0.0,0.0,86.907,2.784,81.836,,-2.541,77.981,57.723,-20.258,65.405654,1.19,1.19,0.882538,65.557639,1.19,1.19,0.880989,,109.707,12.023,,,,,-23.408,179.087,2.629,181.716,-5.312,176.404,2.677543,2.599272,1.6,59.756282,61.555704,58.434753,
06/30/2016,321.59,319.562,0.0,2.028,0.0,0.0,-215.717,96.079,34.541,61.538,9.698,109.673,,0.0,0.267,105.873,-29.049,55.568,-14.296,-12.223,76.824,0.0,0.0,0.0,72.013,0.0,0.0,0.0,76.824,2.45,72.013,,0.0,72.013,72.013,0.0,65.45111,1.1,1.1,1.1,65.575378,1.1,1.1,1.1,,109.673,12.457,,,,,-5.615,190.978,-4.846,186.132,-16.595,169.537,2.742187,2.497702,1.6,58.347583,64.058892,54.834471,
09/30/2016,329.171,327.078,0.0,2.093,0.0,0.0,-219.759,99.361,35.58,63.781,9.647,110.467,,0.0,0.284,109.412,-39.25,56.693,-9.568,-7.875,70.162,0.0,0.0,0.0,65.561,0.0,0.0,0.0,70.162,2.223,65.561,,0.0,65.561,65.772,0.211,65.507669,1.0,1.0,1.004035,65.617551,1.0,1.0,1.003216,,110.467,12.857,,,,,-0.005,191.103,-0.569,190.534,-18.52,172.014,2.805514,2.532816,1.6,57.030555,63.170787,54.845958,
12/31/2016,329.038,326.905,0.0,2.133,0.0,0.0,-223.518,98.997,34.622,64.375,12.224,111.835,,0.0,0.462,105.52,98.997,52.291,-9.766,-141.522,204.517,0.0,0.0,0.0,195.569,0.0,0.0,0.0,204.517,6.632,195.569,,0.0,195.569,61.661,-133.908,65.520788,2.98,2.98,0.941091,65.82918,2.98,2.98,0.941091,,111.835,13.613,,,,,-134.172,193.477,-2.665,190.812,-19.224,171.588,2.809557,2.526499,1.6,56.948479,63.328747,54.183836,
03/31/2017,335.404,333.168,0.0,2.236,0.0,0.0,-226.173,99.513,35.868,63.645,10.601,115.503,,0.0,0.556,109.231,78.32,54.583,-97.381,-35.522,187.551,0.0,0.0,0.0,178.964,0.0,0.0,0.0,187.551,6.146,178.964,,0.0,178.964,66.308,-112.656,65.549484,2.73,2.73,1.011572,65.85949,2.72,2.72,1.009449,,115.503,12.829,,,,,-112.656,200.786,-1.08,199.706,-9.381,190.325,2.937956,2.799948,1.75,59.565219,62.501151,57.131273,
06/30/2017,339.062,336.766,0.0,2.296,0.0,0.0,-226.815,98.265,34.884,63.381,10.337,117.939,,0.0,0.274,112.247,-36.452,56.812,-12.467,-7.893,75.795,0.0,0.0,0.0,70.759,0.0,0.0,0.0,75.795,2.422,70.759,,0.0,70.759,70.759,0.0,65.729074,1.08,1.08,1.08,65.819694,1.08,1.08,1.08,,117.939,13.601,,,,,-2.159,202.562,-0.001,202.561,-16.473,186.088,2.97246,2.730729,1.75,58.873793,64.085456,56.785517,
09/30/2017,344.369,341.974,0.0,2.395,0.0,0.0,-231.7,104.137,37.531,66.606,9.788,117.451,,,0.324,112.669,-27.634,55.938,-19.727,-8.577,85.035,0.0,0.0,0.0,79.723,0.0,0.0,0.0,85.035,2.721,79.723,,0.0,79.723,79.474,-0.249,65.994896,1.21,1.21,1.204245,66.078283,1.21,1.21,1.204245,,117.451,13.831,,,,,-10.307,203.419,0.62,204.039,-20.875,183.164,2.983357,2.678133,1.75,58.658753,65.344027,56.774966,
12/31/2017,345.064,342.417,0.0,2.647,0.0,0.0,-232.689,103.627,38.027,65.6,10.659,117.988,,0.0,0.415,112.375,-2.713,53.116,-45.511,-4.892,109.662,0.0,0.0,0.0,103.613,0.0,0.0,0.0,109.662,3.536,103.613,,0.0,103.613,105.409,1.796,66.035998,1.57,1.57,1.596235,66.103882,1.57,1.57,1.596235,,117.988,14.984,,,,,-34.779,205.342,0.375,205.717,-19.895,185.822,3.011027,2.719829,1.75,58.11971,64.342287,56.278305,
03/31/2018,347.255,344.947,0.0,2.308,0.0,0.0,-236.708,102.733,37.713,65.02,14.813,119.105,,0.0,0.057,110.547,-13.908,54.861,-32.774,-8.179,96.639,0.0,0.0,0.0,90.918,0.0,0.0,0.0,96.639,3.132,90.918,,0.0,90.918,90.918,0.0,66.044022,1.38,1.38,1.38,66.082517,1.38,1.38,1.38,,119.105,15.627,,,,,0.0,228.782,-17.823,210.959,-11.567,199.392,3.087897,2.918586,1.86,60.235165,63.729489,53.693857,
06/30/2018,348.723,346.526,0.0,2.197,0.0,0.0,-232.451,101.928,36.035,65.893,11.125,119.33,,0.0,0.068,116.272,-9.862,56.278,-15.049,-31.367,106.41,0.0,0.0,0.0,100.44,0.0,0.0,0.0,106.41,3.46,100.44,,0.0,100.44,78.196,-22.244,66.047751,1.52,1.52,1.183931,66.096349,1.52,1.52,1.183461,,119.33,15.487,,,,,-22.244,216.473,-1.911,214.562,-16.178,198.384,3.14035,2.903567,1.86,59.229066,64.059132,56.75018,
09/30/2018,350.917,348.61,0.0,2.307,0.0,0.0,-237.02,105.536,38.675,66.861,10.601,120.852,,0.0,0.031,113.897,-27.787,55.196,-16.788,-10.621,86.11,0.0,0.0,0.0,80.975,0.0,0.0,0.0,86.11,2.789,80.975,,0.0,80.975,80.975,0.0,66.052108,1.23,1.23,1.23,66.103812,1.22,1.22,1.22,,120.852,15.532,,,,,0.0,220.148,-4.936,215.212,-17.554,197.658,3.14918,2.892314,1.86,59.062992,64.308374,55.806512,
12/31/2018,353.158,350.787,0.0,2.371,0.0,0.0,-243.746,106.199,39.147,67.052,16.912,120.597,,0.0,0.038,109.412,15.028,52.132,-25.774,-41.386,124.44,0.0,0.0,0.0,117.82,0.0,0.0,0.0,124.44,4.071,117.82,,0.0,117.82,76.95,-40.87,66.020487,1.78,1.78,1.165547,66.079796,1.78,1.78,1.161505,,120.597,15.368,,,,,-51.439,206.417,11.763,218.18,-20.863,197.317,3.193402,2.88804,1.86,58.245088,64.40354,59.490306,
03/31/2019,356.223,353.888,0.0,2.335,0.0,0.0,-240.528,106.469,39.418,67.051,13.459,120.568,,0.0,0.032,115.695,9.81,53.643,-47.811,-15.642,125.505,0.0,0.0,0.0,118.858,0.0,0.0,0.0,125.505,4.171,118.858,,0.0,118.858,85.987,-32.871,65.702788,1.81,1.81,1.308727,65.783869,1.81,1.81,1.308727,,120.568,14.96,,,,,-31.535,227.022,-7.008,220.014,-13.55,206.464,3.233175,3.034053,1.95,60.312239,64.270464,56.435251,
06/30/2019,361.635,359.375,0.0,2.26,0.0,0.0,-237.075,103.659,36.285,67.374,13.927,119.465,,0.0,0.024,124.56,-26.499,54.112,-16.959,-10.654,98.061,0.0,0.0,0.0,92.275,0.0,0.0,0.0,98.061,3.228,92.275,,0.0,92.275,91.943,-0.332,65.718806,1.4,1.4,1.399036,65.821815,1.4,1.4,1.394956,,119.465,14.395,,,,,-0.87,228.493,-1.578,226.915,-22.763,204.152,3.333071,2.998714,3.9,117.009204,130.05576,112.171201,
09/30/2019,366.932,364.504,0.0,2.428,0.0,0.0,-242.893,110.726,39.29,71.436,11.345,120.809,,0.0,0.013,124.039,-18.339,54.896,-21.7,-14.857,105.7,0.0,0.0,0.0,99.335,0.0,0.0,0.0,105.7,3.464,99.335,,0.0,99.335,93.86,-5.475,65.850524,1.51,1.51,1.425349,65.973085,1.51,1.51,1.425349,,120.809,15.241,,,,,0.0,238.849,-10.031,228.818,-25.273,203.545,3.353636,2.983226,1.95,58.145843,65.365474,53.761381,
12/31/2019,375.365,372.861,0.0,2.504,0.0,0.0,-255.383,109.74,40.177,69.563,15.531,122.908,,0.0,7.204,119.982,15.2,52.416,-57.201,-10.415,135.182,0.0,0.0,0.0,128.818,0.0,0.0,0.0,135.182,4.48,128.818,,0.0,128.818,142.513,13.695,66.085254,1.95,1.95,2.156502,66.191395,1.95,1.95,2.156502,,122.908,14.254,7.105,11.484,,,-47.063,241.986,-5.498,236.488,-26.282,210.206,3.454951,3.070987,1.95,56.440735,63.497505,53.253595,
03/31/2020,392.367,389.75,0.0,2.617,0.0,0.0,-261.53,115.902,43.012,72.89,13.982,131.559,,,0.087,130.837,197.928,55.147,-255.991,2.916,328.765,0.0,0.0,0.0,315.006,0.0,0.0,0.0,328.765,10.986,315.006,,0.0,315.006,79.991,-235.015,66.043831,4.77,4.77,1.21118,66.195415,4.76,4.76,1.209679,,131.559,12.41,,,,,-234.694,235.267,2.733,238.0,-15.315,222.685,3.481584,3.257548,2.08,59.742929,63.851706,58.389476,
06/30/2020,370.497,368.149,0.0,2.348,0.0,0.0,-267.358,118.782,44.994,73.788,14.952,133.609,,,0.015,103.139,-13.063,54.447,-17.257,-24.127,90.076,0.0,0.0,0.0,84.458,0.0,0.0,0.0,90.076,2.964,84.458,,0.0,84.458,72.888,-11.57,65.412407,1.29,1.29,1.114284,65.427935,1.29,1.29,1.113164,,133.609,12.625,,,,,-16.597,217.059,1.218,218.277,-16.559,201.718,3.225036,2.980377,2.08,64.495403,69.789821,62.682407,
09/30/2020,369.833,,,,,,,,,,,,,,,102.5,,,,,70.433,,,,,,,,,,67.9,,,67.9,74.545,,,1.275,1.275,1.01,,1.275,1.275,1.01,,,,,,,,,,,,,,,,,,,,
12/31/2020,369.667,,,,,,,,,,,,,,,103.0,,,,,69.967,,,,,,,,,,68.213,,,68.213,70.127,,,1.108,1.108,0.987,,1.108,1.108,0.987,,,,,,,,,,,,,,,,,,,,
