Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2011,,3710.0,,3101.0,,,,44.0,64.0,105.0,,-152.0,,,,,40.0,244.0,,,,,,0.0,0.0,0.0,-7.0,,,,,,,101.25,,,,,,,,,
03/31/2012,3591.0,3591.0,-2700.0,2700.0,891.0,0.0,-521.0,459.0,62.0,0.0,370.0,-130.0,112.0,,,,18.0,240.0,-110.0,,,,130.0,0.0,0.0,0.0,130.0,-7.0,123.0,0.0,0.0,123.0,200.0,77.0,760.0,0.16,0.16,0.263158,766.0,0.16,0.16,0.260522,
06/30/2012,3747.0,3747.0,-2971.0,2971.0,776.0,0.0,-1408.0,479.0,64.0,865.0,-632.0,-148.0,121.0,,,,27.0,-780.0,-63.0,,,,-843.0,0.0,0.0,0.0,-843.0,-6.0,-849.0,0.0,0.0,-849.0,-49.4,799.6,765.0,-1.11,-1.11,-0.064575,765.0,-1.11,-1.11,-0.064771,
09/30/2012,3819.0,3819.0,-2967.0,2967.0,852.0,0.0,-537.0,469.0,68.0,0.0,315.0,-152.0,127.0,,,,25.0,163.0,-86.0,,,,77.0,0.0,0.0,0.0,77.0,-7.0,70.0,0.0,0.0,70.0,98.6,28.6,767.0,0.09,0.09,0.128553,771.0,0.09,0.09,0.127095,
12/31/2012,4058.0,4058.0,-3590.0,3590.0,468.0,0.0,-223.0,49.0,63.0,111.0,245.0,-156.0,126.0,,,,30.0,89.0,-203.0,,,,-114.0,0.0,0.0,0.0,-114.0,-8.0,-122.0,0.0,0.0,-122.0,-58.85,63.15,768.0,-0.16,-0.16,-0.076628,768.0,-0.16,-0.16,-0.077773,
03/31/2013,3837.0,3837.0,-3006.0,3006.0,831.0,0.0,-552.0,491.0,67.0,-6.0,279.0,-244.0,131.0,,,0.0,113.0,35.0,-5.0,,,,30.0,0.0,0.0,0.0,30.0,-8.0,22.0,0.0,0.0,22.0,116.1,94.1,769.0,0.03,0.03,0.150975,773.0,0.03,0.03,0.150975,
06/30/2013,3868.0,3868.0,-3126.0,3126.0,742.0,0.0,-687.0,465.0,71.0,151.0,55.0,-146.0,128.0,,,0.0,18.0,-91.0,-20.0,,,,-111.0,0.0,0.0,0.0,-111.0,-7.0,-118.0,0.0,0.0,-118.0,114.7,232.7,770.0,-0.15,-0.15,0.148961,770.0,-0.15,-0.15,0.148961,
09/30/2013,3820.0,3820.0,-3036.0,3036.0,784.0,0.0,-545.0,480.0,65.0,0.0,239.0,-159.0,129.0,,,0.0,30.0,80.0,-49.0,,,,31.0,0.0,0.0,0.0,31.0,-9.0,22.0,0.0,0.0,22.0,177.0,155.0,773.0,0.03,0.03,0.228978,779.0,0.03,0.03,0.228973,
12/31/2013,3738.0,3738.0,-3363.0,3363.0,375.0,0.0,-425.0,59.0,62.0,304.0,-50.0,-144.0,144.0,,,,0.0,-194.0,-70.0,,,,-264.0,0.0,0.0,0.0,-264.0,-7.0,-271.0,0.0,0.0,-271.0,-73.4,197.6,774.0,-0.35,-0.35,-0.094832,774.0,-0.35,-0.35,-0.094832,
03/31/2014,3596.0,3596.0,-2839.0,2839.0,757.0,0.0,-627.0,488.0,69.0,70.0,130.0,-135.0,126.0,,,0.0,9.0,-5.0,-27.0,,,,-32.0,0.0,0.0,0.0,-32.0,-9.0,-41.0,0.0,0.0,-41.0,100.3,141.3,776.0,-0.05,-0.05,0.129253,776.0,-0.05,-0.05,0.129253,
06/30/2014,3711.0,3711.0,-2829.0,2829.0,882.0,0.0,-857.0,455.0,75.0,327.0,25.0,-147.0,128.0,,,0.0,19.0,-122.0,-11.0,,,,-133.0,0.0,0.0,0.0,-133.0,-12.0,-145.0,0.0,0.0,-145.0,188.6,333.6,777.0,-0.19,-0.19,0.242728,777.0,-0.19,-0.19,0.239344,
09/30/2014,3877.0,3877.0,-2885.0,2885.0,992.0,0.0,-674.0,490.0,72.0,112.0,318.0,-131.0,122.0,,,0.0,9.0,187.0,-98.0,,,,89.0,0.0,0.0,0.0,89.0,-12.0,77.0,0.0,0.0,77.0,248.0,171.0,777.0,0.1,0.1,0.319176,784.0,0.1,0.1,0.318112,
12/31/2014,3727.0,3727.0,-3175.0,3175.0,552.0,0.0,-520.0,41.0,74.0,405.0,32.0,-347.0,102.0,,,0.0,245.0,-315.0,-148.0,,,,-463.0,0.0,0.0,0.0,-463.0,-12.0,-475.0,0.0,0.0,-475.0,-82.247692,392.752308,777.0,-0.61,-0.61,-0.105853,777.0,-0.61,-0.61,-0.105853,
03/31/2015,2794.0,2794.0,-2202.0,2202.0,592.0,0.0,-542.0,440.0,64.0,38.0,50.0,-157.0,120.0,,,,37.0,-107.0,0.0,0.0,0.0,,-107.0,0.0,0.0,0.0,-107.0,-11.0,-118.0,0.0,0.0,-118.0,-33.0,85.0,778.0,-0.15,-0.15,-0.042416,778.0,-0.15,-0.15,-0.042416,
06/30/2015,2390.0,2390.0,-2016.0,2016.0,374.0,0.0,-838.0,392.0,59.0,387.0,-464.0,-151.0,117.0,,,0.0,34.0,-615.0,132.0,,,,-483.0,0.0,0.0,0.0,-483.0,-6.0,-489.0,0.0,0.0,-489.0,-84.7,404.3,778.0,-0.63,-0.63,-0.108869,778.0,-0.63,-0.63,-0.110334,
09/30/2015,2237.0,2237.0,-1869.0,1869.0,368.0,0.0,-466.0,344.0,56.0,66.0,-98.0,-128.0,114.0,,,0.0,14.0,-226.0,65.0,,,,-161.0,0.0,0.0,0.0,-161.0,-9.0,-170.0,0.0,0.0,-170.0,-111.476923,58.523077,779.0,-0.22,-0.22,-0.143103,779.0,-0.22,-0.22,-0.144874,
12/31/2015,2012.0,2012.0,-1934.0,1934.0,78.0,0.0,-1112.0,414.0,52.0,646.0,-1034.0,-114.0,117.0,,,0.0,-3.0,-1148.0,-52.0,,,,-1200.0,0.0,0.0,0.0,-1200.0,-8.0,-1208.0,0.0,0.0,-1208.0,-634.044004,573.955996,782.0,-1.54,-1.54,-0.810798,782.0,-1.54,-1.54,-0.810798,
03/31/2016,1585.0,1585.0,-1474.0,1474.0,111.0,0.0,-558.0,319.0,45.0,194.0,-447.0,-145.0,115.0,,,,30.0,-592.0,101.0,,,,-491.0,0.0,0.0,0.0,-491.0,-7.0,-498.0,0.0,0.0,-498.0,-239.35,258.65,813.0,-0.61,-0.61,-0.294403,813.0,-0.61,-0.61,-0.294403,
06/30/2016,1402.0,1402.0,-1238.0,1238.0,164.0,0.0,-624.0,264.0,41.0,319.0,-460.0,-204.0,119.0,,,0.0,85.0,-664.0,102.0,,,,-562.0,0.0,0.0,0.0,-562.0,-3.0,-565.0,0.0,0.0,-565.0,-253.0,312.0,899.0,-0.63,-0.63,-0.281424,899.0,-0.63,-0.63,-0.282948,
09/30/2016,1356.0,1356.0,-1230.0,1230.0,126.0,0.0,-1071.0,267.0,33.0,771.0,-945.0,-139.0,129.0,,,0.0,10.0,-1084.0,-692.0,,,,-1776.0,0.0,0.0,0.0,-1776.0,-4.0,-1780.0,0.0,0.0,-1780.0,-753.4,1026.6,899.0,-1.98,-1.98,-0.838042,899.0,-1.98,-1.98,-0.838065,
12/31/2016,1406.0,1406.0,-1247.0,1247.0,159.0,0.0,-552.0,261.0,40.0,251.0,-393.0,-144.0,136.0,,,0.0,8.0,-537.0,-7.0,,,,-544.0,0.0,0.0,0.0,-544.0,-5.0,-549.0,0.0,0.0,-549.0,-356.156504,192.843496,935.0,-0.587166,-0.587166,-0.380916,935.0,-0.587166,-0.587166,-0.380916,
03/31/2017,1386.0,1386.0,-1206.0,1206.0,180.0,0.0,-376.0,265.0,39.0,72.0,-196.0,-214.0,141.0,,,,73.0,-410.0,-33.0,,,,-443.0,0.0,0.0,0.0,-443.0,-5.0,-448.0,0.0,0.0,-448.0,-318.0,130.0,988.0,-0.45,-0.45,-0.321862,988.0,-0.45,-0.45,-0.321862,
06/30/2017,1363.0,1363.0,-1189.0,1189.0,174.0,0.0,-319.0,244.0,36.0,39.0,-145.0,-3.0,138.0,,,,-135.0,-148.0,-17.0,,,,-165.0,0.0,0.0,0.0,-165.0,-6.0,-171.0,0.0,0.0,-171.0,-154.333333,16.666667,990.0,-0.17,-0.17,-0.155892,990.0,-0.17,-0.17,-0.155892,
09/30/2017,1460.0,1460.0,-1195.0,1195.0,265.0,0.0,-335.0,258.0,42.0,35.0,-70.0,-156.0,148.0,,,0.0,8.0,-226.0,-25.0,,,,-251.0,0.0,0.0,0.0,-251.0,-5.0,-256.0,0.0,0.0,-256.0,-221.0,35.0,990.0,-0.26,-0.26,-0.223232,990.0,-0.26,-0.26,-0.224646,
12/31/2017,1490.0,1490.0,-1299.0,1299.0,191.0,0.0,-1932.0,269.0,41.0,1622.0,-1741.0,-131.0,152.0,152.0,0.0,0.0,-21.0,-1872.0,-62.0,,,,-1934.0,0.0,0.0,0.0,-1934.0,-4.0,-1938.0,0.0,0.0,-1938.0,-989.015056,948.984944,993.0,-1.95,-1.95,-0.995987,993.0,-1.95,-1.95,-0.995987,
03/31/2018,1423.0,1423.0,-1145.0,1145.0,278.0,0.0,-317.0,236.0,38.0,43.0,-39.0,-171.0,149.0,,,,22.0,-210.0,-32.0,,,,-242.0,0.0,0.0,0.0,-242.0,-3.0,-245.0,0.0,0.0,-245.0,-142.0,103.0,994.0,-0.25,-0.25,-0.142857,994.0,-0.25,-0.25,-0.146378,
06/30/2018,1448.0,1448.0,-1143.0,1143.0,305.0,0.0,-378.0,233.0,37.0,108.0,-73.0,-160.0,152.0,,,,8.0,-233.0,-26.0,,,,-259.0,0.0,0.0,0.0,-259.0,-5.0,-264.0,0.0,0.0,-264.0,-158.880826,105.119174,997.0,-0.26,-0.26,-0.159359,997.0,-0.26,-0.26,-0.159359,
09/30/2018,1444.0,1444.0,-1105.0,1105.0,339.0,0.0,-352.0,223.0,31.0,98.0,-13.0,-159.0,156.0,,,0.0,3.0,-172.0,-22.0,,,,-194.0,0.0,0.0,0.0,-194.0,-5.0,-199.0,0.0,0.0,-199.0,-91.884211,107.115789,998.0,-0.2,-0.2,-0.092068,998.0,-0.2,-0.2,-0.09267,
12/31/2018,1429.0,1429.0,-1121.0,1121.0,308.0,0.0,-2267.0,202.0,33.0,2032.0,-1959.0,-183.0,157.0,,,0.0,26.0,-2142.0,46.0,,,,-2096.0,0.0,0.0,0.0,-2096.0,-7.0,-2103.0,0.0,0.0,-2103.0,-138.810345,1964.189655,1001.0,-2.1,-2.1,-0.138672,1001.0,-2.1,-2.1,-0.138672,
03/31/2019,1346.0,1346.0,-1082.0,1082.0,264.0,0.0,-565.0,231.0,36.0,298.0,-301.0,-164.0,155.0,,,,9.0,-465.0,-12.0,,,,-477.0,0.0,0.0,0.0,-477.0,-4.0,-481.0,0.0,0.0,-481.0,-108.0,373.0,1003.0,-0.48,-0.48,-0.107677,1003.0,-0.48,-0.48,-0.108116,
06/30/2019,1309.0,1309.0,-1019.0,1019.0,290.0,0.0,-408.0,247.0,36.0,125.0,-118.0,-161.0,160.0,,,0.0,1.0,-279.0,-33.0,,,,-312.0,0.0,0.0,0.0,-312.0,-4.0,-316.0,0.0,0.0,-316.0,-195.83,120.17,1004.0,-0.31,-0.31,-0.19505,1004.0,-0.31,-0.31,-0.19505,
09/30/2019,1314.0,1314.0,-1007.0,1007.0,307.0,0.0,-754.0,232.0,35.0,487.0,-447.0,-337.0,26.0,,,0.0,311.0,-784.0,-31.0,,,,-815.0,0.0,0.0,0.0,-815.0,-6.0,-821.0,0.0,0.0,-821.0,-113.11,707.89,1004.0,-0.82,-0.82,-0.112659,1004.0,-0.82,-0.82,-0.11493,
12/31/2019,1246.0,1246.0,-953.0,953.0,293.0,0.0,-608.0,230.0,36.0,342.0,-315.0,5647.0,33.0,,,0.0,-5680.0,5332.0,-68.0,,,,5264.0,0.0,0.0,0.0,5264.0,-11.0,5253.0,0.0,0.0,5253.0,-69.0,-5322.0,1074.0,4.89,4.89,-0.064246,1074.0,4.89,4.89,-0.065307,
03/31/2020,1215.0,1215.0,-913.0,913.0,302.0,0.0,-1124.0,248.0,33.0,843.0,-822.0,-92.0,58.0,,,,34.0,-914.0,-44.0,,,,-958.0,0.0,0.0,0.0,-958.0,-8.0,-966.0,0.0,0.0,-966.0,-120.21,845.79,70.0,-13.8,-13.8,-1.717286,70.0,-13.8,-13.8,-1.717286,
06/30/2020,821.0,821.0,-609.0,609.0,212.0,0.0,-709.0,223.0,23.0,463.0,-497.0,-70.0,59.0,,,0.0,11.0,-567.0,-12.0,,,,-579.0,0.0,0.0,0.0,-579.0,-2.0,-581.0,0.0,0.0,-581.0,-208.284578,372.715422,70.0,-8.3,-8.3,-2.975494,70.0,-8.3,-8.3,-2.975494,
09/30/2020,756.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.57,,,,-1.57,
12/31/2020,792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.57,,,,-1.57,
