Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
09/30/2017,93.076,60.871,3.794,0.689,8.835,-8.146,27.722,0.8,-2.646,2.508,27.06,0.0,-80.689,-0.939,0.0,0.0,0.0,-0.939,-0.939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-79.75,9.469,0.0,-0.79,,,,10.259,10.259,0.0,0.0,-0.038,21.818,,4.979,
12/31/2017,-80.401,-33.826,2.66,16.999,11.497,5.502,-66.234,-1.7,2.928,-3.655,-63.807,0.0,22.978,-2.393,0.0,0.0,0.0,-2.393,-2.393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.371,24.275,0.0,-2.972,,,,27.247,27.247,0.0,0.0,-0.057,-33.205,0.556,5.127,
03/31/2018,-52.466,-95.792,2.541,20.076,19.949,0.127,20.709,0.151,0.051,6.492,14.015,0.0,48.21,-0.985,0.0,0.0,0.0,-0.985,-0.985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.195,34.352,0.0,0.0,0.0,0.0,0.0,34.352,34.352,0.0,0.0,-0.053,30.043,,4.952,
06/30/2018,959.642,971.46,2.574,1.356,20.659,-19.303,-15.748,-19.708,-1.209,-0.701,5.87,0.0,-894.415,-0.112,2.633,2.633,0.0,-2.745,-2.745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-894.303,811.087,0.0,0.0,0.0,0.0,0.0,811.087,811.087,0.0,0.0,0.006,876.32,,4.843,
09/30/2018,-71.412,-96.143,2.684,7.815,23.287,-15.472,14.232,3.378,-1.412,-3.18,15.446,0.0,-621.271,-1.822,0.0,0.0,0.0,-1.822,-1.822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-619.449,3.859,0.0,0.0,0.0,0.0,0.0,3.859,3.859,0.0,0.0,-0.04,-688.864,,4.906,
12/31/2018,-117.55,-98.212,3.071,7.683,24.206,-16.523,-30.092,-9.326,1.915,-1.64,-21.041,0.0,87.54,-8.687,0.0,0.0,0.0,-8.687,-8.687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.227,2.668,0.0,0.0,,,0.0,2.668,2.668,0.0,0.0,-0.014,-27.356,,4.77,
03/31/2019,-80.895,-118.512,3.077,24.458,25.385,-0.927,10.082,0.319,-0.397,5.156,5.004,0.0,-12.138,-5.648,0.0,0.0,0.0,-5.648,-5.648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.49,4.894,0.0,0.0,0.0,0.0,0.0,4.894,4.894,0.0,0.0,-0.014,-88.153,,4.805,
06/30/2019,-53.922,-110.286,3.055,36.952,24.522,12.43,16.357,5.595,-1.41,-1.676,13.848,0.0,25.29,-11.643,0.0,0.0,0.0,-11.643,-11.643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.933,7.306,0.0,0.0,0.0,0.0,0.0,7.306,7.306,0.0,0.0,-0.002,-21.328,,4.65,
09/30/2019,-77.342,-98.808,3.45,23.374,24.88,-1.506,-5.358,-3.906,-0.532,12.629,-13.549,0.0,58.253,-5.323,0.0,0.0,0.0,-5.323,-5.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.576,6.249,0.0,0.0,0.0,0.0,0.0,6.249,6.249,0.0,0.0,-0.061,-12.901,,4.774,
12/31/2019,-125.223,-113.438,3.574,7.262,25.008,-17.746,-22.621,4.403,1.055,-3.142,-24.937,0.0,135.481,-3.671,0.0,0.0,0.0,-3.671,-3.671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.152,4.906,0.0,0.0,0.0,0.0,0.0,4.906,4.906,0.0,0.0,-0.025,15.139,,4.97,
03/31/2020,-78.075,-138.651,24.853,24.794,25.236,-0.442,10.929,-5.229,-1.655,2.687,15.126,0.0,197.767,-0.9,0.0,0.0,0.0,-0.9,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.667,11.077,0.0,0.0,0.0,0.0,0.0,11.077,11.077,0.0,0.0,-0.097,130.672,,4.951,
06/30/2020,-83.903,-80.0,3.19,-3.858,23.371,-27.229,-3.235,-5.214,1.736,-2.262,2.505,0.0,157.038,-2.694,0.0,0.0,0.0,-2.694,-2.694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.732,-241.957,0.0,-250.0,,,,8.043,8.043,0.0,0.0,-0.007,-168.829,,4.791,
