Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2014,987.997,454.658,199.871,254.787,129.751,129.751,0.0,15.928,8.143,2.97,4.815,0.0,56.823,0.0,3.099,19.77,657.16,90.125,197.927,-107.802,147.892,147.892,92.82,82.056,61.369,20.687,,7.665,330.837,,111.127,23.247,,,87.88,0.0,0.0,0.0,0.0,,90.684,0.0,0.0,0.0,201.811,0.0,0.0,0.0,0.0,,33.415,0.0,0.0,0.0,0.0,33.415,33.415,235.226,0.0,783.418,0.008,783.41,0.0,-30.507,-0.14,752.771,0.0,752.771,987.997,
03/31/2015,1028.405,444.801,189.978,254.823,138.159,138.159,0.0,14.572,5.99,4.487,4.095,0.0,59.78,,14.63,29.869,657.312,99.764,,,168.171,168.171,103.158,81.274,61.237,20.037,,7.254,371.093,,106.707,24.996,,,81.711,0.0,0.0,,,,93.868,,,0.0,200.575,0.0,0.0,,,,34.296,,,,,34.296,34.296,234.871,0.0,789.461,0.008,789.453,0.0,4.179,-0.106,793.534,0.0,793.534,1028.405,
06/30/2015,1028.581,438.542,161.753,276.789,146.466,146.466,0.0,16.415,7.352,5.243,3.82,0.0,56.483,,16.014,26.511,657.906,108.029,,,158.161,158.161,104.485,80.59,61.203,19.387,,7.881,370.675,,121.505,29.513,1.939,,90.053,0.0,0.0,,,,101.42,,,0.0,222.925,0.0,0.0,,,,35.855,,,,,35.855,35.855,258.78,0.0,775.814,0.008,775.806,0.0,-5.826,-0.187,769.801,0.0,769.801,1028.581,
09/30/2015,1079.562,484.755,174.04,310.715,148.395,148.395,0.0,18.939,9.69,6.659,2.59,0.0,59.644,,14.542,29.554,711.733,120.738,,,145.246,145.246,101.845,79.715,60.978,18.737,,7.588,367.829,,128.513,32.599,2.4,,93.514,0.0,0.0,,,,115.998,,,0.0,244.511,0.0,0.0,,,,36.792,,,,,36.792,36.792,281.303,0.0,810.124,0.008,810.116,0.0,-11.89,0.025,798.259,0.0,798.259,1079.562,
12/31/2015,1158.633,527.295,167.714,359.581,158.55,158.55,0.0,19.465,9.95,7.067,2.448,0.0,26.7,,51.416,26.7,732.01,136.473,254.51,-118.037,151.37,151.37,138.78,79.162,61.074,18.088,0.0,8.202,426.623,,142.119,34.354,2.646,,105.119,0.0,0.0,0.0,0.0,,129.553,,,0.0,271.672,0.0,0.0,0.0,0.0,,39.035,,,,,39.035,39.035,310.707,0.0,821.515,0.008,821.507,0.0,27.391,-0.98,847.926,0.0,847.926,1158.633,
03/31/2016,1207.56,548.078,154.418,393.66,178.0,178.0,0.0,22.618,9.676,9.939,3.003,0.0,34.307,,57.527,34.307,783.003,148.029,,,132.69,132.69,143.838,78.606,61.168,17.438,,7.705,424.557,,128.981,36.258,1.793,,90.93,0.0,0.0,,,,145.769,,,0.0,274.75,0.0,0.0,,,,40.78,,,,,40.78,40.78,315.53,0.0,824.071,0.008,824.063,0.0,67.937,0.022,892.03,0.0,892.03,1207.56,
06/30/2016,1251.273,571.813,167.706,404.107,192.66,192.66,0.0,22.992,8.217,10.889,3.886,0.0,37.942,,60.051,37.942,825.407,161.685,,,113.158,113.158,151.023,83.749,61.119,22.63,,7.223,425.866,,138.432,30.927,3.385,,104.12,0.0,0.0,,,,160.557,,,0.0,298.989,0.0,0.0,,,,42.426,,,,,42.426,42.426,341.415,0.0,821.823,0.008,821.815,0.0,87.607,0.428,909.858,0.0,909.858,1251.273,
09/30/2016,1358.893,612.966,419.948,193.018,244.992,244.992,0.0,26.341,12.018,1.488,12.835,0.0,27.469,,68.918,27.469,911.768,172.658,,,62.82,62.82,211.647,82.987,61.195,21.792,46.268,13.474,447.125,,165.642,33.104,5.043,,127.495,0.0,0.0,,,,177.409,,,0.0,343.051,0.0,0.0,,,,43.532,,,,,43.532,43.532,386.583,0.0,854.43,0.008,854.422,0.0,117.965,-0.085,972.31,0.0,972.31,1358.893,
12/31/2016,1396.151,640.256,389.275,250.981,247.415,247.415,0.0,27.131,9.793,10.773,6.565,0.0,38.176,,67.844,38.176,952.978,175.167,310.881,-135.714,59.783,59.783,208.223,81.998,61.044,20.954,45.061,13.32,443.173,,162.928,28.596,4.21,,130.122,0.0,0.0,0.0,0.0,,191.407,,,0.0,354.335,0.0,0.0,0.0,0.0,,46.427,,,,,46.427,46.427,400.762,0.0,864.879,0.008,864.871,0.0,131.448,-0.938,995.389,0.0,995.389,1396.151,
03/31/2017,1459.293,545.586,261.027,284.559,267.128,267.128,0.0,35.174,14.63,14.061,6.483,0.0,70.279,,60.068,70.279,918.167,231.692,,,98.574,98.574,210.86,92.447,64.545,27.902,43.94,14.405,541.126,,162.659,37.028,4.76,,120.871,0.0,0.0,,,,202.895,,,0.0,365.554,0.0,0.0,,,,48.864,,,,,48.864,48.864,414.418,0.0,850.1,0.008,850.092,0.0,196.157,-1.382,1044.875,0.0,1044.875,1459.293,
06/30/2017,1551.187,601.968,358.182,243.786,291.694,291.694,0.0,35.133,13.258,13.848,8.027,0.0,74.427,,61.783,74.427,1003.222,255.539,,,74.619,74.619,217.807,91.308,64.525,26.783,41.724,22.992,547.965,,204.791,45.953,7.003,,151.835,0.0,0.0,,,,220.005,,,0.0,424.796,0.0,0.0,,,,48.103,,,,,48.103,48.103,472.899,0.0,845.568,0.008,845.56,0.0,232.876,-0.156,1078.288,0.0,1078.288,1551.187,
09/30/2017,1697.623,679.067,362.613,316.454,321.328,321.328,0.0,36.941,15.666,12.819,8.456,0.0,63.667,,73.532,63.667,1101.003,295.901,,,58.842,58.842,241.877,90.07,64.615,25.455,52.875,25.4,596.62,,219.793,45.942,10.486,,163.365,0.0,0.0,,,,241.576,,,0.0,461.369,0.0,0.0,,,,54.296,,,,,54.296,54.296,515.665,0.0,880.053,0.008,880.045,0.0,301.117,0.788,1181.958,0.0,1181.958,1697.623,
12/31/2017,1784.009,721.542,449.511,272.031,324.189,324.189,0.0,31.688,12.721,12.157,6.81,0.0,80.948,0.0,49.334,80.948,1158.367,348.793,484.601,-135.808,39.948,39.948,236.901,89.068,64.614,24.454,54.606,43.893,625.642,,232.338,36.776,17.908,,177.654,0.0,0.0,0.0,0.0,,267.713,0.0,0.0,0.0,500.051,0.0,0.0,0.0,0.0,,129.67,0.0,0.0,0.0,0.0,129.67,129.67,629.721,0.0,886.443,0.008,886.435,0.0,267.274,0.571,1154.288,0.0,1154.288,1784.009,
03/31/2018,1782.731,662.743,498.003,164.74,361.459,361.459,0.0,35.866,13.386,11.442,11.038,0.0,108.708,,45.524,108.708,1168.776,400.528,,,10.212,10.212,203.215,87.629,64.621,23.008,52.829,17.233,613.955,,221.974,41.881,22.474,,157.619,0.0,0.0,,,,296.011,,,0.0,517.985,0.0,0.0,,,,137.286,,,,,137.286,137.286,655.271,0.0,858.64,0.008,858.632,0.0,267.336,1.484,1127.46,0.0,1127.46,1782.731,
06/30/2018,1916.589,712.622,547.993,164.629,374.371,374.371,0.0,47.252,22.976,12.396,11.88,0.0,126.754,,45.859,126.754,1260.999,447.933,,,8.061,8.061,199.596,85.307,64.18,21.127,49.128,19.302,655.59,,245.498,48.744,13.719,,183.035,0.0,0.0,,,,321.148,,,0.0,566.646,0.0,0.0,,,,130.984,,,,,130.984,130.984,697.63,0.0,844.607,0.008,844.599,0.0,373.441,0.911,1218.959,0.0,1218.959,1916.589,
09/30/2018,1928.405,605.157,420.86,184.297,420.276,420.276,0.0,48.858,23.395,11.09,14.373,0.0,149.891,,47.435,149.891,1224.182,491.63,,,8.091,8.091,204.502,83.607,64.072,19.535,47.996,25.464,704.223,,262.1,43.065,4.111,,214.924,0.0,0.0,,,,356.109,,,0.0,618.209,0.0,0.0,,,,117.213,,,,,117.213,117.213,735.422,0.0,865.279,0.008,865.271,0.0,328.432,-0.728,1192.983,0.0,1192.983,1928.405,
12/31/2018,2052.458,735.359,636.899,98.46,439.009,439.009,0.0,55.641,26.119,13.784,15.738,0.0,72.47,0.0,64.689,72.47,1302.479,521.329,693.056,-171.727,9.112,9.112,219.538,81.949,64.029,17.92,45.913,26.987,749.979,,298.935,64.256,5.752,,228.927,0.0,0.0,0.0,0.0,,393.138,0.0,0.0,0.0,692.073,0.0,0.0,0.0,0.0,0.0,107.494,0.0,0.0,0.0,0.0,107.494,107.494,799.567,0.0,877.522,0.008,877.514,0.0,378.143,-2.774,1252.891,0.0,1252.891,2052.458,
03/31/2019,2234.43,732.541,588.001,144.54,479.281,479.281,0.0,68.489,29.002,19.71,19.777,0.0,158.802,,57.151,158.802,1439.113,631.651,,,0.0,0.0,163.666,80.329,64.007,16.322,0.0,26.186,795.317,,299.674,62.512,8.148,,229.014,71.692,0.0,71.692,56.1,15.592,433.518,,,0.0,804.884,59.307,0.0,59.307,,59.307,114.535,,,,,114.535,173.842,978.726,0.0,855.964,0.008,855.956,0.0,402.021,-2.281,1255.704,0.0,1255.704,2234.43,
06/30/2019,2346.017,720.922,423.5,297.422,520.094,520.094,0.0,81.124,37.094,25.752,18.278,0.0,135.234,,59.05,135.234,1457.374,656.88,,,44.969,44.969,186.794,78.852,64.023,14.829,0.0,48.892,888.643,,291.44,61.95,11.271,,218.219,16.144,0.0,16.144,,16.144,481.462,,,0.0,789.046,59.14,0.0,59.14,,59.14,124.149,,,,,124.149,183.289,972.335,0.0,874.283,0.008,874.275,0.0,501.275,-1.876,1373.682,0.0,1373.682,2346.017,
09/30/2019,2350.38,782.373,490.362,292.011,531.816,531.816,0.0,94.795,43.808,29.172,21.815,0.0,96.595,,63.15,96.595,1505.579,660.504,,,0.0,0.0,184.297,77.012,63.755,13.257,0.0,44.135,844.801,,335.726,63.3,13.02,,259.406,13.706,0.0,13.706,,13.706,520.712,,,0.0,870.144,43.365,0.0,43.365,,43.365,131.322,,,,,131.322,174.687,1044.831,0.0,892.317,0.008,892.309,0.0,415.159,-1.927,1305.549,0.0,1305.549,2350.38,
12/31/2019,2500.702,868.627,550.425,318.202,550.291,550.291,0.0,112.051,54.947,30.974,26.13,0.0,102.45,0.0,64.007,102.45,1633.419,687.974,917.49,-229.516,0.0,0.0,179.309,75.692,63.924,11.768,0.0,39.61,867.283,,391.471,87.25,14.13,,290.091,15.737,0.0,15.737,,15.737,563.762,0.0,0.0,0.0,970.97,43.463,0.0,43.463,,43.463,140.1,0.0,0.0,0.0,0.0,140.1,183.563,1154.533,0.0,906.945,0.008,906.937,0.0,439.912,-0.688,1346.169,0.0,1346.169,2500.702,
03/31/2020,3964.84,790.696,790.696,0.0,533.004,533.004,0.0,120.977,59.136,35.627,26.214,0.0,131.848,,1551.141,131.848,1576.525,733.857,,,0.0,0.0,1654.458,73.751,63.284,10.467,,29.566,2388.315,,311.924,72.69,15.324,,223.91,20.225,0.0,20.225,,20.225,578.537,,,0.0,910.686,53.745,0.0,53.745,,53.745,147.42,,,,,147.42,201.165,1111.851,0.0,895.139,0.008,895.131,0.0,1958.043,-0.193,2852.989,0.0,2852.989,3964.84,
06/30/2020,4025.857,404.359,404.359,0.0,473.314,473.314,0.0,131.276,73.183,32.232,25.861,0.0,140.295,,1568.293,140.295,1149.244,737.529,,,0.0,,2139.084,543.211,415.536,127.675,,27.58,2876.613,,318.901,94.987,11.733,,212.181,20.86,0.0,20.86,,20.86,601.831,,,0.0,941.592,50.619,0.0,50.619,,50.619,188.601,,,,,188.601,239.22,1180.812,0.0,918.503,0.008,918.495,0.0,1917.441,9.101,2845.045,0.0,2845.045,4025.857,
