Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Discontinued Operations,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2017,8342.6,6005.2,5610.4,394.8,627.8,,0.0,0.0,0.0,0.0,0.0,635.5,,,,,635.5,7268.5,273.9,,,135.3,135.3,664.9,472.4,377.5,94.9,,192.5,1074.1,,2256.4,1787.6,,,468.8,900.0,0.0,,,,900.0,1856.6,,,47.2,1423.7,5013.0,1180.1,1180.1,,,,85.8,,,,,38.6,1265.9,6278.9,0.0,543.5,0.4,543.1,0.0,1521.1,-0.9,2063.7,0.0,2063.7,8342.6,
06/30/2017,8513.1,4543.2,4031.3,511.9,1076.3,,0.0,0.0,0.0,0.0,0.0,727.4,,,,,727.4,6346.9,291.1,,,404.0,404.0,1471.1,1036.0,651.5,384.5,218.0,217.1,2166.2,,2546.0,2004.4,,,541.6,0.0,0.0,,,,,2280.7,,,96.8,1741.1,4826.7,1180.8,1180.8,,,,353.3,,,,,38.5,1534.1,6360.8,0.0,557.2,0.4,556.8,0.0,1595.2,-0.1,2152.3,0.0,2152.3,8513.1,
09/30/2017,9128.5,5383.5,4878.9,504.6,534.0,,0.0,0.0,0.0,0.0,0.0,843.9,,,,0.0,843.9,6761.4,316.4,,,590.3,590.3,1460.4,1026.6,648.2,378.4,216.6,217.2,2367.1,,2717.7,2076.8,63.0,,577.9,0.0,0.0,,,,,2571.3,,,94.1,1994.9,5289.0,1181.6,1181.6,,,,324.5,,,,,13.8,1506.1,6795.1,0.0,566.5,0.4,566.1,0.0,1766.8,0.1,2333.4,0.0,2333.4,9128.5,
12/31/2017,8364.6,4668.1,4198.6,469.5,453.4,,0.0,0.0,0.0,0.0,0.0,697.7,,0.0,,,697.7,5819.2,319.5,730.6,-411.1,766.2,766.2,1459.7,1028.6,660.7,367.9,215.2,215.9,2545.4,,2934.4,2146.3,,,788.1,0.0,0.0,0.0,0.0,,,1508.8,0.0,0.0,93.4,1442.9,4443.2,1182.4,1182.4,0.0,0.0,,322.3,0.0,0.0,0.0,0.0,13.7,1504.7,5947.9,0.0,591.9,0.4,591.5,0.0,1827.5,-2.7,2416.7,0.0,2416.7,8364.6,
03/31/2018,9671.4,5532.7,4824.1,708.6,638.9,,0.0,0.0,0.0,0.0,0.0,1005.6,,,,,1005.6,7177.2,317.1,,,725.8,725.8,1451.3,1019.1,661.8,357.3,214.5,217.7,2494.2,,2760.4,2210.3,,,550.1,0.0,0.0,,,,,2919.4,,,71.5,2326.5,5679.8,1183.0,1183.0,,,,306.2,,,,,20.2,1489.2,7169.0,0.0,583.8,0.4,583.4,0.0,1929.2,-10.6,2502.4,0.0,2502.4,9671.4,
06/30/2018,10134.4,5892.0,5098.5,793.5,700.1,,0.0,0.0,0.0,0.0,0.0,1010.9,,,,,1010.9,7603.0,331.1,,,722.0,722.0,1478.3,1024.0,677.4,346.6,213.1,241.2,2531.4,,2949.5,2345.4,,,604.1,0.0,0.0,,,,,3027.8,,,56.1,2447.8,5977.3,1183.8,1183.8,,,,301.4,,,,,32.2,1485.2,7462.5,0.0,601.7,0.4,601.3,0.0,2080.8,-10.6,2671.9,0.0,2671.9,10134.4,
09/30/2018,12458.5,5341.0,4306.6,1034.4,969.6,,0.0,0.0,0.0,0.0,0.0,1371.6,,,,0.0,1371.6,7682.2,384.1,,,844.4,844.4,3547.8,3080.1,1753.5,1326.6,215.1,252.6,4776.3,,3770.2,2901.4,,,868.8,0.0,0.0,,,,,2034.2,,,117.2,2013.4,5804.4,2125.4,2125.4,,,,366.3,,,,,34.0,2491.7,8296.1,0.0,1962.4,0.5,1961.9,0.0,2211.4,-11.4,4162.4,0.0,4162.4,12458.5,
12/31/2018,11764.7,4484.0,3653.9,830.1,1223.4,,0.0,0.0,0.0,0.0,0.0,1125.0,,0.0,,,1125.0,6832.4,428.2,989.7,-561.5,813.2,813.2,3690.9,3223.9,2227.7,996.2,213.6,253.4,4932.3,,3862.0,2897.4,,,964.6,0.0,0.0,0.0,0.0,,,1153.6,0.0,0.0,134.2,1152.2,5015.6,2126.4,2126.4,0.0,0.0,,382.7,0.0,0.0,0.0,0.0,34.9,2509.1,7524.7,0.0,1981.6,0.5,1981.1,0.0,2267.3,-8.9,4240.0,0.0,4240.0,11764.7,
03/31/2019,13205.9,4203.9,3235.3,968.6,1567.6,,0.0,0.0,0.0,0.0,0.0,2009.2,,,,,2009.2,7780.7,424.9,,,1057.6,1057.6,3942.7,3192.4,2206.4,986.0,207.2,543.1,5425.2,,4484.6,3212.6,,,1272.0,32.9,0.0,32.9,,32.9,,1559.8,,,149.0,1542.9,6077.3,2362.9,2127.3,235.6,,235.6,374.5,,,,,18.3,2737.4,8814.7,0.0,1967.6,0.5,1967.1,0.0,2418.7,4.9,4391.2,0.0,4391.2,13205.9,
06/30/2019,13205.5,3919.5,2990.2,929.3,1286.7,,0.0,0.0,0.0,0.0,0.0,2060.5,,,,,2060.5,7266.7,472.3,,,1539.2,1539.2,3927.3,3173.6,2213.8,959.8,204.6,549.1,5938.8,,4727.8,3219.8,,,1508.0,33.3,0.0,33.3,,33.3,,1169.2,,,139.7,1136.5,5930.3,2309.0,2078.2,230.8,,230.8,362.9,,,,,18.6,2671.9,8602.2,0.0,1986.2,0.5,1985.7,0.0,2601.5,15.6,4603.3,0.0,4603.3,13205.5,
09/30/2019,13861.7,3649.1,2567.1,1082.0,1447.5,,0.0,0.0,0.0,0.0,0.0,2303.9,,,,,2303.9,7400.5,477.3,,,2060.3,2060.3,3923.6,3122.1,2265.2,856.9,217.3,584.2,6461.2,,5250.0,3363.9,,,1886.1,37.3,0.0,37.3,,37.3,,1116.7,,,105.8,1068.0,6404.0,2260.3,2029.1,231.2,,231.2,341.0,,,,,17.9,2601.3,9005.3,0.0,2000.9,0.5,2000.4,0.0,2842.5,13.0,4856.4,0.0,4856.4,13861.7,
