Date,Revenue,Sales & Services Revenue,Cost of Revenue,Gross Profit,Other Operating Income,Operating Expenses,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2012,3002.0,3002.0,,,0.0,-2596.0,0.0,2596.0,406.0,-36.0,40.0,46.0,-6.0,-4.0,0.0,0.0,0.0,370.0,-105.0,265.0,2.0,2.0,0.0,263.0,-4.0,259.0,0.0,0.0,259.0,290.25,29.25,545.0,0.48,0.48,0.532569,554.0,0.47,0.47,0.522798,
03/31/2013,3126.0,3126.0,,,0.0,-2519.0,,2519.0,607.0,-19.0,40.0,44.0,-4.0,-21.0,,,0.0,588.0,-176.0,412.0,-12.0,-12.0,0.0,424.0,-11.0,413.0,0.0,0.0,413.0,406.2,5.2,548.0,0.75,0.73,0.741241,557.0,0.74,0.72,0.729336,
06/30/2013,3088.0,3088.0,,,0.0,-2511.0,,2511.0,577.0,-13.0,36.0,40.0,-4.0,-23.0,,,0.0,564.0,-164.0,400.0,5.0,5.0,0.0,395.0,-7.0,388.0,0.0,0.0,388.0,402.75,9.75,551.0,0.71,0.71,0.730944,559.0,0.69,0.7,0.717442,
09/30/2013,2932.0,2932.0,,,0.0,-2528.0,,2528.0,404.0,-21.0,35.0,40.0,-5.0,-14.0,,,0.0,383.0,-123.0,260.0,1.0,1.0,0.0,259.0,-6.0,253.0,0.0,0.0,253.0,263.75,9.75,549.0,0.46,0.46,0.480419,558.0,0.45,0.45,0.467473,
12/31/2013,3115.0,3115.0,,,0.0,-2626.0,,2626.0,489.0,-51.0,38.0,43.0,-5.0,-11.0,,,24.0,438.0,-131.0,307.0,0.0,0.0,0.0,307.0,-4.0,303.0,0.0,0.0,303.0,332.25,29.25,548.0,0.55,0.55,0.606296,557.0,0.54,0.54,0.592513,
03/31/2014,3264.0,3264.0,,,0.0,-2591.0,,2591.0,673.0,-24.0,37.0,42.0,-5.0,-13.0,0.0,0.0,0.0,649.0,-192.0,457.0,1.0,1.0,0.0,456.0,-13.0,443.0,0.0,0.0,443.0,449.85,5.85,548.0,0.81,0.81,0.820894,556.0,0.8,0.8,0.810522,
06/30/2014,3300.0,3300.0,,,0.0,-2653.0,,2653.0,647.0,-39.0,37.0,42.0,-5.0,2.0,0.0,,0.0,608.0,-168.0,440.0,2.0,2.0,0.0,438.0,-7.0,431.0,0.0,0.0,431.0,438.2,5.2,549.0,0.78,0.79,0.798179,556.0,0.77,0.78,0.789353,
09/30/2014,3141.0,3141.0,,,0.0,-2696.0,,2696.0,445.0,-13.0,39.0,45.0,-6.0,-26.0,0.0,,0.0,432.0,-127.0,305.0,1.0,1.0,0.0,304.0,-7.0,297.0,0.0,0.0,297.0,307.75,9.75,544.0,0.55,0.55,0.565717,551.0,0.54,0.54,0.557695,
12/31/2014,3246.0,3246.0,,,0.0,-2710.0,0.0,2710.0,536.0,-168.0,31.0,36.0,-5.0,0.0,0.0,0.0,137.0,368.0,-99.0,269.0,-30.0,-30.0,0.0,299.0,-5.0,294.0,0.0,0.0,294.0,364.1,100.1,541.0,0.54,0.49,0.673013,548.0,0.54,0.48,0.662664,
03/31/2015,3215.0,3215.0,,,0.0,-2480.0,,2480.0,735.0,-31.0,33.0,36.0,-3.0,-2.0,0.0,0.0,0.0,704.0,-206.0,498.0,3.0,3.0,0.0,495.0,-13.0,482.0,0.0,0.0,482.0,494.1,9.1,539.0,0.89,0.9,0.916698,545.0,0.88,0.89,0.906697,
06/30/2015,3225.0,3225.0,,,0.0,-2596.0,,2596.0,629.0,-34.0,37.0,40.0,-3.0,-3.0,0.0,,0.0,595.0,-166.0,429.0,0.0,0.0,0.0,429.0,-10.0,419.0,0.0,0.0,419.0,431.857143,12.857143,535.0,0.78,0.78,0.80721,541.0,0.77,0.77,0.793766,
09/30/2015,3115.0,3115.0,,,0.0,-2654.0,,2654.0,461.0,-4.0,38.0,41.0,-3.0,-34.0,0.0,,0.0,457.0,-128.0,329.0,-2.0,-2.0,0.0,331.0,-8.0,323.0,0.0,0.0,323.0,338.0,17.0,528.0,0.61,0.61,0.640152,533.0,0.61,0.6,0.631895,
12/31/2015,3338.0,3338.0,,,0.0,-2744.0,,2744.0,594.0,-43.0,42.0,46.0,-4.0,1.0,0.0,,0.0,551.0,-171.0,380.0,-1.0,-1.0,0.0,381.0,-6.0,375.0,0.0,0.0,375.0,372.0,-2.0,522.0,0.72,0.72,0.712644,527.0,0.71,0.71,0.706205,
03/31/2016,3336.0,3336.0,,,0.0,-2603.0,,2603.0,733.0,-47.0,44.0,46.0,-2.0,3.0,0.0,,0.0,686.0,-196.0,490.0,0.0,0.0,0.0,490.0,-9.0,481.0,0.0,0.0,481.0,482.95,1.95,521.0,0.92,0.92,0.926967,526.0,0.91,0.91,0.913707,
06/30/2016,3376.0,3376.0,,,0.0,-2650.0,,2650.0,726.0,-45.0,46.0,48.0,-2.0,-1.0,0.0,,0.0,681.0,-201.0,480.0,0.0,0.0,0.0,480.0,-8.0,472.0,0.0,0.0,472.0,477.2,5.2,521.0,0.91,0.91,0.915931,525.0,0.9,0.9,0.909905,
09/30/2016,3135.0,3135.0,,,0.0,-2563.0,,2563.0,572.0,-47.0,47.0,47.0,0.0,0.0,0.0,,0.0,525.0,-141.0,384.0,0.0,0.0,0.0,384.0,-5.0,379.0,0.0,0.0,379.0,362.0,-17.0,518.0,0.73,0.73,0.698842,523.0,0.73,0.73,0.697495,
12/31/2016,3364.0,3364.0,,,0.0,-2964.0,,2964.0,400.0,188.0,47.0,48.0,-1.0,-2.0,0.0,,-233.0,588.0,-147.0,441.0,0.0,0.0,0.0,441.0,-5.0,436.0,0.0,0.0,436.0,465.0,29.0,516.0,0.844961,0.844961,0.901163,521.0,0.836852,0.836852,0.892514,
03/31/2017,3503.0,3503.0,,,0.0,-2754.0,,2754.0,749.0,4.0,56.0,58.0,-2.0,0.0,0.0,,-60.0,753.0,-175.0,578.0,0.0,0.0,0.0,578.0,-9.0,569.0,0.0,0.0,569.0,563.0,-6.0,515.0,1.1,1.1,1.093204,522.0,1.09,1.09,1.078506,
06/30/2017,3495.0,3495.0,,,0.0,-2794.0,,2794.0,701.0,10.0,58.0,60.0,-2.0,-5.0,0.0,,-63.0,711.0,-204.0,507.0,0.0,0.0,0.0,507.0,-6.0,501.0,0.0,0.0,501.0,516.7,15.7,514.0,0.98,0.98,1.005253,520.0,0.96,0.96,0.990192,
09/30/2017,3341.0,3341.0,,,0.0,-2806.0,,2806.0,535.0,2.0,58.0,60.0,-2.0,2.0,0.0,,-62.0,537.0,-140.0,397.0,0.0,0.0,0.0,397.0,-4.0,393.0,0.0,0.0,393.0,409.9,16.9,512.0,0.77,0.77,0.800586,519.0,0.76,0.76,0.792563,
12/31/2017,3685.0,3685.0,,,0.0,-3015.0,,3015.0,670.0,-28.0,56.0,59.0,-3.0,-12.0,0.0,,-16.0,642.0,-614.0,28.0,-2.0,-2.0,0.0,30.0,-1.0,29.0,0.0,0.0,29.0,544.0,517.0,510.0,0.06,0.05,1.066667,517.0,0.06,0.05,1.05,
03/31/2018,4000.0,4000.0,,,0.0,-3092.0,,3092.0,908.0,8.0,58.0,61.0,-3.0,0.0,,,-66.0,916.0,-220.0,696.0,0.0,0.0,0.0,696.0,-6.0,690.0,0.0,0.0,690.0,707.0,17.0,508.0,1.36,1.36,1.391732,514.0,1.34,1.34,1.373074,
06/30/2018,3734.0,3734.0,,,0.0,-3043.0,,3043.0,691.0,28.0,65.0,68.0,-3.0,-28.0,,,-65.0,719.0,-183.0,536.0,0.0,0.0,0.0,536.0,-5.0,531.0,0.0,0.0,531.0,563.0,32.0,507.0,1.05,1.05,1.110454,512.0,1.04,1.04,1.1025,
09/30/2018,3504.0,3504.0,,,0.0,-2963.0,,2963.0,541.0,-156.0,67.0,69.0,-2.0,52.0,,,37.0,385.0,-106.0,279.0,0.0,0.0,0.0,279.0,-3.0,276.0,0.0,0.0,276.0,361.62,85.62,504.0,0.55,0.55,0.7175,510.0,0.54,0.54,0.707882,
12/31/2018,3712.0,3712.0,,,0.0,-3091.0,,3091.0,621.0,-397.0,89.0,92.0,-3.0,-12.0,,,320.0,224.0,-65.0,159.0,0.0,0.0,0.0,159.0,-6.0,153.0,0.0,0.0,153.0,535.400391,382.400391,504.0,0.3,0.3,1.062302,509.0,0.3,0.3,1.051278,
03/31/2019,4071.0,4071.0,,,0.0,-3133.0,,3133.0,938.0,6.0,92.0,120.0,-28.0,-5.0,,,-93.0,944.0,-217.0,727.0,0.0,0.0,0.0,727.0,-11.0,716.0,0.0,0.0,716.0,753.702703,37.702703,505.0,1.42,1.42,1.492481,511.0,1.4,1.4,1.473782,
06/30/2019,4349.0,4349.0,,,0.0,-3669.0,,3669.0,680.0,-130.0,139.0,141.0,-2.0,-8.0,,,-1.0,550.0,-206.0,344.0,0.0,0.0,0.0,344.0,-12.0,332.0,0.0,0.0,332.0,602.0,270.0,507.0,0.66,0.66,1.187377,512.0,0.65,0.65,1.177344,
09/30/2019,3968.0,3968.0,,,0.0,-3501.0,,3501.0,467.0,-53.0,129.0,133.0,-4.0,-7.0,,,-69.0,414.0,-108.0,306.0,0.0,0.0,0.0,306.0,-3.0,303.0,0.0,0.0,303.0,392.0,89.0,506.0,0.6,0.6,0.774704,511.0,0.59,0.59,0.764168,
12/31/2019,4264.0,4264.0,,,0.0,-3672.0,,3672.0,592.0,-61.0,125.0,130.0,-5.0,-2.0,,,-62.0,531.0,-135.0,396.0,0.0,0.0,0.0,396.0,-5.0,391.0,0.0,0.0,391.0,610.000054,219.000054,504.0,0.77,0.77,1.210317,510.0,0.76,0.76,1.189412,
03/31/2020,4651.0,4651.0,,,0.0,-3581.0,,3581.0,1070.0,-63.0,125.0,127.0,-2.0,2.0,,,-64.0,1007.0,-240.0,767.0,0.0,0.0,0.0,767.0,-13.0,754.0,0.0,0.0,754.0,835.0,81.0,505.0,1.49,1.49,1.653465,510.0,1.48,1.48,1.638824,
06/30/2020,4189.0,4189.0,,,0.0,-3304.0,,3304.0,885.0,-98.0,130.0,132.0,-2.0,31.0,,,-63.0,787.0,-207.0,580.0,0.0,0.0,0.0,580.0,-8.0,572.0,0.0,0.0,572.0,664.05,92.05,506.0,1.13,1.13,1.312352,511.0,1.12,1.12,1.300137,
09/30/2020,3813.538,,,,,,,,563.0,,,,,,,,,509.0,,324.0,,,,,,324.0,,,324.0,366.0,,,0.58,0.58,0.711,,0.58,0.58,0.711,
12/31/2020,4186.154,,,,,,,,825.5,,,,,,,,,796.0,,539.75,,,,,,539.75,,,539.75,569.167,,,0.992,0.992,1.117,,0.992,0.992,1.117,
