Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
11/26/2011,2148.287,2148.287,-1390.715,1390.715,757.572,0.0,-627.585,627.585,0.0,129.987,-1.555,,6.712,,-0.234,,-4.923,128.432,-48.082,80.35,0.0,0.0,0.0,80.35,0.0,80.35,0.0,0.0,80.35,85.01245,4.66245,117.649,0.68,0.68,0.722594,118.591,0.68,0.68,0.719315,
02/25/2012,2458.636,2458.636,-1601.237,1601.237,857.399,0.0,-642.052,642.052,0.0,215.347,-0.436,,6.425,,-0.208,,-5.781,214.911,-78.492,136.419,0.0,0.0,0.0,136.419,0.0,136.419,0.0,0.0,136.419,136.9429,0.5239,117.528,1.16,1.16,1.165194,118.304,1.15,1.15,1.154428,
05/26/2012,2359.957,2359.957,-1514.684,1514.684,845.273,0.0,-652.014,652.014,0.0,193.259,0.786,,5.635,,-0.274,,-6.147,194.045,-69.505,124.54,0.0,0.0,0.0,124.54,0.0,124.54,0.0,0.0,124.54,126.0688,1.5288,116.815,1.07,1.07,1.079218,117.633,1.06,1.06,1.072996,
08/25/2012,2364.125,2364.125,-1564.422,1564.422,799.703,0.0,-674.083,662.583,11.5,125.62,0.93,,6.318,,-0.211,,-7.037,126.55,-45.619,80.931,0.0,0.0,0.0,80.931,0.0,80.931,0.0,0.0,80.931,88.7847,7.8537,116.396,0.7,0.7,0.762781,117.267,0.69,0.69,0.756973,
11/24/2012,2421.688,2421.688,-1594.894,1594.894,826.794,0.0,-699.825,699.825,0.0,126.969,-0.685,,7.122,,-0.075,,-6.362,126.284,-46.005,80.279,0.0,0.0,0.0,80.279,,80.279,0.0,0.0,80.279,82.138,1.859,115.521,0.69,0.69,0.711022,116.197,0.69,0.69,0.705999,
03/02/2013,2893.997,2893.997,-1926.947,1926.947,967.05,0.0,-750.073,750.073,0.0,216.977,0.76,,6.775,,-0.109,,-7.426,217.737,-77.592,140.145,0.0,0.0,0.0,140.145,0.0,140.145,0.0,0.0,140.145,140.68775,0.54275,115.455,1.21,1.21,1.218551,115.92,1.21,1.21,1.214682,
06/01/2013,2573.506,2573.506,-1681.048,1681.048,892.458,0.0,-704.038,704.038,0.0,188.42,1.216,,6.071,,-0.091,,-7.196,189.636,-68.698,120.938,0.0,0.0,0.0,120.938,0.0,120.938,0.0,0.0,120.938,121.79795,0.85995,114.977,1.05,1.05,1.059324,115.478,1.05,1.05,1.057447,
08/31/2013,2502.266,2502.266,-1633.823,1633.823,868.443,0.0,-712.852,712.852,0.0,155.591,1.449,,5.92,,-0.147,,-7.222,157.04,-54.827,102.213,0.0,0.0,0.0,102.213,0.0,102.213,0.0,0.0,102.213,102.7382,0.5252,115.04,0.89,0.89,0.893065,115.61,0.88,0.88,0.884543,
11/30/2013,2499.691,2499.691,-1642.85,1642.85,856.841,0.0,-736.522,736.522,0.0,120.319,0.541,,6.923,,-0.058,,-7.406,120.86,-42.833,78.027,0.0,0.0,0.0,78.027,0.0,78.027,0.0,0.0,78.027,79.88925,1.86225,114.581,0.68,0.68,0.697229,115.084,0.68,0.68,0.696182,
03/01/2014,2716.621,2716.621,-1814.327,1814.327,902.294,0.0,-762.037,762.037,0.0,140.257,0.2,,7.374,,-0.046,,-7.528,140.457,-49.588,90.869,0.0,0.0,0.0,90.869,0.0,90.869,0.0,0.0,90.869,93.5665,2.6975,113.788,0.8,0.8,0.822288,114.141,0.8,0.8,0.822288,
05/31/2014,2658.964,2658.964,-1748.111,1748.111,910.853,0.0,-790.045,767.049,22.996,120.808,0.499,,7.959,,-0.058,,-8.4,121.307,-40.16,81.147,0.0,0.0,0.0,81.147,0.0,81.147,0.0,0.0,81.147,97.36,16.213,113.829,0.71,0.71,0.855318,114.15,0.71,0.71,0.852032,
08/30/2014,2614.054,2614.054,-1752.757,1752.757,861.297,0.0,-821.229,756.611,64.618,40.068,0.062,,7.782,,-0.028,,-7.816,40.13,-5.67,34.46,0.0,0.0,0.0,34.46,0.0,34.46,0.0,0.0,34.46,84.41755,49.95755,113.941,0.3,0.3,0.740888,114.308,0.3,0.3,0.737043,
11/29/2014,2556.422,2556.422,-1703.475,1703.475,852.947,0.0,-782.288,773.427,8.861,70.659,0.334,,7.66,,-0.03,,-7.964,70.993,-29.616,41.377,0.0,0.0,0.0,41.377,0.0,41.377,0.0,0.0,41.377,51.63615,10.25915,114.157,0.36,0.36,0.452326,114.475,0.36,0.36,0.449619,
02/28/2015,2798.268,2798.268,-1867.181,1867.181,931.087,0.0,-813.539,805.309,8.23,117.548,0.688,,7.357,,-0.07,,-7.975,118.236,-41.53,76.706,0.0,0.0,0.0,76.706,0.0,76.706,0.0,0.0,76.706,85.989,9.283,114.468,0.67,0.67,0.751206,114.68,0.67,0.67,0.750947,
05/30/2015,2728.176,2728.176,-1785.011,1785.011,943.165,0.0,-816.88,812.19,4.69,126.285,1.718,,6.795,,-0.043,,-8.47,128.003,-48.06,79.943,0.0,0.0,0.0,79.943,0.0,79.943,0.0,0.0,79.943,85.1673,5.2243,114.511,0.7,0.7,0.743748,114.755,0.7,0.7,0.743748,
08/31/2015,2723.636,,,,912.63595088,,,,,124.857,,,,,,,,126.889,,80.667,,,,,,80.667,,,80.667,81.5,,,0.699,0.699,0.703,,0.699,0.699,0.703,
11/30/2015,2676.0,,,,,,,,,92.2,,,,,,,,93.4,,59.6,,,,,,59.6,,,59.6,59.6,,,0.52,0.52,0.525,,0.52,0.52,0.525,
