Date,Revenue,Sales & Services Revenue,Financing Revenue,Cost of Revenue,Cost of Goods & Services,Cost of Financing Revenue,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
04/01/2012,1429.691,1273.369,156.322,-877.129,816.859,60.27,552.562,0.0,-277.104,265.653,,11.451,275.458,-9.562,-132.484,11.495,-143.979,-1.933,,143.979,265.896,-93.861,172.035,0.0,0.0,0.0,172.035,0.0,172.035,0.0,0.0,172.035,179.47815,7.44315,228.988,0.75,0.75,0.783788,231.284,0.74,0.74,0.772182,
07/01/2012,1729.66,1569.047,160.613,-1048.683,1005.23,43.453,680.977,0.0,-289.464,283.244,,6.22,391.513,-9.364,-133.235,11.595,-144.83,-2.231,,144.83,382.149,-134.899,247.25,0.0,0.0,0.0,247.25,0.0,247.25,0.0,0.0,247.25,251.293,4.043,228.838,1.08,1.08,1.098126,230.923,1.07,1.07,1.087508,
09/30/2012,1250.295,1089.268,161.027,-766.664,711.364,55.3,483.631,0.0,-266.529,257.359,,9.17,217.102,-9.991,-136.2,11.438,-147.638,-1.447,,147.638,207.111,-73.11,134.001,0.0,0.0,0.0,134.001,0.0,134.001,0.0,0.0,134.001,139.9615,5.9605,226.02,0.59,0.59,0.619244,227.989,0.59,0.59,0.616144,
12/31/2012,1170.86,1010.898,159.962,-785.914,688.941,96.973,384.946,0.0,-268.843,267.209,,1.634,116.103,-9.747,-131.609,11.505,-143.114,-1.758,0.0,143.114,106.356,-35.717,70.639,0.0,0.0,0.0,70.639,0.0,70.639,0.0,0.0,70.639,71.7011,1.0621,224.635,0.31,0.31,0.319189,226.726,0.31,0.31,0.314685,
03/31/2013,1571.213,1414.248,156.965,-948.47,894.806,53.664,622.743,0.0,-274.437,271.499,,2.938,348.306,-9.776,-132.556,11.391,-143.947,-1.615,,143.947,338.53,-114.401,224.129,0.0,0.0,0.0,224.129,0.0,224.129,0.0,0.0,224.129,226.0387,1.9097,224.429,1.0,1.0,1.007172,226.148,0.99,0.99,0.998444,
06/30/2013,1794.307,1631.466,162.841,-1086.399,1029.596,56.803,707.908,0.0,-276.087,281.384,,-5.297,431.821,-9.468,-133.546,11.238,-144.784,-1.77,,144.784,422.353,-150.614,271.739,0.0,0.0,0.0,271.739,0.0,271.739,0.0,0.0,271.739,271.5115,-0.2275,223.052,1.22,1.22,1.217257,224.47,1.21,1.21,1.208987,
09/29/2013,1343.718,1180.284,163.434,-818.517,763.969,54.548,525.201,0.0,-273.662,273.016,,0.646,251.539,-10.208,-136.795,11.369,-148.164,-1.161,,148.164,241.331,-78.615,162.716,0.0,0.0,0.0,162.716,0.0,162.716,0.0,0.0,162.716,163.1359,0.4199,221.936,0.73,0.73,0.735058,223.486,0.73,0.73,0.731879,
12/31/2013,1190.634,1032.292,158.342,-804.565,707.547,97.018,386.069,0.0,-264.033,264.451,0.0,-0.418,122.036,-9.945,-135.021,11.258,-146.279,-1.313,0.0,146.279,112.091,-36.682,75.409,0.0,0.0,0.0,75.409,0.0,75.409,0.0,0.0,75.409,75.1373,-0.2717,220.546,0.34,0.34,0.340688,222.241,0.34,0.34,0.338777,
03/30/2014,1726.048,1571.688,154.36,-1038.745,979.557,59.188,687.303,0.0,-276.421,276.421,,0.0,410.882,-2.018,-137.72,3.677,-141.397,-1.659,,141.397,408.864,-142.947,265.917,0.0,0.0,0.0,265.917,0.0,265.917,0.0,0.0,265.917,265.917,0.0,218.986,1.21,1.21,1.21,220.493,1.21,1.21,1.21,
06/29/2014,2000.699,1834.285,166.414,-1166.848,1110.146,56.702,833.851,0.0,-286.156,286.156,,0.0,547.695,1.379,-148.116,0.393,-148.509,-1.772,,148.509,549.074,-194.921,354.153,0.0,0.0,0.0,354.153,0.0,354.153,0.0,0.0,354.153,354.89725,0.74425,217.762,1.63,1.63,1.629748,219.161,1.62,1.62,1.623396,
09/28/2014,1301.604,1130.558,171.046,-797.596,735.958,61.638,504.008,0.0,-279.935,279.935,,0.0,224.073,1.432,-153.159,0.077,-153.236,-1.509,,153.236,225.505,-75.439,150.066,0.0,0.0,0.0,150.066,0.0,150.066,0.0,0.0,150.066,150.066,0.0,215.572,0.7,0.7,0.7,216.893,0.69,0.69,0.69,
12/31/2014,1200.157,1031.15,169.007,-823.499,716.94,106.559,376.658,0.0,-278.325,278.325,0.0,0.0,98.333,1.544,0.015,0.015,0.0,-1.559,0.0,0.0,99.877,-25.402,74.475,0.0,0.0,0.0,74.475,0.0,74.475,0.0,0.0,74.475,74.475,0.0,213.064,0.35,0.35,0.35,214.439,0.35,0.35,0.35,
03/29/2015,1672.945,1510.57,162.375,-985.078,920.295,64.783,687.867,0.0,-277.749,277.749,,0.0,410.118,1.313,-145.477,0.009,-145.486,-1.322,,145.486,411.431,-141.577,269.854,0.0,0.0,0.0,269.854,0.0,269.854,0.0,0.0,269.854,269.854,0.0,210.629,1.28,1.28,1.28,211.788,1.27,1.27,1.27,
06/28/2015,1824.392,1650.783,173.609,-1059.932,1003.569,56.363,764.46,0.0,-301.944,301.944,,0.0,462.516,1.441,-150.275,0.009,-150.284,-1.45,,150.284,463.957,-164.147,299.81,0.0,0.0,0.0,299.81,0.0,299.81,0.0,0.0,299.81,299.81,0.0,207.65,1.44,1.44,1.44,208.59,1.44,1.44,1.44,
09/27/2015,1317.43,1140.321,177.109,-814.729,746.282,68.447,502.701,0.0,-286.865,286.865,,0.0,215.836,-1.668,4.879,4.879,0.0,-3.211,,0.0,214.168,-73.821,140.347,0.0,0.0,0.0,140.347,0.0,140.347,0.0,0.0,140.347,142.492,2.145,203.598,0.69,0.69,0.699869,204.58,0.69,0.69,0.699869,
12/31/2015,1180.635,1007.07,173.565,-798.846,686.138,112.708,381.789,0.0,-314.564,314.564,,0.0,67.225,-6.618,-146.595,7.22,-153.815,-0.602,,153.815,60.607,-18.411,42.196,0.0,0.0,0.0,42.196,0.0,42.196,0.0,0.0,42.196,42.196,0.0,189.681,0.22,0.22,0.22,190.621,0.22,0.22,0.22,
03/27/2016,1749.968,1576.61,173.358,-1069.372,986.33,83.042,680.596,0.0,-291.768,291.768,,0.0,388.828,-6.402,-145.358,7.168,-152.526,-0.766,0.0,152.526,382.426,-131.937,250.489,0.0,0.0,0.0,250.489,0.0,250.489,0.0,0.0,250.489,250.489,0.0,183.429,1.37,1.37,1.37,184.204,1.36,1.36,1.36,
06/26/2016,1861.077,1670.113,190.964,-1128.911,1062.555,66.356,732.166,0.0,-319.844,319.844,,0.0,412.322,-6.406,-149.915,7.094,-157.009,-0.688,0.0,157.009,405.916,-125.485,280.431,0.0,0.0,0.0,280.431,0.0,280.431,0.0,0.0,280.431,280.431,0.0,180.587,1.55,1.55,1.55,181.339,1.55,1.55,1.55,
09/25/2016,1274.813,1091.63,183.183,-803.727,724.611,79.116,471.086,0.0,-292.71,292.71,,0.0,178.376,-5.406,-152.299,7.706,-160.005,-2.3,0.0,160.005,172.97,-58.905,114.065,0.0,0.0,0.0,114.065,0.0,114.065,0.0,0.0,114.065,114.065,0.0,178.438,0.64,0.64,0.64,179.32,0.64,0.64,0.64,
12/31/2016,1110.6,933.023,177.577,-763.652,646.214,117.438,346.948,0.0,-277.538,277.538,,0.0,69.41,-6.811,7.702,7.702,0.0,-0.891,0.0,0.0,62.599,-15.42,47.179,0.0,0.0,0.0,47.179,0.0,47.179,0.0,0.0,47.179,47.179,0.0,176.616,0.27,0.27,0.27,177.642,0.27,0.27,0.27,
03/26/2017,1501.932,1328.711,173.221,-940.766,853.888,86.878,561.166,0.0,-271.984,271.984,,0.0,289.182,-4.498,-143.055,7.673,-150.728,-0.879,0.0,148.432,284.684,-98.315,186.369,0.0,0.0,0.0,186.369,0.0,186.369,0.0,0.0,186.369,186.369,0.0,176.001,1.06,1.06,1.06,177.07,1.05,1.05,1.05,
06/25/2017,1765.169,1577.135,188.034,-1074.798,1004.173,70.625,690.371,0.0,-291.084,291.084,,0.0,399.287,-4.854,-149.703,7.726,-157.429,-0.577,0.0,155.134,394.433,-135.566,258.867,0.0,0.0,0.0,258.867,0.0,258.867,0.0,0.0,258.867,258.867,0.0,174.409,1.48,1.48,1.48,175.324,1.48,1.48,1.48,
09/24/2017,1151.195,962.136,189.059,-763.245,687.823,75.422,387.95,0.0,-293.538,293.538,,0.0,94.412,-4.517,-155.935,7.896,-163.831,-1.083,0.0,161.535,89.895,-21.686,68.209,0.0,0.0,0.0,68.209,0.0,68.209,0.0,0.0,68.209,68.209,0.0,169.85,0.4,0.4,0.4,170.688,0.4,0.4,0.4,
12/31/2017,1228.928,1047.045,181.883,-806.158,726.446,79.712,422.77,0.0,-323.57,323.57,,0.0,99.2,-4.373,-153.416,7.709,-161.125,-1.041,,158.83,94.827,-86.513,8.314,0.0,0.0,0.0,8.314,0.0,8.314,0.0,0.0,8.314,80.524,72.21,167.894,0.049519,0.049519,0.479612,168.819,0.049248,0.049248,0.476984,
04/01/2018,1542.121,1363.947,178.174,-968.676,890.174,78.502,573.445,0.0,-337.028,290.186,,46.842,236.417,-6.267,-146.351,7.69,-154.041,-1.203,0.0,153.821,230.15,-55.387,174.763,0.0,0.0,0.0,174.763,0.0,174.763,0.0,0.0,174.763,210.64628,35.88328,168.139,1.04,1.04,1.25281,169.174,1.03,1.03,1.242109,
07/01/2018,1713.223,1525.121,188.102,-1063.859,993.036,70.823,649.364,0.0,-325.417,313.047,,12.37,323.947,-4.55,-150.911,7.728,-158.639,-2.533,0.0,157.994,319.397,-77.059,242.338,0.0,0.0,0.0,242.338,0.0,242.338,0.0,0.0,242.338,253.517,11.179,166.589,1.45,1.45,1.521811,167.204,1.45,1.45,1.516858,
09/30/2018,1315.669,1123.945,191.724,-844.756,776.53,68.226,470.913,0.0,-321.497,306.665,,14.832,149.416,-8.224,-158.251,7.762,-166.013,1.106,0.0,165.369,141.192,-27.337,113.855,0.0,0.0,0.0,113.855,0.0,113.855,0.0,0.0,113.855,129.791,15.936,165.927,0.69,0.69,0.782217,166.664,0.68,0.68,0.775618,
12/31/2018,1145.862,955.633,190.229,-818.999,692.056,126.943,326.863,0.0,-323.12,303.763,,19.357,3.743,-7.853,-159.588,7.704,-167.292,1.679,0.0,165.762,-4.11,4.605,0.495,0.0,0.0,0.0,0.495,0.0,0.495,0.0,0.0,0.495,27.997988,27.502988,162.073,0.0,0.0,0.172749,163.014,0.0,0.0,0.168715,
03/31/2019,1384.38,1195.637,188.743,-935.013,848.198,86.815,449.367,0.0,-282.255,268.625,,13.63,167.112,3.287,-152.073,7.731,-159.804,-6.358,,155.144,170.399,-42.454,127.945,0.0,0.0,0.0,127.945,0.0,127.945,0.0,0.0,127.945,156.872,28.927,159.311,0.8,0.8,0.98469,160.026,0.8,0.8,0.980764,
06/30/2019,1632.619,1434.004,198.615,-1058.322,979.266,79.056,574.297,0.0,-318.04,307.617,,10.423,256.257,-0.176,-159.293,7.784,-167.077,-3.571,,163.04,256.081,-60.45,195.631,0.0,0.0,0.0,195.631,0.0,195.631,0.0,0.0,195.631,232.608,36.977,158.813,1.23,1.23,1.464666,159.425,1.23,1.23,1.46194,
09/29/2019,1272.519,1068.942,203.577,-836.015,748.878,87.137,436.504,0.0,-316.66,309.031,,7.629,119.844,-2.588,-168.051,7.789,-175.84,-2.041,,172.68,117.256,-30.693,86.563,0.0,0.0,0.0,86.563,0.0,86.563,0.0,0.0,86.563,109.66798,23.10498,156.239,0.55,0.55,0.701924,156.944,0.55,0.55,0.697218,
12/31/2019,1072.271,874.095,198.176,-792.777,653.456,139.321,279.494,0.0,-267.099,266.428,,0.671,12.395,1.284,-167.71,7.774,-175.484,-4.401,0.0,170.827,13.679,-0.183,13.496,0.0,0.0,0.0,13.496,0.0,13.496,0.0,0.0,13.496,30.78199,17.28599,153.947,0.09,0.09,0.199952,154.913,0.09,0.09,0.199952,
03/29/2020,1298.244,1099.788,198.456,-912.76,780.868,131.892,385.484,0.0,-277.971,277.971,,0.0,107.513,-12.947,-162.246,7.755,-170.001,5.347,0.0,169.846,94.566,-24.871,69.695,0.0,0.0,0.0,69.695,0.0,69.695,0.0,0.0,69.695,78.986,9.291,153.004,0.46,0.46,0.516235,153.744,0.45,0.45,0.510432,
06/28/2020,865.227,669.274,195.953,-715.012,561.646,153.366,150.215,0.0,-266.314,224.365,,41.949,-116.099,-1.856,-160.492,7.769,-168.261,-5.757,,168.105,-117.955,25.738,-92.217,0.0,0.0,0.0,-92.217,0.0,-92.217,0.0,0.0,-92.217,-53.861,38.356,153.199,-0.6,-0.6,-0.351575,153.199,-0.6,-0.6,-0.351575,
09/30/2020,864.0,,,,,,245.3328,,,,,,70.075,,,,,,,,78.463,,44.017,,,,,,44.017,,,44.017,57.688,,,0.306,0.306,0.351,,0.306,0.306,0.351,
12/31/2020,761.333,,,,,,190.72914316,,,,,,9.9,,,,,,,,16.017,,-0.75,,,,,,-0.75,,,-0.75,11.2,,,0.051,0.051,0.071,,0.051,0.051,0.071,
