Date,Revenue,Sales & Services Revenue,Financing Revenue,Cost of Revenue,Cost of Goods & Services,Cost of Financing Revenue,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2014,1735.0,1696.6,38.4,-1315.4,1315.4,,419.6,0.0,-222.5,218.1,4.4,197.1,4.8,-49.5,0.0,-49.5,,44.7,201.9,-70.9,131.0,0.0,0.0,0.0,131.0,,131.0,0.0,0.0,131.0,133.86,2.86,324.3,0.4,0.4,0.412766,366.3,0.38,0.38,0.387808,
06/30/2014,2147.0,2102.9,44.1,-1668.7,1668.7,,478.3,0.0,-312.5,255.7,56.8,165.8,6.0,-45.1,0.0,-45.1,,39.1,171.8,-58.7,113.1,0.0,0.0,0.0,113.1,,113.1,0.0,0.0,113.1,132.73,19.63,349.7,0.32,0.32,0.379554,367.8,0.32,0.32,0.373371,
09/30/2014,2472.3,2423.3,49.0,-1928.3,1928.3,,544.0,0.0,-299.8,278.5,21.3,244.2,6.6,-60.3,0.0,-60.3,,53.7,250.8,-84.5,166.3,0.0,0.0,0.0,166.3,,166.3,0.0,0.0,166.3,168.25,1.95,364.5,0.46,0.46,0.461591,367.6,0.45,0.45,0.455305,
12/31/2014,2302.6,2253.0,49.6,-1808.4,1808.4,,494.2,0.0,-281.8,275.8,6.0,212.4,8.3,-40.4,0.0,-40.4,,32.1,220.7,-78.2,142.5,0.0,0.0,0.0,142.5,,142.5,0.0,0.0,142.5,146.4,3.9,364.9,0.39,0.39,0.401206,368.1,0.39,0.39,0.400595,
03/31/2015,2398.0,2338.5,59.5,-1879.5,1879.5,,518.5,0.0,-295.6,283.1,12.5,222.9,7.2,-42.6,0.0,-42.6,,35.4,230.1,-82.2,147.9,0.0,0.0,0.0,147.9,,147.9,0.0,0.0,147.9,156.025,8.125,365.8,0.4,0.4,0.426531,369.4,0.4,0.4,0.421995,
06/30/2015,2950.8,2876.4,74.4,-2305.0,2305.0,,645.8,0.0,-319.2,303.8,15.4,326.6,7.2,-43.2,0.0,-43.2,,36.0,333.8,-112.4,221.4,0.0,0.0,0.0,221.4,,221.4,0.0,0.0,221.4,231.41,10.01,366.8,0.6,0.6,0.630889,370.3,0.6,0.6,0.627032,
09/30/2015,3172.5,3091.1,81.4,-2482.5,2482.5,,690.0,0.0,-359.3,323.2,36.1,330.7,8.1,-43.0,0.0,-43.0,,34.9,338.8,-99.9,238.9,0.0,0.0,0.0,238.9,,238.9,0.0,0.0,238.9,265.795,26.895,367.7,0.65,0.65,0.722858,371.5,0.64,0.64,0.712396,
12/31/2015,2416.4,2361.1,55.3,-1890.2,1890.2,,526.2,0.0,-291.4,289.4,2.0,234.8,6.5,-42.2,0.0,-42.2,,35.7,241.3,-83.6,157.7,0.0,0.0,0.0,157.7,,157.7,0.0,0.0,157.7,159.0,1.3,369.3,0.43,0.43,0.430544,373.5,0.42,0.42,0.423481,
03/31/2016,2767.9,2701.0,66.9,-2163.3,2163.3,,604.6,0.0,-315.2,309.2,6.0,289.4,11.1,-40.4,0.0,-40.4,,29.3,300.5,-105.4,195.1,0.0,0.0,0.0,195.1,,195.1,0.0,0.0,195.1,199.0,3.9,370.2,0.53,0.53,0.537547,373.7,0.52,0.52,0.530436,
06/30/2016,3231.9,3148.8,83.1,-2514.9,2514.9,,717.0,0.0,-344.9,336.8,8.1,372.1,6.5,-35.4,0.0,-35.4,,28.9,378.6,-128.8,249.8,0.0,0.0,0.0,249.8,,249.8,0.0,0.0,249.8,255.065,5.265,371.8,0.67,0.67,0.686027,375.9,0.66,0.66,0.674006,
09/30/2016,3741.3,3651.0,90.3,-2903.0,2903.0,,838.3,0.0,-407.5,384.9,22.6,430.8,2.2,-34.3,0.0,-34.3,,32.1,433.0,-149.4,283.6,0.0,0.0,0.0,283.6,,283.6,0.0,0.0,283.6,300.81,17.21,372.8,0.76,0.76,0.806894,377.3,0.75,0.75,0.795614,
12/31/2016,2904.2,2826.1,78.1,-2265.6,2265.6,,638.6,0.0,-328.2,325.9,2.3,310.4,7.7,-33.5,0.0,-33.5,,25.8,318.1,-111.2,206.9,0.0,0.0,0.0,206.9,0.0,206.9,0.0,0.0,206.9,208.395,1.495,373.3,0.55,0.55,0.558251,377.4,0.55,0.55,0.553961,
03/31/2017,3251.3,3164.4,86.9,-2537.7,2537.7,,713.6,0.0,-367.4,355.2,12.2,346.2,7.7,-33.5,0.0,-33.5,,25.8,353.9,-124.7,229.2,0.0,0.0,0.0,229.2,0.0,229.2,0.0,0.0,229.2,245.06,15.86,374.4,0.61,0.61,0.654541,378.9,0.6,0.6,0.641858,
06/30/2017,3776.4,3684.5,91.9,-2955.7,2955.7,,820.7,0.0,-379.9,374.5,5.4,440.8,3.7,-32.4,0.0,-32.4,,28.7,444.5,-155.5,289.0,0.0,0.0,0.0,289.0,0.0,289.0,0.0,0.0,289.0,292.51,3.51,374.8,0.77,0.77,0.780443,379.4,0.76,0.76,0.769251,
09/30/2017,4159.1,4066.5,92.6,-3264.0,3264.0,,895.1,0.0,-416.1,416.1,0.0,479.0,6.5,-29.9,0.0,-29.9,,23.4,485.5,-172.3,313.2,0.0,0.0,0.0,313.2,0.0,313.2,0.0,0.0,313.2,326.46,13.26,374.7,0.84,0.84,0.871257,380.0,0.82,0.82,0.854895,
12/31/2017,3332.7,3251.7,81.0,-2576.4,2576.4,,756.3,0.0,-374.5,384.2,-9.7,381.8,9.4,-31.0,0.0,-31.0,,21.6,391.2,-202.4,188.8,0.0,0.0,0.0,188.8,0.5,189.3,0.0,0.0,189.3,285.325,96.025,375.8,0.5,0.5,0.759247,383.8,0.49,0.49,0.740195,
03/31/2018,3794.7,3699.8,94.9,-2931.5,2931.5,,863.2,0.0,-429.9,400.9,29.0,433.3,11.5,-31.8,0.0,-31.8,,20.3,444.8,-94.0,350.8,0.0,0.0,0.0,350.8,0.2,351.0,0.0,0.0,351.0,369.723,18.723,376.8,0.93,0.93,0.981218,383.9,0.91,0.91,0.958771,
06/30/2018,4435.3,4338.2,97.1,-3388.3,3388.3,,1047.0,0.0,-443.8,434.9,8.9,603.2,13.0,-31.0,0.0,-31.0,,18.0,616.2,-162.5,453.7,0.0,0.0,0.0,453.7,0.1,453.8,0.0,0.0,453.8,453.247,-0.553,377.4,1.2,1.2,1.200972,383.4,1.18,1.18,1.178558,
09/30/2018,4505.2,4403.0,102.2,-3459.1,3459.1,,1046.1,0.0,-452.6,456.9,-4.3,593.5,14.2,-34.6,0.0,-34.6,,20.4,607.7,-138.8,468.9,0.0,0.0,0.0,468.9,-2.8,466.1,0.0,0.0,466.1,464.757,-1.343,376.7,1.24,1.24,1.233759,382.7,1.22,1.22,1.216491,
12/31/2018,3519.0,3433.7,85.3,-2743.1,2743.1,,775.9,0.0,-408.8,402.8,6.0,367.1,8.6,-31.7,0.0,-31.7,,23.1,375.7,-89.0,286.7,0.0,0.0,0.0,286.7,0.5,287.2,0.0,0.0,287.2,289.017,1.817,375.1,0.77,0.77,0.770507,380.1,0.76,0.76,0.76478,
03/31/2019,4128.7,4027.1,101.6,-3242.9,3242.9,,885.8,0.0,-428.7,444.2,-15.5,457.1,5.7,-35.0,0.0,-35.0,,29.3,462.8,-108.4,354.4,0.0,0.0,0.0,354.4,-3.1,351.3,0.0,0.0,351.3,332.498,-18.802,373.3,0.94,0.94,0.890699,377.7,0.93,0.93,0.88022,
06/30/2019,4906.3,4786.7,119.6,-3812.4,3812.4,,1093.9,0.0,-476.6,480.0,-3.4,617.3,9.4,-38.1,0.0,-38.1,,28.7,626.7,-153.1,473.6,0.0,0.0,0.0,473.6,1.2,474.8,0.0,0.0,474.8,465.557,-9.243,372.3,1.28,1.28,1.250489,376.9,1.26,1.26,1.235476,
09/30/2019,5038.9,4903.7,135.2,-3868.6,3868.6,,1170.3,0.0,-518.5,505.5,13.0,651.8,8.3,-33.0,0.0,-33.0,,24.7,660.1,-156.2,503.9,0.0,0.0,0.0,503.9,1.4,505.3,0.0,0.0,505.3,516.597,11.297,369.7,1.37,1.37,1.397341,374.8,1.35,1.35,1.380141,
12/31/2019,4020.7,3917.8,102.9,-3080.4,3080.4,,940.3,0.0,-428.5,455.8,-27.3,511.8,11.5,-37.7,0.0,-37.7,,26.2,523.3,-90.8,432.5,0.0,0.0,0.0,432.5,-1.2,431.3,0.0,0.0,431.3,410.128,-21.172,368.3,1.17,1.17,1.11357,373.4,1.16,1.16,1.103299,
03/31/2020,4500.0,4395.5,104.5,-3441.9,3441.9,,1058.1,0.0,-447.2,466.8,-19.6,610.9,10.4,-37.6,0.0,-37.6,,27.2,621.3,-137.3,484.0,0.0,0.0,0.0,484.0,-1.3,482.7,0.0,0.0,482.7,467.137,-15.563,365.8,1.32,1.32,1.277028,370.1,1.3,1.3,1.257949,
06/30/2020,5390.0,5233.4,156.6,-4079.7,4079.7,,1310.3,0.0,-532.5,527.5,5.0,777.8,4.6,,,-38.0,,33.4,782.4,-149.5,632.9,0.0,0.0,0.0,632.9,-2.2,630.7,0.0,0.0,630.7,596.629,-34.071,363.8,1.73,1.73,1.639992,367.7,1.72,1.72,1.62734,
09/30/2020,5785.4,,,,,,1247.100824,,,,,772.0,,,,,,,825.143,,633.545,,,,,,633.545,,,633.545,633.563,,,1.722,1.722,1.724,,1.722,1.722,1.724,
12/31/2020,4999.857,,,,,,1064.91954243,,,,,627.75,,,,,,,684.444,,474.375,,,,,,474.375,,,474.375,512.6,,,1.395,1.395,1.414,,1.395,1.395,1.414,
