Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2010,566.672,168.094,161.269,6.825,116.652,116.652,0.0,59.184,0.0,0.0,0.0,0.0,0.0,53.861,,,34.012,25.513,397.791,28.482,,,1.358,1.358,139.041,97.075,77.276,19.799,7.954,168.881,,130.089,18.462,,,111.627,0.0,0.0,,,14.72,,,1.438,0.0,144.809,0.0,0.0,,,20.666,1.004,,,,18.224,20.666,165.475,0,551.856,1.353,550.503,-2.316,-129.638,-18.705,401.197,0.0,401.197,566.672,
09/30/2010,609.235,189.928,189.928,0.0,121.158,121.158,0.0,66.5,0.0,0.0,0.0,0.0,0.0,53.001,,,35.733,30.344,430.587,35.196,,,1.258,1.258,142.194,97.343,78.362,18.981,9.118,178.648,,87.074,22.62,,,64.454,0.0,0.0,,,77.564,1.566,,,62.196,164.638,0.0,0.0,,,21.648,0.405,,,,19.677,21.648,186.286,0,550.594,1.369,549.225,-2.466,-115.363,-9.816,422.949,0.0,422.949,609.235,
12/31/2010,623.722,228.309,219.448,8.861,136.3,136.3,0.0,49.765,0.0,0.0,0.0,0.0,0.0,46.61,,0.0,19.692,22.672,460.984,35.571,116.821,-81.25,1.269,1.269,125.898,95.494,77.865,17.629,10.712,162.738,,140.463,18.714,0.567,0.0,121.182,0.0,0.0,0.0,0.0,18.558,0.831,0.0,,0.0,159.021,0.0,0.0,0.0,0.0,22.396,0.0,0.0,0.0,0.0,21.565,22.396,181.417,0,556.935,1.373,555.562,-2.466,-99.676,-12.488,442.305,0.0,442.305,623.722,
03/31/2011,645.887,205.348,196.386,8.962,139.817,139.817,0.0,80.154,0.0,0.0,0.0,0.0,0.0,46.382,,,19.752,24.772,471.701,41.861,,,1.29,1.29,131.035,99.867,83.307,16.56,11.416,174.186,,134.743,21.837,4.009,,108.897,0.0,0.0,,,16.723,,,,0.0,151.466,0.0,0.0,,,23.839,,,,,23.839,23.839,175.305,0,568.654,1.379,567.275,-2.466,-87.518,-8.088,470.582,0.0,470.582,645.887,
06/30/2011,681.6,237.478,228.358,9.12,141.474,141.474,0.0,76.165,0.0,0.0,0.0,0.0,0.0,46.059,,,20.18,28.643,501.176,49.032,,,1.29,1.29,130.102,98.733,83.415,15.318,11.189,180.424,,146.722,26.8,8.371,,111.551,0.0,0.0,,,13.461,,,,0.0,160.183,0.0,0.0,,,24.091,,,,,24.091,24.091,184.274,0,577.398,1.39,576.008,-0.537,-72.314,-7.221,497.326,0.0,497.326,681.6,
09/30/2011,665.454,163.681,155.294,8.387,145.846,145.846,0.0,77.109,0.0,0.0,0.0,0.0,0.0,43.225,,,20.262,26.996,429.861,53.16,,,1.29,1.29,181.143,148.338,108.672,39.666,12.543,235.593,,153.031,30.557,9.96,,112.514,0.0,0.0,,,18.056,,,,0.0,171.087,0.0,0.0,,,41.419,0.436,,,,40.983,41.419,212.506,0,528.591,1.399,527.192,-0.537,-53.212,-21.894,452.948,0.0,452.948,665.454,
12/31/2011,707.856,220.154,212.406,7.748,156.109,156.109,0.0,61.735,0.0,0.0,0.0,0.0,0.0,45.899,,0.0,0.629,23.157,483.897,64.877,157.627,-92.75,1.29,1.29,157.792,144.793,107.971,36.822,12.37,223.959,,152.983,25.389,3.036,0.0,124.558,0.0,0.0,0.0,0.0,25.314,14.548,0.0,13.919,0.0,178.297,0.0,0.0,0.0,0.0,63.197,0.407,0.0,0.0,0.0,34.323,63.197,241.494,0,536.554,1.402,535.152,-0.762,-37.409,-32.021,466.362,0.0,466.362,707.856,
03/31/2012,712.822,203.258,196.961,6.297,137.626,137.626,0.0,89.28,0.0,0.0,0.0,0.0,0.0,42.119,,,9.375,21.91,472.283,72.644,,,1.29,1.29,166.605,144.927,109.786,35.141,12.303,240.539,,129.031,22.739,8.102,,98.19,0.0,0.0,,,21.023,,,,0.0,150.054,0.0,0.0,,,59.679,0.374,,,,59.305,59.679,209.733,0,542.808,1.405,541.403,-0.762,-16.576,-22.381,503.089,0.0,503.089,712.822,
06/30/2012,684.023,165.872,159.959,5.913,149.907,149.907,0.0,80.548,0.0,0.0,0.0,0.0,0.0,49.906,,,2.104,35.201,446.233,81.546,,,1.29,1.29,154.954,140.121,108.41,31.711,12.729,237.79,,125.697,27.3,3.119,,95.278,0.0,0.0,,,19.651,,,,0.0,145.348,0.0,0.0,,,63.586,0.34,,,,63.246,63.586,208.934,0,547.84,1.414,546.426,-37.782,-1.896,-33.073,475.089,0.0,475.089,684.023,
09/30/2012,745.65,206.017,199.521,6.496,174.334,174.334,0.0,69.891,0.0,0.0,0.0,0.0,0.0,59.889,,,1.433,40.028,510.131,81.617,,,1.29,1.29,152.612,139.902,110.259,29.643,11.277,235.519,,149.001,26.639,6.225,,116.137,0.0,0.0,,,21.038,19.525,,,0.0,170.039,0.0,0.0,,,79.051,0.267,,,,59.259,79.051,249.09,0,556.447,1.421,555.026,-45.665,8.242,-22.464,496.56,0.0,496.56,745.65,
12/31/2012,811.243,240.359,234.038,6.321,168.951,168.951,0.0,71.842,0.0,0.0,0.0,0.0,0.0,61.146,,0.0,11.819,45.337,542.298,80.76,187.675,-106.915,1.202,1.202,186.983,163.678,128.628,35.05,11.486,268.945,,165.042,26.937,0.942,0.0,137.163,0.0,0.0,,,27.837,19.892,0.0,,0.0,192.879,0.0,0.0,,,121.959,0.0,0.0,0.0,0.0,102.067,121.959,314.838,0,562.485,1.422,561.063,-43.755,3.691,-26.016,496.405,0.0,496.405,811.243,
03/31/2013,790.796,220.51,214.05,6.46,158.354,158.354,0.0,89.963,0.0,0.0,0.0,0.0,0.0,65.809,,,0.0,47.643,534.636,79.943,,,1.202,1.202,175.015,161.749,131.44,30.309,13.266,256.16,,157.073,25.781,9.455,,121.837,0.0,0.0,,,27.867,,,20.517,0.0,184.94,0.0,0.0,,,90.547,0.51,,,,69.52,90.547,275.487,0,570.09,1.426,568.664,-43.755,20.336,-32.531,514.14,1.169,515.309,790.796,
06/30/2013,823.861,255.539,249.523,6.016,156.182,156.182,0.0,92.157,0.0,0.0,0.0,0.0,0.0,70.462,,,,55.363,574.34,79.847,,,0.0,,169.674,158.195,131.267,26.928,11.479,249.521,,180.308,29.66,10.478,,140.17,0.0,0.0,,,23.367,,,21.002,0.0,203.675,0.0,0.0,,,90.035,0.435,,,,68.598,90.035,293.71,0,572.119,1.44,570.679,-43.755,43.664,-42.892,529.136,1.015,530.151,823.861,
09/30/2013,874.222,280.066,272.756,7.31,175.618,175.618,0.0,104.865,0.0,0.0,0.0,0.0,0.0,61.124,,,,44.843,621.673,83.166,,,0.0,,169.383,158.427,134.359,24.068,10.956,252.549,,196.688,25.166,17.427,,154.095,0.0,0.0,,,23.928,,,20.798,0.0,220.616,0.0,0.0,,,87.332,0.094,,,,66.44,87.332,307.948,0,579.603,1.443,578.16,-44.435,70.511,-40.328,565.351,0.923,566.274,874.222,
12/31/2013,950.648,343.5,337.63,5.87,184.174,184.174,0.0,85.436,0.0,0.0,0.0,0.0,0.0,54.585,,0.0,8.693,34.033,667.695,85.898,214.426,-128.528,0.0,,197.055,176.65,149.142,27.508,11.712,282.953,,212.333,30.41,18.439,0.0,163.484,0.0,0.0,,,30.734,6.213,0.0,,0.0,243.067,0.0,0.0,,,117.568,0.0,0.0,0.0,0.0,111.355,117.568,360.635,0,588.118,1.445,586.673,-43.756,81.418,-36.551,589.229,0.784,590.013,950.648,
03/31/2014,949.167,275.461,269.292,6.169,191.2,191.2,0.0,114.198,0.0,0.0,0.0,0.0,0.0,68.026,,,0.0,67.675,648.885,90.951,,,0.0,,209.331,183.384,151.303,32.081,25.947,300.282,,181.537,32.047,0.647,,148.843,0.0,0.0,,,25.381,,,0.0,0.0,206.918,0.0,0.0,,,127.727,0.0,,,,127.727,127.727,334.645,0,595.556,1.446,594.11,-43.756,95.043,-33.088,613.755,0.767,614.522,949.167,
06/30/2014,994.089,287.446,281.137,6.309,210.114,210.114,0.0,116.449,0.0,0.0,0.0,0.0,0.0,71.207,,,,71.207,685.216,96.535,,,0.0,,212.338,182.958,152.706,30.252,29.38,308.873,,203.816,33.772,7.03,,163.014,0.0,0.0,,,28.336,,,,0.0,232.152,0.0,0.0,,,126.054,,,,,126.054,126.054,358.206,0,595.076,1.463,593.613,-48.793,118.329,-29.477,635.135,0.748,635.883,994.089,
09/30/2014,1006.509,315.142,308.887,6.255,206.714,206.714,0.0,110.96,0.0,0.0,0.0,0.0,0.0,82.479,,,,82.185,715.295,97.073,,,0.0,,194.141,175.604,149.303,26.301,18.537,291.214,,258.102,30.226,14.99,,212.886,0.0,0.0,,,23.179,,,,0.0,281.281,0.0,0.0,,,83.734,,,,,83.734,83.734,365.015,0,602.58,1.464,601.116,-59.901,140.596,-42.508,640.767,0.727,641.494,1006.509,
