Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2017,46602.0,214.0,214.0,0.0,1854.0,1854.0,0.0,,0.0,0.0,0.0,0.0,0.0,2900.0,,,2343.0,,,557.0,4968.0,17016.0,39642.0,-22626.0,0.0,24618.0,23780.0,19650.0,4130.0,838.0,41634.0,,2358.0,994.0,460.0,321.0,583.0,1499.0,0.0,,,,1499.0,1239.0,,,1239.0,5096.0,18180.0,18180.0,,,,10020.0,,5448.0,3461.0,1111.0,28200.0,33296.0,0.0,15282.0,549.0,14733.0,0.0,110.0,-2086.0,13306.0,0.0,13306.0,46602.0,
06/30/2017,50925.0,342.0,342.0,0.0,1868.0,1868.0,0.0,,0.0,0.0,0.0,0.0,0.0,698.0,,,7.0,0.0,0.0,691.0,2908.0,17583.0,40744.0,-23161.0,0.0,30434.0,23596.0,19639.0,3957.0,6838.0,48017.0,,2165.0,944.0,290.0,262.0,669.0,196.0,0.0,,,,196.0,882.0,,,882.0,3243.0,24881.0,24881.0,,,,9715.0,,5362.0,3230.0,1123.0,34596.0,37839.0,0.0,15187.0,550.0,14637.0,0.0,-51.0,-2050.0,13086.0,0.0,13086.0,50925.0,
09/30/2017,50536.0,160.0,160.0,0.0,1888.0,1888.0,0.0,,0.0,0.0,0.0,0.0,0.0,646.0,,,7.0,0.0,0.0,639.0,2694.0,17634.0,41352.0,-23718.0,0.0,30208.0,23391.0,19638.0,3753.0,6817.0,47842.0,,2284.0,939.0,357.0,309.0,679.0,124.0,0.0,,,,124.0,858.0,,,858.0,3266.0,24854.0,24854.0,,,,9456.0,,5183.0,3128.0,1145.0,34310.0,37576.0,0.0,14920.0,550.0,14370.0,0.0,34.0,-1994.0,12960.0,0.0,12960.0,50536.0,
12/31/2017,75611.0,551.0,551.0,0.0,2557.0,2557.0,0.0,,0.0,0.0,0.0,0.0,0.0,1086.0,,0.0,140.0,,0.0,946.0,4194.0,26852.0,51204.0,-24352.0,0.0,44565.0,43248.0,30475.0,12773.0,1317.0,71417.0,,3178.0,1555.0,370.0,363.0,890.0,443.0,0.0,40.0,40.0,,403.0,1236.0,0.0,0.0,1236.0,4857.0,37283.0,37057.0,226.0,226.0,,9980.0,0.0,5178.0,2413.0,2389.0,47263.0,52120.0,0.0,24383.0,1069.0,23314.0,0.0,1103.0,-1995.0,23491.0,0.0,23491.0,75611.0,
03/31/2018,74793.0,501.0,501.0,0.0,2432.0,2432.0,0.0,,0.0,0.0,0.0,0.0,0.0,1250.0,,,140.0,,,1110.0,4183.0,26826.0,51942.0,-25116.0,0.0,44862.0,42706.0,30778.0,11928.0,1078.0,71688.0,,3082.0,1508.0,390.0,386.0,798.0,437.0,0.0,,,,437.0,1248.0,,,1248.0,4767.0,36940.0,36940.0,,,,9643.0,,5085.0,2196.0,2362.0,46583.0,51350.0,0.0,24395.0,1079.0,23316.0,0.0,1336.0,-2288.0,23443.0,0.0,23443.0,74793.0,
06/30/2018,74346.0,700.0,700.0,0.0,2471.0,2471.0,0.0,,0.0,0.0,0.0,0.0,0.0,1280.0,,,15.0,0.0,0.0,1265.0,4451.0,26494.0,52366.0,-25872.0,0.0,44551.0,42251.0,30715.0,11536.0,1150.0,71045.0,,2976.0,1360.0,344.0,343.0,929.0,437.0,0.0,,,,437.0,1108.0,,,1108.0,4521.0,36878.0,36878.0,,,,9958.0,,4884.0,2407.0,2667.0,46836.0,51357.0,0.0,24439.0,1079.0,23360.0,0.0,1040.0,-2490.0,22989.0,0.0,22989.0,74346.0,
09/30/2018,73371.0,390.0,390.0,0.0,2465.0,2465.0,0.0,,0.0,0.0,0.0,0.0,0.0,1259.0,,,19.0,0.0,0.0,1240.0,4114.0,26168.0,52661.0,-26493.0,0.0,44242.0,41936.0,30770.0,11166.0,1153.0,70410.0,,3151.0,1387.0,409.0,362.0,993.0,778.0,0.0,,,,778.0,1357.0,,,1357.0,5286.0,35749.0,35749.0,,,,9533.0,,4392.0,2502.0,2639.0,45282.0,50568.0,0.0,24480.0,1081.0,23399.0,0.0,777.0,-2454.0,22803.0,0.0,22803.0,73371.0,
12/31/2018,70256.0,488.0,488.0,0.0,2398.0,2398.0,0.0,,0.0,0.0,0.0,0.0,0.0,934.0,,0.0,12.0,,0.0,922.0,3820.0,26408.0,53267.0,-26859.0,0.0,40028.0,38810.0,28031.0,10779.0,1218.0,66436.0,,3690.0,1933.0,337.0,316.0,1104.0,652.0,0.0,38.0,38.0,,614.0,1189.0,0.0,0.0,1189.0,5531.0,35409.0,35213.0,196.0,196.0,,9488.0,0.0,4319.0,2527.0,2642.0,44897.0,50428.0,0.0,23932.0,1080.0,22852.0,0.0,-1643.0,-2461.0,19828.0,0.0,19828.0,70256.0,
03/31/2019,64788.0,441.0,441.0,0.0,2347.0,2347.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,974.0,386.0,,3.0,,69.0,516.0,3820.0,27745.0,55130.0,-27385.0,0.0,33223.0,32035.0,21526.0,10509.0,1188.0,60968.0,,3042.0,1481.0,386.0,352.0,823.0,1193.0,0.0,597.0,36.0,561.0,596.0,1138.0,,,297.0,5373.0,36359.0,34668.0,1691.0,190.0,1501.0,9513.0,,4265.0,2701.0,2547.0,45872.0,51245.0,0.0,23665.0,1090.0,22575.0,0.0,-7693.0,-2429.0,13543.0,0.0,13543.0,64788.0,
06/30/2019,64508.0,410.0,410.0,0.0,2446.0,2446.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,965.0,371.0,,8.0,,87.0,499.0,3878.0,27704.0,55801.0,-28097.0,0.0,32926.0,31734.0,21527.0,10207.0,1192.0,60630.0,,3223.0,1634.0,374.0,294.0,921.0,2083.0,0.0,520.0,32.0,488.0,1563.0,1189.0,,,337.0,6495.0,34660.0,33005.0,1655.0,188.0,1467.0,9661.0,,4213.0,2826.0,2622.0,44321.0,50816.0,0.0,23432.0,1090.0,22342.0,0.0,-7321.0,-2419.0,13692.0,0.0,13692.0,64508.0,
09/30/2019,64728.0,1404.0,1404.0,0.0,2290.0,2290.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,844.0,352.0,,8.0,0.0,5.0,479.0,4589.0,27595.0,56355.0,-28760.0,0.0,32544.0,31386.0,21507.0,9879.0,1158.0,60139.0,,3310.0,1712.0,388.0,328.0,882.0,2163.0,0.0,449.0,30.0,419.0,1714.0,1116.0,,,318.0,6589.0,34732.0,33199.0,1533.0,182.0,1351.0,9733.0,,4140.0,2910.0,2683.0,44465.0,51054.0,0.0,23191.0,1090.0,22101.0,0.0,-7018.0,-2499.0,13674.0,0.0,13674.0,64728.0,
12/31/2019,64742.0,1690.0,1690.0,0.0,2259.0,2259.0,0.0,,0.0,0.0,0.0,0.0,0.0,819.0,,0.0,8.0,,0.0,811.0,4768.0,27765.0,57111.0,-29346.0,0.0,32209.0,31101.0,21534.0,9567.0,1108.0,59974.0,,3352.0,1724.0,311.0,280.0,1037.0,2716.0,0.0,451.0,35.0,416.0,2265.0,1190.0,0.0,0.0,1190.0,7258.0,33736.0,32209.0,1527.0,185.0,1342.0,10278.0,0.0,4594.0,2918.0,2766.0,44014.0,51272.0,0.0,22964.0,1090.0,21874.0,0.0,-6814.0,-2680.0,13470.0,0.0,13470.0,64742.0,
03/31/2020,64056.0,1564.0,1564.0,0.0,2175.0,2175.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,918.0,333.0,,7.0,,73.0,505.0,4690.0,27623.0,57437.0,-29814.0,0.0,31743.0,30699.0,21473.0,9226.0,1044.0,59366.0,,3001.0,1581.0,354.0,337.0,729.0,1545.0,0.0,416.0,,416.0,1129.0,1157.0,,,369.0,5703.0,34797.0,33481.0,1316.0,,1316.0,10265.0,,4516.0,2957.0,2792.0,45062.0,50765.0,0.0,22732.0,1098.0,21634.0,0.0,-6486.0,-2955.0,13291.0,0.0,13291.0,64056.0,
06/30/2020,64171.0,1763.0,1763.0,0.0,2182.0,2182.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,880.0,340.0,,,,69.0,471.0,4858.0,26079.0,56411.0,-30332.0,0.0,33234.0,30372.0,21469.0,8903.0,2862.0,59313.0,,3005.0,1448.0,337.0,303.0,917.0,3359.0,0.0,474.0,,474.0,2885.0,1108.0,,,349.0,7472.0,31414.0,31414.0,,,,11823.0,,4428.0,3094.0,4301.0,43237.0,50709.0,0.0,22473.0,1097.0,21376.0,0.0,-6109.0,-2902.0,13462.0,0.0,13462.0,64171.0,
