Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2013,7635.191,25.685,25.685,0,445.936,445.936,0.0,38.1,,,,,283.112,20.932,60.273,,15.725,792.833,6694.256,14268.389,-7574.133,0.0,148.102,,,,,87.829,6842.358,,688.641,574.713,80.57,33.358,,1.2,1.2,,,,,157.214,,42.15,1260.546,60.867,847.055,1897.734,1897.734,,,,1516.807,,34.369,179.742,3414.541,4261.596,0.0,956.353,3.515,952.838,-0.5,2322.296,95.446,3373.595,0.0,3373.595,7635.191,
09/30/2013,7894.388,18.95,18.95,0,444.723,444.723,0.0,43.225,,,,,233.077,25.158,31.53,,10.272,739.975,7036.733,14823.553,-7786.82,0.0,117.68,0.0,,,,86.15,7154.413,,663.726,601.414,48.263,14.049,,1.2,0.0,,,,1.2,144.885,,34.562,1388.833,67.855,809.811,1911.165,1911.165,,,,1653.423,,34.963,195.065,3564.588,4374.399,0.0,963.575,3.517,960.058,-0.507,2508.163,48.758,3519.989,0.0,3519.989,7894.388,
12/31/2013,8047.726,22.938,22.938,0,464.045,464.045,0.0,37.745,,,,,119.447,30.803,7.632,,17.773,644.175,7296.623,15302.459,-8005.836,0.0,106.928,0.0,0.0,0.0,,99.296,7403.551,,608.972,507.468,68.019,33.485,0.0,1.2,0.0,0.0,0.0,,1.2,77.839,0.0,33.4,1532.329,46.396,688.011,1950.096,1950.096,0.0,0.0,,1787.589,0.0,15.823,206.037,3737.685,4425.696,0.0,974.053,3.529,970.524,-0.334,2652.653,-4.342,3622.03,0.0,3622.03,8047.726,
03/31/2014,8423.164,18.719,18.719,0,542.037,542.037,0.0,38.846,,,,,83.499,24.827,35.709,,47.228,683.101,7602.673,15828.067,-8225.394,0.0,137.39,0.0,,,,101.681,7740.063,,712.009,642.744,55.156,14.109,,1.2,0.0,,,,1.2,121.946,,43.127,1694.196,45.695,835.155,1827.426,1827.426,,,,1960.143,,16.413,206.407,3787.569,4622.724,0.0,988.927,3.531,985.396,-0.363,2846.843,-34.967,3800.44,0.0,3800.44,8423.164,
06/30/2014,8887.0,20.0,20.0,0,513.0,513.0,0.0,38.0,,,,,91.0,16.0,38.0,,35.0,662.0,8089.0,16551.0,-8462.0,0.0,136.0,0.0,,,,98.0,8225.0,,788.0,688.0,66.0,34.0,,0.0,0.0,,,,,98.0,,44.0,1832.0,26.0,886.0,1838.0,1838.0,,,,2121.0,,17.0,228.0,3959.0,4845.0,0.0,1000.0,4.0,996.0,0.0,3054.0,-12.0,4042.0,0.0,4042.0,8887.0,
09/30/2014,9177.0,20.0,20.0,0,457.0,457.0,,37.0,,,,,146.0,,68.0,,29.0,660.0,8393.0,17045.0,-8652.0,,124.0,,,,,56.0,8517.0,,773.0,690.0,69.0,14.0,,1.0,0.0,,,,1.0,114.0,,32.0,1913.0,46.0,888.0,1806.0,1806.0,,,,2190.0,,17.0,228.0,3996.0,4884.0,0.0,1009.0,4.0,1005.0,,3265.0,19.0,4293.0,0.0,4293.0,9177.0,
12/31/2014,14925.0,53.0,53.0,0,530.0,530.0,0.0,37.0,,,,,495.0,92.0,2.0,,66.0,1115.0,13712.0,22557.0,-8845.0,0.0,98.0,0.0,0.0,0.0,,96.0,13810.0,,779.0,653.0,92.0,34.0,0.0,4501.0,0.0,0.0,0.0,,4501.0,148.0,0.0,14.0,1951.0,30.0,5428.0,2466.0,2466.0,0.0,0.0,,2369.0,0.0,44.0,360.0,4835.0,10263.0,0.0,1023.0,4.0,1019.0,0.0,3577.0,62.0,4662.0,0.0,4662.0,14925.0,
03/31/2015,15587.0,17.0,17.0,0,491.0,491.0,,39.0,,,,,341.0,,,,46.0,888.0,14483.0,23627.0,-9144.0,0.0,216.0,0.0,0.0,0.0,,216.0,14699.0,,709.0,606.0,72.0,31.0,,1.0,1.0,,,,,235.0,,6.0,2009.0,133.0,945.0,5163.0,5163.0,,,,2422.0,,45.0,362.0,7585.0,8530.0,1725.0,1651.0,4.0,1647.0,0.0,3633.0,48.0,7057.0,0.0,7057.0,15587.0,
06/30/2015,13504.0,37.0,37.0,0,386.0,386.0,,34.0,,,,,242.0,,1.0,,57.0,699.0,12615.0,23549.0,-10934.0,,190.0,,,,,189.0,12805.0,,743.0,578.0,62.0,103.0,,1.0,0.0,,,,1.0,96.0,,4.0,1522.0,37.0,840.0,4539.0,4539.0,,,,1907.0,,46.0,335.0,6446.0,7286.0,1725.0,1663.0,4.0,1659.0,-1.0,2818.0,13.0,6218.0,0.0,6218.0,13504.0,
09/30/2015,10725.0,15.0,15.0,0,355.0,355.0,0.0,33.0,,,,,167.0,,0.0,,55.0,570.0,9979.0,24017.0,-14038.0,0.0,176.0,0.0,0.0,0.0,,176.0,10155.0,,723.0,615.0,49.0,59.0,,1.0,0.0,,,,1.0,58.0,,5.0,448.0,28.0,782.0,4663.0,4663.0,,,,843.0,,48.0,342.0,5506.0,6288.0,1725.0,1675.0,4.0,1671.0,-1.0,1051.0,-13.0,4437.0,0.0,4437.0,10725.0,
12/31/2015,8086.0,15.0,15.0,0,327.0,327.0,0.0,,,,,,51.0,,0.0,,48.0,393.0,7543.0,24364.0,-16821.0,0.0,150.0,0.0,0.0,0.0,,150.0,7693.0,,679.0,513.0,64.0,102.0,0.0,1.0,0.0,0.0,0.0,,1.0,27.0,0.0,2.0,218.0,24.0,707.0,4704.0,4704.0,0.0,0.0,,393.0,0.0,50.0,123.0,5097.0,5804.0,1725.0,1688.0,4.0,1684.0,-1.0,-1082.0,-48.0,2282.0,0.0,2282.0,8086.0,
03/31/2016,8518.0,1597.0,1597.0,0,224.0,224.0,,0.0,0.0,0.0,0.0,0.0,63.0,,,,28.0,1884.0,6491.0,24493.0,-18002.0,0.0,143.0,,,,,143.0,6634.0,,457.0,346.0,52.0,59.0,,1.0,1.0,,,,,20.0,,50.0,2.0,12.0,478.0,6442.0,6442.0,,,,450.0,,50.0,348.0,6892.0,7370.0,1725.0,1682.0,4.0,1678.0,-1.0,-2214.0,-44.0,1148.0,0.0,1148.0,8518.0,
06/30/2016,7377.0,998.0,998.0,0,235.0,235.0,,0.0,0.0,0.0,0.0,0.0,45.0,,8.0,,29.0,1278.0,5947.0,24529.0,-18582.0,,152.0,,,,,144.0,6099.0,,459.0,296.0,61.0,102.0,,1.0,0.0,,,,1.0,131.0,,79.0,0.0,55.0,591.0,5767.0,5767.0,,,,446.0,,51.0,316.0,6213.0,6804.0,1725.0,1697.0,4.0,1693.0,-1.0,-2807.0,-41.0,573.0,0.0,573.0,7377.0,
09/30/2016,6890.0,1474.0,1474.0,0,274.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,,61.0,,48.0,1889.0,4789.0,24290.0,-19501.0,0.0,212.0,,,,,151.0,5001.0,,528.0,423.0,47.0,58.0,,1.0,0.0,,,,1.0,120.0,,104.0,,20.0,649.0,4651.0,4651.0,,,,467.0,,51.0,312.0,5118.0,5767.0,1725.0,2953.0,5.0,2948.0,-1.0,-3515.0,-39.0,1123.0,0.0,1123.0,6890.0,
12/31/2016,7076.0,1423.0,1423.0,0,363.0,363.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,,104.0,,35.0,1872.0,4955.0,24489.0,-19534.0,0.0,249.0,0.0,0.0,0.0,,145.0,5204.0,,633.0,473.0,59.0,101.0,0.0,41.0,0.0,0.0,0.0,,41.0,390.0,0.0,175.0,,35.0,1064.0,4612.0,4612.0,0.0,0.0,,483.0,0.0,49.0,259.0,5095.0,6159.0,1725.0,2957.0,5.0,2952.0,-1.0,-3725.0,-39.0,917.0,0.0,917.0,7076.0,
03/31/2017,7196.0,1382.0,1382.0,0,310.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,,127.0,,39.0,1789.0,5143.0,24784.0,-19641.0,0.0,264.0,,,,,137.0,5407.0,,542.0,436.0,50.0,56.0,,266.0,0.0,,,,266.0,313.0,,129.0,,33.0,1121.0,4364.0,4364.0,,,,433.0,,47.0,257.0,4797.0,5918.0,1725.0,2967.0,5.0,2962.0,-1.0,-3374.0,-39.0,1278.0,0.0,1278.0,7196.0,
06/30/2017,7150.0,1111.0,1111.0,0,351.0,351.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,,105.0,,34.0,1579.0,5341.0,25108.0,-19767.0,0.0,230.0,,,,,125.0,5571.0,,631.0,473.0,64.0,94.0,,40.0,0.0,,,,40.0,150.0,,110.0,,23.0,821.0,4341.0,4341.0,,,,415.0,,46.0,259.0,4756.0,5577.0,1466.25,3235.75,5.0,3230.75,-1.0,-3090.0,-38.0,1573.0,0.0,1573.0,7150.0,
09/30/2017,7202.0,989.0,989.0,0,360.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,,57.0,,36.0,1476.0,5550.0,25454.0,-19904.0,0.0,176.0,,,,,119.0,5726.0,,605.0,502.0,55.0,48.0,,40.0,0.0,,,,40.0,139.0,,74.0,,42.0,784.0,4396.0,4396.0,,,,370.0,,46.0,250.0,4766.0,5550.0,1725.0,2978.0,5.0,2973.0,-1.0,-3013.0,-37.0,1652.0,0.0,1652.0,7202.0,
12/31/2017,7521.0,916.0,916.0,0,428.0,428.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,,57.0,,35.0,1509.0,5772.0,25769.0,-19997.0,0.0,240.0,0.0,0.0,0.0,,183.0,6012.0,,692.0,533.0,62.0,97.0,0.0,0.0,0.0,0.0,0.0,,,88.0,0.0,46.0,,24.0,780.0,4391.0,4391.0,0.0,0.0,,371.0,0.0,58.0,267.0,4762.0,5542.0,1725.0,2978.0,5.0,2973.0,-1.0,-2679.0,-44.0,1979.0,0.0,1979.0,7521.0,
03/31/2018,7713.0,958.0,958.0,0,382.0,382.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,,79.0,,38.0,1488.0,5968.0,26104.0,-20136.0,0.0,257.0,,,,,178.0,6225.0,,669.0,555.0,50.0,64.0,,0.0,0.0,,,,,63.0,,71.0,,23.0,732.0,4393.0,4393.0,,,,395.0,,58.0,266.0,4788.0,5520.0,0.0,4709.0,6.0,4703.0,-1.0,-2471.0,-44.0,2193.0,0.0,2193.0,7713.0,
06/30/2018,7042.0,37.0,37.0,0,416.0,416.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,,59.0,,43.0,567.0,6233.0,26509.0,-20276.0,0.0,242.0,,,,,183.0,6475.0,,768.0,642.0,58.0,68.0,,0.0,0.0,,,,,90.0,,43.0,,24.0,858.0,3570.0,3570.0,,,,364.0,,55.0,266.0,3934.0,4792.0,0.0,4715.0,6.0,4709.0,-1.0,-2420.0,-44.0,2250.0,0.0,2250.0,7042.0,
09/30/2018,7058.0,9.0,9.0,0,397.0,397.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,,37.0,64.0,41.0,615.0,5469.0,25397.0,-19928.0,0.0,974.0,0.0,0.0,0.0,,937.0,6443.0,,655.0,563.0,32.0,60.0,,0.0,0.0,,,,,237.0,,36.0,,126.0,892.0,3572.0,3572.0,,,,389.0,,50.0,303.0,3961.0,4853.0,0.0,4720.0,6.0,4714.0,-26.0,-2449.0,-40.0,2205.0,0.0,2205.0,7058.0,
12/31/2018,5797.0,201.0,201.0,0,581.0,581.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,,61.0,,44.0,956.0,4656.0,24705.0,-20049.0,0.0,185.0,0.0,0.0,0.0,0.0,124.0,4841.0,,719.0,609.0,58.0,52.0,0.0,0.0,0.0,0.0,0.0,,,127.0,0.0,60.0,,48.0,846.0,2318.0,2318.0,0.0,0.0,,271.0,0.0,46.0,165.0,2589.0,3435.0,0.0,4721.0,6.0,4715.0,-181.0,-2142.0,-36.0,2362.0,0.0,2362.0,5797.0,
03/31/2019,6446.0,366.0,366.0,0,390.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,,41.0,,44.0,887.0,4971.0,25133.0,-20162.0,0.0,588.0,,,,426.0,121.0,5559.0,,746.0,626.0,62.0,58.0,,90.0,0.0,38.0,,38.0,52.0,107.0,,47.0,,57.0,943.0,2329.0,2267.0,62.0,,62.0,237.0,,43.0,147.0,2566.0,3509.0,0.0,4723.0,6.0,4717.0,-202.0,-1548.0,-36.0,2937.0,0.0,2937.0,6446.0,
06/30/2019,6545.0,155.0,155.0,0,358.0,358.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0,,52.0,,42.0,764.0,5202.0,25481.0,-20279.0,0.0,579.0,,,,410.0,117.0,5781.0,,690.0,585.0,52.0,53.0,,99.0,0.0,47.0,,47.0,52.0,123.0,,45.0,,56.0,912.0,2323.0,2267.0,56.0,,56.0,228.0,,39.0,144.0,2551.0,3463.0,0.0,4726.0,6.0,4720.0,-202.0,-1410.0,-32.0,3082.0,0.0,3082.0,6545.0,
09/30/2019,6598.0,29.0,29.0,0,323.0,323.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,,96.0,0.0,42.0,633.0,5363.0,25746.0,-20383.0,0.0,602.0,0.0,0.0,0.0,398.0,108.0,5965.0,,651.0,539.0,55.0,57.0,,87.0,0.0,35.0,,35.0,52.0,142.0,,81.0,,57.0,880.0,2343.0,2219.0,124.0,,124.0,240.0,,39.0,120.0,2583.0,3463.0,0.0,4729.0,6.0,4723.0,-202.0,-1361.0,-31.0,3135.0,0.0,3135.0,6598.0,
12/31/2019,6717.0,5.0,5.0,0,345.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0,,113.0,0.0,51.0,679.0,5426.0,25929.0,-20503.0,0.0,612.0,0.0,0.0,0.0,407.0,92.0,6038.0,,635.0,525.0,59.0,51.0,0.0,34.0,0.0,34.0,0.0,34.0,,179.0,0.0,111.0,,54.0,848.0,2361.0,2242.0,119.0,0.0,119.0,262.0,0.0,43.0,108.0,2623.0,3471.0,0.0,4732.0,6.0,4726.0,-202.0,-1251.0,-33.0,3246.0,0.0,3246.0,6717.0,
03/31/2020,5275.0,5.0,5.0,0,292.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,675.0,,164.0,,48.0,972.0,4068.0,26163.0,-22095.0,0.0,235.0,,,,0.0,71.0,4303.0,,571.0,465.0,52.0,54.0,,32.0,0.0,32.0,,32.0,,311.0,,122.0,,43.0,914.0,2393.0,2279.0,114.0,,114.0,267.0,,40.0,105.0,2660.0,3574.0,0.0,4734.0,6.0,4728.0,-202.0,-2798.0,-33.0,1701.0,0.0,1701.0,5275.0,
06/30/2020,4555.0,10.0,10.0,0,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,510.0,,138.0,,44.0,770.0,3579.0,26404.0,-22825.0,0.0,206.0,0.0,,,0.0,68.0,3785.0,,522.0,426.0,48.0,48.0,,34.0,0.0,34.0,,34.0,,319.0,,153.0,,37.0,875.0,2553.0,2440.0,113.0,,113.0,304.0,,37.0,114.0,2857.0,3732.0,0.0,4736.0,6.0,4730.0,-202.0,-3678.0,-33.0,823.0,0.0,823.0,4555.0,
