Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2017,17096.4,675.3,675.3,0.0,577.8,577.8,0.0,1533.7,44.1,327.0,1030.0,132.6,429.4,123.8,,84.6,809.7,209.1,11.9,3216.2,9295.0,15174.5,-5879.5,614.1,614.1,3971.1,1639.1,1639.1,0,,1063.6,458.7,13880.2,,1468.4,739.0,,0.0,729.4,165.0,124.1,,,,40.9,0.0,0.0,0.0,1048.3,0.0,1633.4,3786.6,3786.6,,,,2015.9,0.0,163.0,804.6,5802.5,7435.9,0.0,31.1,3.5,27.6,,10861.0,-1270.3,9621.8,38.7,9660.5,17096.4,
06/30/2017,17444.4,660.6,660.6,0.0,548.0,548.0,0.0,1683.5,38.0,311.1,1173.1,161.3,445.1,127.1,,113.1,781.7,196.4,8.5,3337.2,9434.9,15484.6,-6049.7,626.7,626.7,4045.6,1661.0,1661.0,0,,1127.7,475.2,14107.2,,1764.2,874.8,0.0,,889.4,107.8,65.3,,,,42.5,0.0,,,1021.4,0.0,1872.0,3799.7,3799.7,,,,1978.1,,161.1,795.6,5777.8,7649.8,0.0,37.8,3.5,34.3,,10905.4,-1187.1,9756.1,38.5,9794.6,17444.4,
09/30/2017,17803.1,685.7,685.7,0.0,592.3,592.3,0.0,1666.2,44.4,314.7,1121.4,185.7,431.3,116.6,,76.3,765.1,232.9,5.5,3375.5,9696.3,15850.4,-6154.1,628.9,628.9,4102.4,1703.4,1703.4,0,,1138.9,495.0,14427.6,,1705.0,918.3,0.0,,786.7,192.8,58.6,,,,134.2,0.0,,,1072.6,0.0,1897.8,3722.3,3722.3,,,,2027.5,,163.9,791.0,5749.8,7647.6,0.0,43.3,3.5,39.8,,11079.8,-1008.9,10114.2,41.3,10155.5,17803.1,
12/31/2017,18633.4,2153.5,2153.5,0.0,642.6,642.6,0.0,1547.2,37.8,349.9,1035.1,124.4,273.2,69.0,15.6,62.9,254.6,141.3,0.0,4616.5,9711.7,15985.8,-6274.1,0.0,,4305.2,1693.6,1693.6,0,,1089.5,1251.9,14016.9,,1196.8,927.1,,12.1,257.6,349.6,6.1,,,,343.5,484.7,0.0,26.7,1117.3,484.7,2031.1,4878.1,4878.1,,,,2085.1,0.0,151.8,789.3,6963.2,8994.3,0.0,48.0,3.5,44.5,,10631.1,-1061.6,9617.5,21.6,9639.1,18633.4,
03/31/2018,20452.3,659.4,659.4,0.0,708.4,708.4,0.0,2059.0,93.3,446.6,1332.3,186.8,414.6,86.8,,108.0,495.9,219.8,0.0,3841.4,11865.3,18289.2,-6423.9,619.2,619.2,4126.4,1760.6,1760.6,0,,836.3,1033.6,16610.9,,1897.9,1106.1,,,791.8,322.6,71.8,,,,250.8,0.0,,,1178.5,0.0,2220.5,4823.1,4823.1,,,,2729.0,,396.8,1153.7,7552.1,9772.6,0.0,981.0,3.8,977.2,,10675.6,-1201.6,10455.0,224.7,10679.7,20452.3,
06/30/2018,20398.0,1035.3,1035.3,0.0,624.9,624.9,0.0,2168.3,100.6,576.8,1357.4,133.5,341.9,108.5,,60.4,515.7,173.0,0.0,4170.4,11559.6,18123.4,-6563.8,622.0,622.0,4046.0,1738.0,1738.0,0,,837.8,954.5,16227.6,,1440.4,1159.3,,1.9,279.2,281.4,20.2,,,,261.2,873.1,,,1163.6,873.1,2594.9,4736.5,4736.5,,,,2650.9,,375.4,1111.9,7387.4,9982.3,0.0,985.5,3.8,981.7,,10734.1,-1523.2,10196.4,219.3,10415.7,20398.0,
09/30/2018,20414.7,1029.9,1029.9,0.0,834.9,834.9,0.0,1957.1,118.4,611.3,1073.0,154.4,356.1,87.3,,66.6,307.7,202.2,0.0,4178.0,11891.6,18686.0,-6794.4,623.6,623.6,3721.5,1753.0,1753.0,0,,828.5,832.3,16236.7,,1663.2,1343.4,,,319.8,86.9,25.7,,,,61.2,752.3,,,1195.3,752.3,2502.4,4523.1,4523.1,,,,2735.9,,381.7,1158.9,7259.0,9761.4,0.0,987.6,3.8,983.8,,10971.7,-1517.7,10441.6,211.7,10653.3,20414.7,
12/31/2018,20119.2,847.7,847.7,0.0,838.5,838.5,0.0,2270.2,147.5,625.5,1343.8,153.4,280.6,86.8,13.4,44.6,343.8,149.2,0.0,4237.0,11746.5,18681.0,-6934.5,0.0,,4135.7,1707.5,1707.5,0,,826.6,1244.4,15882.2,,1784.8,1353.7,,11.8,419.3,37.5,11.5,,,,26.0,661.4,,89.4,1080.6,661.4,2483.7,4491.5,4491.5,,,,2539.3,,282.6,1086.7,7030.8,9514.5,0.0,989.7,3.8,985.9,,11064.7,-1657.1,10397.3,207.4,10604.7,20119.2,
03/31/2019,20445.3,384.6,384.6,0.0,792.0,792.0,0.0,2572.1,116.6,610.1,1665.3,180.1,397.6,114.9,,42.0,345.9,240.7,0.0,4146.3,12187.5,19383.2,-7195.7,656.7,656.7,3454.8,1726.8,1726.8,0,,823.3,558.8,16299.0,,2105.0,1248.5,,,856.5,292.2,132.3,119.1,35.2,83.9,40.8,0.0,,,1122.4,0.0,2397.2,4696.7,4215.2,481.5,317.8,163.7,2543.9,,287.5,1134.0,7240.6,9637.8,0.0,1000.0,3.8,996.2,,11196.8,-1595.6,10601.2,206.3,10807.5,20445.3,
06/30/2019,20643.9,401.9,401.9,0.0,711.7,711.7,0.0,2713.9,112.8,589.0,1813.8,198.3,401.3,122.9,25.1,42.1,389.1,236.3,0.0,4228.8,12222.8,19595.2,-7372.4,677.3,677.3,3515.0,1745.2,1745.2,0,,812.4,543.2,16415.1,,1519.3,1237.7,0.0,0.8,280.8,217.1,57.1,117.1,37.3,79.8,42.9,790.5,,38.3,1146.8,790.5,2526.9,4705.1,4226.9,478.2,315.3,162.9,2729.6,,289.8,1254.7,7434.7,9961.6,0.0,1006.7,3.8,1002.9,,10944.2,-1477.9,10473.0,209.3,10682.3,20643.9,
09/30/2019,20440.1,641.1,641.1,0.0,801.4,801.4,0.0,2294.3,86.2,592.8,1454.9,160.4,388.5,110.2,38.2,42.3,371.4,236.0,0.0,4125.3,12156.0,19683.0,-7527.0,685.8,685.8,3473.0,1731.8,1731.8,0,,787.5,544.1,16314.8,,1834.7,1458.1,0.0,0.9,375.7,203.2,50.5,109.8,37.5,72.3,42.9,686.6,,37.0,1150.8,686.6,2724.5,4676.1,4226.3,449.8,306.9,142.9,2728.3,,306.1,1234.4,7404.4,10128.9,0.0,885.1,3.8,881.3,,10880.7,-1665.4,10100.4,210.8,10311.2,20440.1,
12/31/2019,19298.5,519.1,519.1,0.0,803.9,803.9,0.0,2076.4,68.3,618.4,1219.3,170.4,318.8,110.7,29.9,28.6,515.4,179.5,0.0,3718.2,11882.1,19174.1,-7292.0,0.0,,3698.2,1156.9,1156.9,0,,763.6,1232.4,15580.3,,1803.1,1421.0,,20.0,362.1,155.9,41.6,108.8,41.7,67.1,5.5,632.7,0.0,29.1,1040.7,632.7,2591.7,4652.5,4222.1,430.4,303.4,127.0,2686.7,0.0,328.0,1288.9,7339.2,9930.9,0.0,862.2,3.8,858.4,,9921.5,-1598.2,9185.5,182.1,9367.6,19298.5,
03/31/2020,18975.5,1069.2,1069.2,0.0,723.0,723.0,0.0,1930.9,62.0,601.2,1120.8,146.9,498.0,125.7,,52.8,606.3,319.5,0.0,4221.1,11168.7,18436.7,-7268.0,709.0,709.0,2876.7,1077.0,1077.0,0,,742.3,451.1,14754.4,,1471.2,1193.7,,0.6,276.9,1119.1,1008.2,64.2,,64.2,46.7,678.7,,,977.0,678.7,3269.0,4641.7,4525.2,116.5,,116.5,2504.9,,290.8,1237.1,7146.6,10415.6,0.0,851.5,3.8,847.7,,9718.7,-2184.0,8386.2,173.7,8559.9,18975.5,
06/30/2020,19020.6,1073.3,1073.3,0.0,689.6,689.6,0.0,1954.0,71.2,585.3,1157.2,140.3,338.7,141.3,,39.8,664.5,157.6,0.0,4055.6,11345.5,18889.6,-7544.1,725.1,725.1,2894.4,1107.6,1107.6,0,,713.8,408.5,14965.0,,1532.1,1222.2,,0.7,309.2,736.5,610.0,67.3,,67.3,59.2,844.3,,,1054.7,844.3,3112.9,4654.5,4527.9,126.6,,126.6,2589.5,,294.2,1240.6,7244.0,10356.9,0.0,859.2,3.8,855.4,,9747.0,-2113.2,8493.0,170.7,8663.7,19020.6,
