Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2011,1882.0,1882.0,-1550.0,1550.0,40.0,332.0,0.0,-167.0,102.0,25.0,165.0,-82.0,52.0,56.0,-4.0,,,30.0,83.0,-41.0,42.0,0.0,0.0,0.0,42.0,-26.0,16.0,0.0,0.0,16.0,102.0,60.0,154.610056,0.1,0.1,0.491559,157.92869,0.1,0.1,0.479918,
06/30/2011,2281.0,2281.0,-1865.0,1865.0,45.0,416.0,0.0,-145.0,100.0,0.0,271.0,-61.0,58.0,60.0,-2.0,1.0,,2.0,210.0,-54.0,156.0,0.0,0.0,0.0,156.0,-27.0,129.0,0.0,0.0,129.0,130.0,1.0,152.3444,0.85,0.85,0.85333,155.486354,0.83,0.83,0.836431,
09/30/2011,2423.0,2423.0,-1980.0,1980.0,47.0,443.0,0.0,-143.0,96.0,0.0,300.0,-55.0,56.0,58.0,-2.0,-1.0,1.0,0.0,245.0,-87.0,159.0,0.0,0.0,0.0,159.0,-30.0,129.0,0.0,0.0,129.0,154.0,25.0,150.138644,0.86,0.86,1.025719,152.680719,0.84,0.84,1.00374,
12/31/2011,2058.0,2058.0,-1725.0,1725.0,44.0,333.0,0.0,-227.0,97.0,86.0,106.0,-57.0,55.0,58.0,-3.0,2.0,2.0,0.0,49.0,-12.0,39.0,0.0,0.0,0.0,39.0,-31.0,8.0,0.0,0.0,8.0,73.0,65.0,149.799805,0.05,0.05,0.487317,152.123484,0.05,0.05,0.477284,
03/31/2012,1947.0,1947.0,-1618.0,1618.0,42.0,329.0,0.0,-148.0,106.0,0.0,181.0,-59.0,56.0,58.0,-2.0,3.0,,0.0,122.0,-32.0,90.0,0.0,0.0,0.0,90.0,-21.0,69.0,0.0,0.0,69.0,69.0,0.0,147.8,0.47,0.47,0.47,150.0,0.46,0.46,0.46,
06/30/2012,2184.0,2184.0,-1799.0,1799.0,45.0,385.0,0.0,-128.0,90.0,-7.0,257.0,-49.0,54.0,55.0,-1.0,-5.0,,0.0,208.0,-51.0,157.0,0.0,0.0,0.0,157.0,-23.0,134.0,0.0,0.0,134.0,126.0,-8.0,148.0,0.91,0.91,0.851351,150.5,0.89,0.89,0.836844,
09/30/2012,2302.0,2302.0,-1887.0,1887.0,46.0,415.0,0.0,-131.0,92.0,-7.0,284.0,-53.0,55.0,57.0,-2.0,-2.0,2.0,0.0,231.0,111.0,344.0,0.0,0.0,0.0,344.0,-19.0,325.0,0.0,0.0,325.0,317.0,-8.0,145.5,2.23,2.23,2.178694,147.8,2.2,2.2,2.145873,
12/31/2012,2037.0,2037.0,-1709.0,1709.0,47.0,328.0,0.0,-190.0,94.0,49.0,138.0,-57.0,54.0,56.0,-2.0,3.0,3.0,0.0,81.0,-11.0,73.0,0.0,0.0,0.0,73.0,-42.0,31.0,0.0,0.0,31.0,70.0,39.0,143.035092,0.22,0.22,0.48939,145.322962,0.21,0.21,0.478368,
03/31/2013,1973.0,1973.0,-1640.0,1640.0,34.0,333.0,0.0,-142.0,104.0,4.0,191.0,-98.0,58.0,60.0,-2.0,2.0,-2.0,38.0,93.0,-24.0,67.0,0.0,0.0,0.0,67.0,-26.0,41.0,0.0,0.0,41.0,72.0,31.0,142.5,0.29,0.29,0.505263,144.0,0.28,0.28,0.495278,
06/30/2013,2223.0,2223.0,-1818.0,1818.0,30.0,405.0,0.0,-136.0,102.0,4.0,269.0,-60.0,60.0,61.0,-1.0,,1.0,0.0,209.0,-55.0,155.0,0.0,0.0,0.0,155.0,-22.0,133.0,0.0,0.0,133.0,137.0,4.0,141.2,0.94,0.94,0.970255,142.5,0.93,0.93,0.95807,
09/30/2013,2389.0,2389.0,-1995.0,1961.0,,394.0,0.0,-144.0,113.0,31.0,250.0,-55.0,57.0,58.0,-1.0,-2.0,-1.0,0.0,195.0,-67.0,127.0,0.0,0.0,0.0,127.0,-26.0,101.0,0.0,0.0,101.0,145.0,44.0,137.8,0.73,0.73,1.05225,139.2,0.73,0.73,1.046092,
12/31/2013,2071.0,2071.0,-1761.0,1761.0,36.0,310.0,0.0,-169.0,106.0,27.0,141.0,-62.0,56.0,57.0,-1.0,3.0,2.0,3.0,79.0,-2.0,79.0,0.0,0.0,0.0,79.0,-30.0,49.0,0.0,0.0,49.0,66.0,17.0,136.569737,0.36,0.36,0.48327,137.68866,0.36,0.36,0.48327,
03/31/2014,1993.0,1993.0,-1696.0,1661.0,,297.0,0.0,-156.0,104.0,52.0,141.0,-62.0,56.0,58.0,-2.0,6.0,,0.0,79.0,-33.0,46.0,0.0,0.0,0.0,46.0,-22.0,24.0,0.0,0.0,24.0,79.0,55.0,136.8194,0.18,0.18,0.577403,137.910635,0.17,0.17,0.568809,
06/30/2014,2383.0,2383.0,-2007.0,1960.0,,376.0,0.0,-134.0,103.0,31.0,242.0,-65.0,65.0,66.0,-1.0,,,0.0,177.0,-50.0,127.0,0.0,0.0,0.0,127.0,-21.0,106.0,0.0,0.0,106.0,139.75,33.75,137.246172,0.77,0.77,1.018243,138.599132,0.76,0.76,1.003508,
09/30/2014,2594.0,2594.0,-2172.0,2119.0,,422.0,0.0,-103.0,95.0,8.0,319.0,-94.0,62.0,64.0,-2.0,-2.0,,34.0,225.0,41.0,266.0,0.0,0.0,0.0,266.0,-22.0,244.0,0.0,0.0,244.0,188.0,-56.0,137.378646,1.78,1.78,1.368481,138.662223,1.76,1.76,1.356141,
12/31/2014,2127.0,2127.0,-1840.0,1785.0,,287.0,0.0,-179.0,96.0,83.0,108.0,-73.0,63.0,65.0,-2.0,10.0,,0.0,35.0,1.0,36.0,0.0,0.0,0.0,36.0,-23.0,13.0,0.0,0.0,13.0,67.6,54.6,137.451835,0.09,0.09,0.491809,138.79608,0.09,0.09,0.483383,
03/31/2015,1997.0,1997.0,-1711.0,1660.0,,286.0,0.0,-118.0,98.0,20.0,168.0,-69.0,63.0,65.0,-2.0,6.0,,0.0,99.0,-37.0,62.0,0.0,0.0,0.0,62.0,-18.0,44.0,0.0,0.0,44.0,66.0,22.0,137.7,0.32,0.32,0.479303,139.0,0.32,0.32,0.478273,
06/30/2015,2278.0,2278.0,-1905.0,1843.0,,373.0,0.0,-96.0,99.0,-3.0,277.0,-75.0,67.0,69.0,-2.0,-1.0,,9.0,202.0,-49.0,153.0,0.0,0.0,0.0,153.0,-11.0,142.0,0.0,0.0,142.0,143.0,1.0,137.9,1.03,1.03,1.036983,139.3,1.02,1.02,1.027179,
09/30/2015,2460.0,2460.0,-2045.0,1984.0,,415.0,0.0,-134.0,94.0,40.0,281.0,-73.0,64.0,68.0,-4.0,9.0,,0.0,208.0,-48.0,160.0,0.0,0.0,0.0,160.0,-19.0,141.0,0.0,0.0,141.0,186.0,45.0,138.1,1.02,1.02,1.34685,139.1,1.01,1.01,1.333508,
12/31/2015,2027.0,2027.0,-1692.0,1629.0,,335.0,0.0,-134.0,99.0,35.0,201.0,-71.0,65.0,68.0,-3.0,6.0,,0.0,130.0,-44.0,86.0,0.0,0.0,0.0,86.0,-20.0,66.0,0.0,0.0,66.0,97.000006,31.000006,138.083619,0.48,0.48,0.702473,139.269286,0.47,0.47,0.69259,
03/31/2016,1893.0,1893.0,-1581.0,1521.0,,312.0,0.0,-93.0,91.0,2.0,219.0,-82.0,61.0,64.0,-3.0,-6.0,,27.0,137.0,-38.0,99.0,0.0,0.0,0.0,99.0,-20.0,79.0,0.0,0.0,79.0,96.0,17.0,138.105319,0.57,0.57,0.695122,138.99263,0.57,0.57,0.692309,
06/30/2016,2142.0,2142.0,-1756.0,1691.0,,386.0,0.0,-91.0,94.0,-3.0,295.0,-45.0,56.0,58.0,-2.0,-11.0,,0.0,250.0,-65.0,185.0,0.0,0.0,0.0,185.0,-16.0,169.0,0.0,0.0,169.0,164.714286,-4.285714,138.5,1.22,1.22,1.189273,139.3,1.21,1.21,1.179234,
09/30/2016,2326.0,2326.0,-1901.0,1838.0,,425.0,0.0,-110.0,90.0,20.0,315.0,-61.0,56.0,59.0,-3.0,-5.0,,10.0,254.0,-48.0,206.0,0.0,0.0,0.0,206.0,-23.0,183.0,0.0,0.0,183.0,185.333333,2.333333,138.7,1.32,1.32,1.336217,139.5,1.31,1.31,1.326726,
12/31/2016,1923.0,1923.0,-1592.0,1533.0,,331.0,0.0,-139.0,93.0,46.0,192.0,-64.0,58.0,62.0,-4.0,6.0,,0.0,128.0,-35.0,93.0,0.0,0.0,0.0,93.0,-28.0,65.0,0.0,0.0,65.0,98.318175,33.318175,138.783951,0.47,0.47,0.708426,139.527141,0.47,0.47,0.708426,
03/31/2017,1901.0,1901.0,-1590.0,1531.0,,311.0,0.0,-86.0,90.0,-4.0,225.0,-46.0,59.0,62.0,-3.0,-1.0,,-12.0,179.0,-46.0,133.0,0.0,0.0,0.0,133.0,-26.0,107.0,0.0,0.0,107.0,99.0,-8.0,138.475013,0.77,0.77,0.71493,138.956825,0.77,0.77,0.712428,
06/30/2017,2161.0,2161.0,-1780.0,1719.0,,381.0,0.0,-110.0,92.0,18.0,271.0,-70.0,58.0,61.0,-3.0,5.0,,7.0,201.0,-53.0,148.0,0.0,0.0,0.0,148.0,-20.0,128.0,0.0,0.0,128.0,150.454545,22.454545,135.273342,0.95,0.95,1.112226,135.717734,0.94,0.94,1.10545,
09/30/2017,2468.0,2468.0,-2035.0,1972.0,,433.0,0.0,-105.0,89.0,16.0,328.0,-41.0,60.0,64.0,-4.0,0.0,0.0,-19.0,287.0,-79.0,208.0,0.0,0.0,0.0,208.0,-31.0,177.0,0.0,0.0,177.0,191.36,14.36,134.0,1.32,1.32,1.42806,134.4,1.32,1.32,1.426845,
12/31/2017,2168.0,2168.0,-1835.0,1771.0,,333.0,0.0,-121.0,97.0,24.0,212.0,-50.0,60.0,65.0,-5.0,8.0,,-18.0,162.0,-223.0,-61.0,0.0,0.0,0.0,-61.0,-28.0,-89.0,0.0,0.0,-89.0,106.0,195.0,133.445697,-0.67,-0.67,0.794331,133.804236,-0.67,-0.67,0.787353,
03/31/2018,2197.0,2197.0,-1873.0,1808.0,,324.0,0.0,-103.0,90.0,13.0,221.0,-69.0,68.0,74.0,-6.0,18.0,,-17.0,152.0,-39.0,113.0,0.0,0.0,0.0,113.0,-23.0,90.0,0.0,0.0,90.0,124.36,34.36,133.479364,0.67,0.67,0.93168,133.806636,0.67,0.67,0.926788,
06/30/2018,3046.0,3046.0,-2579.0,2466.0,,467.0,0.0,-175.0,159.0,16.0,292.0,-91.0,98.0,103.0,-5.0,10.0,1.0,-17.0,201.0,-55.0,147.0,0.0,0.0,0.0,147.0,-15.0,132.0,0.0,0.0,132.0,175.298976,43.298976,133.612348,0.99,0.99,1.311997,133.844185,0.99,0.99,1.311997,
09/30/2018,3174.0,3174.0,-2657.0,2530.0,,517.0,0.0,-152.0,153.0,-1.0,365.0,-72.0,99.0,105.0,-6.0,-14.0,2.0,-13.0,293.0,-102.0,193.0,0.0,0.0,0.0,193.0,-29.0,164.0,0.0,0.0,164.0,189.88,25.88,133.729731,1.23,1.23,1.419879,133.849368,1.23,1.23,1.419879,
12/31/2018,2734.0,2734.0,-2344.0,2224.0,,390.0,0.0,-172.0,156.0,16.0,218.0,-124.0,98.0,102.0,-4.0,4.0,1.0,22.0,94.0,-20.0,75.0,0.0,0.0,0.0,75.0,-22.0,53.0,0.0,0.0,53.0,99.0,46.0,133.738344,0.4,0.4,0.740251,134.095905,0.4,0.4,0.740251,
03/31/2019,2755.0,2755.0,-2332.0,2210.0,,423.0,0.0,-161.0,157.0,4.0,262.0,-84.0,95.0,98.0,-3.0,1.0,1.0,-12.0,178.0,-48.0,131.0,0.0,0.0,0.0,131.0,-28.0,103.0,0.0,0.0,103.0,108.0,5.0,133.789042,0.77,0.77,0.807241,134.437309,0.77,0.77,0.807192,
06/30/2019,3035.0,3035.0,-2540.0,2417.0,,495.0,0.0,-112.0,157.0,-45.0,383.0,-123.0,93.0,97.0,-4.0,1.0,2.0,29.0,260.0,-88.0,174.0,0.0,0.0,0.0,174.0,-37.0,137.0,0.0,0.0,137.0,120.5,-16.5,133.9,1.02,1.02,0.899925,134.8,1.02,1.02,0.897596,
09/30/2019,3084.0,3084.0,-2576.0,2455.0,,508.0,0.0,-156.0,156.0,0.0,352.0,-95.0,90.0,95.0,-5.0,4.0,1.0,1.0,257.0,-54.0,204.0,0.0,0.0,0.0,204.0,-21.0,183.0,0.0,0.0,183.0,179.0,-4.0,133.90682,1.37,1.37,1.33675,134.981636,1.36,1.36,1.330366,
12/31/2019,2791.0,2791.0,-2391.0,2267.0,,400.0,0.0,-201.0,161.0,40.0,199.0,-108.0,83.0,88.0,-5.0,3.0,1.0,22.0,91.0,24.0,116.0,0.0,0.0,0.0,116.0,-29.0,87.0,0.0,0.0,87.0,107.292135,20.292135,133.9877,0.65,0.65,0.800761,135.187487,0.64,0.64,0.790104,
03/31/2020,2757.0,2757.0,-2342.0,2220.0,,415.0,0.0,-169.0,162.0,7.0,246.0,-95.0,76.0,80.0,-4.0,-12.0,1.0,31.0,151.0,-38.0,114.0,0.0,0.0,0.0,114.0,-26.0,88.0,0.0,0.0,88.0,125.37,37.37,134.082846,0.66,0.66,0.935019,135.044981,0.65,0.65,0.926723,
06/30/2020,2689.0,2689.0,-2272.0,2155.0,,417.0,0.0,-142.0,139.0,3.0,275.0,-83.0,75.0,76.0,-1.0,-5.0,2.0,13.0,192.0,-53.0,141.0,0.0,0.0,0.0,141.0,-15.0,126.0,0.0,0.0,126.0,144.0,18.0,133.268852,0.95,0.95,1.080523,134.002315,0.94,0.94,1.074326,
09/30/2020,3023.6,,,,,616.8144,,,,,374.0,,,,,,,,304.0,,191.333,,,,,,191.333,,,191.333,211.333,,,1.423,1.423,1.578,,1.423,1.423,1.578,
12/31/2020,2789.0,,,,,534.0935,,,,,318.0,,,,,,,,229.2,,124.667,,,,,,124.667,,,124.667,152.333,,,0.927,0.927,1.148,,0.927,0.927,1.148,
