Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investment & Loan Inc (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2015,4852.0,2698.0,3061.0,2525.0,536.0,-363.0,2154.0,0.0,0.0,,0.0,1955.0,199.0,-264.0,4588.0,-2665.0,0.0,2665.0,1923.0,0.0,0.0,1923.0,-479.0,464.0,15.0,,1444.0,0.0,0.0,0.0,1444.0,-13.0,1431.0,-60.0,-6.0,1365.0,1365.0,0.0,1781.0,0.77,0.77,0.77,1789.0,0.76,0.76,0.76,
06/30/2015,4988.0,2716.0,3068.0,2498.0,570.0,-352.0,2272.0,0.0,0.0,,0.0,2062.0,210.0,-281.0,4707.0,-2682.0,0.0,2682.0,2025.0,0.0,0.0,2025.0,-528.0,515.0,13.0,,1497.0,0.0,0.0,0.0,1497.0,-14.0,1483.0,-66.0,0.0,1417.0,1417.0,0.0,1771.0,0.8,0.8,0.8,1779.0,0.8,0.8,0.8,
09/30/2015,5094.0,2768.0,3117.0,2555.0,562.0,-349.0,2326.0,-1.0,0.0,-1.0,0.0,2098.0,229.0,-282.0,4812.0,-2775.0,0.0,2775.0,2037.0,0.0,0.0,2037.0,-534.0,659.0,-125.0,,1503.0,0.0,0.0,0.0,1503.0,-14.0,1489.0,-62.0,-5.0,1422.0,1422.0,0.0,1758.0,0.81,0.81,0.81,1766.0,0.81,0.81,0.81,
12/31/2015,5159.0,2819.0,3156.0,2617.0,539.0,-337.0,2340.0,1.0,0.0,1.0,0.0,2070.0,269.0,-305.0,4854.0,-2809.0,0.0,2809.0,2045.0,0.0,0.0,2045.0,-556.0,664.0,-108.0,,1489.0,0.0,0.0,0.0,1489.0,-13.0,1476.0,-72.0,0.0,1404.0,1404.0,0.0,1747.0,0.8,0.8,0.8,1754.0,0.8,0.8,0.8,
03/31/2016,4984.0,2835.0,3221.0,2673.0,548.0,-386.0,2149.0,3.0,0.0,3.0,0.0,1962.0,184.0,-330.0,4654.0,-2749.0,0.0,2749.0,1905.0,0.0,0.0,1905.0,-504.0,391.0,113.0,,1401.0,0.0,0.0,0.0,1401.0,-15.0,1386.0,-61.0,4.0,1329.0,1329.0,0.0,1737.0,0.77,0.77,0.77,1743.0,0.76,0.76,0.76,
06/30/2016,5397.0,2845.0,3252.0,2693.0,559.0,-407.0,2552.0,3.0,0.0,3.0,0.0,2163.0,386.0,-327.0,5070.0,-2992.0,0.0,2992.0,2078.0,0.0,0.0,2078.0,-542.0,650.0,-108.0,,1536.0,0.0,0.0,0.0,1536.0,-14.0,1522.0,-79.0,-8.0,1435.0,1435.0,0.0,1725.0,0.83,0.83,0.83,1731.0,0.83,0.83,0.83,
09/30/2016,5338.0,2893.0,3320.0,2762.0,558.0,-427.0,2445.0,10.0,0.0,10.0,0.0,2263.0,172.0,-325.0,5013.0,-2931.0,0.0,2931.0,2082.0,0.0,0.0,2082.0,-566.0,825.0,-259.0,,1516.0,0.0,0.0,0.0,1516.0,-14.0,1502.0,-61.0,-7.0,1434.0,1434.0,0.0,1710.0,0.84,0.84,0.84,1716.0,0.84,0.84,0.84,
12/31/2016,5386.0,2955.0,3374.0,2807.0,567.0,-419.0,2431.0,6.0,0.0,6.0,0.0,2174.0,251.0,-342.0,5044.0,-3004.0,0.0,3004.0,2040.0,0.0,0.0,2040.0,-549.0,1056.0,-507.0,,1491.0,0.0,0.0,0.0,1491.0,-13.0,1478.0,-87.0,0.0,1391.0,1391.0,0.0,1700.0,0.82,0.82,0.82,1705.0,0.82,0.82,0.82,
03/31/2017,5239.0,2980.0,3393.0,2828.0,565.0,-413.0,2259.0,29.0,0.0,29.0,0.0,2050.0,180.0,-345.0,4894.0,-2909.0,0.0,2909.0,1985.0,0.0,0.0,1985.0,-499.0,596.0,-97.0,,1486.0,0.0,0.0,0.0,1486.0,-13.0,1473.0,-69.0,-17.0,1387.0,1387.0,0.0,1694.0,0.82,0.82,0.82,1701.0,0.82,0.82,0.82,
06/30/2017,5397.0,3049.0,3519.0,2935.0,584.0,-470.0,2348.0,9.0,0.0,9.0,0.0,2144.0,195.0,-350.0,5047.0,-2984.0,0.0,2984.0,2063.0,0.0,0.0,2063.0,-551.0,574.0,-23.0,,1512.0,0.0,0.0,0.0,1512.0,-12.0,1500.0,-64.0,-6.0,1430.0,1430.0,0.0,1684.0,0.85,0.85,0.85,1690.0,0.85,0.85,0.85,
09/30/2017,5516.0,3176.0,3704.0,3096.0,608.0,-528.0,2340.0,9.0,0.0,9.0,0.0,2137.0,194.0,-360.0,5156.0,-2998.0,0.0,2998.0,2158.0,0.0,0.0,2158.0,-589.0,508.0,81.0,,1569.0,0.0,0.0,0.0,1569.0,-6.0,1563.0,-71.0,-7.0,1485.0,1485.0,0.0,1672.0,0.89,0.89,0.89,1678.0,0.88,0.88,0.88,
12/31/2017,5545.0,3175.0,3730.0,3111.0,619.0,-555.0,2370.0,10.0,0.0,10.0,0.0,2155.0,205.0,-335.0,5210.0,-3899.0,0.0,3899.0,1311.0,0.0,0.0,1311.0,375.0,609.0,-984.0,,1686.0,0.0,0.0,0.0,1686.0,-4.0,1682.0,-71.0,0.0,1611.0,1611.0,0.0,1659.0,0.97,0.97,0.97,1664.0,0.97,0.97,0.97,
03/31/2018,5440.0,3168.0,3791.0,3145.0,646.0,-623.0,2272.0,5.0,0.0,5.0,0.0,2100.0,167.0,-341.0,5099.0,-3055.0,0.0,3055.0,2044.0,0.0,0.0,2044.0,-362.0,326.0,36.0,,1682.0,0.0,0.0,0.0,1682.0,-7.0,1675.0,-70.0,-8.0,1597.0,1597.0,0.0,1652.0,0.97,0.97,0.97,1657.0,0.96,0.96,0.96,
06/30/2018,5611.0,3197.0,3948.0,3256.0,692.0,-751.0,2414.0,10.0,0.0,10.0,0.0,2197.0,207.0,-327.0,5284.0,-3085.0,0.0,3085.0,2199.0,0.0,0.0,2199.0,-441.0,374.0,67.0,,1758.0,0.0,0.0,0.0,1758.0,-8.0,1750.0,-64.0,-8.0,1678.0,1678.0,0.0,1642.0,1.02,1.02,1.02,1646.0,1.02,1.02,1.02,
09/30/2018,5669.0,3251.0,4123.0,3426.0,697.0,-872.0,2418.0,10.0,0.0,10.0,0.0,2182.0,226.0,-343.0,5326.0,-3044.0,0.0,3044.0,2282.0,0.0,0.0,2282.0,-460.0,526.0,-66.0,,1822.0,0.0,0.0,0.0,1822.0,-7.0,1815.0,-76.0,-7.0,1732.0,1732.0,0.0,1629.0,1.06,1.06,1.06,1633.0,1.06,1.06,1.06,
12/31/2018,5801.0,3303.0,4311.0,3565.0,746.0,-1008.0,2498.0,5.0,0.0,5.0,0.0,2183.0,310.0,-368.0,5433.0,-3280.0,0.0,3280.0,2153.0,0.0,0.0,2153.0,-291.0,456.0,-165.0,,1862.0,0.0,0.0,0.0,1862.0,-6.0,1856.0,-79.0,0.0,1777.0,1735.0,-42.0,1615.0,1.1,1.1,1.074303,1618.0,1.1,1.1,1.074042,
03/31/2019,5550.0,3259.0,4351.0,3621.0,730.0,-1092.0,2291.0,5.0,0.0,5.0,0.0,2039.0,247.0,-377.0,5173.0,-3087.0,0.0,3087.0,2086.0,0.0,0.0,2086.0,-378.0,250.0,128.0,,1708.0,0.0,0.0,0.0,1708.0,-9.0,1699.0,-79.0,-7.0,1613.0,1613.0,0.0,1602.0,1.01,1.01,1.01,1605.0,1.0,1.0,1.0,
06/30/2019,5795.0,3305.0,4451.0,3672.0,779.0,-1146.0,2490.0,17.0,0.0,17.0,0.0,2216.0,257.0,-365.0,5430.0,-3153.0,0.0,3153.0,2277.0,0.0,0.0,2277.0,-449.0,478.0,-29.0,,1828.0,0.0,0.0,0.0,1828.0,-7.0,1821.0,-80.0,0.0,1741.0,1741.0,0.0,1590.0,1.09,1.09,1.09,1592.0,1.09,1.09,1.09,
09/30/2019,5895.0,3281.0,4437.0,3655.0,782.0,-1156.0,2614.0,25.0,0.0,25.0,0.0,2305.0,284.0,-367.0,5528.0,-3144.0,0.0,3144.0,2384.0,0.0,0.0,2384.0,-467.0,554.0,-87.0,,1917.0,0.0,0.0,0.0,1917.0,-9.0,1908.0,-79.0,-8.0,1821.0,1821.0,0.0,1575.0,1.16,1.16,1.16,1578.0,1.15,1.15,1.15,
12/31/2019,5643.0,3207.0,4255.0,3491.0,764.0,-1048.0,2436.0,26.0,0.0,26.0,0.0,2272.0,138.0,-395.0,5248.0,-3401.0,0.0,3401.0,1847.0,0.0,0.0,1847.0,-354.0,259.0,95.0,,1493.0,0.0,0.0,0.0,1493.0,-7.0,1486.0,-78.0,0.0,1408.0,1540.0,132.0,1556.0,0.91,0.91,0.989717,1558.0,0.9,0.9,0.984724,
03/31/2020,5748.0,3223.0,4116.0,3380.0,736.0,-893.0,2525.0,50.0,0.0,50.0,0.0,2255.0,220.0,-993.0,4755.0,-3316.0,0.0,3316.0,1439.0,0.0,0.0,1439.0,-260.0,385.0,-125.0,,1179.0,0.0,0.0,0.0,1179.0,-8.0,1171.0,-78.0,-5.0,1088.0,1088.0,0.0,1518.0,0.72,0.72,0.72,1519.0,0.72,0.72,0.72,
06/30/2020,5814.0,3200.0,3672.0,2990.0,682.0,-472.0,2614.0,81.0,0.0,81.0,0.0,2403.0,130.0,-1737.0,4077.0,-3318.0,0.0,3318.0,759.0,0.0,0.0,759.0,-64.0,840.0,-776.0,,695.0,0.0,0.0,0.0,695.0,-6.0,689.0,-75.0,0.0,614.0,614.0,0.0,1506.0,0.41,0.41,0.41,1507.0,0.41,0.41,0.41,
09/30/2020,5645.737,,,,,,,,,,,,,,,,,,,,,1554.063,,,,,1287.417,,,,,,1287.417,,,1287.417,1232.091,,,0.829,0.829,0.785,,0.829,0.829,0.785,
12/31/2020,5584.0,,,,,,,,,,,,,,,,,,,,,1354.824,,,,,1101.923,,,,,,1101.923,,,1101.923,1079.545,,,0.708,0.708,0.672,,0.708,0.708,0.672,
