Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2012,247.077,247.077,-126.7,126.7,120.377,0.0,-80.918,56.56,32.158,24.402,22.336,0.77,1.252,39.459,0.26,,,,-0.826,0.08,0.486,39.719,-9.366,30.353,-0.3,-0.3,0.0,30.653,0.0,30.653,0.0,0.0,30.653,31.1668,0.8138,51.771,0.59,0.58,0.602013,52.03,0.59,0.58,0.595641,
09/29/2012,252.037,252.037,-125.113,125.113,126.924,0.0,-88.159,54.802,32.321,22.481,22.007,1.67,9.68,38.765,-0.267,,,,-0.541,0.514,0.294,38.498,-11.917,26.581,-0.516,-0.516,0.0,27.097,0.0,27.097,0.0,0.0,27.097,32.873,6.292,51.566,0.53,0.52,0.637494,51.809,0.52,0.51,0.631446,
12/31/2012,253.179,253.179,-128.719,128.719,124.46,0.0,-80.342,54.277,33.313,20.964,22.605,1.463,1.997,44.118,-0.056,,,,-0.526,0.005,0.577,44.062,-9.263,34.799,-0.191,-0.191,0.0,34.99,0.0,34.99,0.0,0.0,34.99,36.09705,1.29805,50.968,0.69,0.69,0.70823,51.262,0.68,0.68,0.705322,
03/30/2013,236.937,236.937,-123.872,123.872,113.065,0.0,-84.889,58.791,33.515,25.276,21.858,1.863,2.377,28.176,0.588,,,,-0.677,0.098,-0.009,28.764,-5.222,23.542,0.0,0.0,0.0,23.542,0.0,23.542,0.0,0.0,23.542,25.08705,1.54505,50.98,0.46,0.46,0.492096,51.366,0.46,0.46,0.490079,
06/29/2013,253.16,253.16,-132.253,132.253,120.907,0.0,-84.666,57.883,33.83,24.053,23.201,1.863,1.719,36.241,1.475,,,,-0.473,0.462,-1.464,37.716,-7.158,30.558,-0.008,-0.008,0.0,30.566,0.0,30.566,0.0,0.0,30.566,30.6633,0.1053,50.9,0.6,0.6,0.602422,51.283,0.6,0.6,0.602053,
09/28/2013,263.523,263.523,-134.913,134.913,128.61,0.0,-81.841,56.847,34.395,22.452,22.376,1.831,0.787,46.769,0.372,,,,-0.55,0.173,0.005,47.141,-8.541,38.6,0.0,0.0,0.0,38.6,0.0,38.6,0.0,0.0,38.6,39.11155,0.51155,50.59,0.76,0.76,0.773108,50.924,0.76,0.76,0.770045,
12/31/2013,284.539,284.539,-143.511,143.511,141.028,0.0,-91.949,60.714,36.28,24.434,23.712,,7.523,49.079,1.127,,,,-0.666,-0.209,-0.252,50.206,-8.681,41.525,-0.125,-0.125,0.0,41.65,0.0,41.65,0.0,0.0,41.65,45.22805,3.70305,50.289,0.83,0.83,0.899363,50.666,0.82,0.82,0.893087,
03/29/2014,288.268,288.268,-140.33,140.33,147.938,0.0,-94.53,63.807,35.416,28.391,22.857,2.672,5.194,53.408,0.137,,,,-0.421,0.292,-0.008,53.545,-11.939,41.606,0.0,0.0,0.0,41.606,0.0,41.606,0.0,0.0,41.606,44.9821,3.3761,50.402,0.83,0.83,0.892467,50.974,0.82,0.82,0.886232,
06/28/2014,288.421,288.421,-146.252,146.252,142.169,0.0,-109.104,62.076,35.755,26.321,23.71,2.667,20.651,33.065,-2.068,,,,-0.379,-0.043,2.49,30.997,-3.44,27.557,0.0,0.0,0.0,27.557,0.0,27.557,0.0,0.0,27.557,42.5616,15.0046,50.606,0.54,0.54,0.841039,51.278,0.54,0.54,0.832613,
09/27/2014,303.272,303.272,-151.766,151.766,151.506,0.0,-124.55,61.522,36.781,24.741,25.225,2.597,35.206,26.956,-2.15,,,,2.448,0.083,-0.381,24.806,-9.861,14.945,0.0,0.0,0.0,14.945,0.0,14.945,0.0,0.0,14.945,44.7735,29.8285,50.835,0.29,0.29,0.880761,51.461,0.29,0.29,0.869633,
12/31/2014,790.611,790.611,-454.199,454.199,336.412,0.0,-361.251,164.113,105.352,58.761,79.311,46.16,71.667,-24.839,-67.88,,59.599,,,8.427,-0.146,-92.719,41.04,-51.679,0.0,0.0,0.0,-51.679,0.0,-51.679,0.0,0.0,-51.679,44.471168,96.150168,50.452,-1.02,-1.02,0.881455,50.452,-1.02,-1.02,0.881455,
04/04/2015,893.184,893.184,-483.662,483.662,409.522,0.0,-389.748,188.242,122.106,66.136,96.417,67.589,37.5,19.774,-77.937,,50.965,,0.197,27.191,-0.416,-58.163,32.866,-25.297,0.0,0.0,0.0,-25.297,0.0,-25.297,0.0,0.0,-25.297,2.15705,27.45405,50.667,-0.5,-0.5,0.042573,50.667,-0.5,-0.5,0.041853,
07/04/2015,889.774,889.774,-496.896,496.896,392.878,0.0,-406.681,194.779,125.12,69.659,99.087,63.7,49.115,-13.803,-38.864,,49.331,,-1.575,-11.252,2.36,-52.667,-23.591,-76.258,0.0,0.0,0.0,-76.258,0.0,-76.258,0.0,0.0,-76.258,-39.7891,36.4689,50.917,-1.5,-1.5,-0.78145,50.917,-1.5,-1.5,-0.783758,
10/03/2015,916.273,916.273,-502.217,502.217,414.056,0.0,-389.035,187.452,120.217,67.235,100.34,58.499,42.744,25.021,-50.563,,45.002,,,5.255,0.306,-25.542,-3.408,-28.95,0.0,0.0,0.0,-28.95,0.0,-28.95,0.0,0.0,-28.95,-0.60155,28.34845,51.152,-0.57,-0.57,-0.01176,51.152,-0.57,-0.57,-0.0158,
12/31/2015,951.0,951.0,-523.0,523.0,428.0,0.0,-421.0,207.0,127.0,80.0,98.0,60.0,56.0,7.0,-50.0,49.0,,,,1.0,0.0,-43.0,15.0,-28.0,0.0,0.0,0.0,-28.0,0.0,-28.0,0.0,0.0,-28.0,22.839695,50.839695,51.207102,-0.53,-0.53,0.446026,51.207102,-0.53,-0.53,0.446026,
04/02/2016,847.0,847.0,-457.0,457.0,390.0,0.0,-390.0,195.0,121.0,74.0,93.0,59.0,43.0,0.0,-49.0,,,,,-1.0,50.0,-49.0,20.0,-29.0,0.0,0.0,0.0,-29.0,0.0,-29.0,0.0,0.0,-29.0,2.538462,31.538462,51.299632,-0.56,-0.56,0.049483,51.299632,-0.56,-0.56,0.049483,
07/02/2016,879.0,879.0,-473.0,473.0,406.0,0.0,-383.0,189.0,112.0,77.0,95.0,,99.0,23.0,-56.0,49.0,49.0,0.0,,5.0,2.0,-33.0,-12.0,-45.0,0.0,0.0,0.0,-45.0,0.0,-45.0,0.0,0.0,-45.0,-7.596491,37.403509,51.533236,-0.88,-0.88,-0.14741,51.533236,-0.88,-0.88,-0.154187,
10/01/2016,904.0,904.0,-490.0,490.0,414.0,0.0,-438.0,186.0,112.0,74.0,96.0,,156.0,-24.0,-53.0,46.0,46.0,0.0,,1.0,6.0,-77.0,-6.0,-83.0,0.0,0.0,0.0,-83.0,0.0,-83.0,0.0,0.0,-83.0,1.539326,84.539326,51.690204,-1.61,-1.61,0.02978,51.690204,-1.61,-1.61,0.0255,
12/31/2016,942.0,942.0,-510.0,510.0,432.0,0.0,-361.0,189.0,107.0,82.0,92.0,,80.0,71.0,-51.0,48.0,48.0,0.0,,1.0,2.0,20.0,-3.0,17.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,0.0,17.0,43.792079,26.792079,51.792228,0.34,0.34,0.845534,52.573283,0.34,0.34,0.845534,
04/01/2017,865.0,865.0,-464.0,464.0,401.0,0.0,-361.0,184.0,109.0,75.0,96.0,50.0,31.0,40.0,-42.0,41.0,,,,1.0,0.0,-2.0,10.0,8.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,8.0,32.926316,24.926316,51.842025,0.16,0.16,0.635128,52.946883,0.16,0.16,0.63078,
07/01/2017,896.0,896.0,-485.0,485.0,411.0,0.0,-353.0,182.0,114.0,68.0,99.0,,72.0,58.0,-39.0,40.0,40.0,0.0,,-2.0,1.0,19.0,-2.0,17.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,0.0,17.0,32.0,15.0,51.996353,0.33,0.33,0.615428,53.128657,0.32,0.32,0.602334,
09/30/2017,935.0,935.0,-506.0,506.0,429.0,0.0,-338.0,184.0,113.0,71.0,96.0,,58.0,91.0,-98.0,95.0,95.0,0.0,,-1.0,4.0,-7.0,-5.0,-12.0,0.0,0.0,0.0,-12.0,0.0,-12.0,0.0,0.0,-12.0,36.388489,48.388489,52.220868,-0.23,-0.23,0.696819,52.220868,-0.23,-0.23,0.696612,
12/31/2017,1026.0,1026.0,-557.0,557.0,469.0,0.0,-336.0,199.0,112.0,87.0,98.0,,39.0,133.0,-55.0,51.0,51.0,0.0,,3.0,1.0,78.0,-74.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,89.65,85.65,53.208248,0.07,0.07,1.684889,53.851248,0.07,0.07,1.660492,
03/31/2018,977.0,977.0,-512.0,512.0,465.0,0.0,-321.0,191.0,120.0,71.0,101.0,,29.0,144.0,-11.0,11.0,11.0,0.0,,0.0,0.0,133.0,-24.0,109.0,0.0,0.0,0.0,109.0,0.0,109.0,0.0,0.0,109.0,103.2,-5.8,53.286249,2.04,2.04,1.93671,53.985755,2.01,2.01,1.902564,
06/30/2018,1012.0,1012.0,-540.0,540.0,472.0,0.0,-347.0,214.0,121.0,93.0,109.0,,24.0,125.0,-25.0,23.0,23.0,0.0,,4.0,-2.0,100.0,-30.0,70.0,0.0,0.0,0.0,70.0,0.0,70.0,0.0,0.0,70.0,77.711865,7.711865,53.537876,1.31,1.31,1.451531,54.255707,1.29,1.29,1.432139,
09/29/2018,1092.0,1092.0,-587.0,587.0,505.0,0.0,-343.0,195.0,120.0,75.0,113.0,,35.0,162.0,-19.0,18.0,18.0,0.0,,1.0,0.0,143.0,-16.0,127.0,0.0,0.0,0.0,127.0,0.0,127.0,0.0,0.0,127.0,130.152174,3.152174,53.740174,2.37,2.37,2.421879,54.42488,2.34,2.34,2.397918,
12/31/2018,1137.0,1137.0,-598.0,598.0,539.0,0.0,-360.0,211.0,122.0,89.0,121.0,,28.0,179.0,-31.0,39.0,39.0,0.0,,0.0,-8.0,148.0,-33.0,115.0,0.0,0.0,0.0,115.0,0.0,115.0,0.0,0.0,115.0,125.27,10.27,53.7383,2.14,2.14,2.331112,54.5023,2.11,2.11,2.298432,
03/30/2019,1066.0,1066.0,-565.0,565.0,501.0,0.0,-342.0,198.0,122.0,76.0,111.0,,33.0,159.0,-28.0,24.0,24.0,0.0,,3.0,1.0,131.0,-16.0,115.0,0.0,0.0,0.0,115.0,0.0,115.0,0.0,0.0,115.0,126.186441,11.186441,53.905426,2.14,2.14,2.340886,54.554868,2.12,2.12,2.325049,
06/29/2019,1097.0,1097.0,-577.0,577.0,520.0,0.0,-360.0,217.0,127.0,90.0,108.0,,35.0,160.0,-31.0,33.0,33.0,0.0,,1.0,-3.0,129.0,-5.0,124.0,0.0,0.0,0.0,124.0,0.0,124.0,0.0,0.0,124.0,134.852941,10.852941,54.027576,2.28,2.28,2.496002,54.648699,2.26,2.26,2.458595,
09/28/2019,1130.0,1130.0,-595.0,595.0,535.0,0.0,-350.0,202.0,124.0,78.0,110.0,,38.0,185.0,-26.0,28.0,28.0,0.0,,-2.0,0.0,159.0,-23.0,136.0,0.0,0.0,0.0,136.0,0.0,136.0,0.0,0.0,136.0,154.619048,18.619048,54.0855,2.52,2.52,2.858789,54.637823,2.5,2.5,2.840772,
12/31/2019,1192.0,1192.0,-648.0,648.0,544.0,0.0,-356.0,209.0,130.0,79.0,118.0,,29.0,188.0,-9.0,4.0,4.0,0.0,,4.0,1.0,179.0,-10.0,169.0,0.0,0.0,0.0,169.0,0.0,169.0,0.0,0.0,169.0,172.191489,3.191489,53.985729,3.13,3.13,3.189574,54.541638,3.1,3.1,3.158515,
03/28/2020,1052.0,1052.0,-579.0,579.0,473.0,0.0,-322.0,196.0,122.0,74.0,105.0,,21.0,151.0,-48.0,45.0,45.0,0.0,,3.0,0.0,103.0,-14.0,89.0,0.0,0.0,0.0,89.0,0.0,89.0,0.0,0.0,89.0,124.492958,35.492958,53.760873,1.66,1.66,2.31568,54.318044,1.65,1.65,2.303428,
06/27/2020,956.0,956.0,-537.0,537.0,419.0,0.0,-300.0,183.0,109.0,74.0,98.0,,19.0,119.0,-16.0,14.0,14.0,0.0,,9.0,-7.0,103.0,-3.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,103.75,3.75,53.188486,1.87,1.87,1.95061,53.67573,1.85,1.85,1.919864,
09/30/2020,1069.333,,,,475.56446509,,,,,,,,,191.0,,,,,,,,179.5,,127.429,,,,,,127.429,,,127.429,151.571,,,2.353,2.353,2.806,,2.353,2.353,2.806,
12/31/2020,1153.778,,,,521.6230338,,,,,,,,,218.2,,,,,,,,207.5,,153.714,,,,,,153.714,,,153.714,177.714,,,2.87,2.87,3.273,,2.87,2.87,3.273,
