Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2011,1871.0,1579.0,292.0,-1309.0,1309.0,562.0,0.0,-123.0,82.0,,,41.0,439.0,-101.0,,151.0,,-44.0,,-34.0,28.0,338.0,22.0,12.0,-34.0,360.0,-24.0,-24.0,0.0,384.0,-63.0,321.0,0.0,0.0,321.0,166.0,-131.0,586.977,0.55,0.51,0.282805,596.567,0.54,0.5,0.28041,
06/30/2011,1984.0,1671.0,313.0,-1398.0,1398.0,586.0,0.0,-126.0,78.0,,,48.0,460.0,-112.0,,150.0,,-40.0,,-40.0,42.0,348.0,-109.0,78.0,31.0,239.0,-58.0,-58.0,0.0,297.0,-70.0,227.0,0.0,0.0,227.0,171.0,2.0,588.31,0.39,0.29,0.290663,597.633,0.38,0.29,0.290663,
09/30/2011,1972.0,1673.0,299.0,-1392.0,1392.0,580.0,0.0,-123.0,75.0,,,48.0,457.0,-103.0,,146.0,,-43.0,,-40.0,40.0,354.0,-33.0,47.0,-14.0,321.0,-21.0,-21.0,0.0,342.0,-70.0,272.0,0.0,0.0,272.0,178.0,-73.0,588.95,0.46,0.43,0.302233,597.55,0.46,0.43,0.302233,
12/31/2011,2103.0,2103.0,,-1049.0,1049.0,1054.0,0.0,-543.0,118.0,,166.0,259.0,511.0,-349.0,,126.0,,0.0,,-41.0,264.0,162.0,-4.0,51.0,-47.0,158.0,520.0,520.0,0.0,-362.0,-82.0,-444.0,0.0,0.0,-444.0,220.808333,144.808333,600.921,-0.74,0.13,0.36745,600.921,-0.74,0.13,0.36745,
03/31/2012,2019.0,2019.0,,-957.0,957.0,1062.0,0.0,-535.0,129.0,,168.0,238.0,527.0,-35.0,,131.0,,-69.0,,-31.0,4.0,492.0,-133.0,46.0,87.0,359.0,-136.0,-136.0,0.0,495.0,-72.0,423.0,0.0,0.0,423.0,244.225806,-42.774194,593.231,0.71,0.48,0.411688,600.52,0.7,0.47,0.398771,
06/30/2012,1846.0,1846.0,,-900.0,900.0,946.0,0.0,-614.0,149.0,,181.0,284.0,332.0,-95.0,,128.0,,-3.0,,-27.0,-3.0,237.0,-71.0,40.0,31.0,166.0,1.0,1.0,0.0,165.0,-33.0,132.0,0.0,0.0,132.0,145.875,12.875,621.483,0.21,0.21,0.234721,626.62,0.21,0.21,0.230547,
09/30/2012,1752.0,1752.0,,-771.0,771.0,981.0,0.0,-608.0,137.0,,196.0,275.0,373.0,-96.0,,129.0,,-3.0,,-30.0,0.0,277.0,-77.0,74.0,3.0,200.0,-3.0,-3.0,0.0,203.0,-48.0,155.0,0.0,0.0,155.0,167.368421,15.368421,626.809,0.25,0.25,0.267017,632.019,0.25,0.25,0.267017,
12/31/2012,1900.0,1900.0,,-899.0,899.0,1001.0,0.0,-621.0,156.0,,211.0,254.0,380.0,-97.0,,121.0,,-2.0,,-23.0,1.0,283.0,-79.0,-12.0,91.0,204.0,2.0,2.0,0.0,202.0,-53.0,149.0,0.0,0.0,149.0,166.44444,15.44444,642.527,0.23,0.23,0.259047,642.527,0.23,0.23,0.254037,
03/31/2013,1810.0,1810.0,,-790.0,790.0,1020.0,0.0,-594.0,132.0,,210.0,252.0,426.0,-99.0,,128.0,,-13.0,,-18.0,2.0,327.0,-96.0,-7.0,103.0,231.0,1.0,1.0,0.0,230.0,-69.0,161.0,0.0,0.0,161.0,159.235294,-2.764706,682.052,0.24,0.24,0.233465,687.143,0.23,0.23,0.225977,
06/30/2013,1767.0,1767.0,,-801.0,801.0,966.0,0.0,-616.0,123.0,,198.0,295.0,350.0,-48.0,,127.0,,-39.0,,-38.0,-2.0,302.0,-102.0,-61.0,163.0,200.0,8.0,8.0,0.0,192.0,-50.0,142.0,0.0,0.0,142.0,154.736842,4.736842,682.893,0.21,0.22,0.22659,686.924,0.21,0.22,0.22659,
09/30/2013,1623.0,1623.0,,-710.0,710.0,913.0,0.0,-577.0,130.0,,207.0,240.0,336.0,-76.0,,124.0,,-10.0,,-37.0,-1.0,260.0,-62.0,27.0,35.0,198.0,1.0,1.0,0.0,197.0,-56.0,141.0,0.0,0.0,141.0,129.428571,-12.571429,683.274,0.21,0.21,0.189424,687.306,0.2,0.2,0.181709,
12/31/2013,1660.0,1660.0,,-726.0,726.0,934.0,0.0,-671.0,127.0,,209.0,335.0,263.0,-72.0,,131.0,,-19.0,,-41.0,1.0,191.0,-141.0,18.0,123.0,50.0,1.0,1.0,0.0,49.0,-63.0,-14.0,0.0,0.0,-14.0,207.158542,220.158542,683.552,-0.02,-0.02,0.303062,683.552,-0.02,-0.02,0.30208,
03/31/2014,1749.0,1749.0,,-769.0,769.0,980.0,0.0,-560.0,150.0,,214.0,196.0,420.0,-173.0,,140.0,,-14.0,,48.0,-1.0,247.0,-51.0,144.0,-93.0,196.0,0.0,0.0,0.0,196.0,-56.0,140.0,0.0,0.0,140.0,93.49507,-46.50493,684.773,0.2,0.2,0.136534,688.904,0.2,0.2,0.132494,
06/30/2014,1678.0,1678.0,,-724.0,724.0,954.0,0.0,-643.0,136.0,,214.0,293.0,311.0,-104.0,,163.0,,-18.0,,-37.0,-4.0,207.0,-84.0,-22.0,106.0,123.0,-4.0,-4.0,0.0,127.0,-24.0,103.0,0.0,0.0,103.0,103.007692,4.007692,696.553,0.15,0.14,0.147882,700.696,0.15,0.14,0.14572,
09/30/2014,2069.0,2069.0,,-807.0,807.0,1262.0,0.0,-955.0,171.0,,369.0,415.0,307.0,2399.0,,210.0,,-11.0,,-66.0,-2532.0,2706.0,-998.0,-15.0,1013.0,1708.0,0.0,0.0,0.0,1708.0,-30.0,1678.0,0.0,0.0,1678.0,123.981949,-1554.018051,747.412,2.24,2.24,0.165882,752.064,2.22,2.22,0.153662,
12/31/2014,2141.0,2141.0,,-716.0,716.0,1425.0,0.0,-894.0,204.0,,379.0,311.0,531.0,-107.0,,234.0,,0.0,,-89.0,-38.0,424.0,-116.0,-104.0,220.0,308.0,0.0,0.0,0.0,308.0,-115.0,193.0,0.0,0.0,193.0,90.59741,-102.40259,751.898,0.26,0.26,0.120492,751.898,0.26,0.26,0.120492,
03/31/2015,1716.0,1716.0,,-462.0,462.0,1254.0,0.0,-1027.0,196.0,,427.0,404.0,227.0,-184.0,,251.0,,0.0,-5.0,-51.0,-11.0,43.0,-30.0,2.0,28.0,13.0,0.0,0.0,0.0,13.0,57.0,70.0,0.0,0.0,70.0,112.777778,42.777778,748.079,0.09,0.09,0.150757,752.028,0.09,0.09,0.146883,
06/30/2015,1839.0,1839.0,,-494.0,494.0,1345.0,0.0,-953.0,174.0,,428.0,351.0,392.0,-126.0,,262.0,,-9.0,1.0,-93.0,-35.0,266.0,-83.0,3.0,80.0,183.0,0.0,0.0,0.0,183.0,-69.0,114.0,0.0,0.0,114.0,47.842105,-66.157895,749.253,0.15,0.15,0.063853,752.775,0.15,0.15,0.062115,
09/30/2015,1799.0,1799.0,,-426.0,426.0,1373.0,0.0,-1017.0,177.0,,432.0,408.0,356.0,-594.0,,263.0,,-18.0,-4.0,-92.0,445.0,-238.0,65.0,2.0,-67.0,-173.0,0.0,0.0,0.0,-173.0,133.0,-40.0,0.0,0.0,-40.0,343.084095,383.084095,749.824,-0.05,-0.05,0.457553,749.824,-0.05,-0.05,0.457553,
12/31/2015,2006.0,2006.0,,-397.0,397.0,1609.0,0.0,-2358.0,194.0,,451.0,1713.0,-749.0,-1035.0,,268.0,,0.0,-2.0,-99.0,868.0,-1784.0,447.0,-69.0,-378.0,-1337.0,0.0,0.0,0.0,-1337.0,622.0,-715.0,0.0,0.0,-715.0,852.231109,1567.231109,749.0,-0.95,-0.95,1.137826,749.902,-0.95,-0.95,1.137826,
03/31/2016,1660.0,1660.0,,-318.0,318.0,1342.0,0.0,-1080.0,221.0,,445.0,414.0,262.0,-273.0,,291.0,,-18.0,11.0,-97.0,86.0,-11.0,-2.0,0.0,2.0,-13.0,0.0,0.0,0.0,-13.0,-52.0,-65.0,0.0,0.0,-65.0,75.680851,140.680851,750.332,-0.09,-0.09,0.100863,750.332,-0.09,-0.09,0.097491,
06/30/2016,1736.0,1736.0,,-401.0,401.0,1335.0,0.0,-1823.0,158.0,,446.0,1219.0,-488.0,-162.0,,298.0,,-18.0,0.0,-101.0,-17.0,-650.0,145.0,-1.0,-144.0,-505.0,0.0,0.0,0.0,-505.0,100.0,-405.0,0.0,0.0,-405.0,264.643757,669.643757,750.649,-0.54,-0.54,0.352553,750.649,-0.54,-0.54,0.352086,
09/30/2016,1905.0,1905.0,,-461.0,461.0,1444.0,0.0,-1099.0,177.0,,435.0,487.0,345.0,-145.0,,297.0,,-28.0,0.0,-104.0,-20.0,200.0,-69.0,1.0,68.0,131.0,0.0,0.0,0.0,131.0,-70.0,61.0,0.0,0.0,61.0,136.501852,75.501852,750.754,0.08,0.08,0.18182,751.858,0.08,0.08,0.18042,
12/31/2016,2198.0,2198.0,,-545.0,545.0,1653.0,0.0,-1072.0,167.0,,437.0,468.0,581.0,-495.0,,293.0,,1.0,-1.0,-95.0,297.0,86.0,-49.0,1.0,48.0,37.0,0.0,0.0,0.0,37.0,-52.0,-15.0,0.0,0.0,-15.0,431.376072,446.376072,750.0,-0.02,-0.02,0.575168,750.954,-0.02,-0.02,0.574412,
03/31/2017,1988.0,1988.0,,-579.0,579.0,1409.0,0.0,-979.0,161.0,,442.0,376.0,430.0,176.0,280.0,280.0,0.0,-272.0,0.0,-107.0,-77.0,606.0,-37.0,9.0,28.0,569.0,0.0,0.0,0.0,569.0,-196.0,373.0,0.0,0.0,373.0,30.384342,-342.615658,824.548,0.45,0.45,0.03685,826.476,0.45,0.45,0.03545,
06/30/2017,1924.0,1924.0,,-537.0,537.0,1387.0,0.0,-1009.0,153.0,,433.0,423.0,378.0,-120.0,271.0,271.0,0.0,-2.0,,-125.0,-24.0,258.0,-65.0,2.0,63.0,193.0,0.0,0.0,0.0,193.0,-112.0,81.0,0.0,0.0,81.0,108.301852,27.301852,826.426,0.1,0.1,0.131048,828.575,0.1,0.1,0.131048,
09/30/2017,1891.0,1891.0,,-504.0,504.0,1387.0,0.0,-1113.0,138.0,,433.0,542.0,274.0,-125.0,267.0,267.0,0.0,-4.0,0.0,-115.0,-23.0,149.0,-24.0,16.0,8.0,125.0,0.0,0.0,0.0,125.0,-92.0,33.0,0.0,0.0,33.0,139.689655,106.689655,826.779,0.04,0.04,0.168956,829.368,0.04,0.04,0.16864,
12/31/2017,2228.0,2228.0,,-680.0,680.0,1548.0,0.0,-1703.0,142.0,,428.0,1133.0,-155.0,-323.0,265.0,265.0,0.0,-4.0,0.0,-87.0,149.0,-478.0,2100.0,11.0,-2111.0,1622.0,0.0,0.0,0.0,1622.0,65.0,1687.0,0.0,0.0,1687.0,617.95,-1069.05,829.607,2.03,2.03,0.744871,829.607,2.03,2.03,0.741378,
03/31/2018,2088.0,2088.0,,-613.0,613.0,1475.0,0.0,-984.0,132.0,,431.0,421.0,491.0,-166.0,273.0,273.0,0.0,-4.0,,-82.0,-21.0,325.0,-55.0,-18.0,73.0,270.0,0.0,0.0,0.0,270.0,-118.0,152.0,0.0,0.0,152.0,164.0,12.0,827.509,0.18,0.18,0.198185,830.197,0.18,0.18,0.194454,
06/30/2018,2091.0,2091.0,,-636.0,636.0,1455.0,0.0,-1045.0,130.0,,434.0,481.0,410.0,-89.0,275.0,275.0,0.0,-68.0,,-92.0,-26.0,321.0,-52.0,-17.0,69.0,269.0,0.0,0.0,0.0,269.0,-134.0,135.0,0.0,0.0,135.0,122.0,-13.0,827.868,0.16,0.16,0.147366,830.107,0.16,0.16,0.144339,
09/30/2018,2303.0,2303.0,,-790.0,790.0,1513.0,0.0,-1012.0,174.0,,425.0,413.0,501.0,-111.0,270.0,270.0,0.0,-2.0,,-105.0,-52.0,390.0,-190.0,-19.0,209.0,200.0,0.0,0.0,0.0,200.0,-71.0,129.0,0.0,0.0,129.0,231.0,102.0,1023.587,0.13,0.13,0.225677,1026.504,0.13,0.13,0.225677,
12/31/2018,2204.0,2204.0,,-668.0,668.0,1536.0,0.0,-2170.0,133.0,0.0,435.0,1602.0,-634.0,-71.0,294.0,294.0,0.0,-145.0,,-117.0,39.0,-705.0,159.0,-28.0,-131.0,-546.0,0.0,0.0,0.0,-546.0,-25.0,-571.0,-1.0,0.0,-572.0,230.0,802.0,1210.0,-0.47,-0.47,0.190083,1210.78,-0.47,-0.47,0.190083,
03/31/2019,2054.0,2054.0,,-525.0,525.0,1529.0,0.0,-968.0,128.0,,416.0,424.0,561.0,-278.0,296.0,296.0,0.0,-1.0,,-80.0,63.0,283.0,-69.0,-6.0,75.0,214.0,0.0,0.0,0.0,214.0,-19.0,195.0,-1.0,0.0,194.0,273.0,79.0,1211.489,0.16,0.16,0.225343,1213.592,0.16,0.16,0.225096,
06/30/2019,2041.0,2041.0,,-483.0,483.0,1558.0,0.0,-1060.0,152.0,,424.0,484.0,498.0,-76.0,296.0,296.0,0.0,-124.0,,-87.0,-9.0,422.0,-98.0,-9.0,107.0,324.0,0.0,0.0,0.0,324.0,-14.0,310.0,0.0,0.0,310.0,436.0,126.0,1212.045,0.26,0.26,0.359723,1214.065,0.26,0.26,0.359723,
09/30/2019,1999.0,1999.0,,-434.0,434.0,1565.0,0.0,-937.0,130.0,,435.0,372.0,628.0,-309.0,296.0,296.0,0.0,107.0,,-93.0,-1.0,319.0,-77.0,-9.0,86.0,242.0,0.0,0.0,0.0,242.0,-21.0,221.0,-1.0,0.0,220.0,321.0,101.0,1212.27,0.18,0.18,0.264792,1214.165,0.18,0.18,0.263185,
12/31/2019,2107.0,2107.0,,-519.0,519.0,1588.0,0.0,-1354.0,148.0,,439.0,767.0,234.0,-194.0,298.0,298.0,0.0,25.0,0.0,-115.0,-14.0,40.0,-91.0,-20.0,111.0,-51.0,15.0,15.0,0.0,-66.0,190.0,124.0,-1.0,0.0,123.0,509.0,371.0,1212.334,0.101457,0.11383,0.419851,1214.215,0.1013,0.113654,0.419201,
03/31/2020,1913.0,1913.0,,-396.0,396.0,1517.0,0.0,-1086.0,113.0,,429.0,544.0,431.0,-1205.0,296.0,296.0,0.0,-3.0,,-22.0,934.0,-774.0,204.0,-27.0,-177.0,-570.0,0.0,0.0,0.0,-570.0,53.0,-517.0,-1.0,0.0,-518.0,378.0,896.0,1213.019,-0.43,-0.43,0.311619,1213.019,-0.43,-0.43,0.308653,
06/30/2020,1781.0,1781.0,,-271.0,271.0,1510.0,0.0,-898.0,127.0,,430.0,341.0,612.0,-180.0,294.0,294.0,0.0,-1.0,,-108.0,-5.0,432.0,-117.0,-1.0,118.0,315.0,0.0,0.0,0.0,315.0,-12.0,303.0,0.0,0.0,303.0,305.0,2.0,1213.601,0.25,0.25,0.251318,1214.581,0.25,0.25,0.251318,
09/30/2020,1732.333,,,,,1339.76901887,,,,,,,682.8,,,,,,,,,452.429,,,,300.0,,,,,,300.0,,,300.0,346.556,,,0.26,0.26,0.277,,0.26,0.26,0.277,
12/31/2020,1757.222,,,,,1306.03767928,,,,,,,700.2,,,,,,,,,473.714,,,,324.143,,,,,,324.143,,,324.143,369.0,,,0.285,0.285,0.298,,0.285,0.285,0.298,
