Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
01/24/2015,958.628,958.628,-696.186,696.186,262.442,0.0,-185.065,,185.065,77.377,-7.971,7.455,8.512,-1.057,,0.516,69.406,-22.972,46.434,-8.242,-8.242,0.0,54.676,0.0,54.676,0.0,0.0,54.676,46.434,0.0,98.842,0.55,0.47,0.47,99.54,0.55,0.47,0.47,
04/25/2015,1035.061,1035.061,-746.858,746.858,288.203,0.0,-199.13,0.0,199.13,89.073,-7.132,6.899,7.869,-0.97,,0.233,81.941,-28.482,53.459,-11.059,-11.059,0.0,64.518,0.0,64.518,0.0,0.0,64.518,54.387,0.928,98.981,0.65,0.54,0.549469,99.677,0.65,0.54,0.54931,
08/01/2015,1142.87,1142.87,-854.626,854.626,288.244,0.0,-226.067,,226.067,62.177,-11.473,11.354,12.143,-0.789,,0.119,50.704,-30.393,20.311,-9.392,-9.392,0.0,29.703,0.0,29.703,0.0,0.0,29.703,42.284,21.973,99.436,0.3,0.2,0.425238,100.162,0.3,0.2,0.419375,
10/31/2015,1389.21,1389.21,-1058.311,1058.311,330.899,0.0,-247.436,,247.436,83.463,-16.2,16.525,17.154,-0.629,,-0.325,67.263,-24.7,42.563,7.142,7.142,0.0,35.421,0.0,35.421,0.0,0.0,35.421,45.098,2.535,98.525,0.36,0.43,0.457732,99.185,0.36,0.43,0.455558,
01/30/2016,1400.853,1400.853,-1060.989,1060.989,339.864,0.0,-244.135,,244.135,95.729,-9.804,10.634,10.634,0.0,,-0.83,85.925,-28.735,57.19,0.75,0.75,0.0,56.44,0.0,56.44,0.0,0.0,56.44,58.22,1.03,95.335,0.59,0.6,0.610689,95.93,0.59,0.6,0.610689,
04/30/2016,1453.77,1453.77,-1090.029,1090.029,363.741,0.0,-257.397,,257.397,106.344,-8.543,9.218,10.134,-0.916,,-0.675,97.801,-32.181,65.62,0.0,0.0,0.0,65.62,0.0,65.62,0.0,0.0,65.62,67.185,1.565,95.461,0.687401,0.687401,0.703795,96.144,0.682518,0.682518,0.698796,
07/30/2016,1332.436,1332.436,-1015.258,1015.258,317.178,0.0,-251.762,,251.762,65.416,-7.798,8.867,10.162,-1.295,,-1.069,57.618,-18.712,38.906,0.0,0.0,0.0,38.906,0.0,38.906,0.0,0.0,38.906,42.154,3.248,95.461,0.41,0.41,0.441583,96.09,0.4,0.4,0.433802,
10/29/2016,1418.241,1418.241,-1099.281,1099.281,318.96,0.0,-239.157,,239.157,79.803,-8.475,10.097,10.097,0.0,,-1.622,71.328,-25.572,45.756,0.0,0.0,0.0,45.756,0.0,45.756,0.0,0.0,45.756,46.814,1.058,95.29,0.48,0.48,0.491279,95.904,0.48,0.48,0.491032,
01/28/2017,1397.418,1397.418,-1067.657,1067.657,329.761,0.0,-283.207,,283.207,46.554,-10.406,11.4,11.4,0.0,,-0.994,36.148,-8.379,27.769,3.229,3.229,0.0,24.54,0.0,24.54,0.0,0.0,24.54,48.948,21.179,94.737,0.26,0.29,0.516672,95.359,0.26,0.29,0.512098,
04/29/2017,1445.032,1445.032,-1109.534,1109.534,335.498,0.0,-239.343,0.0,239.343,96.155,-10.368,11.401,11.401,0.0,,-1.033,85.787,-24.43,61.357,-0.334,-0.334,0.0,61.691,0.0,61.691,0.0,0.0,61.691,59.244,-2.113,93.83,0.66,0.65,0.631397,94.503,0.65,0.65,0.627641,
07/29/2017,1304.115,1304.115,-1005.067,1005.067,299.048,0.0,-242.215,,242.215,56.833,-9.691,11.203,11.203,0.0,,-1.512,47.142,-16.295,30.847,0.0,0.0,0.0,30.847,0.0,30.847,0.0,0.0,30.847,35.142,4.295,93.35,0.33,0.33,0.376454,94.019,0.33,0.33,0.375682,
10/28/2017,1385.737,1385.737,-1069.994,1069.994,315.743,0.0,-243.984,,243.984,71.759,-10.308,11.468,11.468,0.0,,-1.16,61.451,-21.207,40.244,0.0,0.0,0.0,40.244,0.0,40.244,0.0,0.0,40.244,41.294,1.05,92.722,0.43,0.43,0.445353,93.351,0.43,0.43,0.441248,
01/27/2018,1375.222,1375.222,-1080.486,1080.486,294.736,0.0,-244.69,,244.69,50.046,-9.687,11.783,11.783,0.0,,-2.096,40.359,68.596,108.955,0.0,0.0,0.0,108.955,0.0,108.955,0.0,0.0,108.955,32.069,-76.886,91.949,1.18,1.18,0.348769,92.609,1.18,1.18,0.348769,
04/28/2018,1400.609,1400.609,-1110.77,1110.77,289.839,0.0,-248.588,0.0,248.588,41.251,-10.94,12.289,12.289,0.0,,-1.349,30.311,-9.383,20.928,0.0,0.0,0.0,20.928,0.0,20.928,0.0,0.0,20.928,21.536,0.608,91.847,0.227857,0.227857,0.234477,92.397,0.226501,0.226501,0.233081,
07/28/2018,1336.32,1336.32,-1052.657,1052.657,283.663,0.0,-279.149,,279.149,4.514,-9.968,11.221,11.221,0.0,,-1.253,-5.454,0.945,-4.509,0.0,0.0,0.0,-4.509,0.053,-4.456,0.0,0.0,-4.456,16.284,20.74,92.529,-0.05,-0.05,0.175988,92.529,-0.05,-0.05,0.174146,
10/27/2018,1404.752,1404.752,-1109.676,1109.676,295.076,0.0,-253.86,,253.86,41.216,-3.515,9.456,9.456,0.0,,-5.941,37.701,-9.055,28.646,0.0,0.0,0.0,28.646,0.223,28.869,0.0,0.0,28.869,28.869,0.0,92.683,0.31,0.31,0.31,93.289,0.31,0.31,0.31,
01/26/2019,1396.745,1396.745,-1097.236,1097.236,299.509,0.0,-254.146,,254.146,45.363,-7.745,9.172,9.172,0.0,,-1.427,37.618,-6.564,31.054,0.0,0.0,0.0,31.054,0.171,31.225,0.0,0.0,31.225,28.539,-2.686,92.818,0.34,0.34,0.307473,93.653,0.33,0.33,0.30132,
04/27/2019,1436.706,1436.706,-1124.179,1124.179,312.527,0.0,-265.904,0.0,265.904,46.623,-10.26,9.817,9.817,0.0,,0.443,36.363,-8.678,27.685,0.0,0.0,0.0,27.685,0.305,27.99,0.0,0.0,27.99,27.99,0.0,92.99,0.3,0.3,0.3,93.899,0.3,0.3,0.3,
07/27/2019,1328.651,1328.651,-1038.597,1038.597,290.054,0.0,-273.38,,273.38,16.674,23.227,8.69,8.69,0.0,,-31.917,39.901,-10.094,29.807,0.0,0.0,0.0,29.807,0.235,30.042,0.0,0.0,30.042,21.29315,-8.74885,93.795,0.32,0.32,0.227018,94.623,0.32,0.32,0.227018,
10/26/2019,1418.744,1418.744,-1117.25,1117.25,301.494,0.0,-319.64,,319.64,-18.146,-8.777,9.046,9.046,0.0,,-0.269,-26.923,-6.426,-33.349,0.0,0.0,0.0,-33.349,0.22,-33.129,0.0,0.0,-33.129,28.89,62.019,94.093,-0.35,-0.35,0.307037,94.093,-0.35,-0.35,0.307037,
01/25/2020,1456.155,1456.155,-1144.325,1144.325,311.83,0.0,-268.014,,268.014,43.816,-14.277,16.584,16.584,0.0,,-2.307,29.539,-6.567,22.972,0.0,0.0,0.0,22.972,0.255,23.227,0.0,0.0,23.227,30.729,7.502,94.267,0.25,0.25,0.325978,95.021,0.24,0.24,0.318951,
04/25/2020,1286.461,1286.461,-992.429,992.429,294.032,0.0,-908.495,0.0,908.495,-614.463,-18.461,7.467,7.467,0.0,,10.994,-632.924,24.127,-608.797,0.0,0.0,0.0,-608.797,0.211,-608.586,0.0,0.0,-608.586,34.008,642.594,94.462,-6.44,-6.44,0.360018,94.462,-6.44,-6.44,0.360018,
07/25/2020,1245.837,1245.837,-992.021,992.021,253.816,0.0,-215.944,,215.944,37.872,-4.657,6.691,6.691,0.0,,-2.034,33.215,-9.013,24.202,0.0,0.0,0.0,24.202,0.205,24.407,0.0,0.0,24.407,24.407,0.0,95.189,0.26,0.26,0.26,95.843,0.25,0.25,0.25,
10/31/2020,1406.462,,,,295.96179866,,,,,52.5,,,,,,,47.257,,27.6,,,,,,27.6,,,27.6,35.356,,,0.29,0.29,0.372,,0.29,0.29,0.372,
01/31/2021,1437.385,,,,305.54492945,,,,,59.017,,,,,,,53.814,,35.3,,,,,,35.3,,,35.3,40.678,,,0.356,0.356,0.424,,0.356,0.356,0.424,
