Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2010,4676.0,126.0,126.0,0.0,272.0,272.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,454.0,112.0,191.0,27.0,236.0,875.0,2478.0,3369.0,-891.0,29.0,29.0,1294.0,309.0,230.0,79.0,46.0,827.0,3801.0,,209.0,23.0,0.0,0.0,186.0,148.0,0.0,0.0,0.0,,148.0,106.0,0.0,117.0,34.0,463.0,2220.0,2220.0,0.0,0.0,,834.0,0.0,10.331,605.0,101.669,3054.0,3517.0,0.0,909.0,16.0,893.0,-1.0,213.0,5.0,1126.0,33.0,1159.0,4676.0,
03/31/2011,4691.41,326.597,326.597,0.0,240.718,240.718,0.0,17.874,0.0,0.0,0.0,0.0,0.0,327.343,103.163,88.479,27.363,211.501,912.532,2475.473,,,28.669,28.669,1274.736,307.575,230.02,77.555,42.272,821.726,3778.878,,264.026,34.469,,,229.557,149.548,94.059,,,,55.489,102.785,,105.482,27.381,516.359,2133.916,2133.916,,,,823.823,,,596.836,121.505,2957.739,3474.098,0.0,893.277,15.754,877.523,-1.041,297.766,12.547,1202.549,14.763,1217.312,4691.41,
06/30/2011,4609.683,235.061,235.061,0.0,251.321,251.321,0.0,17.563,0.0,0.0,0.0,0.0,0.0,345.102,88.542,81.277,35.401,228.424,849.047,2460.837,,,27.534,27.534,1272.265,313.728,237.51,76.218,43.105,826.89,3760.636,,232.32,26.795,,,205.525,154.675,0.0,,,,154.675,102.917,,90.724,18.947,489.912,2122.329,2122.329,,,,837.1,,,612.633,133.743,2959.429,3449.341,0.0,873.385,15.766,857.619,-1.465,260.174,13.507,1145.601,14.741,1160.342,4609.683,
09/30/2011,4524.0,195.0,195.0,0.0,240.0,240.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,373.0,69.0,60.0,36.0,277.0,828.0,2444.0,,,28.0,28.0,1224.0,312.0,232.0,80.0,45.0,798.0,3696.0,,258.0,25.0,,,233.0,130.0,0.0,,,,130.0,101.0,,73.0,19.0,489.0,2109.0,2109.0,,,,829.0,,,637.0,119.0,2938.0,3427.0,0.0,846.0,16.0,830.0,-2.0,243.0,-5.0,1082.0,15.0,1097.0,4524.0,
12/31/2011,4385.0,232.0,232.0,0.0,260.0,260.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,252.0,50.0,18.0,28.0,206.0,764.0,2423.0,3463.0,-1040.0,31.0,31.0,1167.0,310.0,232.0,78.0,43.0,764.0,3621.0,,236.0,25.0,0.0,0.0,211.0,179.0,0.0,0.0,0.0,,179.0,64.0,0.0,49.0,3.0,479.0,1987.0,1987.0,0.0,0.0,,831.0,0.0,22.0,633.0,127.0,2818.0,3297.0,0.0,840.0,16.0,824.0,-2.0,244.0,1.0,1083.0,5.0,1088.0,4385.0,
03/31/2012,4414.0,267.0,267.0,0.0,226.0,226.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,257.0,74.0,18.0,40.0,199.0,765.0,2411.0,,,31.0,31.0,1207.0,309.0,232.0,77.0,44.0,780.0,3649.0,,257.0,39.0,,,218.0,139.0,0.0,,,,139.0,77.0,,75.0,3.0,473.0,2077.0,2077.0,,,,834.0,,,638.0,121.0,2911.0,3384.0,0.0,831.0,16.0,815.0,-2.0,192.0,3.0,1024.0,6.0,1030.0,4414.0,
06/30/2012,4345.0,220.0,220.0,0.0,231.0,231.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,235.0,88.0,,24.0,211.0,702.0,2403.0,,,30.0,30.0,1210.0,308.0,232.0,76.0,47.0,767.0,3643.0,,254.0,41.0,,,213.0,143.0,0.0,,,,143.0,39.0,,90.0,0.0,436.0,2090.0,2090.0,,,,823.0,,,629.0,104.0,2913.0,3349.0,0.0,824.0,16.0,808.0,-3.0,173.0,-3.0,991.0,5.0,996.0,4345.0,
09/30/2012,4396.0,262.0,262.0,0.0,262.0,262.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,248.0,80.0,,25.0,223.0,790.0,2372.0,,,38.0,38.0,1196.0,306.0,232.0,74.0,45.0,765.0,3606.0,,265.0,32.0,,,233.0,143.0,0.0,,,,143.0,76.0,,81.0,0.0,484.0,2100.0,2100.0,,,,829.0,,,651.0,97.0,2929.0,3413.0,0.0,819.0,16.0,803.0,-3.0,162.0,-1.0,977.0,6.0,983.0,4396.0,
12/31/2012,4526.0,243.0,243.0,0.0,256.0,256.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,223.0,104.0,55.0,18.0,150.0,740.0,2559.0,3715.0,-1156.0,36.0,36.0,1191.0,272.0,249.0,23.0,49.0,766.0,3786.0,,275.0,40.0,0.0,0.0,235.0,83.0,0.0,0.0,0.0,,83.0,2.0,0.0,105.0,2.0,360.0,2249.0,2249.0,0.0,0.0,,862.0,0.0,12.0,691.0,54.0,3111.0,3471.0,0.0,822.0,16.0,806.0,-3.0,222.0,7.0,1048.0,7.0,1055.0,4526.0,
03/31/2013,4552.0,211.0,211.0,0.0,262.0,262.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,202.0,140.0,,35.0,167.0,688.0,2575.0,,,36.0,36.0,1253.0,272.0,249.0,23.0,46.0,795.0,3864.0,,300.0,55.0,,,245.0,75.0,72.0,,,,3.0,23.0,,141.0,0.0,398.0,2330.0,2330.0,,,,862.0,,,694.0,27.0,3192.0,3590.0,0.0,802.0,16.0,786.0,-3.0,159.0,0.0,958.0,4.0,962.0,4552.0,
06/30/2013,4490.0,205.0,205.0,0.0,286.0,286.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,346.0,141.0,,37.0,309.0,852.0,2570.0,,,35.0,35.0,1033.0,271.0,249.0,22.0,43.0,578.0,3638.0,,286.0,49.0,,,237.0,645.0,0.0,,,,645.0,0.0,,141.0,0.0,931.0,1794.0,1794.0,,,,867.0,,,703.0,23.0,2661.0,3592.0,0.0,804.0,16.0,788.0,-3.0,92.0,1.0,894.0,4.0,898.0,4490.0,
09/30/2013,4580.0,252.0,252.0,0.0,268.0,268.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,374.0,,,39.0,335.0,910.0,2609.0,,,33.0,33.0,1028.0,643.0,249.0,394.0,47.0,338.0,3670.0,,335.0,34.0,,,301.0,677.0,0.0,,,,677.0,0.0,,,0.0,1012.0,1780.0,1780.0,,,,881.0,,,718.0,163.0,2661.0,3673.0,0.0,802.0,14.0,788.0,-1.0,99.0,3.0,903.0,4.0,907.0,4580.0,
12/31/2013,4380.0,195.0,195.0,0.0,264.0,264.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,315.0,78.0,71.0,25.0,219.0,790.0,2621.0,3937.0,-1316.0,0.0,,969.0,288.0,268.0,20.0,47.0,556.0,3590.0,,274.0,24.0,0.0,0.0,250.0,583.0,0.0,0.0,0.0,,583.0,49.0,0.0,78.0,49.0,906.0,1738.0,1738.0,0.0,0.0,,830.0,0.0,5.0,729.0,18.0,2568.0,3474.0,0.0,804.0,14.0,790.0,-1.0,101.0,-2.0,902.0,4.0,906.0,4380.0,
03/31/2014,4581.0,389.0,389.0,0.0,263.0,263.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,268.0,79.0,4.0,30.0,234.0,937.0,2661.0,,,32.0,32.0,951.0,269.0,249.0,20.0,39.0,564.0,3644.0,,331.0,64.0,,,267.0,588.0,0.0,,,,588.0,1.0,,14.0,1.0,920.0,1929.0,1929.0,,,,859.0,,,715.0,130.0,2788.0,3708.0,0.0,805.0,14.0,791.0,-1.0,74.0,-9.0,869.0,4.0,873.0,4581.0,
06/30/2014,4321.0,172.0,172.0,0.0,284.0,284.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,196.0,,4.0,39.0,153.0,660.0,2656.0,,,31.0,31.0,974.0,316.0,296.0,20.0,41.0,617.0,3661.0,,290.0,49.0,,,241.0,50.0,0.0,,,,50.0,1.0,,,1.0,341.0,2205.0,2205.0,,,,924.0,,,784.0,140.0,3129.0,3470.0,0.0,813.0,14.0,799.0,-1.0,51.0,-8.0,855.0,-4.0,851.0,4321.0,
09/30/2014,4287.0,87.0,87.0,0.0,282.0,282.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,261.0,,52.0,39.0,170.0,639.0,2621.0,,,0.0,,1027.0,644.0,302.0,342.0,42.0,341.0,3648.0,,307.0,43.0,,,264.0,43.0,0.0,1.0,1.0,,42.0,45.0,,,45.0,395.0,2215.0,2169.0,46.0,46.0,,869.0,,,768.0,101.0,3084.0,3479.0,0.0,803.0,14.0,789.0,-1.0,24.0,-20.0,806.0,2.0,808.0,4287.0,
12/31/2014,4206.0,84.0,84.0,0.0,299.0,299.0,0.0,,0.0,0.0,0.0,0.0,0.0,332.0,,96.0,29.0,202.0,715.0,2607.0,4065.0,-1458.0,0.0,,884.0,291.0,274.0,17.0,12.0,581.0,3491.0,,339.0,33.0,0.0,0.0,306.0,40.0,0.0,,,,40.0,26.0,0.0,15.0,26.0,405.0,2158.0,2158.0,,,,859.0,0.0,4.0,743.0,97.0,3017.0,3422.0,0.0,819.0,14.0,805.0,0.0,-15.0,-22.0,782.0,2.0,784.0,4206.0,
03/31/2015,4140.0,67.0,67.0,0.0,302.0,302.0,0.0,,0.0,0.0,0.0,0.0,0.0,261.0,,,65.0,196.0,630.0,2605.0,,,0.0,,905.0,291.0,274.0,17.0,48.0,566.0,3510.0,,357.0,79.0,,,278.0,46.0,0.0,4.0,4.0,,42.0,0.0,,19.0,0.0,403.0,2217.0,2151.0,66.0,66.0,,868.0,,,753.0,96.0,3085.0,3488.0,0.0,822.0,14.0,808.0,,-130.0,-42.0,650.0,2.0,652.0,4140.0,
06/30/2015,4257.0,66.0,66.0,0.0,327.0,327.0,0.0,,0.0,0.0,0.0,0.0,0.0,353.0,,99.0,53.0,201.0,746.0,2591.0,,,0.0,,920.0,328.0,293.0,35.0,12.0,580.0,3511.0,,312.0,63.0,,,249.0,40.0,6.0,2.0,2.0,,32.0,25.0,,,25.0,377.0,2381.0,2308.0,73.0,73.0,,869.0,,,720.0,149.0,3250.0,3627.0,0.0,822.0,14.0,808.0,,-169.0,-25.0,628.0,2.0,630.0,4257.0,
09/30/2015,4316.0,69.0,69.0,0.0,300.0,300.0,0.0,,0.0,0.0,0.0,0.0,0.0,359.0,,101.0,45.0,213.0,728.0,2632.0,,,0.0,,956.0,340.0,301.0,39.0,11.0,605.0,3588.0,,304.0,55.0,,,249.0,40.0,0.0,1.0,1.0,,39.0,23.0,,13.0,23.0,367.0,2410.0,2337.0,73.0,73.0,,911.0,,,719.0,179.0,3321.0,3688.0,0.0,825.0,14.0,811.0,,-169.0,-30.0,626.0,2.0,628.0,4316.0,
12/31/2015,4259.0,94.0,94.0,0.0,312.0,312.0,0.0,,0.0,0.0,0.0,0.0,0.0,296.0,,97.0,0.0,172.0,702.0,2690.0,4237.0,-1547.0,0.0,,867.0,339.0,301.0,38.0,10.0,518.0,3557.0,,324.0,90.0,,,234.0,24.0,0.0,,,,24.0,23.0,0.0,14.0,23.0,371.0,2462.0,2462.0,,,,786.0,0.0,4.0,595.0,173.0,3248.0,3619.0,0.0,815.0,14.0,801.0,0.0,-143.0,-34.0,638.0,2.0,640.0,4259.0,
03/31/2016,4200.0,106.0,106.0,0.0,285.0,285.0,0.0,,0.0,0.0,0.0,0.0,0.0,243.0,5.0,0.0,,225.0,634.0,2741.0,,,0.0,,825.0,340.0,302.0,38.0,10.0,470.0,3566.0,,330.0,90.0,,,240.0,26.0,0.0,,,,26.0,2.0,,20.0,0.0,358.0,2524.0,2524.0,,,,765.0,,,573.0,172.0,3289.0,3647.0,0.0,809.0,14.0,795.0,-1.0,-223.0,-32.0,553.0,0.0,553.0,4200.0,
06/30/2016,4326.0,108.0,108.0,0.0,298.0,298.0,0.0,,0.0,0.0,0.0,0.0,0.0,202.0,,0.0,,193.0,608.0,2958.0,,,0.0,,760.0,340.0,303.0,37.0,,420.0,3718.0,,324.0,59.0,,,265.0,34.0,0.0,,,,34.0,0.0,,26.0,0.0,358.0,2721.0,2721.0,,,,767.0,,,574.0,167.0,3488.0,3846.0,0.0,814.0,14.0,800.0,-1.0,-285.0,-48.0,480.0,0.0,480.0,4326.0,
09/30/2016,4275.0,113.0,113.0,0.0,299.0,299.0,0.0,,0.0,0.0,0.0,0.0,0.0,135.0,,0.0,,124.0,547.0,2997.0,,,0.0,,731.0,338.0,303.0,35.0,,393.0,3728.0,,286.0,52.0,,,234.0,32.0,0.0,,,,32.0,0.0,,27.0,0.0,318.0,2667.0,2667.0,,,,790.0,,,595.0,168.0,3457.0,3775.0,0.0,818.0,14.0,804.0,-1.0,-264.0,-53.0,500.0,0.0,500.0,4275.0,
12/31/2016,4284.0,84.0,84.0,0.0,332.0,332.0,0.0,,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,,125.0,544.0,3024.0,4713.0,-1689.0,0.0,,716.0,336.0,302.0,34.0,,380.0,3740.0,,346.0,98.0,,65.0,183.0,31.0,0.0,,,,31.0,41.0,0.0,21.0,25.0,418.0,2604.0,2436.0,168.0,168.0,,793.0,0.0,8.0,617.0,147.0,3397.0,3815.0,0.0,821.0,14.0,807.0,-1.0,-289.0,-62.0,469.0,0.0,469.0,4284.0,
03/31/2017,4642.0,444.0,444.0,0.0,279.0,279.0,0.0,,0.0,0.0,0.0,0.0,0.0,130.0,,0.0,,126.0,853.0,3064.0,,,0.0,,725.0,351.0,312.0,39.0,,374.0,3789.0,,364.0,56.0,,,308.0,428.0,0.0,,,,428.0,5.0,,15.0,0.0,797.0,2672.0,2672.0,,,,775.0,,15.0,596.0,149.0,3447.0,4244.0,0.0,824.0,14.0,810.0,-1.0,-366.0,-59.0,398.0,0.0,398.0,4642.0,
06/30/2017,4320.0,48.0,48.0,0.0,302.0,302.0,0.0,,0.0,0.0,0.0,0.0,0.0,127.0,,0.0,,123.0,477.0,3113.0,,,0.0,,730.0,351.0,312.0,39.0,,379.0,3843.0,,346.0,54.0,,,292.0,32.0,0.0,,,,32.0,0.0,,18.0,0.0,378.0,2804.0,2804.0,,,,792.0,,,606.0,168.0,3596.0,3974.0,0.0,830.0,14.0,816.0,-1.0,-436.0,-47.0,346.0,0.0,346.0,4320.0,
09/30/2017,4361.0,37.0,37.0,0.0,325.0,325.0,0.0,,0.0,0.0,0.0,0.0,0.0,149.0,,,,149.0,511.0,3170.0,,,0.0,,680.0,351.0,313.0,38.0,,329.0,3850.0,,380.0,64.0,,,316.0,41.0,0.0,,,,41.0,0.0,,,0.0,421.0,2810.0,2810.0,,,,795.0,,11.0,605.0,179.0,3605.0,4026.0,0.0,835.0,14.0,821.0,-1.0,-455.0,-44.0,335.0,0.0,335.0,4361.0,
12/31/2017,4441.0,46.0,46.0,0.0,341.0,341.0,0.0,,0.0,0.0,0.0,0.0,0.0,769.0,0.0,653.0,,116.0,1156.0,2606.0,4458.0,-1852.0,0.0,,679.0,349.0,313.0,36.0,,330.0,3285.0,,386.0,151.0,,73.0,162.0,33.0,0.0,,,,33.0,618.0,0.0,5.0,604.0,1037.0,2490.0,2327.0,163.0,163.0,,487.0,0.0,5.0,412.0,65.0,2977.0,4014.0,0.0,836.0,14.0,822.0,-1.0,-353.0,-55.0,427.0,0.0,427.0,4441.0,
03/31/2018,3922.0,51.0,51.0,0.0,318.0,318.0,0.0,,0.0,0.0,0.0,0.0,0.0,106.0,,3.0,,101.0,475.0,2609.0,,,0.0,,838.0,348.0,313.0,35.0,,490.0,3447.0,,336.0,75.0,,,261.0,34.0,0.0,,,,34.0,0.0,,0.0,0.0,370.0,2420.0,2420.0,,,,487.0,,20.0,412.0,55.0,2907.0,3277.0,0.0,842.0,14.0,828.0,-1.0,-185.0,-11.0,645.0,0.0,645.0,3922.0,
06/30/2018,3844.0,39.0,39.0,0.0,324.0,324.0,0.0,,0.0,0.0,0.0,0.0,0.0,102.0,,3.0,,97.0,465.0,2556.0,,,0.0,,823.0,588.0,312.0,276.0,,235.0,3379.0,,354.0,64.0,,,290.0,34.0,0.0,,,,34.0,0.0,,6.0,0.0,388.0,2432.0,2432.0,,,,453.0,,18.0,385.0,44.0,2885.0,3273.0,0.0,847.0,14.0,833.0,-1.0,-249.0,-26.0,571.0,0.0,571.0,3844.0,
09/30/2018,3810.0,51.0,51.0,0.0,316.0,316.0,0.0,,0.0,0.0,0.0,0.0,0.0,102.0,,2.0,,98.0,469.0,2513.0,,,0.0,,828.0,607.0,321.0,286.0,,221.0,3341.0,,357.0,54.0,,,303.0,33.0,0.0,,,,33.0,0.0,,14.0,0.0,390.0,2461.0,2461.0,,,,454.0,,,378.0,62.0,2915.0,3305.0,0.0,851.0,14.0,837.0,-1.0,-310.0,-35.0,505.0,0.0,505.0,3810.0,
12/31/2018,3843.0,58.0,58.0,0.0,338.0,338.0,0.0,,0.0,0.0,0.0,0.0,0.0,103.0,0.0,2.0,,99.0,499.0,2514.0,4539.0,-2025.0,0.0,,830.0,600.0,321.0,279.0,,230.0,3344.0,,326.0,76.0,,74.0,176.0,34.0,0.0,,,,34.0,83.0,0.0,13.0,73.0,443.0,2460.0,2396.0,64.0,64.0,,453.0,0.0,12.0,378.0,50.0,2913.0,3356.0,0.0,855.0,14.0,841.0,-1.0,-334.0,-33.0,487.0,0.0,487.0,3843.0,
03/31/2019,3885.0,88.0,88.0,0.0,292.0,292.0,0.0,,0.0,0.0,0.0,0.0,0.0,110.0,,0.0,,108.0,490.0,2566.0,,,0.0,,829.0,595.0,321.0,274.0,,234.0,3395.0,,348.0,67.0,,,281.0,32.0,0.0,18.0,11.0,7.0,14.0,18.0,,5.0,0.0,398.0,2577.0,2384.0,193.0,140.0,53.0,456.0,,29.0,382.0,40.0,3033.0,3431.0,0.0,855.0,14.0,841.0,0.0,-365.0,-36.0,454.0,0.0,454.0,3885.0,
06/30/2019,3902.0,102.0,102.0,0.0,318.0,318.0,0.0,,0.0,0.0,0.0,0.0,0.0,106.0,,,,96.0,526.0,2545.0,,,0.0,,831.0,590.0,321.0,269.0,,241.0,3376.0,,353.0,61.0,,,292.0,33.0,0.0,13.0,6.0,7.0,20.0,19.0,,2.0,0.0,405.0,2625.0,2489.0,136.0,85.0,51.0,456.0,,25.0,378.0,51.0,3081.0,3486.0,0.0,862.0,14.0,848.0,0.0,-419.0,-27.0,416.0,0.0,416.0,3902.0,
09/30/2019,3798.0,65.0,65.0,0.0,307.0,307.0,0.0,,0.0,0.0,0.0,0.0,0.0,103.0,,,,101.0,475.0,2513.0,,,0.0,,810.0,584.0,321.0,263.0,,226.0,3323.0,,292.0,63.0,,,229.0,30.0,0.0,12.0,6.0,6.0,18.0,17.0,,3.0,0.0,339.0,2630.0,2500.0,130.0,83.0,47.0,452.0,,21.0,372.0,56.0,3082.0,3421.0,0.0,867.0,14.0,853.0,0.0,-439.0,-51.0,377.0,0.0,377.0,3798.0,
12/31/2019,3715.0,37.0,37.0,0.0,240.0,240.0,0.0,,0.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,,121.0,400.0,2497.0,4665.0,-2168.0,0.0,,818.0,579.0,321.0,258.0,,239.0,3315.0,,310.0,36.0,,89.0,185.0,31.0,0.0,12.0,6.0,6.0,19.0,12.0,,2.0,0.0,353.0,2537.0,2407.0,130.0,84.0,46.0,449.0,0.0,9.0,372.0,66.0,2986.0,3339.0,0.0,871.0,14.0,857.0,0.0,-460.0,-35.0,376.0,0.0,376.0,3715.0,
03/31/2020,3669.0,42.0,42.0,0.0,211.0,211.0,0.0,,0.0,0.0,0.0,0.0,0.0,130.0,20.0,,,129.0,383.0,2491.0,,,0.0,,795.0,554.0,302.0,252.0,,221.0,3286.0,,287.0,59.0,,,228.0,33.0,0.0,13.0,7.0,6.0,20.0,23.0,,10.0,0.0,343.0,2576.0,2447.0,129.0,83.0,46.0,447.0,,20.0,365.0,52.0,3023.0,3366.0,0.0,874.0,14.0,860.0,0.0,-526.0,-45.0,303.0,0.0,303.0,3669.0,
06/30/2020,3656.0,39.0,39.0,0.0,231.0,231.0,0.0,,0.0,0.0,0.0,0.0,0.0,113.0,13.0,,,111.0,383.0,2477.0,,,0.0,,796.0,549.0,302.0,247.0,,234.0,3273.0,,332.0,71.0,,,261.0,33.0,0.0,13.0,7.0,6.0,20.0,15.0,,11.0,0.0,380.0,2552.0,2425.0,127.0,81.0,46.0,444.0,,16.0,360.0,57.0,2996.0,3376.0,0.0,881.0,14.0,867.0,0.0,-550.0,-51.0,280.0,0.0,280.0,3656.0,
