Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2015,844.6,780.8,63.8,-659.8,659.8,184.8,0.0,-47.4,57.1,,-9.7,137.4,-14.9,,18.9,,-4.0,122.5,-39.3,83.2,0.0,0.0,0.0,83.2,0.0,83.2,0.0,-0.28,82.92,75.91625,-7.00375,65.5,1.27,1.27,1.159027,65.7,1.26,1.26,1.153398,
03/31/2016,788.734,733.96,54.774,-643.484,643.484,145.25,0.0,-59.227,58.349,,0.878,86.023,-21.258,,20.034,,1.224,64.765,-19.71,45.055,0.0,0.0,0.0,45.055,-0.061,44.994,0.0,-0.298,44.696,44.82535,0.12935,64.158,0.7,0.7,0.698671,64.35,0.69,0.69,0.69201,
06/30/2016,977.298,915.436,61.862,-729.867,729.867,247.431,0.0,-56.583,59.781,,-3.198,190.848,-15.3,,20.294,,-4.994,175.548,-53.435,122.113,0.0,0.0,0.0,122.113,-0.061,122.052,0.0,-0.519,121.533,121.58955,0.05655,63.532,1.91,1.91,1.913832,63.802,1.9,1.9,1.900886,
09/30/2016,1103.901,1038.344,65.557,-810.594,810.594,293.307,0.0,-50.638,54.773,,-4.135,242.669,-12.322,,20.568,,-8.246,230.347,-70.869,159.478,0.0,0.0,0.0,159.478,0.001,159.479,0.0,-0.637,158.842,159.31325,0.47125,63.452,2.5,2.5,2.510768,63.723,2.49,2.49,2.497395,
12/31/2016,948.8,889.0,59.8,-723.0,723.0,225.8,0.0,-68.1,68.7,,-0.6,157.7,-21.3,,20.8,,0.5,136.4,-37.6,98.8,0.0,0.0,0.0,98.8,0.1,98.9,0.0,-0.387,98.513,98.708,0.195,63.3,1.56,1.56,1.559368,63.5,1.55,1.55,1.553071,
03/31/2017,843.859,791.684,52.175,-696.792,696.792,147.067,0.0,-69.917,69.535,,0.382,77.15,-20.315,,20.851,,-0.536,56.835,-14.528,42.307,0.0,0.0,0.0,42.307,0.027,42.334,0.0,-0.153,42.181,42.24275,0.06175,63.024,0.67,0.67,0.670265,63.319,0.67,0.67,0.670265,
06/30/2017,1063.524,996.843,66.681,-789.43,789.43,274.094,0.0,-61.242,68.373,,-7.131,212.852,-18.625,,24.045,,-5.42,194.227,-51.986,142.241,0.0,0.0,0.0,142.241,0.038,142.279,0.0,-0.413,141.866,131.65845,-10.20755,62.858,2.26,2.26,2.094538,63.141,2.25,2.25,2.088337,
09/30/2017,1087.732,1022.487,65.245,-796.054,796.054,291.678,0.0,-64.714,57.219,,7.495,226.964,-22.662,,23.141,,-0.479,204.302,-52.763,151.539,0.0,0.0,0.0,151.539,0.007,151.546,0.0,-0.399,151.147,140.52665,-10.62035,62.896,2.4,2.4,2.23427,63.158,2.39,2.39,2.221845,
12/31/2017,970.5,911.3,59.2,-711.4,711.4,259.1,0.0,-75.7,67.0,,8.7,183.4,-19.8,,23.4,,-3.6,163.6,213.7,377.3,0.0,0.0,0.0,377.3,-0.1,377.2,0.0,-1.029,376.171,120.606,-255.565,62.9,5.98,5.98,1.917424,63.2,5.95,5.95,1.90625,
03/31/2018,802.004,753.305,48.699,-691.612,691.612,110.392,0.0,-71.311,70.121,,1.19,39.081,-26.584,,35.087,,-8.503,12.497,-2.457,10.04,0.0,0.0,0.0,10.04,-0.017,10.023,0.0,-0.063,9.96,9.81069,-0.14931,62.957,0.16,0.16,0.155832,63.222,0.16,0.16,0.155832,
06/30/2018,1202.403,1128.777,73.626,-886.486,886.486,315.917,0.0,-51.964,71.07,,-19.106,263.953,-25.849,,32.971,,-7.122,238.104,-52.601,185.503,0.0,0.0,0.0,185.503,-0.126,185.377,0.0,-0.317,185.06,168.9045,-16.1555,63.021,2.94,2.94,2.68013,63.285,2.92,2.92,2.664718,
09/30/2018,1219.64,1142.218,77.422,-906.656,906.656,312.984,0.0,-72.322,68.441,,3.881,240.662,-31.22,,35.468,,-4.248,209.442,-29.089,180.353,0.0,0.0,0.0,180.353,-0.132,180.221,0.0,-0.271,179.95,190.93969,10.98969,62.932,2.86,2.86,3.034064,63.167,2.85,2.85,3.023978,
12/31/2018,1020.218,956.051,64.167,-792.934,792.934,227.284,0.0,-80.243,70.922,,9.321,147.041,-31.003,,33.542,,-2.539,116.038,-21.557,94.481,0.0,0.0,0.0,94.481,-0.103,94.378,0.0,-0.128,94.25,114.29862,20.04862,62.672,1.5,1.5,1.823759,62.918,1.5,1.5,1.818647,
03/31/2019,939.0,878.3,60.7,-796.1,796.1,142.9,0.0,-73.7,78.3,,-4.6,69.2,-31.3,,32.9,,-1.6,37.9,5.0,42.9,0.0,0.0,0.0,42.9,0.0,42.9,0.0,-0.1,42.8,40.983,-1.817,62.6,0.68,0.68,0.654681,62.8,0.68,0.68,0.651067,
06/30/2019,1279.468,1196.135,83.333,-922.601,922.601,356.867,0.0,-70.985,72.382,,-1.397,285.882,-46.523,,33.297,,13.226,239.359,-49.89,189.469,0.0,0.0,0.0,189.469,0.006,189.475,0.0,-0.4,189.075,187.91607,-1.15893,62.563,3.02,3.02,3.003629,62.72,3.01,3.01,2.991522,
09/30/2019,1420.246,1323.16,97.086,-999.601,999.601,420.645,0.0,-75.382,78.281,,-2.899,345.263,-30.463,,32.436,,-1.973,314.8,-66.178,248.622,0.0,0.0,0.0,248.622,-0.049,248.573,0.0,-0.345,248.228,247.41983,-0.80817,62.51,3.97,3.97,3.958084,62.679,3.96,3.96,3.947106,
12/31/2019,1100.43,1024.719,75.711,-841.841,841.841,258.589,0.0,-74.02,73.702,,0.318,184.569,-28.228,,30.665,,-2.437,156.341,-25.272,131.069,0.0,0.0,0.0,131.069,-0.055,131.014,0.0,-0.014,131.0,132.71114,1.71114,62.456,2.1,2.1,2.124874,62.667,2.09,2.09,2.117305,
03/31/2020,958.2,891.0,67.2,-815.8,815.8,142.4,0.0,-84.6,78.7,,5.9,57.8,-31.8,,29.8,,2.0,26.0,-0.1,25.9,0.0,0.0,0.0,25.9,0.0,25.9,0.0,0.0,25.9,24.952,-0.948,62.3,0.42,0.42,0.400514,62.5,0.41,0.41,0.394832,
06/30/2020,1270.6,1189.5,81.1,-890.1,890.1,380.5,0.0,-74.1,71.2,,2.9,306.4,-27.4,,31.2,,-3.8,279.0,-61.4,217.6,0.0,0.0,0.0,217.6,0.0,217.6,0.0,-0.2,217.4,216.531,-0.869,62.3,3.49,3.49,3.475618,62.3,3.49,3.49,3.475618,
09/30/2020,1360.0,,,,,411.1688,,,,,,332.625,,,,,,300.2,,228.0,,,,,,228.0,,,228.0,233.455,,,3.73,3.73,3.803,,3.73,3.73,3.803,
12/31/2020,1062.7,,,,,267.088391,,,,,,182.125,,,,,,152.1,,119.75,,,,,,119.75,,,119.75,119.636,,,1.929,1.929,1.912,,1.929,1.929,1.912,
