company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netoccupancyequipmentexpense,netrealizedcapitalgains,nonoperatingincome,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,salariesandemployeebenefitsexpense,servicechargesondepositsincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,trustfeeincome,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2017.0,Q3TTM,2016-10-01,2017-09-30,,4.0,4.0,1.25,18358000.0,3.88,54943000.0,9949000.0,147781000.0,147781000.0,,147781000.0,24587000.0,-1469000.0,3236000.0,367730000.0,34270000.0,20848000.0,100457000.0,,187621000.0,387109000.0,202724000.0,387109000.0,,36700000.0,36865000.0,38019000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2017.0,Q2,2017-04-01,2017-06-30,2018-07-26 16:11:36+00:00,1.03,1.03,0.33,4790000.0,1.0,11550000.0,2782000.0,38023000.0,38023000.0,,38023000.0,6244000.0,,588000.0,,8194000.0,96314000.0,25319000.0,,47329000.0,96314000.0,49573000.0,96314000.0,,36900000.0,36853000.0,38077000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2017.0,Q2YTD,2017-01-01,2017-06-30,,2.18,2.18,0.66,9483000.0,2.11,24694000.0,4668000.0,80486000.0,80486000.0,,80486000.0,12233000.0,,1037000.0,,16148000.0,199278000.0,52603000.0,,95135000.0,199278000.0,105180000.0,199278000.0,,36900000.0,36853000.0,38077000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2017.0,Q2TTM,2016-07-01,2017-06-30,,3.91,3.91,1.18,18100000.0,3.8,57292000.0,10000000.0,144569000.0,144569000.0,,144569000.0,23222000.0,-935000.0,2654000.0,367730000.0,32381000.0,15001000.0,98886000.0,,182589000.0,381796000.0,201861000.0,381796000.0,,36900000.0,36853000.0,38077000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2017.0,Q1,2017-01-01,2017-03-31,2018-04-26 16:21:21+00:00,1.15,1.15,0.33,4693000.0,1.11,13144000.0,1886000.0,42463000.0,42463000.0,,42463000.0,5989000.0,,449000.0,,7954000.0,102964000.0,27284000.0,,47806000.0,102964000.0,55607000.0,102964000.0,,36900000.0,36850000.0,38112000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2017.0,Q1TTM,2016-04-01,2017-03-31,,3.78,3.78,1.11,17850000.0,3.68,63167000.0,9042000.0,139672000.0,139672000.0,,139672000.0,22480000.0,-418000.0,2066000.0,367730000.0,32594000.0,14809000.0,99382000.0,,181348000.0,382121000.0,202839000.0,382121000.0,,36900000.0,36850000.0,38112000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2018.0,FY,2018-01-01,2018-12-31,2020-02-18 09:40:30+00:00,4.68,4.68,1.68,23080000.0,4.57,45234000.0,12114000.0,172852000.0,172852000.0,,172852000.0,38042000.0,,5502000.0,435565000.0,40628000.0,,109117000.0,,222981000.0,435565000.0,218086000.0,435565000.0,,36900000.0,36958000.0,37855000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2018.0,Q4,2018-10-01,2018-12-31,,1.24,1.24,0.42,5848000.0,1.21,10235000.0,3534000.0,45831000.0,45831000.0,,45831000.0,10259000.0,,2101000.0,112444000.0,11036000.0,,27802000.0,,58479000.0,112444000.0,56066000.0,112444000.0,,36900000.0,36958000.0,37855000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2018.0,Q3,2018-07-01,2018-09-30,2019-10-25 09:12:11+00:00,1.04,1.04,0.42,6173000.0,1.02,9203000.0,2980000.0,38594000.0,38594000.0,,38594000.0,9407000.0,,1385000.0,101443000.0,10189000.0,,26282000.0,,55031000.0,101443000.0,47797000.0,101443000.0,,37100000.0,36951000.0,37828000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2018.0,Q3YTD,2018-01-01,2018-09-30,,3.44,3.44,1.26,17232000.0,3.36,34999000.0,8580000.0,127021000.0,127021000.0,,127021000.0,27783000.0,,3401000.0,323121000.0,29592000.0,,81315000.0,,164502000.0,323121000.0,162020000.0,323121000.0,,37100000.0,36951000.0,37828000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2018.0,Q3TTM,2017-10-01,2018-09-30,,4.35,4.35,1.59,22440000.0,4.24,50897000.0,11585000.0,160494000.0,160494000.0,,160494000.0,34893000.0,,3935000.0,716543000.0,39767000.0,-294862000.0,105540000.0,,214225000.0,421681000.0,211391000.0,421681000.0,,37100000.0,36951000.0,37828000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2018.0,Q2,2018-04-01,2018-06-30,2019-07-25 16:28:38+00:00,1.1,1.1,0.42,5790000.0,1.07,12723000.0,3535000.0,40487000.0,40487000.0,,40487000.0,9260000.0,,1176000.0,106964000.0,10146000.0,,26199000.0,,54930000.0,106964000.0,53210000.0,106964000.0,,36800000.0,36950000.0,37862000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2018.0,Q2YTD,2018-01-01,2018-06-30,,2.4,2.4,0.84,11059000.0,2.34,25796000.0,5600000.0,88427000.0,88427000.0,,88427000.0,18376000.0,,2016000.0,221678000.0,19403000.0,,55033000.0,,109471000.0,221678000.0,114223000.0,221678000.0,,36800000.0,36950000.0,37862000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2018.0,Q2TTM,2017-07-01,2018-06-30,,4.24,4.24,1.5,20850000.0,4.12,54781000.0,10694000.0,156030000.0,156030000.0,,156030000.0,32316000.0,,3132000.0,615100000.0,39540000.0,-199278000.0,104743000.0,,208143000.0,415822000.0,210811000.0,415822000.0,,36800000.0,36950000.0,37862000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2018.0,Q1,2018-01-01,2018-03-31,2019-04-25 16:22:21+00:00,1.3,1.3,0.42,5269000.0,1.27,13073000.0,2065000.0,47940000.0,47940000.0,,47940000.0,9116000.0,,840000.0,114714000.0,9257000.0,,28834000.0,,54541000.0,114714000.0,61013000.0,114714000.0,,36900000.0,36954000.0,37886000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2018.0,Q1TTM,2017-04-01,2018-03-31,,4.17,4.17,1.41,19850000.0,4.05,53608000.0,9941000.0,153566000.0,153566000.0,,153566000.0,29300000.0,,2544000.0,508136000.0,37588000.0,-102964000.0,103863000.0,,200542000.0,405172000.0,207174000.0,405172000.0,,36900000.0,36954000.0,37886000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2019.0,Q4,2019-10-01,2019-12-31,,1.35,1.35,0.51,7730000.0,1.32,11684000.0,3087000.0,50273000.0,50273000.0,,50273000.0,10245000.0,,1106000.0,129774000.0,14744000.0,,33117000.0,,68923000.0,129774000.0,61957000.0,129774000.0,,37100000.0,37083000.0,37956000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2019.0,FY,2019-01-01,2019-12-31,2020-02-18 09:40:30+00:00,5.53,5.53,2.04,26857000.0,5.4,52522000.0,11559000.0,204902000.0,204902000.0,,204902000.0,38431000.0,,6542000.0,511352000.0,52544000.0,,131079000.0,,260470000.0,511352000.0,257424000.0,511352000.0,,37100000.0,37083000.0,37956000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2019.0,Q3YTD,2019-01-01,2019-09-30,,4.18,4.18,1.53,19127000.0,4.08,40838000.0,8472000.0,154629000.0,154629000.0,,154629000.0,28186000.0,,5436000.0,381578000.0,37800000.0,,97962000.0,,191547000.0,381578000.0,195467000.0,381578000.0,,37000000.0,37066000.0,37995000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2019.0,Q3TTM,2018-10-01,2019-09-30,,5.42,5.42,1.95,24975000.0,5.29,51073000.0,12006000.0,200460000.0,200460000.0,,200460000.0,38445000.0,,7537000.0,494022000.0,48836000.0,,125764000.0,,250026000.0,494022000.0,251533000.0,494022000.0,,37000000.0,37066000.0,37995000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2019.0,Q3,2019-07-01,2019-09-30,2019-10-25 09:12:11+00:00,1.46,1.46,0.51,6700000.0,1.42,13336000.0,2506000.0,54002000.0,54002000.0,,54002000.0,10183000.0,,1373000.0,131597000.0,13562000.0,,32681000.0,,65632000.0,131597000.0,67338000.0,131597000.0,,37000000.0,37066000.0,37995000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2019.0,Q2YTD,2019-01-01,2019-06-30,,2.72,2.72,1.02,12427000.0,2.66,27502000.0,5966000.0,100627000.0,100627000.0,,100627000.0,18003000.0,,4063000.0,249981000.0,24238000.0,,65281000.0,,125915000.0,249981000.0,128129000.0,249981000.0,,37000000.0,37049000.0,37910000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2019.0,Q2TTM,2018-07-01,2019-06-30,,5.0,5.0,1.86,24448000.0,4.89,46940000.0,12480000.0,185052000.0,185052000.0,,185052000.0,37669000.0,,7549000.0,463868000.0,45463000.0,,119365000.0,,239425000.0,463868000.0,231992000.0,463868000.0,,37000000.0,37049000.0,37910000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2019.0,Q2,2019-04-01,2019-06-30,2019-07-25 16:28:38+00:00,1.3,1.3,0.51,6345000.0,1.27,14804000.0,3667000.0,48105000.0,48105000.0,,48105000.0,9272000.0,,2032000.0,125490000.0,12706000.0,,32623000.0,,64613000.0,125490000.0,62909000.0,125490000.0,,37000000.0,37049000.0,37910000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2019.0,Q1,2019-01-01,2019-03-31,2020-05-01 16:21:49+00:00,1.42,1.42,0.51,6082000.0,1.39,12698000.0,2299000.0,52522000.0,52522000.0,,52522000.0,8731000.0,,2031000.0,124491000.0,11532000.0,,32658000.0,,61302000.0,124491000.0,65220000.0,124491000.0,,37000000.0,37043000.0,37832000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2019.0,Q1TTM,2018-04-01,2019-03-31,,4.8,4.8,1.77,23893000.0,4.69,44859000.0,12348000.0,177434000.0,177434000.0,,177434000.0,37657000.0,,6693000.0,445342000.0,42903000.0,,112941000.0,,229742000.0,445342000.0,222293000.0,445342000.0,,37000000.0,37043000.0,37832000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2020.0,Q1TTM,2019-04-01,2020-03-31,,6.12,6.12,2.13,28842000.0,5.97,56710000.0,11935000.0,227196000.0,227196000.0,,227196000.0,41335000.0,,5124000.0,555839000.0,55330000.0,,139615000.0,,277057000.0,555839000.0,283906000.0,555839000.0,,37200000.0,37303000.0,38075000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2020.0,Q1,2020-01-01,2020-03-31,2020-05-01 16:21:49+00:00,2.01,2.01,0.6,8067000.0,1.96,16886000.0,2675000.0,74816000.0,74816000.0,,74816000.0,11635000.0,,613000.0,168978000.0,14318000.0,,41194000.0,,77889000.0,168978000.0,91702000.0,168978000.0,,37200000.0,37303000.0,38075000.0
