company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otheroperatingexpenses,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2016.0,Q4,2016-10-01,2016-12-31,,1.05,1.05,0.22,91793000.0,1.04,70929000.0,20026000.0,117556000.0,117556000.0,117556000.0,1343444000.0,1721062000.0,45954000.0,25484000.0,1343444000.0,377618000.0,5947000.0,71000.0,183257000.0,194361000.0,-5876000.0,188485000.0,1721062000.0,112500000.0,112474000.0,113361000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2016.0,Q3,2016-07-01,2016-09-30,2017-10-27 16:17:44+00:00,0.97,0.97,0.22,91001000.0,0.97,67067000.0,21862000.0,109425000.0,109425000.0,109425000.0,1373794000.0,1690659000.0,,21025000.0,1373794000.0,316865000.0,6485000.0,,133888000.0,182977000.0,-6485000.0,176492000.0,1690659000.0,112800000.0,112630000.0,113363000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2016.0,Q3YTD,2016-01-01,2016-09-30,,2.79,2.79,0.66,269717000.0,2.77,192778000.0,58384000.0,314534000.0,314534000.0,314534000.0,3918068000.0,4834397000.0,,61569000.0,3918068000.0,916329000.0,19347000.0,,389670000.0,526659000.0,-19347000.0,507312000.0,4834397000.0,112800000.0,112630000.0,113363000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2016.0,Q3TTM,2015-10-01,2016-09-30,,3.8,3.8,0.87,358090000.0,3.78,264637000.0,76360000.0,431279000.0,431279000.0,431279000.0,5223788000.0,6455412000.0,,77622000.0,5223788000.0,1231624000.0,23722000.0,86000.0,512072000.0,719552000.0,-23636000.0,695916000.0,6455412000.0,112800000.0,112630000.0,113363000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2016.0,Q2,2016-04-01,2016-06-30,2017-07-28 17:06:45+00:00,0.93,0.93,0.22,90364000.0,0.92,64361000.0,19094000.0,105011000.0,105011000.0,105011000.0,1311065000.0,1615026000.0,,18711000.0,1311065000.0,303961000.0,6420000.0,,128169000.0,175792000.0,-6420000.0,169372000.0,1615026000.0,112900000.0,112669000.0,113761000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2016.0,Q2YTD,2016-01-01,2016-06-30,,1.82,1.82,0.44,178716000.0,1.8,125711000.0,36522000.0,205109000.0,205109000.0,205109000.0,2544274000.0,3143738000.0,,40544000.0,2544274000.0,599464000.0,12862000.0,,255782000.0,343682000.0,-12862000.0,330820000.0,3143738000.0,112900000.0,112669000.0,113761000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2016.0,Q2TTM,2015-07-01,2016-06-30,,3.83,3.83,0.86,353290000.0,3.8,268439000.0,74576000.0,436993000.0,436993000.0,436993000.0,5121497000.0,6351247000.0,,71463000.0,5121497000.0,1229750000.0,25075000.0,86000.0,499329000.0,730421000.0,-24989000.0,705432000.0,6351247000.0,112900000.0,112669000.0,113761000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2016.0,Q1,2016-01-01,2016-03-31,2017-04-28 14:18:04+00:00,0.89,0.89,0.22,88352000.0,0.88,61350000.0,17428000.0,100098000.0,100098000.0,100098000.0,1233209000.0,1528712000.0,,21833000.0,1233209000.0,295503000.0,6442000.0,,127613000.0,167890000.0,-6442000.0,161448000.0,1528712000.0,112500000.0,113072000.0,114003000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2016.0,Q1TTM,2015-04-01,2016-03-31,,3.79,3.79,0.85,346587000.0,3.76,267733000.0,73689000.0,435401000.0,435401000.0,435401000.0,5047116000.0,6276178000.0,,80422000.0,5047116000.0,1229062000.0,25316000.0,86000.0,500698000.0,728364000.0,-25230000.0,703134000.0,6276178000.0,112500000.0,113072000.0,114003000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2017.0,FY,2017-01-01,2017-12-31,2020-03-02 15:06:58+00:00,6.24,6.24,0.92,383518000.0,6.18,-91024000.0,123579000.0,686263000.0,686263000.0,686263000.0,5887979000.0,7189568000.0,44825000.0,125878000.0,5887979000.0,1301589000.0,28785000.0,235000.0,677800000.0,623789000.0,-28550000.0,595239000.0,7189568000.0,110000000.0,109987000.0,111049000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2017.0,Q4,2017-10-01,2017-12-31,,3.5,3.5,0.23,102320000.0,3.47,-245524000.0,46650000.0,385307000.0,385307000.0,385307000.0,1631602000.0,1990161000.0,12496000.0,51280000.0,1631602000.0,358559000.0,6265000.0,235000.0,212746000.0,145813000.0,-6030000.0,139783000.0,1990161000.0,110000000.0,109987000.0,111049000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2017.0,Q3,2017-07-01,2017-09-30,2018-10-29 17:02:33+00:00,0.92,0.92,0.23,95959000.0,0.91,56277000.0,26463000.0,100385000.0,100385000.0,100385000.0,1515807000.0,1843334000.0,10744000.0,29389000.0,1515807000.0,327527000.0,8310000.0,,162555000.0,164972000.0,-8310000.0,156662000.0,1843334000.0,109100000.0,109703000.0,110628000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2017.0,Q3YTD,2017-01-01,2017-09-30,,2.74,2.74,0.69,281198000.0,2.71,154500000.0,76929000.0,300956000.0,300956000.0,300956000.0,4256377000.0,5199407000.0,32329000.0,74598000.0,4256377000.0,943030000.0,22520000.0,,465054000.0,477976000.0,-22520000.0,455456000.0,5199407000.0,109100000.0,109703000.0,110628000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2017.0,Q3TTM,2016-10-01,2017-09-30,,3.79,3.79,0.91,372991000.0,3.75,225429000.0,96955000.0,418512000.0,418512000.0,418512000.0,5599821000.0,6920469000.0,78283000.0,100082000.0,5599821000.0,1320648000.0,28467000.0,71000.0,648311000.0,672337000.0,-28396000.0,643941000.0,6920469000.0,109100000.0,109703000.0,110628000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2017.0,Q2,2017-04-01,2017-06-30,2018-07-27 14:31:18+00:00,0.89,0.89,0.23,93050000.0,0.88,58353000.0,27461000.0,97869000.0,97869000.0,97869000.0,1410156000.0,1726915000.0,10905000.0,21728000.0,1410156000.0,316759000.0,7393000.0,,153144000.0,163615000.0,-7393000.0,156222000.0,1726915000.0,110000000.0,109630000.0,110822000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2017.0,Q2YTD,2017-01-01,2017-06-30,,1.82,1.82,0.46,185239000.0,1.8,98223000.0,50466000.0,200571000.0,200571000.0,200571000.0,2740570000.0,3356073000.0,21585000.0,45209000.0,2740570000.0,615503000.0,14210000.0,,302499000.0,313004000.0,-14210000.0,298794000.0,3356073000.0,110000000.0,109630000.0,110822000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2017.0,Q2TTM,2016-07-01,2017-06-30,,3.84,3.84,0.9,368033000.0,3.81,236219000.0,92354000.0,427552000.0,427552000.0,427552000.0,5457808000.0,6767794000.0,67539000.0,91718000.0,5457808000.0,1309986000.0,26642000.0,71000.0,619644000.0,690342000.0,-26571000.0,663771000.0,6767794000.0,110000000.0,109630000.0,110822000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2017.0,Q1,2017-01-01,2017-03-31,2018-04-27 15:52:34+00:00,0.93,0.93,0.23,92189000.0,0.92,39870000.0,23005000.0,102702000.0,102702000.0,102702000.0,1330414000.0,1629158000.0,10680000.0,23481000.0,1330414000.0,298744000.0,6817000.0,,149355000.0,149389000.0,-6817000.0,142572000.0,1629158000.0,110400000.0,110878000.0,112026000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2017.0,Q1TTM,2016-04-01,2017-03-31,,3.88,3.88,0.89,365347000.0,3.85,242227000.0,83987000.0,434694000.0,434694000.0,434694000.0,5358717000.0,6655905000.0,56634000.0,88701000.0,5358717000.0,1297188000.0,25669000.0,71000.0,594669000.0,702519000.0,-25598000.0,676921000.0,6655905000.0,110400000.0,110878000.0,112026000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2018.0,FY,2018-01-01,2018-12-31,2020-03-02 15:06:58+00:00,4.48,4.48,0.96,435893000.0,4.43,151233000.0,129406000.0,489585000.0,489585000.0,489585000.0,7154204000.0,8614874000.0,51080000.0,163270000.0,7154204000.0,1460670000.0,40427000.0,224000.0,779649000.0,681021000.0,-40203000.0,640818000.0,8614874000.0,109300000.0,109375000.0,110428000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2018.0,Q4,2018-10-01,2018-12-31,,0.81,0.81,0.24,114110000.0,0.8,22824000.0,26942000.0,88681000.0,88681000.0,88681000.0,1988830000.0,2317629000.0,14055000.0,51189000.0,1988830000.0,328799000.0,11459000.0,224000.0,206296000.0,122740000.0,-11235000.0,111505000.0,2317629000.0,109300000.0,109375000.0,110428000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2018.0,Q3,2018-07-01,2018-09-30,2019-11-01 11:50:27+00:00,1.2,1.2,0.24,108800000.0,1.19,33617000.0,45594000.0,131110000.0,131110000.0,131110000.0,1825025000.0,2210000000.0,13203000.0,42449000.0,1825025000.0,384975000.0,9961000.0,,210046000.0,174700000.0,-9961000.0,164727000.0,2210000000.0,109300000.0,109254000.0,110235000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2018.0,Q3YTD,2018-01-01,2018-09-30,,3.67,3.67,0.72,321783000.0,3.63,128409000.0,102464000.0,400904000.0,400904000.0,400904000.0,5165374000.0,6297245000.0,37025000.0,112081000.0,5165374000.0,1131871000.0,28968000.0,,573353000.0,558281000.0,-28968000.0,529313000.0,6297245000.0,109300000.0,109254000.0,110235000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2018.0,Q3TTM,2017-10-01,2018-09-30,,7.17,7.17,0.95,424103000.0,7.1,-117115000.0,149114000.0,786211000.0,786211000.0,786211000.0,6796976000.0,8287406000.0,49521000.0,163361000.0,6796976000.0,1490430000.0,35233000.0,235000.0,786099000.0,704094000.0,-34998000.0,669096000.0,8287406000.0,109300000.0,109254000.0,110235000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2018.0,Q2,2018-04-01,2018-06-30,2019-07-26 16:54:49+00:00,1.39,1.39,0.24,107400000.0,1.37,53305000.0,28371000.0,151652000.0,151652000.0,151652000.0,1738881000.0,2139000000.0,12234000.0,37306000.0,1738881000.0,400119000.0,9855000.0,,185311000.0,214800000.0,-9855000.0,204957000.0,2139000000.0,109100000.0,109449000.0,110682000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2018.0,Q2YTD,2018-01-01,2018-06-30,,2.47,2.47,0.48,212983000.0,2.44,94792000.0,56870000.0,269794000.0,269794000.0,269794000.0,3340349000.0,4087245000.0,23822000.0,69632000.0,3340349000.0,746896000.0,19007000.0,,363307000.0,383581000.0,-19007000.0,364586000.0,4087245000.0,109100000.0,109449000.0,110682000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2018.0,Q2TTM,2017-07-01,2018-06-30,,6.89,6.89,0.94,411262000.0,6.82,-94455000.0,129983000.0,755486000.0,755486000.0,755486000.0,6487758000.0,7920740000.0,47062000.0,150301000.0,6487758000.0,1432982000.0,33582000.0,235000.0,738608000.0,694366000.0,-33347000.0,661031000.0,7920740000.0,109100000.0,109449000.0,110682000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2018.0,Q1,2018-01-01,2018-03-31,2019-04-26 17:08:06+00:00,1.08,1.08,0.24,105583000.0,1.07,41487000.0,28499000.0,118142000.0,118142000.0,118142000.0,1601468000.0,1948245000.0,11588000.0,32326000.0,1601468000.0,346777000.0,9152000.0,,177996000.0,168781000.0,-9152000.0,159629000.0,1948245000.0,109400000.0,109754000.0,110863000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2018.0,Q1TTM,2017-04-01,2018-03-31,,6.39,6.39,0.93,396912000.0,6.33,-89407000.0,129073000.0,701703000.0,701703000.0,701703000.0,6159033000.0,7508655000.0,45733000.0,134723000.0,6159033000.0,1349622000.0,31120000.0,235000.0,706441000.0,643181000.0,-30885000.0,612296000.0,7508655000.0,109400000.0,109754000.0,110863000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2019.0,Q4,2019-10-01,2019-12-31,,1.36,1.36,0.26,128415000.0,1.35,47622000.0,32288000.0,144676000.0,144676000.0,144676000.0,2018920000.0,2449631000.0,14345000.0,51279000.0,2018920000.0,430711000.0,14531000.0,1754000.0,226327000.0,205030000.0,-12777000.0,192298000.0,2449631000.0,107300000.0,107329000.0,108307000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2019.0,FY,2019-01-01,2019-12-31,2020-03-02 15:06:58+00:00,4.81,4.81,1.04,499145000.0,4.77,164575000.0,157251000.0,516320000.0,516320000.0,516320000.0,7527768000.0,9165258000.0,55336000.0,191933000.0,7527768000.0,1637490000.0,54684000.0,1754000.0,903665000.0,733825000.0,-52930000.0,680895000.0,9165258000.0,107300000.0,107329000.0,108307000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2019.0,Q3YTD,2019-01-01,2019-09-30,,3.45,3.45,0.78,370730000.0,3.42,116953000.0,124963000.0,371644000.0,371644000.0,371644000.0,5508848000.0,6715627000.0,40991000.0,140654000.0,5508848000.0,1206779000.0,40153000.0,,677338000.0,528795000.0,-40153000.0,488597000.0,6715627000.0,106700000.0,106735000.0,107692000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2019.0,Q3TTM,2018-10-01,2019-09-30,,4.26,4.26,1.02,484840000.0,4.22,139777000.0,151905000.0,460325000.0,460325000.0,460325000.0,7497678000.0,9033256000.0,55046000.0,191843000.0,7497678000.0,1535578000.0,51612000.0,224000.0,883634000.0,651535000.0,-51388000.0,600102000.0,9033256000.0,106700000.0,106735000.0,107692000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2019.0,Q3,2019-07-01,2019-09-30,2019-11-01 11:50:27+00:00,1.11,1.11,0.26,126800000.0,1.1,37095000.0,43956000.0,118410000.0,118410000.0,118410000.0,1961696000.0,2364000000.0,14266000.0,49077000.0,1961696000.0,402304000.0,12357000.0,,234099000.0,167900000.0,-12357000.0,155505000.0,2364000000.0,106700000.0,106735000.0,107692000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2019.0,Q2YTD,2019-01-01,2019-06-30,,2.34,2.34,0.52,243930000.0,2.32,79858000.0,81007000.0,253234000.0,253234000.0,253234000.0,3547152000.0,4351627000.0,26725000.0,91577000.0,3547152000.0,804475000.0,27796000.0,,443239000.0,360895000.0,-27796000.0,333092000.0,4351627000.0,107800000.0,107387000.0,108373000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2019.0,Q2TTM,2018-07-01,2019-06-30,,4.35,4.35,1.0,466840000.0,4.31,136299000.0,153543000.0,473025000.0,473025000.0,473025000.0,7361007000.0,8879256000.0,53983000.0,185215000.0,7361007000.0,1518249000.0,49216000.0,224000.0,859581000.0,658335000.0,-48992000.0,609324000.0,8879256000.0,107800000.0,107387000.0,108373000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2019.0,Q2,2019-04-01,2019-06-30,2019-07-26 16:54:49+00:00,1.24,1.24,0.26,124000000.0,1.23,44697000.0,52013000.0,133633000.0,133633000.0,133633000.0,1832442000.0,2262000000.0,13565000.0,46539000.0,1832442000.0,429558000.0,14763000.0,,236117000.0,193100000.0,-14763000.0,178330000.0,2262000000.0,107800000.0,107387000.0,108373000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2019.0,Q1,2019-01-01,2019-03-31,2020-05-01 15:05:45+00:00,1.1,1.1,0.26,119930000.0,1.09,35161000.0,28994000.0,119601000.0,119601000.0,119601000.0,1714710000.0,2089627000.0,13160000.0,45038000.0,1714710000.0,374917000.0,13033000.0,,207122000.0,167795000.0,-13033000.0,154762000.0,2089627000.0,108700000.0,108730000.0,109664000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2019.0,Q1TTM,2018-04-01,2019-03-31,,4.5,4.5,0.98,450240000.0,4.45,144907000.0,129901000.0,491044000.0,491044000.0,491044000.0,7267446000.0,8756256000.0,52652000.0,175982000.0,7267446000.0,1488810000.0,44308000.0,224000.0,808775000.0,680035000.0,-44084000.0,635951000.0,8756256000.0,108700000.0,108730000.0,109664000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2020.0,Q1TTM,2019-04-01,2020-03-31,,4.7,4.7,1.05,509310000.0,4.66,167285000.0,160618000.0,501553000.0,501553000.0,501553000.0,7718210000.0,9356457000.0,55488000.0,192060000.0,7718210000.0,1638247000.0,53687000.0,1754000.0,917476000.0,720771000.0,-51933000.0,668838000.0,9356457000.0,105900000.0,105985000.0,106950000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2020.0,Q1,2020-01-01,2020-03-31,2020-05-01 15:05:45+00:00,0.99,0.99,0.27,130095000.0,0.98,37871000.0,32361000.0,104834000.0,104834000.0,104834000.0,1905152000.0,2280826000.0,13312000.0,45165000.0,1905152000.0,375674000.0,12036000.0,,220933000.0,154741000.0,-12036000.0,142705000.0,2280826000.0,105900000.0,105985000.0,106950000.0
