company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2015.0,Q3TTM,2014-10-01,2015-09-30,,1.75,1.75,0.87,1.72,232800000.0,133300000.0,133300000.0,133300000.0,,1300700000.0,3412400000.0,-441400000.0,269000000.0,990300000.0,1300700000.0,2111700000.0,44900000.0,1259300000.0,852400000.0,-486300000.0,366100000.0,3412400000.0,74100000.0,74100000.0,74100000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2015.0,Q2,2015-04-01,2015-06-30,2016-07-27 10:44:05+00:00,-0.74,-0.74,,-0.74,113900000.0,-54700000.0,-54700000.0,-54700000.0,,333700000.0,859800000.0,-141700000.0,64000000.0,250000000.0,333700000.0,526100000.0,11200000.0,314000000.0,212100000.0,-152900000.0,59200000.0,859800000.0,74200000.0,74200000.0,74200000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2015.0,Q2YTD,2015-01-01,2015-06-30,,1.11,1.11,,1.08,158700000.0,85100000.0,85100000.0,85100000.0,,644900000.0,1679500000.0,-158000000.0,124600000.0,485700000.0,644900000.0,1034600000.0,22500000.0,610300000.0,424300000.0,-180500000.0,243800000.0,1679500000.0,74200000.0,74200000.0,74200000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2015.0,Q2TTM,2014-07-01,2015-06-30,,4.64,4.64,0.87,4.57,248200000.0,350600000.0,350600000.0,350600000.0,,1273300000.0,3376700000.0,-197600000.0,276900000.0,985200000.0,1273300000.0,2103400000.0,44900000.0,1262100000.0,841300000.0,-242500000.0,598800000.0,3376700000.0,74200000.0,74200000.0,74200000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2015.0,Q1,2015-01-01,2015-03-31,2016-04-28 09:38:34+00:00,1.85,1.85,,1.82,44800000.0,139800000.0,139800000.0,139800000.0,,311200000.0,819700000.0,-16300000.0,60600000.0,235700000.0,311200000.0,508500000.0,11300000.0,296300000.0,212200000.0,-27600000.0,184600000.0,819700000.0,74400000.0,74400000.0,74400000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2015.0,Q1TTM,2014-04-01,2015-03-31,,3.79,3.79,0.87,3.72,160900000.0,285900000.0,285900000.0,285900000.0,,1260300000.0,3344000000.0,-313200000.0,298300000.0,980400000.0,1260300000.0,2083700000.0,45000000.0,1278700000.0,805000000.0,-358200000.0,446800000.0,3344000000.0,74400000.0,74400000.0,74400000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2016.0,Q4,2016-10-01,2016-12-31,,2.15,2.15,1.02,2.11,41300000.0,159600000.0,159600000.0,159600000.0,,348100000.0,967100000.0,-44000000.0,79000000.0,280200000.0,348100000.0,619000000.0,14900000.0,359200000.0,259800000.0,-58900000.0,200900000.0,967100000.0,74000000.0,74000000.0,74000000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2016.0,FY,2016-01-01,2016-12-31,2017-02-13 17:11:08+00:00,7.15,7.15,1.02,7.03,132300000.0,531400000.0,531400000.0,531400000.0,,1371700000.0,3714000000.0,-229400000.0,292800000.0,1101900000.0,1371700000.0,2342300000.0,54500000.0,1394700000.0,947600000.0,-283900000.0,663700000.0,3714000000.0,74000000.0,74000000.0,74000000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2016.0,Q3,2016-07-01,2016-09-30,2017-10-26 10:23:02+00:00,1.3,1.3,,1.27,15800000.0,96400000.0,96400000.0,96400000.0,,352200000.0,941900000.0,-115800000.0,74200000.0,272600000.0,352200000.0,589700000.0,14900000.0,346800000.0,242900000.0,-130700000.0,112200000.0,941900000.0,74100000.0,74100000.0,74100000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2016.0,Q3YTD,2016-01-01,2016-09-30,,5.0,5.0,,4.92,91000000.0,371800000.0,371800000.0,371800000.0,,1023600000.0,2746900000.0,-185400000.0,213800000.0,821700000.0,1023600000.0,1723300000.0,39600000.0,1035500000.0,687800000.0,-225000000.0,462800000.0,2746900000.0,74100000.0,74100000.0,74100000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2016.0,Q3TTM,2015-10-01,2016-09-30,,6.85,6.85,0.94,6.77,112700000.0,508100000.0,508100000.0,508100000.0,,1343600000.0,3617700000.0,-218300000.0,283200000.0,1101000000.0,1343600000.0,2274100000.0,50800000.0,1384200000.0,889900000.0,-269100000.0,620800000.0,3617700000.0,74100000.0,74100000.0,74100000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2016.0,Q2,2016-04-01,2016-06-30,2017-07-28 10:11:59+00:00,2.14,2.14,,2.11,48500000.0,159200000.0,159200000.0,159200000.0,,351000000.0,931500000.0,-9600000.0,71300000.0,278500000.0,351000000.0,580500000.0,13400000.0,349800000.0,230700000.0,-23000000.0,207700000.0,931500000.0,74000000.0,74000000.0,74000000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2016.0,Q2YTD,2016-01-01,2016-06-30,,3.7,3.7,,3.65,75200000.0,275400000.0,275400000.0,275400000.0,,671400000.0,1805000000.0,-69600000.0,139600000.0,549100000.0,671400000.0,1133600000.0,24700000.0,688700000.0,444900000.0,-94300000.0,350600000.0,1805000000.0,74000000.0,74000000.0,74000000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2016.0,Q2TTM,2015-07-01,2016-06-30,,4.39,4.39,0.94,4.34,130500000.0,325700000.0,325700000.0,325700000.0,,1327700000.0,3541500000.0,-360800000.0,274200000.0,1075500000.0,1327700000.0,2213800000.0,47100000.0,1349700000.0,864100000.0,-407900000.0,456200000.0,3541500000.0,74000000.0,74000000.0,74000000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2016.0,Q1,2016-01-01,2016-03-31,2017-04-27 10:43:57+00:00,1.56,1.56,,1.54,26700000.0,116200000.0,116200000.0,116200000.0,,320400000.0,873500000.0,-60000000.0,68300000.0,270600000.0,320400000.0,553100000.0,11300000.0,338900000.0,214200000.0,-71300000.0,142900000.0,873500000.0,74000000.0,74000000.0,74000000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2016.0,Q1TTM,2015-04-01,2016-03-31,,1.51,1.51,0.94,1.49,195900000.0,111800000.0,111800000.0,111800000.0,,1310400000.0,3469800000.0,-492900000.0,266900000.0,1047000000.0,1310400000.0,2159400000.0,44900000.0,1313900000.0,845500000.0,-537800000.0,307700000.0,3469800000.0,74000000.0,74000000.0,74000000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2017.0,Q3YTD,2017-01-01,2017-09-30,,5.6,5.6,,5.48,73800000.0,411900000.0,411900000.0,411900000.0,,1094700000.0,2908300000.0,-212700000.0,216200000.0,853900000.0,1094700000.0,1813600000.0,45100000.0,1070100000.0,743500000.0,-257800000.0,485700000.0,2908300000.0,73400000.0,73400000.0,73400000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2017.0,Q3TTM,2016-10-01,2017-09-30,,7.75,7.75,1.02,7.59,115100000.0,571500000.0,571500000.0,571500000.0,,1442800000.0,3875400000.0,-256700000.0,295200000.0,1134100000.0,1442800000.0,2432600000.0,60000000.0,1429300000.0,1003300000.0,-316700000.0,686600000.0,3875400000.0,73400000.0,73400000.0,73400000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2017.0,Q3,2017-07-01,2017-09-30,2017-10-26 10:23:02+00:00,1.28,1.28,,1.25,21300000.0,94100000.0,94100000.0,94100000.0,,379200000.0,989800000.0,-127400000.0,71700000.0,281200000.0,379200000.0,610600000.0,14900000.0,352900000.0,257700000.0,-142300000.0,115400000.0,989800000.0,73400000.0,73400000.0,73400000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2017.0,Q2YTD,2017-01-01,2017-06-30,,4.32,4.32,,4.23,52500000.0,317800000.0,317800000.0,317800000.0,,715500000.0,1918500000.0,-85300000.0,144500000.0,572700000.0,715500000.0,1203000000.0,30200000.0,717200000.0,485800000.0,-115500000.0,370300000.0,1918500000.0,73100000.0,73100000.0,73100000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2017.0,Q2TTM,2016-07-01,2017-06-30,,7.77,7.77,1.02,7.61,109600000.0,573800000.0,573800000.0,573800000.0,,1415800000.0,3827500000.0,-245100000.0,297700000.0,1125500000.0,1415800000.0,2411700000.0,60000000.0,1423200000.0,988500000.0,-305100000.0,683400000.0,3827500000.0,73100000.0,73100000.0,73100000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2017.0,Q2,2017-04-01,2017-06-30,2017-07-28 10:11:59+00:00,1.9,1.9,,1.86,29100000.0,139700000.0,139700000.0,139700000.0,,361300000.0,979700000.0,-72700000.0,74500000.0,287300000.0,361300000.0,618400000.0,15100000.0,361800000.0,256600000.0,-87800000.0,168800000.0,979700000.0,73100000.0,73100000.0,73100000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2017.0,Q1TTM,2016-04-01,2017-03-31,,8.01,8.01,1.02,7.86,129000000.0,593300000.0,593300000.0,593300000.0,,1405500000.0,3779300000.0,-182000000.0,294500000.0,1116700000.0,1405500000.0,2373800000.0,58300000.0,1411200000.0,962600000.0,-240300000.0,722300000.0,3779300000.0,73100000.0,73100000.0,73100000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2017.0,Q1,2017-01-01,2017-03-31,2017-04-27 10:43:57+00:00,2.42,2.42,,2.37,23400000.0,178100000.0,178100000.0,178100000.0,,354200000.0,938800000.0,-12600000.0,70000000.0,285400000.0,354200000.0,584600000.0,15100000.0,355400000.0,229200000.0,-27700000.0,201500000.0,938800000.0,73100000.0,73100000.0,73100000.0
