company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2019.0,FY,2019-01-01,2019-12-31,2020-02-06 06:55:54+00:00,-407000000.0,1768000000.0,1801000000.0,3783000000.0,138000000.0,-19000000.0,-45000000.0,27000000.0,1015000000.0,-4564000000.0,-3092000000.0,8883000000.0,,,,-4564000000.0,-3092000000.0,8883000000.0,1208000000.0,5948000000.0,5948000000.0,,-803000000.0,-116000000.0,,-2442000000.0,-787000000.0,-2256000000.0,-3013000000.0,-151000000.0,336000000.0
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2019.0,Q4,2019-10-01,2019-12-31,,-109000000.0,1768000000.0,1801000000.0,952000000.0,4000000.0,46000000.0,173000000.0,13000000.0,942000000.0,-1670000000.0,-1119000000.0,2782000000.0,,,,-1670000000.0,-1119000000.0,2782000000.0,39000000.0,1267000000.0,1267000000.0,,390000000.0,48000000.0,,-612000000.0,-343000000.0,-897000000.0,-1973000000.0,-40000000.0,178000000.0
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2019.0,Q3TTM,2018-10-01,2019-09-30,,-15617000000.0,1714000000.0,1027000000.0,3498000000.0,140000000.0,-74000000.0,-431000000.0,17000000.0,-1109000000.0,-5768000000.0,-17927000000.0,8106000000.0,,,,-5768000000.0,-17927000000.0,8106000000.0,-15663000000.0,5479000000.0,5479000000.0,,-440000000.0,438000000.0,,-2394000000.0,-979000000.0,-2139000000.0,-1918000000.0,-364000000.0,230000000.0
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2019.0,Q3,2019-07-01,2019-09-30,,-97000000.0,,,967000000.0,1000000.0,-81000000.0,-142000000.0,3000000.0,17000000.0,-1128000000.0,-756000000.0,2490000000.0,,,,-1128000000.0,-756000000.0,2490000000.0,525000000.0,1257000000.0,1257000000.0,,408000000.0,-115000000.0,,-611000000.0,-113000000.0,-529000000.0,-495000000.0,-42000000.0,97000000.0
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2019.0,Q3YTD,2019-01-01,2019-09-30,2019-10-24 21:23:37+00:00,-298000000.0,,,2831000000.0,134000000.0,-65000000.0,-218000000.0,14000000.0,73000000.0,-2894000000.0,-1973000000.0,6101000000.0,,,,-2894000000.0,-1973000000.0,6101000000.0,1169000000.0,4681000000.0,4681000000.0,,-1193000000.0,-164000000.0,,-1830000000.0,-444000000.0,-1359000000.0,-1040000000.0,-111000000.0,158000000.0
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2019.0,Q2YTD,2019-01-01,2019-06-30,2019-07-26 06:20:49+00:00,-201000000.0,,,1864000000.0,133000000.0,16000000.0,-76000000.0,11000000.0,56000000.0,-1766000000.0,-1217000000.0,3611000000.0,,,,-1766000000.0,-1217000000.0,3611000000.0,644000000.0,3424000000.0,3424000000.0,,-1601000000.0,-49000000.0,,-1219000000.0,-331000000.0,-830000000.0,-545000000.0,-69000000.0,61000000.0
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2019.0,Q2TTM,2018-07-01,2019-06-30,,-15684000000.0,1714000000.0,1027000000.0,3124000000.0,144000000.0,-86000000.0,-156000000.0,41000000.0,10440000000.0,6410000000.0,-17952000000.0,7378000000.0,,,,6410000000.0,-17952000000.0,7378000000.0,-4250000000.0,5571000000.0,5571000000.0,,-1161000000.0,464000000.0,,-2319000000.0,-975000000.0,-2023000000.0,-1410000000.0,-342000000.0,122000000.0
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2019.0,Q2,2019-04-01,2019-06-30,,-95000000.0,,,922000000.0,,-25000000.0,203000000.0,6000000.0,24000000.0,-689000000.0,-823000000.0,2111000000.0,,,,-689000000.0,-823000000.0,2111000000.0,574000000.0,1999000000.0,1999000000.0,,-1013000000.0,-72000000.0,,-610000000.0,-158000000.0,-467000000.0,-69000000.0,-40000000.0,-31000000.0
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2019.0,Q1,2019-01-01,2019-03-31,2020-05-07 16:54:21+00:00,-106000000.0,,,942000000.0,133000000.0,41000000.0,-279000000.0,5000000.0,32000000.0,-1077000000.0,-394000000.0,1500000000.0,,,,-1077000000.0,-394000000.0,1500000000.0,70000000.0,1425000000.0,1425000000.0,,-588000000.0,23000000.0,,-609000000.0,-173000000.0,-363000000.0,-476000000.0,-29000000.0,92000000.0
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2019.0,Q1TTM,2018-04-01,2019-03-31,,-15701000000.0,1714000000.0,1027000000.0,2794000000.0,1203000000.0,-198000000.0,305000000.0,36000000.0,12803000000.0,7798000000.0,-16391000000.0,7369000000.0,,,,7798000000.0,-16391000000.0,7369000000.0,-1422000000.0,5711000000.0,5711000000.0,,-1441000000.0,499000000.0,,-2244000000.0,-699000000.0,-1928000000.0,-2468000000.0,-329000000.0,235000000.0
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2020.0,Q1TTM,2019-04-01,2020-03-31,,-384000000.0,1768000000.0,1801000000.0,3821000000.0,5000000.0,-154000000.0,13000000.0,28000000.0,18190000000.0,-2125000000.0,-3981000000.0,8044000000.0,,,,-2125000000.0,-3981000000.0,8044000000.0,1784000000.0,4537000000.0,4537000000.0,,-327000000.0,-200000000.0,,-2447000000.0,-1341000000.0,-2305000000.0,-17727000000.0,-169000000.0,244000000.0
RAYTHEON TECHNOLOGIES CORP,RTX,I07WOS4YJ0N7YRFE7309,101829,2020.0,Q1,2020-01-01,2020-03-31,2020-05-07 16:54:21+00:00,-83000000.0,,,980000000.0,0.0,-94000000.0,-221000000.0,6000000.0,17207000000.0,1362000000.0,-1283000000.0,661000000.0,,,,1362000000.0,-1283000000.0,661000000.0,646000000.0,14000000.0,14000000.0,,-112000000.0,-61000000.0,,-614000000.0,-727000000.0,-412000000.0,-15190000000.0,-47000000.0,
