company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,investmentsecuritiesinterestincome,longtermdebtinterestexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
CBRE Group Inc,CBRE,,1138118,2017.0,Q3,2017-07-01,2017-09-30,2018-11-09 08:09:47+00:00,0.59,0.59,102591000.0,0.58,,77072000.0,3129000.0,34483000.0,200132000.0,200132000.0,,199088000.0,1044000.0,-31354000.0,-1768000.0,74014000.0,4638596000.0,4303229000.0,,,34483000.0,3129000.0,4404052000.0,4712610000.0,277204000.0,4681256000.0,337400000.0,337948324.0,341186431.0
CBRE Group Inc,CBRE,,1138118,2017.0,Q3YTD,2017-01-01,2017-09-30,,1.6,1.6,297014000.0,1.57,,200778000.0,6967000.0,103923000.0,542066000.0,542066000.0,,537885000.0,4181000.0,-96956000.0,-9069000.0,177099000.0,13129133000.0,12178487000.0,,,103923000.0,6967000.0,12466432000.0,13306232000.0,742844000.0,13209276000.0,337400000.0,337948324.0,341186431.0
CBRE Group Inc,CBRE,,1138118,2017.0,Q3TTM,2016-10-01,2017-09-30,,2.39,2.39,393954000.0,2.35,,332100000.0,9473000.0,139724000.0,808298000.0,808298000.0,,802966000.0,5332000.0,-130251000.0,-5304000.0,257548000.0,21250483000.0,19848732000.0,,,139724000.0,9473000.0,20237382000.0,21508031000.0,1140398000.0,21377780000.0,337400000.0,337948324.0,341186431.0
CBRE Group Inc,CBRE,,1138118,2017.0,Q2,2017-04-01,2017-06-30,2018-08-09 13:53:11+00:00,0.6,0.6,100386000.0,0.59,,69887000.0,1427000.0,35430000.0,203008000.0,203008000.0,,201777000.0,1231000.0,-34003000.0,-3186000.0,86682000.0,4439571000.0,4122155000.0,,,35430000.0,1427000.0,4219355000.0,4526253000.0,272895000.0,4492250000.0,336300000.0,336975149.0,340882603.0
CBRE Group Inc,CBRE,,1138118,2017.0,Q2YTD,2017-01-01,2017-06-30,,1.01,1.01,194423000.0,0.99,,123706000.0,3838000.0,69440000.0,341934000.0,341934000.0,,338797000.0,3137000.0,-65602000.0,-7301000.0,103085000.0,8490537000.0,7875258000.0,,,69440000.0,3838000.0,8062380000.0,8593622000.0,465640000.0,8528020000.0,336300000.0,336975149.0,340882603.0
CBRE Group Inc,CBRE,,1138118,2017.0,Q2TTM,2016-07-01,2017-06-30,,2.11,2.11,384088000.0,2.08,,306442000.0,7364000.0,142514000.0,719019000.0,719019000.0,,708041000.0,10978000.0,-135150000.0,-4892000.0,219249000.0,19805374000.0,18484816000.0,,,142514000.0,7364000.0,18864012000.0,20024623000.0,1025461000.0,19889473000.0,336300000.0,336975149.0,340882603.0
CBRE Group Inc,CBRE,,1138118,2017.0,Q1,2017-01-01,2017-03-31,2018-05-10 12:09:12+00:00,0.41,0.41,94037000.0,0.4,,53819000.0,2411000.0,34010000.0,138926000.0,138926000.0,,137020000.0,1906000.0,-31599000.0,-4115000.0,16403000.0,4050966000.0,3753103000.0,,,34010000.0,2411000.0,3843025000.0,4067369000.0,192745000.0,4035770000.0,334200000.0,336907836.0,339690579.0
CBRE Group Inc,CBRE,,1138118,2017.0,Q1TTM,2016-04-01,2017-03-31,,1.87,1.87,373970000.0,1.85,,300594000.0,9003000.0,144071000.0,639456000.0,639456000.0,,627932000.0,11524000.0,-135068000.0,-5588000.0,167496000.0,18573340000.0,17297336000.0,,,144071000.0,9003000.0,17665718000.0,18740836000.0,940050000.0,18605768000.0,334200000.0,336907836.0,339690579.0
CBRE Group Inc,CBRE,,1138118,2018.0,FY,2018-01-01,2018-12-31,2020-03-02 13:03:45+00:00,3.13,3.13,451988000.0,3.1,,313058000.0,,,1065948000.0,1065948000.0,,1063219000.0,2729000.0,,,339538000.0,21340088000.0,19913670000.0,,-65038000.0,,,20300620000.0,21679626000.0,1379006000.0,21679626000.0,339700000.0,339321056.0,343122741.0
CBRE Group Inc,CBRE,,1138118,2018.0,Q4,2018-10-01,2018-12-31,,1.16,1.16,116940000.0,1.14,,101612000.0,-3621000.0,-28858000.0,394503000.0,394503000.0,,393795000.0,708000.0,25237000.0,95244000.0,63969000.0,6293748000.0,5767639000.0,,-93020000.0,-28858000.0,-3621000.0,5886803000.0,6357717000.0,496115000.0,6382954000.0,339700000.0,339321056.0,343122741.0
CBRE Group Inc,CBRE,,1138118,2018.0,Q3,2018-07-01,2018-09-30,2019-11-06 06:58:01+00:00,0.86,0.86,113484000.0,0.85,,94963000.0,,,291689000.0,291689000.0,,290469000.0,1220000.0,,-95515000.0,127076000.0,5260954000.0,4983409000.0,,,,,5001378000.0,5388030000.0,386652000.0,5388030000.0,337800000.0,339477316.0,343733947.0
CBRE Group Inc,CBRE,,1138118,2018.0,Q3YTD,2018-01-01,2018-09-30,,1.97,1.97,335048000.0,1.96,,211446000.0,3621000.0,28858000.0,671445000.0,671445000.0,,669424000.0,2021000.0,-25237000.0,-95244000.0,275569000.0,15046340000.0,14146031000.0,,27982000.0,28858000.0,3621000.0,14413817000.0,15321909000.0,882891000.0,15296672000.0,337800000.0,339477316.0,343733947.0
CBRE Group Inc,CBRE,,1138118,2018.0,Q3TTM,2017-10-01,2018-09-30,,2.43,2.43,444148000.0,2.44,,478425000.0,-3346000.0,-75065000.0,832955000.0,832955000.0,,828648000.0,4307000.0,71719000.0,-86175000.0,328505000.0,20545994000.0,19258324000.0,,18577000.0,-75065000.0,-3346000.0,19634874000.0,20874499000.0,1311380000.0,20946218000.0,337800000.0,339477316.0,343733947.0
CBRE Group Inc,CBRE,,1138118,2018.0,Q2,2018-04-01,2018-06-30,2019-08-09 06:07:55+00:00,0.67,0.67,113399000.0,0.67,,70319000.0,,,229631000.0,229631000.0,,228667000.0,964000.0,,-4009000.0,108332000.0,5111434000.0,4810426000.0,,,,,4919816000.0,5219766000.0,299950000.0,5219766000.0,341300000.0,339081556.0,343471513.0
CBRE Group Inc,CBRE,,1138118,2018.0,Q2YTD,2018-01-01,2018-06-30,,1.11,1.11,221564000.0,1.11,,116483000.0,3621000.0,28858000.0,379756000.0,379756000.0,,378955000.0,801000.0,-25237000.0,271000.0,148493000.0,9785386000.0,9162622000.0,,27982000.0,28858000.0,3621000.0,9412439000.0,9933879000.0,496239000.0,9908642000.0,341300000.0,339081556.0,343471513.0
CBRE Group Inc,CBRE,,1138118,2018.0,Q2TTM,2017-07-01,2018-06-30,,2.16,2.16,433255000.0,2.17,,460534000.0,-217000.0,-40582000.0,741398000.0,741398000.0,,737267000.0,4131000.0,40365000.0,7572000.0,275443000.0,19923636000.0,18578144000.0,,18577000.0,-40582000.0,-217000.0,19037548000.0,20199079000.0,1201932000.0,20239444000.0,341300000.0,339081556.0,343471513.0
CBRE Group Inc,CBRE,,1138118,2018.0,Q1,2018-01-01,2018-03-31,2019-05-10 14:13:14+00:00,0.44,0.44,108165000.0,0.44,,46164000.0,3621000.0,28858000.0,150125000.0,150125000.0,,150288000.0,-163000.0,-25237000.0,4280000.0,40161000.0,4673952000.0,4352196000.0,,27982000.0,28858000.0,3621000.0,4492623000.0,4714113000.0,196289000.0,4688876000.0,341600000.0,338890098.0,342589810.0
CBRE Group Inc,CBRE,,1138118,2018.0,Q1TTM,2017-04-01,2018-03-31,,2.09,2.09,420242000.0,2.09,,460102000.0,1210000.0,-5152000.0,714775000.0,714775000.0,,710377000.0,4398000.0,6362000.0,8395000.0,253793000.0,19251773000.0,17889873000.0,,18577000.0,-5152000.0,1210000.0,18337087000.0,19505566000.0,1174877000.0,19511928000.0,341600000.0,338890098.0,342589810.0
CBRE Group Inc,CBRE,,1138118,2019.0,Q4,2019-10-01,2019-12-31,,1.9,1.9,115362000.0,1.88,750000.0,-99972000.0,,,639133000.0,639133000.0,,637618000.0,1515000.0,,26163000.0,41243000.0,7119407000.0,6508121000.0,,-28907000.0,,,6621489000.0,7160650000.0,539161000.0,7160650000.0,335700000.0,335795654.0,340522871.0
CBRE Group Inc,CBRE,,1138118,2019.0,FY,2019-01-01,2019-12-31,2020-03-02 13:03:45+00:00,3.82,3.82,439224000.0,3.77,89787000.0,69895000.0,,,1291450000.0,1291450000.0,,1282357000.0,9093000.0,,,180742000.0,23894091000.0,22210776000.0,,-26299000.0,,,22713488000.0,24074833000.0,1361345000.0,24074833000.0,335700000.0,335795654.0,340522871.0
CBRE Group Inc,CBRE,,1138118,2019.0,Q3YTD,2019-01-01,2019-09-30,,1.92,1.92,323862000.0,1.89,89037000.0,169867000.0,,,652317000.0,652317000.0,,644739000.0,7578000.0,,-26163000.0,139499000.0,16774684000.0,15702655000.0,,2608000.0,,,16091999000.0,16914183000.0,822184000.0,16914183000.0,337600000.0,336203747.0,341100182.0
CBRE Group Inc,CBRE,,1138118,2019.0,Q3TTM,2018-10-01,2019-09-30,,3.08,3.08,440802000.0,3.03,89037000.0,271479000.0,-3621000.0,-28858000.0,1046820000.0,1046820000.0,,1038534000.0,8286000.0,25237000.0,69081000.0,203468000.0,23068432000.0,21470294000.0,,-90412000.0,-28858000.0,-3621000.0,21978802000.0,23271900000.0,1318299000.0,23297137000.0,337600000.0,336203747.0,341100182.0
CBRE Group Inc,CBRE,,1138118,2019.0,Q3,2019-07-01,2019-09-30,2019-11-06 06:58:01+00:00,0.76,0.76,111560000.0,0.75,,63468000.0,,,258053000.0,258053000.0,,256599000.0,1454000.0,,-941000.0,25805000.0,5925101000.0,5518766000.0,,,,,5629385000.0,5950906000.0,321521000.0,5950906000.0,337600000.0,336203747.0,341100182.0
CBRE Group Inc,CBRE,,1138118,2019.0,Q2YTD,2019-01-01,2019-06-30,,1.16,1.16,212302000.0,1.14,89037000.0,106399000.0,,,394264000.0,394264000.0,,388140000.0,6124000.0,,-25222000.0,113694000.0,10849583000.0,10183889000.0,,2608000.0,,,10462614000.0,10963277000.0,500663000.0,10963277000.0,333900000.0,336222471.0,340508931.0
CBRE Group Inc,CBRE,,1138118,2019.0,Q2TTM,2018-07-01,2019-06-30,,3.18,3.18,442726000.0,3.13,89037000.0,302974000.0,-3621000.0,-28858000.0,1080456000.0,1080456000.0,,1072404000.0,8052000.0,25237000.0,-25493000.0,304739000.0,22404285000.0,20934937000.0,,-90412000.0,-28858000.0,-3621000.0,21350795000.0,22709024000.0,1383430000.0,22734261000.0,333900000.0,336222471.0,340508931.0
CBRE Group Inc,CBRE,,1138118,2019.0,Q2,2019-04-01,2019-06-30,2019-08-09 06:07:55+00:00,0.67,0.67,106479000.0,0.66,,62521000.0,,,223438000.0,223438000.0,,223731000.0,-293000.0,,-4369000.0,21783000.0,5714073000.0,5347787000.0,,,,,5449897000.0,5735856000.0,285959000.0,5735856000.0,333900000.0,336222471.0,340508931.0
CBRE Group Inc,CBRE,,1138118,2019.0,Q1,2019-01-01,2019-03-31,2020-05-07 06:59:00+00:00,0.49,0.49,105823000.0,0.48,89037000.0,43878000.0,,,170826000.0,170826000.0,,164409000.0,6417000.0,,-20853000.0,91911000.0,5135510000.0,4836102000.0,,2608000.0,,,5012717000.0,5227421000.0,214704000.0,5227421000.0,335500000.0,336020431.0,340158399.0
CBRE Group Inc,CBRE,,1138118,2019.0,Q1TTM,2018-04-01,2019-03-31,,3.18,3.18,449646000.0,3.14,89037000.0,310772000.0,-3621000.0,-28858000.0,1086649000.0,1086649000.0,,1077340000.0,9309000.0,25237000.0,-25133000.0,391288000.0,21801646000.0,20397576000.0,,-90412000.0,-28858000.0,-3621000.0,20820714000.0,22192934000.0,1397421000.0,22218171000.0,335500000.0,336020431.0,340158399.0
CBRE Group Inc,CBRE,,1138118,2020.0,Q1TTM,2019-04-01,2020-03-31,,3.84,3.84,447195000.0,3.8,75921000.0,77199000.0,,,1294154000.0,1294154000.0,,1290143000.0,4011000.0,,21046000.0,132289000.0,24647749000.0,22893430000.0,,-28907000.0,,,23408685000.0,24780038000.0,1371353000.0,24780038000.0,337600000.0,334969826.0,339737911.0
CBRE Group Inc,CBRE,,1138118,2020.0,Q1,2020-01-01,2020-03-31,2020-05-07 06:59:00+00:00,0.51,0.51,113794000.0,0.51,75171000.0,51182000.0,,,173530000.0,173530000.0,,172195000.0,1335000.0,,193000.0,43458000.0,5889168000.0,5518756000.0,,,,,5707914000.0,5932626000.0,224712000.0,5932626000.0,337600000.0,334969826.0,339737911.0
