company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2016.0,Q3TTM,2015-09-27,2016-09-24,,,,,67000000.0,196000000.0,,2000000.0,-470000000.0,-7000000.0,,,-412000000.0,-60000000.0,524000000.0,-412000000.0,-60000000.0,524000000.0,-15000000.0,464000000.0,656000000.0,-192000000.0,142000000.0,7000000.0,38000000.0,-69000000.0,-13000000.0,-106000000.0,-318000000.0,-81000000.0,,,8000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2016.0,Q3,2016-06-26,2016-09-24,,,,,,43000000.0,,1000000.0,-228000000.0,,,,-339000000.0,-23000000.0,199000000.0,-339000000.0,-23000000.0,199000000.0,-175000000.0,193000000.0,330000000.0,-137000000.0,54000000.0,-1000000.0,-5000000.0,-13000000.0,-13000000.0,-26000000.0,-270000000.0,-55000000.0,,,8000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2016.0,Q2YTD,2015-12-27,2016-06-25,2017-08-09 06:54:57+00:00,,,,,97000000.0,,1000000.0,-187000000.0,,,,-65000000.0,-34000000.0,248000000.0,-65000000.0,-34000000.0,248000000.0,49000000.0,256000000.0,294000000.0,-38000000.0,44000000.0,1000000.0,11000000.0,-101000000.0,,-45000000.0,-40000000.0,-26000000.0,,,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2016.0,Q2TTM,2015-06-28,2016-06-25,,1000000.0,,,67000000.0,200000000.0,,-7000000.0,-178000000.0,-4000000.0,,,-82000000.0,-53000000.0,521000000.0,-82000000.0,-53000000.0,521000000.0,251000000.0,277000000.0,399000000.0,-122000000.0,100000000.0,8000000.0,64000000.0,-128000000.0,,-118000000.0,-60000000.0,-26000000.0,,,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2016.0,Q2,2016-03-27,2016-06-25,,,,,,49000000.0,,1000000.0,6000000.0,,,,-39000000.0,-11000000.0,315000000.0,-39000000.0,-11000000.0,315000000.0,239000000.0,210000000.0,232000000.0,-22000000.0,28000000.0,1000000.0,10000000.0,-27000000.0,,-21000000.0,-14000000.0,-26000000.0,,,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2016.0,Q1,2015-12-27,2016-03-26,2017-05-09 06:54:52+00:00,,,,,48000000.0,,,-193000000.0,,,,-26000000.0,-23000000.0,-67000000.0,-26000000.0,-23000000.0,-67000000.0,-190000000.0,46000000.0,62000000.0,-16000000.0,16000000.0,,1000000.0,-74000000.0,,-24000000.0,-26000000.0,,,,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2016.0,Q1TTM,2015-03-29,2016-03-26,,1000000.0,,,67000000.0,227000000.0,,-9000000.0,-309000000.0,-1000000.0,,,-44000000.0,-11000000.0,117000000.0,-44000000.0,-11000000.0,117000000.0,-48000000.0,9000000.0,109000000.0,-100000000.0,90000000.0,7000000.0,129000000.0,-101000000.0,,-141000000.0,-50000000.0,,,,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2017.0,FY,2017-01-01,2017-12-30,2020-02-26 16:06:00+00:00,-872000000.0,3000000.0,18000000.0,34000000.0,159000000.0,,,60000000.0,,728000000.0,,473000000.0,-1030000000.0,467000000.0,473000000.0,-1030000000.0,467000000.0,-168000000.0,181000000.0,146000000.0,35000000.0,98000000.0,-17000000.0,-47000000.0,-78000000.0,-53000000.0,-141000000.0,-129000000.0,-56000000.0,,,30000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2017.0,Q4,2017-10-01,2017-12-30,,-848000000.0,,18000000.0,34000000.0,,,,,,728000000.0,,672000000.0,-904000000.0,59000000.0,672000000.0,-904000000.0,59000000.0,-185000000.0,0.0,,0.0,,,-51000000.0,-12000000.0,-14000000.0,-7000000.0,-20000000.0,-22000000.0,,,2000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2017.0,Q3YTD,2017-01-01,2017-09-30,2018-11-07 16:11:38+00:00,-24000000.0,1000000.0,,,116000000.0,,,20000000.0,,,,-199000000.0,-126000000.0,408000000.0,-199000000.0,-126000000.0,408000000.0,17000000.0,233000000.0,195000000.0,38000000.0,76000000.0,-17000000.0,4000000.0,-66000000.0,-39000000.0,-134000000.0,-109000000.0,-34000000.0,,,28000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2017.0,Q3TTM,2016-09-25,2017-09-30,,-24000000.0,4000000.0,48000000.0,63000000.0,157000000.0,,-2000000.0,-75000000.0,,,,-270000000.0,-153000000.0,453000000.0,-270000000.0,-153000000.0,453000000.0,-119000000.0,313000000.0,250000000.0,63000000.0,117000000.0,-17000000.0,2000000.0,-147000000.0,-52000000.0,-174000000.0,-116000000.0,-85000000.0,,,43000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2017.0,Q3,2017-07-02,2017-09-30,,-24000000.0,1000000.0,,,37000000.0,,-5000000.0,132000000.0,,,,-127000000.0,-104000000.0,293000000.0,-127000000.0,-104000000.0,293000000.0,4000000.0,93000000.0,100000000.0,-7000000.0,23000000.0,-3000000.0,-29000000.0,-53000000.0,-13000000.0,-79000000.0,-94000000.0,-17000000.0,,,28000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2017.0,Q2YTD,2017-01-01,2017-07-01,2018-08-07 16:10:50+00:00,,,,,79000000.0,,5000000.0,-112000000.0,,,,-72000000.0,-22000000.0,115000000.0,-72000000.0,-22000000.0,115000000.0,13000000.0,140000000.0,95000000.0,45000000.0,53000000.0,-14000000.0,33000000.0,-13000000.0,-26000000.0,-55000000.0,-15000000.0,-17000000.0,,,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2017.0,Q2TTM,2016-06-26,2017-07-01,,,3000000.0,48000000.0,63000000.0,163000000.0,,4000000.0,-435000000.0,,,,-482000000.0,-72000000.0,359000000.0,-482000000.0,-72000000.0,359000000.0,-298000000.0,413000000.0,480000000.0,-67000000.0,148000000.0,-15000000.0,26000000.0,-107000000.0,-52000000.0,-121000000.0,-292000000.0,-123000000.0,,,23000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2017.0,Q2,2017-04-02,2017-07-01,,,,,,39000000.0,,3000000.0,-57000000.0,,,,-34000000.0,,27000000.0,-34000000.0,,27000000.0,18000000.0,24000000.0,21000000.0,3000000.0,24000000.0,-5000000.0,25000000.0,22000000.0,-13000000.0,-25000000.0,-9000000.0,-7000000.0,,,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2017.0,Q1,2017-01-01,2017-04-01,2018-05-09 06:54:55+00:00,,,,,40000000.0,,2000000.0,-55000000.0,,,,-38000000.0,-22000000.0,88000000.0,-38000000.0,-22000000.0,88000000.0,-5000000.0,116000000.0,74000000.0,42000000.0,29000000.0,-9000000.0,8000000.0,-35000000.0,-13000000.0,-30000000.0,-6000000.0,-10000000.0,,,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2017.0,Q1TTM,2016-03-27,2017-04-01,,,3000000.0,48000000.0,63000000.0,173000000.0,,2000000.0,-372000000.0,,,,-487000000.0,-83000000.0,647000000.0,-487000000.0,-83000000.0,647000000.0,-77000000.0,599000000.0,691000000.0,-92000000.0,152000000.0,-9000000.0,11000000.0,-156000000.0,-39000000.0,-117000000.0,-297000000.0,-142000000.0,,,23000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2018.0,Q4,2018-09-30,2018-12-29,,-17000000.0,3000000.0,-5000000.0,93000000.0,50000000.0,,,-23000000.0,,-1000000.0,,-255000000.0,-68000000.0,61000000.0,-255000000.0,-68000000.0,61000000.0,-267000000.0,-14000000.0,-14000000.0,,45000000.0,1000000.0,,-5000000.0,-13000000.0,-66000000.0,-225000000.0,-17000000.0,,,15000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2018.0,Q3YTD,2017-12-31,2018-09-29,2019-11-06 16:04:04+00:00,-64000000.0,7000000.0,,,142000000.0,,,244000000.0,,1000000.0,,-159000000.0,-181000000.0,555000000.0,-159000000.0,-181000000.0,555000000.0,288000000.0,118000000.0,113000000.0,5000000.0,49000000.0,-4000000.0,4000000.0,73000000.0,-60000000.0,-121000000.0,-74000000.0,-22000000.0,,,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2018.0,Q3TTM,2017-10-01,2018-09-29,,-912000000.0,9000000.0,18000000.0,34000000.0,185000000.0,,,284000000.0,,729000000.0,,513000000.0,-1085000000.0,614000000.0,513000000.0,-1085000000.0,614000000.0,103000000.0,66000000.0,64000000.0,2000000.0,71000000.0,-4000000.0,-47000000.0,61000000.0,-74000000.0,-128000000.0,-94000000.0,-44000000.0,,,2000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2018.0,Q3,2018-07-01,2018-09-29,,-34000000.0,7000000.0,,,44000000.0,,,174000000.0,,,,-52000000.0,-79000000.0,304000000.0,-52000000.0,-79000000.0,304000000.0,177000000.0,61000000.0,61000000.0,,18000000.0,-1000000.0,2000000.0,4000000.0,-14000000.0,-47000000.0,-23000000.0,-14000000.0,,,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2018.0,Q2YTD,2017-12-31,2018-06-30,2019-08-07 16:05:49+00:00,-30000000.0,,,,98000000.0,,,70000000.0,,1000000.0,,-107000000.0,-102000000.0,251000000.0,-107000000.0,-102000000.0,251000000.0,111000000.0,57000000.0,52000000.0,5000000.0,31000000.0,-3000000.0,2000000.0,69000000.0,-46000000.0,-74000000.0,-51000000.0,-8000000.0,,,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2018.0,Q2TTM,2017-07-02,2018-06-30,,-902000000.0,3000000.0,18000000.0,34000000.0,178000000.0,,-5000000.0,242000000.0,,729000000.0,,438000000.0,-1110000000.0,603000000.0,438000000.0,-1110000000.0,603000000.0,-70000000.0,98000000.0,103000000.0,-5000000.0,76000000.0,-6000000.0,-78000000.0,4000000.0,-73000000.0,-160000000.0,-165000000.0,-47000000.0,,,30000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2018.0,Q2,2018-04-01,2018-06-30,,,-2000000.0,,,51000000.0,,,-37000000.0,,-2000000.0,,-66000000.0,-36000000.0,44000000.0,-66000000.0,-36000000.0,44000000.0,-27000000.0,16000000.0,19000000.0,-3000000.0,13000000.0,2000000.0,1000000.0,31000000.0,-32000000.0,-37000000.0,-26000000.0,-8000000.0,,,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2018.0,Q1,2017-12-31,2018-03-31,2019-05-08 16:05:55+00:00,-30000000.0,2000000.0,,,47000000.0,,,107000000.0,,3000000.0,,-41000000.0,-66000000.0,207000000.0,-41000000.0,-66000000.0,207000000.0,138000000.0,41000000.0,33000000.0,8000000.0,18000000.0,-5000000.0,1000000.0,38000000.0,-14000000.0,-37000000.0,-25000000.0,,,,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2018.0,Q1TTM,2017-04-02,2018-03-31,,-902000000.0,5000000.0,18000000.0,34000000.0,166000000.0,,-2000000.0,222000000.0,,731000000.0,,470000000.0,-1074000000.0,586000000.0,470000000.0,-1074000000.0,586000000.0,-25000000.0,106000000.0,105000000.0,1000000.0,87000000.0,-13000000.0,-54000000.0,-5000000.0,-54000000.0,-148000000.0,-148000000.0,-46000000.0,,,30000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2019.0,Q4,2019-09-29,2019-12-28,,21000000.0,2000000.0,-43000000.0,61000000.0,50000000.0,22000000.0,,-274000000.0,40000000.0,1568000000.0,,1619000000.0,242000000.0,152000000.0,1619000000.0,242000000.0,152000000.0,2015000000.0,55000000.0,55000000.0,,319000000.0,42000000.0,-5000000.0,2000000.0,96000000.0,4000000.0,-138000000.0,11000000.0,,,200000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2019.0,FY,2018-12-30,2019-12-28,2020-02-26 16:06:00+00:00,,8000000.0,-43000000.0,61000000.0,204000000.0,22000000.0,,-361000000.0,40000000.0,1570000000.0,,1474000000.0,100000000.0,366000000.0,1474000000.0,100000000.0,366000000.0,1945000000.0,99000000.0,99000000.0,,416000000.0,21000000.0,-3000000.0,5000000.0,55000000.0,-119000000.0,-212000000.0,,,,200000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2019.0,Q3TTM,2018-09-30,2019-09-28,,-38000000.0,9000000.0,-5000000.0,93000000.0,204000000.0,,,-110000000.0,,1000000.0,,-400000000.0,-210000000.0,275000000.0,-400000000.0,-210000000.0,275000000.0,-337000000.0,30000000.0,30000000.0,,142000000.0,-20000000.0,2000000.0,-2000000.0,-54000000.0,-189000000.0,-299000000.0,-28000000.0,,,15000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2019.0,Q3,2019-06-30,2019-09-28,,1000000.0,6000000.0,,,52000000.0,,,73000000.0,,2000000.0,,-38000000.0,-29000000.0,212000000.0,-38000000.0,-29000000.0,212000000.0,144000000.0,60000000.0,60000000.0,,21000000.0,,2000000.0,-1000000.0,-14000000.0,-32000000.0,-26000000.0,,,,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2019.0,Q3YTD,2018-12-30,2019-09-28,2019-11-06 16:04:04+00:00,-21000000.0,6000000.0,,,154000000.0,,,-87000000.0,,2000000.0,,-145000000.0,-142000000.0,214000000.0,-145000000.0,-142000000.0,214000000.0,-70000000.0,44000000.0,44000000.0,,97000000.0,-21000000.0,2000000.0,3000000.0,-41000000.0,-123000000.0,-74000000.0,-11000000.0,,,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2019.0,Q2TTM,2018-07-01,2019-06-29,,-73000000.0,10000000.0,-5000000.0,93000000.0,196000000.0,,,-9000000.0,,-1000000.0,,-414000000.0,-260000000.0,367000000.0,-414000000.0,-260000000.0,367000000.0,-304000000.0,31000000.0,31000000.0,,139000000.0,-21000000.0,2000000.0,3000000.0,-54000000.0,-204000000.0,-296000000.0,-42000000.0,,,15000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2019.0,Q2,2019-03-31,2019-06-29,,-17000000.0,-2000000.0,,,53000000.0,,,-110000000.0,,-1000000.0,,-43000000.0,-61000000.0,-58000000.0,-43000000.0,-61000000.0,-58000000.0,-160000000.0,-24000000.0,-24000000.0,,25000000.0,-5000000.0,1000000.0,2000000.0,-13000000.0,-45000000.0,-24000000.0,,,,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2019.0,Q2YTD,2018-12-30,2019-06-29,2019-08-07 16:05:49+00:00,-22000000.0,,,,102000000.0,,,-160000000.0,,,,-107000000.0,-113000000.0,2000000.0,-107000000.0,-113000000.0,2000000.0,-214000000.0,-16000000.0,-16000000.0,,76000000.0,-21000000.0,,4000000.0,-27000000.0,-91000000.0,-48000000.0,-11000000.0,,,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2019.0,Q1,2018-12-30,2019-03-30,2020-05-06 16:03:00+00:00,-5000000.0,2000000.0,,,49000000.0,,,-50000000.0,,1000000.0,,-64000000.0,-52000000.0,60000000.0,-64000000.0,-52000000.0,60000000.0,-54000000.0,8000000.0,8000000.0,,51000000.0,-16000000.0,-1000000.0,2000000.0,-14000000.0,-46000000.0,-24000000.0,-11000000.0,,,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2019.0,Q1TTM,2018-04-01,2019-03-30,,-56000000.0,10000000.0,-5000000.0,93000000.0,194000000.0,,,64000000.0,,-2000000.0,,-437000000.0,-235000000.0,469000000.0,-437000000.0,-235000000.0,469000000.0,-171000000.0,71000000.0,74000000.0,-3000000.0,127000000.0,-14000000.0,2000000.0,32000000.0,-73000000.0,-196000000.0,-298000000.0,-50000000.0,,,15000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2020.0,Q1TTM,2019-03-31,2020-03-28,,-13000000.0,8000000.0,-43000000.0,61000000.0,204000000.0,22000000.0,,-246000000.0,40000000.0,1569000000.0,,730000000.0,928000000.0,494000000.0,730000000.0,928000000.0,494000000.0,2143000000.0,136000000.0,136000000.0,,392000000.0,32000000.0,-1000000.0,-9000000.0,56000000.0,-98000000.0,-948000000.0,-19000000.0,,818000000.0,200000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2020.0,Q1,2019-12-29,2020-03-28,2020-05-06 16:03:00+00:00,-18000000.0,2000000.0,,,49000000.0,,,65000000.0,,,,-808000000.0,776000000.0,188000000.0,-808000000.0,776000000.0,188000000.0,144000000.0,45000000.0,45000000.0,,27000000.0,-5000000.0,1000000.0,-12000000.0,-13000000.0,-25000000.0,-760000000.0,-30000000.0,,818000000.0,
